taxon_group,verbatim_name,name,Comment,Notes (temp; JAS will remove when finished with dinos),Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,subclass_taxon_id,subclass_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
planktic_forams,Dentoglobigerina praedehiscens,,,,,,,,Dentoglobigerina,,,,praedehiscens,,,,,1264,Dentoglobigerina,genus,,,,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dentoglobigerina pseudociperoensis,,,,,,,,Dentoglobigerina,,,,pseudociperoensis,,,,,1264,Dentoglobigerina,genus,,,,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dentoglobigerina sp. aff. D. larmeui,Dentoglobigerina aff. larmeui,,,,,,,Dentoglobigerina,,,aff.,larmeui,,,,,1264,Dentoglobigerina,genus,,,,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dentoglobigerina sp. cf. selli,Dentoglobigerina cf. selli,,,,,,,Dentoglobigerina,,,cf.,selli,,,,,1264,Dentoglobigerina,genus,,,,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dentoglobigerina tapuriensis,,,,,,,,Dentoglobigerina,,,,tapuriensis,,,,,1264,Dentoglobigerina,genus,,,,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dentoglobigerina yeguaensis,,,,,,,,Dentoglobigerina,,,,yeguaensis,,,,,1264,Dentoglobigerina,genus,,,,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dicarinella concavata-asymetrica,,,,,,,,Dicarinella,,,,concavata-asymetrica,,,,,71226,Dicarinella,genus,,,,71226,Dicarinella,155904,Globotruncanidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dicarinella imbricata,,,,,,,,Dicarinella,,,,imbricata,,,,,71226,Dicarinella,genus,,,,71226,Dicarinella,155904,Globotruncanidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dicarinella primitiva,,,,,,,,Dicarinella,,,,primitiva,,,,,71226,Dicarinella,genus,,,,71226,Dicarinella,155904,Globotruncanidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Dicarinellid gen.et sp. indet,Dicarinella spp.,,,,,,,Dicarinella,,,,spp.,,,,Dicarinellid gen.et sp. indet,,,,,,,,,,,,,,,,,,,,,,
planktic_forams,Dicarinellid taxa,Dicarinella spp.,,,,,,,Dicarinella,,,,spp.,,,,Dicarinellid taxa,,,,,,,,,,,,,,,,,,,,,,
planktic_forams,Eoglobigerina fringa,,,,,,,,Eoglobigerina,,,,fringa,,,,,1366,Eoglobigerina,genus,,,,1366,Eoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Eoglobigerina quadrilocula,,,,,,,,Eoglobigerina,,,,quadrilocula,,,,,1366,Eoglobigerina,genus,,,,1366,Eoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Eoglobigerina simplicissima,,,,,,,,Eoglobigerina,,,,simplicissima,,,,,1366,Eoglobigerina,genus,,,,1366,Eoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Eoglobigerina trivialis,,,,,,,,Eoglobigerina,,,,trivialis,,,,,1366,Eoglobigerina,genus,,,,1366,Eoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Eoglobigerina? sp.,? Eoglobigerina sp.,,,,,,?,Eoglobigerina,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
planktic_forams,Favusella hiltermanni,,,,,,,,Favusella,,,,hiltermanni,,,,,1431,Favusella,genus,,,,1431,Favusella,155900,Favusellidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Favusella washitensis,,,,,,,,Favusella,,,,washitensis,,,,,1431,Favusella,genus,,,,1431,Favusella,155900,Favusellidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Fohsella fohsi robusta,,,,,,,,Fohsella,,,,fohsi,,robusta,,,422385,Fohsella,genus,,,,422385,Fohsella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Fohsella fohsi sensus stricto,Fohsella s.s. fohsi,,,,,,,Fohsella,,,s.s.,fohsi,,,,,422385,Fohsella,genus,,,,422385,Fohsella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,G. bulbosa,,,,,,,,,,,,bulbosa,,,,,,,,,,,,,,,,,,,,,,,,,,
planktic_forams,Gallitellia vivans,,,,,,,,Gallitellia,,,,vivans,,,,,,,,1468,,,,,,,,,,,,,,,,,,
planktic_forams,Gansserina wiedenmayeri,,,,,,,,Gansserina,,,,wiedenmayeri,,,,,1473,Gansserina,genus,,,,1473,Gansserina,155904,Globotruncanidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globanomalina archeocompressa,,,,,,,,Globanomalina,,,,archeocompressa,,,,,1495,Globanomalina,genus,,,,1495,Globanomalina,112318,Hedbergellidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globanomalina ovalis,,,,,,,,Globanomalina,,,,ovalis,,,,,1495,Globanomalina,genus,,,,1495,Globanomalina,112318,Hedbergellidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globanomalina planoconica,,,,,,,,Globanomalina,,,,planoconica,,,,,1495,Globanomalina,genus,,,,1495,Globanomalina,112318,Hedbergellidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globanomalina pseudoimitata,,,,,,,,Globanomalina,,,,pseudoimitata,,,,,1495,Globanomalina,genus,,,,1495,Globanomalina,112318,Hedbergellidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina  cf. G. praeturritilina,Globigerina cf. praeturritilina,,,,,,,Globigerina,,,cf.,praeturritilina,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina aff. bulloides,,,,,,,,Globigerina,,,aff.,bulloides,,,,,113301,Globigerina bulloides,species,,113301,Globigerina bulloides,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina anguliofficinalis/angulisuturalis,,,,,,,,Globigerina,,,,anguliofficinalis/angulisuturalis,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina bulloides antarctica,,,,,,,,Globigerina,,,,bulloides,,antarctica,,,113301,Globigerina bulloides,species,,113301,Globigerina bulloides,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina bulloides s. I.,Globigerina s.I. bulloides,,,,,,,Globigerina,,,s.I.,bulloides,,,,,113301,Globigerina bulloides,species,,113301,Globigerina bulloides,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina calida cf. calida,,,,,,,,Globigerina,,,,calida,cf.,calida,,,422301,Globigerina calida,species,,422301,Globigerina calida,1501,Globigerinella,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. G. bulloides,Globigerina cf. bulloides,,,,,,,Globigerina,,,cf.,bulloides,,,,,82225,Globigerina glutinata,species,,82225,Globigerina glutinata,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. G. foliata,Globigerina cf. foliata,,,,,,,Globigerina,,,cf.,foliata,,,,,82225,Globigerina glutinata,species,,82225,Globigerina glutinata,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. G. praebulloides,Globigerina cf. praebulloides,,,,,,,Globigerina,,,cf.,praebulloides,,,,,82225,Globigerina glutinata,species,,82225,Globigerina glutinata,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. Gg. bulloides,Globigerina cf. bulloides,,,,,,,Globigerina,,,cf.,bulloides,,,,Globigerina cf. Gg. bulloides,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. brazieri,,,,,,,,Globigerina,,,cf.,brazieri,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. bulloides,,,,,,,,Globigerina,,,cf.,bulloides,,,,,113301,Globigerina bulloides,species,,113301,Globigerina bulloides,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. ciperoensis,,,,,,,,Globigerina,,,cf.,ciperoensis,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. connecta,,,,,,,,Globigerina,,,cf.,connecta,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. druryi,,,,,,,,Globigerina,,,cf.,druryi,,,,,422323,Globigerina druryi,species,,422323,Globigerina druryi,1529,Globoturborotalita,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. falconensis,,,,,,,,Globigerina,,,cf.,falconensis,,,,,388387,Globigerina falconensis,species,,388387,Globigerina falconensis,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. incisa,,,,,,,,Globigerina,,,cf.,incisa,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. nepenthes,,,,,,,,Globigerina,,,cf.,nepenthes,,,,,422342,Globigerina nepenthes,species,,422342,Globigerina nepenthes,1529,Globoturborotalita,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. quinqueloba,,,,,,,,Globigerina,,,cf.,quinqueloba,,,,,422371,Globigerina quinqueloba,species,,422371,Globigerina quinqueloba,2740,Turborotalita,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cf. venezuelana,,,,,,,,Globigerina,,,cf.,venezuelana,,,,,422292,Globigerina venezuelana,species,,422292,Globigerina venezuelana,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina ciperoensis ottnangiensis,,,,,,,,Globigerina,,,,ciperoensis,,ottnangiensis,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina ciperoensis/anguliofficinalis,,,,,,,,Globigerina,,,,ciperoensis/anguliofficinalis,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina cryophila (dex.),Globigerina cryophila (dextral),,,,,,,Globigerina,,,,cryophila,,,dextral,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina druryi/G. nepenthes,,,,,,,,Globigerina,,,,druryi,,nepenthes,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina eamsi,,,,,,,,Globigerina,,,,eamsi,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina exumbilicata,,,,,,,,Globigerina,,,,exumbilicata,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina falconensis (?),? Globigerina falconensis,,,,,,?,Globigerina,,,,falconensis,,,,,388387,Globigerina falconensis,species,,388387,Globigerina falconensis,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina fariasi,,,,,,,,Globigerina,,,,fariasi,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina hermanae (dex.),Globigerina hermanae (dextral),,,,,,,Globigerina,,,,hermanae,,,dextral,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina lozanoi,,,,,,,,Globigerina,,,,lozanoi,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina nepenthes (small),Globigerina nepenthes,,,,,,,Globigerina,,,,nepenthes,,,,small,422342,Globigerina nepenthes,species,,422342,Globigerina nepenthes,1529,Globoturborotalita,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina ouachitaensis ?,? Globigerina ouachitaensis,,,,,,?,Globigerina,,,,ouachitaensis,,,,,355105,Globigerina ouachitaensis,species,,355105,Globigerina ouachitaensis,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina ouachitaensis s. I,Globigerina s.I. ouachitaensis,,,,,,,Globigerina,,,s.I.,ouachitaensis,,,,,355105,Globigerina ouachitaensis,species,,355105,Globigerina ouachitaensis,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina palpebra,,,,,,,,Globigerina,,,,palpebra,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina sp. 1,,,,,,,,Globigerina,,,,sp. 1,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina sp. 2,,,,,,,,Globigerina,,,,sp. 2,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina sp. A,,,,,,,,Globigerina,,,,sp. A,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina sp. aff. G. ampliapertura,Globigerina aff. ampliapertura,,,,,,,Globigerina,,,aff.,ampliapertura,,,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina woodi s. 1.,Globigerina woodi,,,,,,,Globigerina,,,,woodi,,,,,82220,Globigerina woodi,species,,82220,Globigerina woodi,1529,Globoturborotalita,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina woodi/G. apertura,,,,,,,,Globigerina,,,,woodi/G.,,apertura,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerina woodi/disjuncta transition,,,,,,,,Globigerina,,,,woodi/disjuncta,,transition,,,1498,Globigerina,genus,,,,1498,Globigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatella insueta s. str.,,,,,,,,Globigerinatella,,,,insueta,,s. str.,,,82223,Globigerinatella insueta,species,,82223,Globigerinatella insueta,1499,Globigerinatella,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatheka beckmanni,,,,,,,,Globigerinatheka,,,,beckmanni,,,,,1500,Globigerinatheka,genus,,,,1500,Globigerinatheka,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatheka index tropicalis (high-spired),,,,,,,,Globigerinatheka,,,,index,,tropicalis,high-spired,,1500,Globigerinatheka,genus,,,,1500,Globigerinatheka,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatheka mexicana cf. barri,,,,,,,,Globigerinatheka,,,,mexicana,cf.,barri,,,1500,Globigerinatheka,genus,,,,1500,Globigerinatheka,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatheka sp cf. G. semiinvoluta,Globigerinatheka cf. semiinvoluta,,,,,,,Globigerinatheka,,,cf.,semiinvoluta,,,,,1500,Globigerinatheka,genus,,,,1500,Globigerinatheka,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatheka sp. cf. G.mexicana,Globigerinatheka cf. mexicana,,,,,,,Globigerinatheka,,,cf.,mexicana,,,,,1500,Globigerinatheka,genus,,,,1500,Globigerinatheka,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatheka spp.,,,,,,,,Globigerinatheka,,,,spp.,,,,,1500,Globigerinatheka,genus,,,,1500,Globigerinatheka,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinatheka subconglobata micra,,,,,,,,Globigerinatheka,,,,subconglobata,,micra,,,1500,Globigerinatheka,genus,,,,1500,Globigerinatheka,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinella aequilateralis (asymmetrical),,,,,,,,Globigerinella,,,,aequilateralis,,,asymmetrical,,422300,Globigerinella aequilateralis,species,,422300,Globigerinella aequilateralis,1501,Globigerinella,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinella aequilateralis (symmetrical),,,,,,,,Globigerinella,,,,aequilateralis,,,symmetrical,,422300,Globigerinella aequilateralis,species,,422300,Globigerinella aequilateralis,1501,Globigerinella,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinella cf. G. obesa,Globigerinella cf. obesa,,,,,,,Globigerinella,,,cf.,obesa,,,,,1501,Globigerinella,genus,,,,1501,Globigerinella,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinella cf. pseudobesa,,,,,,,,Globigerinella,,,cf.,pseudobesa,,,,,1501,Globigerinella,genus,,,,1501,Globigerinella,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinella praecalida,,,,,,,,Globigerinella,,,,praecalida,,,,,1501,Globigerinella,genus,,,,1501,Globigerinella,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinella? sp.,? Globigerinella sp.,,,,,,?,Globigerinella,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
planktic_forams,Globigerinelloides (unspecified taxon or taxa),Globigerinelloides spp.,,,,,,,Globigerinelloides,,,,spp.,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides alvarezi,,,,,,,,Globigerinelloides,,,,alvarezi,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides aptiense,,,,,,,,Globigerinelloides,,,,aptiense,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides barri,,,,,,,,Globigerinelloides,,,,barri,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides caseyi,,,,,,,,Globigerinelloides,,,,caseyi,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides cf. aptiense,,,,,,,,Globigerinelloides,,,cf.,aptiense,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides cf. bentonensis,,,,,,,,Globigerinelloides,,,cf.,bentonensis,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides duboisi,,,,,,,,Globigerinelloides,,,,duboisi,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides gottsi,,,,,,,,Globigerinelloides,,,,gottsi,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides multispinus,,,,,,,,Globigerinelloides,,,,multispinus,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides sp. 1,,,,,,,,Globigerinelloides,,,,sp. 1,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides sp. 2,,,,,,,,Globigerinelloides,,,,sp. 2,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides spp.,,,,,,,,Globigerinelloides,,,,spp.,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinelloides subcarinatus,,,,,,,,Globigerinelloides,,,,subcarinatus,,,,,1502,Globigerinelloides,genus,,,,1502,Globigerinelloides,155902,Globigerinelloididae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinids sp.,Globigerinitidae indet.,,,,,Globigerinitidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planktic_forams,Globigerinita cf. uvula,,,,,,,,Globigerinita,,,cf.,uvula,,,,,422378,Globigerinita uvula,species,,422378,Globigerinita uvula,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinita glutinata s. I,Globigerinita s.I. glutinata,,,,,,,Globigerinita,,,s.I.,glutinata,,,,,422375,Globigerinita glutinata,species,,422375,Globigerinita glutinata,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinita humilis,,,,,,,,Globigerinita,,,,humilis,,,,,1503,Globigerinita,genus,,,,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinita juvenilis/uvula,,,,,,,,Globigerinita,,,,juvenilis/uvula,,,,,1503,Globigerinita,genus,,,,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinita minuta,,,,,,,,Globigerinita,,,,minuta,,,,,1503,Globigerinita,genus,,,,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinita spp.,,,,,,,,Globigerinita,,,,spp.,,,,,1503,Globigerinita,genus,,,,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinita uvula Group,,,,,,,,Globigerinita,,,,uvula,,Group,,,422378,Globigerinita uvula,species,,422378,Globigerinita uvula,1503,Globigerinita,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides ? extremus,,,,,,,,Globigerinoides,,,?,extremus,,,,,388397,Globigerinoides extremus,species,,388397,Globigerinoides extremus,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides asper,,,,,,,,Globigerinoides,,,,asper,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides cf. altiapertura,,,,,,,,Globigerinoides,,,cf.,altiapertura,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides cf. bollii,,,,,,,,Globigerinoides,,,cf.,bollii,,,,,422307,Globigerinoides bollii,species,,422307,Globigerinoides bollii,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides cf. conglobatus,,,,,,,,Globigerinoides,,,cf.,conglobatus,,,,,388409,Globigerinoides conglobatus,species,,388409,Globigerinoides conglobatus,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides cf. mitra,,,,,,,,Globigerinoides,,,cf.,mitra,,,,,422310,Globigerinoides mitra,species,,422310,Globigerinoides mitra,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides cf. primordius,,,,,,,,Globigerinoides,,,cf.,primordius,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides cyclostomus,,,,,,,,Globigerinoides,,,,cyclostomus,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides elongatus/obliquus extremus,,,,,,,,Globigerinoides,,,,elongatus/obliquus,,extremus,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
