Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygodiscus fissus,Zygodiscus elegans,Watznaueria communis,Watznaueria barnesae,Vagalapilla stradneri,Tubodiscus verenae,Thoracosphaera sp.,Parhabdolithus embergeri,Micrantholithus hoschulzii,Cyclagelosphaera deflandrei,Crucibiscutum salebrosum,Cretarhabdus conicus,Biscutum constans,Watznaueria ovata,Rotelapillus laffittei,Parhabdolithus asper,Manivitella pemmatoidea,Cretarhabdus surirellus,Conusphaera rothii,Bukrylithus ambiguus,Eiffellithus windii,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Axopodorhabdus dietzmannii,Ethmorhabdus gallicus,Assipetra infracretacea,Zygodiscus diplogrammus,Vagalapilla matalosa,Tegumentum stradneri,Percivalia fenestrata,Hemipodorhabdus gorkae,Grantarhabdus meddii,Watznaueria biporta,Tranolithus gabalus,Prediscosphaera arkhangelskyi,Corollithion ellipticum,Parhabdolithus splendens,Discorhabdus rotatorius,Broinsonia gammation,Microstaurus chiastius,Markalius circumradiatus,Scapholithus fossilis,Lithraphidites carniolensis,Parhabdolithus angustus,Eprolithus floralis,Chiastozygus litterarius,Parhabdolithus infinitus,Grantarhabdus coronadventis,Flabellites oblongus,Axopodorhabdus decorus,Octocyclus magnus,Cribrosphaerella primitiva,Cretarhabdus loriei,Lapideacassis sp.,Amphizygus brooksii,Rucinolithus irregularis,Prediscosphaera columnata,Sollasites falklandensis,Parhabdolithus achylostaurion,Zebrashapka sp.,Prediscosphaera spinosa,Broinsonia enormis,Hayesites albiensis,Corollithion achylosum,Pickelhaube furtiva,Biscutum coronum                ,Vagalapilla aachena,Corollithion signum,Broinsonia signata,Sollasites horticus,Tranolithus orionatus,Axopodorhabdus albianus,Percivillia hauxtonensis,Parhabdolithus reniformis,Eiffellithus cf. E. eximius,Cretarhabdus angustiforatus,Cylindralithus gallicus,Eiffellithus trabeculatus,Braarudosphaera regularis,Gartnerago striatum,Cribrosphaerella ehrenbergii,Sollasites hayi,Corollithion acutum,Gartnerago nanum,Eiffellithus turriseiffelii,Corollithion kennedyi,Prediscosphaera cretacea,Lithraphidites acutus,Gartnerago obliquum,Quadrum gartneri,Eprolithus moratus,Eiffellithus eximius,Chiastozygus garrisonii,Reinhardtites anthophorus,Microrhabdulus decoratus,Kamptnerius magnificus,Marthasterites furcatus,Micula staurophora,Lucianorhabdus maleformis,Vagalapilla octoradiata,Microrhabdulus belgicus,Lithastrinus grillii,Reinhardtites levis,Parhabdolithus regularis,Lucianorhabdus cayeuxii,Prediscosphaera grandis,Lucianorhabdus arcuatus,Broinsonia parca parca,Broinsonia parca constricta,Markalius inversus,Quadrum gothicum,Corollithion exiguum,Microrhabdulus elongatus,Zygodiscus spiralis,Manivitella granulata,Quadrum trifidum,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 35,X, 3,  32.00,    506.8200,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,F                   ,A                   ,R                    ,                  ,                  ,F                       ,                          ,                           ,                        ,F                   ,R                ,R                ,F                     ,F                   ,F                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,R                      ,                    ,                      ,                        ,                     ,F                          ,                       ,C                  ,R                       ,R                       ,R                          ,R                   ,R                     ,R                ,R                         ,                   ,                 ,                   ,R                       ,R                        ,                        ,                             ,R              ,                       ,                  ,R                  ,F                     ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 35,X, 4,  32.00,    508.3200,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,F                   ,A                   ,R                    ,                  ,                  ,F                       ,                          ,                           ,                        ,R                   ,F                ,R                ,F                     ,R                   ,F                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,F                   ,R                   ,                     ,                      ,                    ,                   ,R                  ,                             ,                       ,R                       ,R                      ,                    ,R                     ,                        ,R                    ,F                          ,F                      ,F                  ,R                       ,R                       ,                           ,                    ,R                     ,R                ,F                         ,F                  ,                 ,                   ,                        ,R                        ,R                       ,                             ,               ,                       ,                  ,R                  ,R                     ,                   ,R                               ,R                  ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 35,X, 5,  32.00,    509.8200,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,R                   ,A                   ,R                    ,                  ,                  ,F                       ,                          ,                           ,                        ,F                   ,                 ,R                ,F                     ,F                   ,F                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,R                   ,R                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,                       ,                    ,R                     ,                        ,                     ,F                          ,R                      ,F                  ,F                       ,R                       ,F                          ,R                   ,                      ,                 ,                          ,R                  ,                 ,                   ,                        ,R                        ,                        ,R                            ,               ,                       ,                  ,R                  ,R                     ,                   ,R                               ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 35,X, 6,  32.00,    511.3200,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,                    ,A                   ,R                    ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,C                ,                 ,C                     ,                    ,                       ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,F                   ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,R                      ,                    ,                      ,                        ,                     ,                           ,                       ,                   ,R                       ,                        ,                           ,                    ,R                     ,                 ,                          ,R                  ,                 ,                   ,                        ,F                        ,                        ,                             ,R              ,                       ,?                 ,                   ,R                     ,                   ,R                               ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 35,X,CC,  66.00,    513.1600,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,F                   ,A                   ,F                    ,                  ,                  ,F                       ,                          ,                           ,                        ,R                   ,C                ,R                ,F                     ,R                   ,F                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,                       ,                    ,F                     ,                        ,                     ,F                          ,R                      ,C                  ,R                       ,R                       ,                           ,R                   ,R                     ,R                ,R                         ,                   ,R                ,                   ,                        ,R                        ,                        ,F                            ,               ,                       ,                  ,R                  ,R                     ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 36,X, 1,  29.00,    513.2900,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,F                    ,                  ,                  ,F                       ,                          ,                           ,                        ,                    ,R                ,R                ,R                     ,F                   ,R                      ,R                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,F                   ,R                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,F                       ,                       ,                    ,R                     ,                        ,                     ,F                          ,R                      ,C                  ,R                       ,R                       ,                           ,F                   ,                      ,R                ,                          ,                   ,                 ,R                  ,                        ,R                        ,                        ,F                            ,               ,                       ,                  ,                   ,R                     ,                   ,F                               ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 36,X, 2,  30.00,    514.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,F                   ,A                   ,F                    ,                  ,                  ,F                       ,                          ,                           ,                        ,F                   ,C                ,                 ,C                     ,R                   ,R                      ,F                      ,                  ,F                   ,                   ,                        ,                           ,                          ,                     ,                       ,C                      ,R                   ,                    ,R                    ,                      ,                    ,                   ,                   ,                             ,                       ,F                       ,F                      ,                    ,R                     ,R                       ,                     ,F                          ,R                      ,F                  ,F                       ,                        ,R                          ,R                   ,R                     ,R                ,R                         ,R                  ,R                ,R                  ,                        ,R                        ,R                       ,R                            ,F              ,                       ,                  ,                   ,R                     ,                   ,R                               ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 36,X, 3,  28.00,    516.2800,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,F                    ,                  ,R                 ,F                       ,                          ,                           ,                        ,                    ,                 ,                 ,R                     ,R                   ,F                      ,F                      ,                  ,F                   ,                   ,                        ,                           ,R                         ,                     ,                       ,R                      ,F                   ,F                   ,R                    ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,R                      ,                    ,R                     ,                        ,                     ,F                          ,F                      ,F                  ,R                       ,R                       ,R                          ,F                   ,R                     ,R                ,R                         ,R                  ,                 ,R                  ,                        ,R                        ,F                       ,F                            ,               ,                       ,                  ,R                  ,R                     ,R                  ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 36,X, 4,  31.00,    517.8100,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,R                   ,A                   ,F                    ,                  ,F                 ,C                       ,                          ,                           ,                        ,F                   ,F                ,R                ,C                     ,F                   ,F                      ,R                      ,                  ,F                   ,                   ,                        ,                           ,R                         ,                     ,                       ,F                      ,R                   ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,C                      ,                    ,                      ,                        ,                     ,F                          ,R                      ,F                  ,F                       ,F                       ,R                          ,R                   ,R                     ,R                ,R                         ,                   ,                 ,                   ,                        ,                         ,R                       ,R                            ,F              ,                       ,                  ,R                  ,R                     ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 36,X, 5,  30.00,    519.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,F                    ,                  ,                  ,F                       ,                          ,                           ,                        ,                    ,R                ,R                ,F                     ,R                   ,R                      ,R                      ,                  ,F                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,C                       ,                       ,                    ,                      ,R                       ,                     ,R                          ,R                      ,C                  ,R                       ,R                       ,                           ,F                   ,R                     ,                 ,R                         ,                   ,R                ,                   ,                        ,                         ,R                       ,                             ,               ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 36,X, 6,  34.00,    520.8400,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,R                    ,                  ,                  ,C                       ,                          ,                           ,                        ,R                   ,F                ,R                ,F                     ,F                   ,A                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,                    ,R                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,R                      ,                    ,F                     ,R                       ,                     ,F                          ,R                      ,F                  ,R                       ,F                       ,R                          ,                    ,R                     ,                 ,R                         ,                   ,                 ,                   ,                        ,R                        ,R                       ,R                            ,               ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 36,X,CC,  39.00,    522.8300,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,R                    ,                  ,R                 ,F                       ,                          ,                           ,                        ,R                   ,F                ,R                ,C                     ,R                   ,R                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,F                   ,R                    ,                      ,                    ,                   ,                   ,                             ,R                      ,R                       ,R                      ,R                   ,R                     ,R                       ,                     ,F                          ,F                      ,F                  ,R                       ,                        ,                           ,R                   ,R                     ,                 ,R                         ,                   ,R                ,R                  ,                        ,R                        ,R                       ,F                            ,R              ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 37,X, 1,  25.00,    522.7500,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,F                    ,                  ,                  ,R                       ,                          ,                           ,                        ,                    ,C                ,R                ,F                     ,R                   ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,F                   ,                    ,R                    ,                      ,                    ,                   ,                   ,                             ,R                      ,F                       ,F                      ,R                   ,R                     ,R                       ,                     ,F                          ,R                      ,C                  ,R                       ,R                       ,R                          ,R                   ,R                     ,                 ,R                         ,                   ,R                ,                   ,R                       ,R                        ,R                       ,                             ,               ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 37,X, 2,  28.00,    524.2800,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,A                   ,R                    ,                  ,R                 ,F                       ,                          ,                           ,                        ,R                   ,F                ,R                ,F                     ,R                   ,R                      ,R                      ,                  ,R                   ,                   ,                        ,                           ,R                         ,                     ,                       ,                       ,F                   ,R                   ,R                    ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,F                      ,                    ,R                     ,                        ,                     ,F                          ,R                      ,F                  ,R                       ,F                       ,                           ,R                   ,R                     ,                 ,R                         ,                   ,R                ,R                  ,                        ,R                        ,R                       ,                             ,R              ,R                      ,?                 ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 37,X, 3,  28.00,    525.7800,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,F                   ,A                   ,R                    ,                  ,                  ,F                       ,                          ,                           ,                        ,                    ,                 ,R                ,R                     ,R                   ,R                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,F                      ,R                   ,R                     ,R                       ,                     ,F                          ,                       ,F                  ,                        ,R                       ,                           ,R                   ,R                     ,                 ,R                         ,                   ,                 ,                   ,R                       ,R                        ,R                       ,                             ,               ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
