Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Haplophragmoides spp.,Angulogerina spp.,Angulogerina sp. A,Spirosigmoilinella compressa,Martinottiella communis,Cyclammina cancellata,Martinottiella gracilima,Martinottiella nodulosa,Miliammina echigoensis,Valvulineria sadonica,Uvigerina yabei,Uvigerina spp.,Sphaeroidina bulloides,Sigmoilopsis schlumbergeri,Cassidulina norcrossi,Oridorsalis tener,Melonis nicobarense,Uvigerina akitaensis & var.,Quadrimorphina laevigata,Pullenia salisburyi,Pullenia apertura,Parafissurina sp. B,Nonionellina labradorica,Nodosariidae (taxa),Frondicularia sp. A,Fissurina marginata,Cibicides spp.,Bulimina striata,Astrononion hamadaense,Uvigerina wakimotoensis,Pseudoparrella takayanagii,Parafissurina  sp. A,Parafissurina fersinea,Lenticulina spp.,Lagena substriata,Lagena sp. A,Lagena nebulosa,Lagena flatulenta,Lagena apiopleura,Lagena amphora,Globobulimina auriculata,Fissurina spp.,Fissurina orbignyana,Fissurina annectens,Eilohedra rotunda,Dentalina sp.,Cassidulina cushmani,Buliminella tenuata,Oridorsalis umbonatus,Cibicides wuellerstorfi,Trifarina kokozuraensis,Stainforthia complanata,Quinqueloculina sp.,Pyrgo murrhina,Pseudoparrella naraensis,Parafissurina costata,Lagena sp.,Gavelinopsis hatakeyamai,Epistominella pulchella,Cibicides asanoi,Cassidulina sp. A,Cassidulina norvangi,Bolivina pacifica,Bolivina decussata,Bolivina cf. subspinescens,Quinqueloculina vulgaris,Parafissurina lateralis crassa,Pandaglandulina sp. A,Oolina melo,Nonionella(?) fragilis   ,Lagena gracilis,Dentalina frobisherensis,Cassidulina japonica,Karreriella baccata japonica,Fissurina lucida,Textularia sp. A,Oolina striatopunctata,Lagena semilineata,Lagena distoma,Fissurina fimbriata,Fissurina cucurbitasema,Bolivinita quadrilatera,Stilostomella lepidula,Lagena tricaritortuosa,Glandulina laevigata,Cassidulina cf. japonica,Fissurina echigoensis,Planorbulina sp.,Globobulimina subaffinis,Fissurina ventricosa,Elphidium subarcticum,Planularia asanoi,Pyrgo spp.,Fissurina lagenoides,Rotaliid taxa,Cassidulina spp.,Parafrondicularia sp. A,Lagena sulcata,Bulimina marginata,Amphicoryna spp.,Stainforthia fusiformis,Lagena elongata,Globobulimina pacifica,Pararotalia sp. A,Elphidium schmitti,Anomalinoides glabrata,Pseudonodosalia appressa,Echigoina hataii,Buccella inusitata,Stilostomella ketienziensis,Stilostomella japonica,Dentalina setanaensis,Dentalina ittai ,Chilostomellina frimbriata,Lagena striata,Lagena setigera,Lagena gracillima,Uvigerina lobulata,Eponides sp. A,Cibicides sp. A,Gaudryina spp.,Elphidium clavatum,Astacolus echigoensis,Nonion japonicum,Fissurina sublagenoides,Glandulina spp.,Bolivina spp.,Pseudononion grateloupi,Buccella nipponica,Fissurina cf. wallerina,Heronallenia cf. parva,Triloculina tricarinata,Miliolinella oblonga,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 38,X, 2,  33.00,    355.7300,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 38,X, 3,  32.00,    357.2200,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 38,X, 5,  33.00,    360.2300,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 38,X, 6,  33.00,    361.7300,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 39,X, 1,  47.00,    364.0700,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,T                      ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 39,X, 3,  47.00,    367.0700,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,T                      ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 39,X, 4,  47.00,    368.5700,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 39,X, 5,  75.00,    370.3500,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,T                      ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 39,X, 6, 129.00,    372.1100,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 40,X, 2,  38.00,    375.0800,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,T                      ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 41,X, 1, 112.00,    384.0200,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 47,X, 6,  67.00,    447.8000,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 48,X, 4,  39.00,    455.2900,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 49,X, 2,  37.00,    461.9700,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,T                      ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 49,X, 7,  40.00,    469.5000,Kato     ,Benthic Foraminifers                         ,               ,P                 ,3                    ,                 ,                  ,                            ,42                     ,7                    ,                        ,48                     ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
