Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
317-U1352B-30H-4-A,317,U1352,B,30,30-4,H,4,A,70,149,262.9,263.69,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Firm to soupy mud exhibiting flow in from coring disturbance.,,,,,,334
317-U1352B-30H-5-A,317,U1352,B,30,30-5,H,5,A,0,149,263.7,265.19,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Firm to soupy mud exhibiting flow in from coring disturbance.,,,,,,335
317-U1352B-30H-6-A,317,U1352,B,30,30-6,H,6,A,0,99,265.2,266.19,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Firm to soupy mud exhibiting flow in from coring disturbance.,,,,,,336
317-U1352B-30H-7-A,317,U1352,B,30,30-7,H,7,A,0,69,266.2,266.89,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Firm to soupy mud exhibiting flow in from coring disturbance.,,,,,,337
317-U1352B-30H-CC-A,317,U1352,B,30,30-CC,H,CC,A,0,24,266.92,267.16,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Firm to soupy mud exhibiting flow in from coring disturbance.,,,,,,338
317-U1352B-31H-1-A,317,U1352,B,31,31-1,H,1,A,0,138,267.2,268.58,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","dark greenish gray, homogeneous mud, with scattered rare shell fragments.  ",,,,,,339
317-U1352B-31H-2-A,317,U1352,B,31,31-2,H,2,A,0,70,268.7,269.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","dark greenish gray, micaceous homogeneous mud, with scattered shell fragments (bivalves).  ",,,,,,340
317-U1352B-31H-3-A,317,U1352,B,31,31-3,H,3,A,0,57,269.4,269.97,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud. Highly disturbed by drilling.  ,,,,,,341
317-U1352B-31H-4-A,317,U1352,B,31,31-4,H,4,A,0,55,270.46,271.01,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud.  Highly disturbed by drilling.  ,,,,,,342
317-U1352B-31H-5-A,317,U1352,B,31,31-5,H,5,A,0,143,271.01,272.44,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","dark greenish gray, micaceus, homogeneous mud with scattered rare shell fragments. ",,,,,,343
317-U1352B-32H-1-A,317,U1352,B,32,32-1,H,1,A,0,150,272.2,273.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few % of very fine sand. slightly mottled in color. No shells.,,,,,,344
317-U1352B-32H-2-A,317,U1352,B,32,32-2,H,2,A,0,150,273.7,275.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few % of very fine sand. slightly mottled in color. scattered with rare shell fragments.,,,,,,345
317-U1352B-32H-3-A,317,U1352,B,32,32-3,H,3,A,0,120,275.2,276.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few % of very fine sand. slightly mottled in color (10Y 4/1 and 5GY 4/1). scattered with rare shell fragments.,,,,,,346
317-U1352B-32H-4-A,317,U1352,B,32,32-4,H,4,A,0,3,276.7,276.73,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","calcarelus moderately well-sorted v.f. - f. sand (mostly v.f. sand) on sharp base, with scattered shell fragments.  burrows of 1 cm in diameter extends 5 cm below the base.  ",,,,,,347
317-U1352B-32H-4-A,317,U1352,B,32,32-4,H,4,A,3,130,276.73,278,,Marl [Leg210],,Marl,,,,,Leg 210,Marl with a few % of very fine sand. slightly mottled in color (10Y 4/1 and 5GY 4/1).  No shells.  ,,,,,,348
317-U1352B-32H-4-A,317,U1352,B,32,32-4,H,4,A,130,139,278,278.09,,Very fine-fine sand [S54-W22],,Marl,,,,,"Shepard, 1954; Wentworth, 1922",moderatelly well-sorted v.f. sandy marl.  Forams and equinoid spines are common in lower part.,,,,,,349
317-U1352B-32H-5-A,317,U1352,B,32,32-5,H,5,A,0,20,278.15,278.35,,Mud [S54-Leg210],,Marl,,,,,"Shepard, 1954 - Leg 210 revision","Marl with a few % of well-sorted v.f. - f. sand, with 1 cm thick clay layers; probably due to drilling disturbance.  ",,,,,,350
317-U1352B-32H-5-A,317,U1352,B,32,32-5,H,5,A,20,142,278.35,279.57,,Very fine-fine sand [S54-W22],,Marl,,,,,"Shepard, 1954; Wentworth, 1922"," moderately well sorted v.f. - f. sandy (mostly f. sand) marl, with scattered common shell fragments, forams and gastropods (Ellicea elegans (*5), Terewelon Knoxi; c. 130-500m).",,,,,,351
317-U1352B-32H-6-A,317,U1352,B,32,32-6,H,6,A,0,127,279.57,280.84,,Very fine-fine sand [S54-W22],,Marl,,,,,"Shepard, 1954; Wentworth, 1922","Dark greenish gray, calcareous, moderately well-sorted v.f. - v.sandy (mostly f. sand), marl with scattered common shells and shell fragments (equinoid spines, gastropod (from w-half; 3 cm), forams and small gastropods. ",,,,,,352
317-U1352B-32H-CC-A,317,U1352,B,32,32-CC,H,CC,A,0,71,280.84,281.55,,Very fine-fine sand [S54-W22],,marl,,,,,"Shepard, 1954; Wentworth, 1922","moderetaly well-sorted v.f. - f. sandy (mostly f.sand) marl, with abundant scattered shells (equinoid spines, gastropods (from w-harl) and forams).",,,,,,353
317-U1352B-33H-1-A,317,U1352,B,33,33-1,H,1,A,0,10,281.7,281.8,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,soft,,,"Shepard, 1954; Wentworth, 1922","well sorted, very fine to fine (mostly fine) sand",,,,,,354
317-U1352B-33H-1-A,317,U1352,B,33,33-1,H,1,A,10,100,281.8,282.7,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",with a few percent very fine sand,,,,,,355
317-U1352B-33H-2-A,317,U1352,B,33,33-2,H,2,A,0,2,283.11,283.13,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922","moderately well sorted, very fine to fine (mostly very fine) sand",,,,,,356
317-U1352B-33H-2-A,317,U1352,B,33,33-2,H,2,A,2,14,283.13,283.25,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,,,357
317-U1352B-33H-2-A,317,U1352,B,33,33-2,H,2,A,14,43,283.25,283.54,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,358
317-U1352B-33H-3-A,317,U1352,B,33,33-3,H,3,A,0,45,283.88,284.33,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",very fine sandy mud,,,,,,359
317-U1352B-33H-4-A,317,U1352,B,33,33-4,H,4,A,0,16,284.64,284.8,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,360
317-U1352B-33H-4-A,317,U1352,B,33,33-4,H,4,A,16,18,284.8,284.82,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",Moderately well sorted very fine sand,,,,,,361
317-U1352B-33H-4-A,317,U1352,B,33,33-4,H,4,A,18,36,284.82,285,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,362
317-U1352B-33H-4-A,317,U1352,B,33,33-4,H,4,A,36,59,285,285.23,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,,,363
317-U1352B-33H-4-A,317,U1352,B,33,33-4,H,4,A,59,139,285.23,286.03,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,364
317-U1352B-33H-5-A,317,U1352,B,33,33-5,H,5,A,0,148,286.14,287.62,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,365
317-U1352B-33H-6-A,317,U1352,B,33,33-6,H,6,A,0,54,287.62,288.16,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,,,,,366
317-U1352B-34H-1-A,317,U1352,B,34,34-1,H,1,A,0,24,288.2,288.44,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1 to 10GY 4/1) homogeneous mud with <20% vf micaceous well-sorted sand, slightly more concentrated in Sect. 1, 87-94 cm. Slightly clayeyer 44-47 cm in Sect. 5 and slightly sandier 102-105 cm, Sect. 5.  Slightly mottled throughout.",,,,,,367
317-U1352B-34H-2-A,317,U1352,B,34,34-2,H,2,A,0,133,288.46,289.79,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1 to 10GY 4/1) homogeneous mud with <20% vf micaceous well-sorted sand, slightly more concentrated in Sect. 1, 87-94 cm. Slightly clayeyer 44-47 cm in Sect. 5 and slightly sandier 102-105 cm, Sect. 5.  Slightly mottled throughout.",,,,,,368
317-U1352B-34H-3-A,317,U1352,B,34,34-3,H,3,A,0,88,289.89,290.77,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1 to 10GY 4/1) homogeneous mud with <20% vf micaceous well-sorted sand, slightly more concentrated in Sect. 1, 87-94 cm. Slightly clayeyer 44-47 cm in Sect. 5 and slightly sandier 102-105 cm, Sect. 5.  Slightly mottled throughout.",,,,,,369
317-U1352B-34H-4-A,317,U1352,B,34,34-4,H,4,A,0,37,290.77,291.14,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1 to 10GY 4/1) homogeneous mud with <20% vf micaceous well-sorted sand, slightly more concentrated in Sect. 1, 87-94 cm. Slightly clayeyer 44-47 cm in Sect. 5 and slightly sandier 102-105 cm, Sect. 5.  Slightly mottled throughout.",,,,,,370
317-U1352B-34H-5-A,317,U1352,B,34,34-5,H,5,A,0,140,291.14,292.54,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1 to 10GY 4/1) homogeneous mud with <20% vf micaceous well-sorted sand, slightly more concentrated in Sect. 1, 87-94 cm. Slightly clayeyer 44-47 cm in Sect. 5 and slightly sandier 102-105 cm, Sect. 5.  Slightly mottled throughout.",,,,,,371
317-U1352B-34H-CC-A,317,U1352,B,34,34-CC,H,CC,A,0,31,292.54,292.85,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1 to 10GY 4/1) homogeneous mud with <20% vf micaceous well-sorted sand, slightly more concentrated in Sect. 1, 87-94 cm. Slightly clayeyer 44-47 cm in Sect. 5 and slightly sandier 102-105 cm, Sect. 5.  Slightly mottled throughout.",,,,,,372
317-U1352B-35H-1-A,317,U1352,B,35,35-1,H,1,A,0,30,292.9,293.2,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Drilling disturbed,,,,,,373
317-U1352B-35H-1-A,317,U1352,B,35,35-1,H,1,A,30,78,293.2,293.68,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Mottled, homogeneous mud; slightly sandy (vf-f micaceous well sorted sand)",,,,,,374
317-U1352B-35H-1-A,317,U1352,B,35,35-1,H,1,A,78,92,293.68,293.82,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Poorly sorted, shelly sandy marl",,,,,,375
317-U1352B-35H-1-A,317,U1352,B,35,35-1,H,1,A,92,134,293.82,294.24,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Moderately sorted vf-f micaceous calcareous sandy mud,,,,,,376
317-U1352B-35H-2-A,317,U1352,B,35,35-2,H,2,A,0,43,294.34,294.77,,Marl [Leg210],,Marl,,firm,,,Leg 210,Sandy marl.  Sand is vf-f moderately sorted and calcareous.,,,,,,377
317-U1352B-35H-2-A,317,U1352,B,35,35-2,H,2,A,43,55,294.77,294.89,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with minor amount of vf-f well sorted sand,,,,,,378
317-U1352B-35H-2-A,317,U1352,B,35,35-2,H,2,A,55,90,294.89,295.24,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud; soupy from drilling disturbance,,,,,,379
317-U1352B-36H-1-A,317,U1352,B,36,36-1,H,1,A,0,120,295.3,296.5,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous calcareous mud with minor amount of vf well sorted sand.  Greenish gray sandy calcareous mud from Sect. 1, 12-14 cm; unclear if it is burrow or drilling artifact",,,,,,380
317-U1352B-36H-2-A,317,U1352,B,36,36-2,H,2,A,0,20,296.5,296.7,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous calcareous mud with minor amount of vf well sorted sand.  Greenish gray sandy calcareous mud from Sect. 1, 12-14 cm; unclear if it is burrow or drilling artifact",,,,,,381
317-U1352B-36H-2-A,317,U1352,B,36,36-2,H,2,A,20,51,296.7,297.01,,Marl [Leg210],,Marl,,firm,,,Leg 210,Sandy marl; vf-f moderately sorted sand,,,,,,382
317-U1352B-37X-1-A,317,U1352,B,37,37-1,X,1,A,0,27,297,297.27,,mud [S54-Leg210],,mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",,,,,,,383
317-U1352B-37X-1-A,317,U1352,B,37,37-1,X,1,A,27,115,297.27,298.15,,Marl [Leg210],,Marl,,firm,,,Leg 210,Vf-medium poorly sorted sandy marl; heavily biscuited,,,,,,384
317-U1352B-37X-2-A,317,U1352,B,37,37-2,X,2,A,0,47,298.5,298.97,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Coarsening-upward sandy marl; sand is vf-f, moderately sorted ",,,,,,385
317-U1352B-37X-2-A,317,U1352,B,37,37-2,X,2,A,47,106,298.97,299.56,,mud [S54-Leg210],,mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with minor (<20%) vf micaceous well sorted sand,,,,,,386
317-U1352B-37X-CC-A,317,U1352,B,37,37-CC,X,CC,A,0,30,299.55,299.85,,mud [S54-Leg210],,mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with minor (<20%) vf micaceous well sorted sand,,,,,,387
317-U1352B-38X-1-A,317,U1352,B,38,38-1,X,1,A,0,150,302.6,304.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with small % of v.f. sand. Scattered rare shell fragments.  Small gastropod at 143 cm.  Echinoid spine at 89 cm.  Mostly homogeneous.  Some <1 cm thick clay layers throughout.  ,,,,,,388
317-U1352B-38X-2-A,317,U1352,B,38,38-2,X,2,A,0,10,304.1,304.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with few % if v.f. sand.  Gradational base.  ,,,,,,389
317-U1352B-38X-2-A,317,U1352,B,38,38-2,X,2,A,10,150,304.2,305.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with micaceous v.f. sand; probably a little more sandy than abobe mud.  Dinstinctly more olive green color.  Small shell are scattered but rare.  Slight change in hardness throughout.  ,,,,,,390
317-U1352B-38X-3-A,317,U1352,B,38,38-3,X,3,A,0,150,305.6,307.1,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision","Mud with a few % of v.f. sand.  Included rare scattered shell fragments (very rare) and forams.  <3 cm layers of more clay-rich mud throughout, giving color banded apperance.  At 130-1330 cm shell-rich layer includes gastropod; probable Volutidae.  Greener upper units / gray lower unit.",,,,,,391
317-U1352B-38X-4-A,317,U1352,B,38,38-4,X,4,A,0,150,307.1,308.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Mud with a few % of v.f. sand.  Scattered rare shell fragments.  Several  <3 cm thick clayey silt layers throughout.  Clay-rich layer at 118-120, 62-63 cm. Those gives color -banding apperance.   ",,,,,,392
317-U1352B-38X-5-A,317,U1352,B,38,38-5,X,5,A,0,150,308.6,310.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a small % of micaceus v.f. sand.  Numerous small dark gray sand-filled burrows ( <2 cm) ; Helminthopsis?  Shell fragments are very rare.  Alternating <1 cm thick clayey silt bands are comonn; give the sediment on alternating appearance.  ,,,,,,393
317-U1352B-38X-6-A,317,U1352,B,38,38-6,X,6,A,0,74,310.1,310.84,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a small % of micaceous v.f. sand. Rare shells sand shell fragments are scattered. One slightly concentrated layer of broken shells at 22-24 cm.  Occasional < 1 cm thick clayey silt layers throughout.  ,,,,,,394
317-U1352B-38X-CC-A,317,U1352,B,38,38-CC,X,CC,A,0,23,310.85,311.08,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with a small % of v.f. micaceous sand.  ,,,,,,395
317-U1352B-39X-1-A,317,U1352,B,39,39-1,X,1,A,0,150,312.2,313.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,396
317-U1352B-39X-2-A,317,U1352,B,39,39-2,X,2,A,0,150,313.7,315.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,397
317-U1352B-39X-3-A,317,U1352,B,39,39-3,X,3,A,0,140,315.2,316.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,398
317-U1352B-39X-4-A,317,U1352,B,39,39-4,X,4,A,0,150,316.7,318.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,399
317-U1352B-39X-5-A,317,U1352,B,39,39-5,X,5,A,0,150,318.2,319.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,400
317-U1352B-39X-6-A,317,U1352,B,39,39-6,X,6,A,0,130,319.7,321,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,401
317-U1352B-39X-7-A,317,U1352,B,39,39-7,X,7,A,0,55,321,321.55,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,402
317-U1352B-39X-CC-A,317,U1352,B,39,39-CC,X,CC,A,0,35,321.55,321.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,403
317-U1352B-40X-1-A,317,U1352,B,40,40-1,X,1,A,0,150,321.9,323.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,404
317-U1352B-40X-2-A,317,U1352,B,40,40-2,X,2,A,0,150,323.4,324.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,405
317-U1352B-40X-3-A,317,U1352,B,40,40-3,X,3,A,0,150,324.9,326.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,406
317-U1352B-40X-4-A,317,U1352,B,40,40-4,X,4,A,0,150,326.4,327.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,407
317-U1352B-40X-5-A,317,U1352,B,40,40-5,X,5,A,0,100,327.9,328.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,408
317-U1352B-40X-5-A,317,U1352,B,40,40-5,X,5,A,100,114,328.9,329.04,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,409
317-U1352B-40X-5-A,317,U1352,B,40,40-5,X,5,A,114,150,329.04,329.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,410
317-U1352B-40X-6-A,317,U1352,B,40,40-6,X,6,A,0,50,329.4,329.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,411
317-U1352B-40X-6-A,317,U1352,B,40,40-6,X,6,A,50,115,329.9,330.55,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,412
317-U1352B-40X-CC-A,317,U1352,B,40,40-CC,X,CC,A,0,28,330.54,330.82,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,413
317-U1352B-41X-1-A,317,U1352,B,41,41-1,X,1,A,0,149,331.5,332.99,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,414
317-U1352B-41X-2-A,317,U1352,B,41,41-2,X,2,A,0,149,333,334.49,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,415
317-U1352B-41X-3-A,317,U1352,B,41,41-3,X,3,A,0,90,334.5,335.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,416
317-U1352B-41X-3-A,317,U1352,B,41,41-3,X,3,A,90,120,335.4,335.7,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,417
317-U1352B-41X-3-A,317,U1352,B,41,41-3,X,3,A,120,140,335.7,335.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,418
317-U1352B-41X-4-A,317,U1352,B,41,41-4,X,4,A,0,55,336,336.55,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,419
317-U1352B-41X-4-A,317,U1352,B,41,41-4,X,4,A,55,150,336.55,337.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,420
317-U1352B-41X-5-A,317,U1352,B,41,41-5,X,5,A,0,150,337.5,339,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,421
317-U1352B-41X-6-A,317,U1352,B,41,41-6,X,6,A,0,110,339,340.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,422
317-U1352B-41X-7-A,317,U1352,B,41,41-7,X,7,A,0,60,340.1,340.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,423
317-U1352B-41X-7-A,317,U1352,B,41,41-7,X,7,A,60,82,340.7,340.92,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,424
317-U1352B-41X-CC-A,317,U1352,B,41,41-CC,X,CC,A,0,37,340.91,341.28,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,425
317-U1352B-42X-1-A,317,U1352,B,42,42-1,X,1,A,0,150,341.1,342.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,426
317-U1352B-42X-2-A,317,U1352,B,42,42-2,X,2,A,0,150,342.6,344.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,427
317-U1352B-42X-3-A,317,U1352,B,42,42-3,X,3,A,0,115,344.1,345.25,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,428
317-U1352B-42X-4-A,317,U1352,B,42,42-4,X,4,A,0,113,345.6,346.73,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,429
317-U1352B-42X-4-A,317,U1352,B,42,42-4,X,4,A,113,122,346.73,346.82,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,430
317-U1352B-42X-4-A,317,U1352,B,42,42-4,X,4,A,122,126,346.82,346.86,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,431
317-U1352B-42X-4-A,317,U1352,B,42,42-4,X,4,A,126,144,346.86,347.04,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,432
317-U1352B-42X-5-A,317,U1352,B,42,42-5,X,5,A,0,149,347.1,348.59,,Sandy Mud [S54-Leg183],,Sandy Mud,,indurated,,,"Shepard, 1954 - Leg 183 revision",,,,,,,433
317-U1352B-42X-CC-A,317,U1352,B,42,42-CC,X,CC,A,0,33,348.59,348.92,,Sandy Mud [S54-Leg183],,Sandy Mud,,indurated,,,"Shepard, 1954 - Leg 183 revision",,,,,,,434
317-U1352B-43X-1-A,317,U1352,B,43,43-1,X,1,A,0,149,350.7,352.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,435
317-U1352B-43X-2-A,317,U1352,B,43,43-2,X,2,A,0,150,352.2,353.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,436
317-U1352B-43X-3-A,317,U1352,B,43,43-3,X,3,A,0,39,353.7,354.09,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,437
317-U1352B-43X-3-A,317,U1352,B,43,43-3,X,3,A,39,52,354.09,354.22,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,438
317-U1352B-43X-3-A,317,U1352,B,43,43-3,X,3,A,52,150,354.22,355.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,439
317-U1352B-43X-4-A,317,U1352,B,43,43-4,X,4,A,0,150,355.2,356.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,440
317-U1352B-43X-5-A,317,U1352,B,43,43-5,X,5,A,0,150,356.7,358.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,441
317-U1352B-43X-6-A,317,U1352,B,43,43-6,X,6,A,0,100,358.2,359.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,442
317-U1352B-43X-7-A,317,U1352,B,43,43-7,X,7,A,0,88,359.2,360.08,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,443
