Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
359-U1467C-26X-4-A,46,60,602.02,602.16,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,4,A,,,,,282
359-U1467C-26X-CC-A,0,21,602.16,602.37,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Organic fragments present.",,,,359,U1467,C,26,X,CC,A,,,,,283
359-U1467C-26X-CC-A,26,48,602.42,602.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Organic fragments present.",,,,359,U1467,C,26,X,CC,A,,,,,284
359-U1467C-27X-1-A,0,112,607.7,608.82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Organic fragments present. Thalassinoides and Zoophycos",,,,359,U1467,C,27,X,1,A,,,,,285
359-U1467C-27X-1-A,112,136,608.82,609.06,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Organic fragments present. Thalassinoides and Zoophycos",,,,359,U1467,C,27,X,1,A,,,,,286
359-U1467C-27X-2-A,0,44,609.06,609.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Thalassinoides and Planolites",,,,359,U1467,C,27,X,2,A,,,,,287
359-U1467C-27X-2-A,44,96,609.5,610.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,foraminifera (benthic),,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Burrows present coarser grains infill",,,,359,U1467,C,27,X,2,A,,,,,288
359-U1467C-27X-CC-A,0,11,610.02,610.13,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,foraminifera (benthic),,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,27,X,CC,A,,,,,289
359-U1467C-28X-1-A,0,34,617.4,617.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,foraminifera (benthic),,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,28,X,1,A,,,,,290
359-U1467C-28X-1-A,34,80,617.74,618.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,foraminifera (benthic),,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,28,X,1,A,,,,,291
359-U1467C-28X-1-A,80,141,618.2,618.81,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,foraminifera (benthic),,intraclast,black grains,,mold,Glauconitie,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,28,X,1,A,,,,,292
359-U1467C-28X-2-A,0,74,618.91,619.65,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,Thalassinoides,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Chondrites, Planolites.",,,,359,U1467,C,28,X,2,A,,,,,293
359-U1467C-28X-2-A,74,91,619.65,619.82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Chondrites, Planolites.",,,,359,U1467,C,28,X,2,A,,,,,294
359-U1467C-28X-2-A,91,137,619.82,620.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Chondrites, Planolites.",,,,359,U1467,C,28,X,2,A,,,,,295
359-U1467C-28X-CC-A,0,19,620.28,620.47,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,28,X,CC,A,,,,,296
359-U1467C-29X-1-A,0,150,627.1,628.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,black grains,,mold,Glauconitie,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Planolites, Chondrites and Palaeophycus",,,,359,U1467,C,29,X,1,A,,,,,297
359-U1467C-29X-2-A,0,83,628.6,629.43,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,black grains,,mold,Glauconitie,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Planolites, Thalassinoides and Palaeophycus",,,,359,U1467,C,29,X,2,A,,,,,298
359-U1467C-29X-2-A,83,116,629.43,629.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,black grains,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Chondrites.",,,,359,U1467,C,29,X,2,A,,,,,299
359-U1467C-29X-2-A,116,150,629.76,630.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,black grains,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,29,X,2,A,,,,,300
359-U1467C-29X-3-A,0,150,630.1,631.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,black grains,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,29,X,3,A,,,,,301
359-U1467C-29X-4-A,0,135,631.6,632.95,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,black grains,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Chondrites, Zoophycos, Palaeophycos, Thalassinoides.",,,,359,U1467,C,29,X,4,A,,,,,302
359-U1467C-29X-5-A,0,36,633.1,633.46,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,29,X,5,A,,,,,303
359-U1467C-29X-5-A,36,92,633.46,634.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,29,X,5,A,,,,,304
359-U1467C-29X-5-A,92,150,634.02,634.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,29,X,5,A,,,,,305
359-U1467C-29X-6-A,0,132,634.6,635.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Thalassinoides and Chondrites",,,,359,U1467,C,29,X,6,A,,,,,306
359-U1467C-29X-7-A,0,67,635.92,636.59,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Paleophycus, Planolites, Thalassinoides and Chondrites",,,,359,U1467,C,29,X,7,A,,,,,307
359-U1467C-29X-CC-A,0,26,636.59,636.85,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,C,29,X,CC,A,,,,,308
359-U1467C-30X-1-A,0,150,636.8,638.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Sponge spicules (P). Paleophycus, Planolites, Thalassinoides and Chondrites",,,,359,U1467,C,30,X,1,A,,,,,309
359-U1467C-30X-2-A,0,150,638.3,639.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), sponge spicules (P). Planolites and Thalassinoides. Planktic Foraminifera",,,,359,U1467,C,30,X,2,A,,,,,310
359-U1467C-30X-3-A,0,150,639.8,641.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), sponge spicules (P). Planolites and Thalassinoides. Planktic Foraminifera presents poorly preservation.",,,,359,U1467,C,30,X,3,A,,,,,311
359-U1467C-30X-4-A,0,135,641.3,642.65,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Planolites. Planktic Foraminifera presents poorly preservation. Moldic porosity,,,,359,U1467,C,30,X,4,A,,,,,312
359-U1467C-30X-5-A,0,150,642.8,644.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Paleophycus, Planolites and Chondrites",,,,359,U1467,C,30,X,5,A,,,,,313
359-U1467C-30X-6-A,0,80,644.3,645.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Paleophycus, Planolites and Chondrites",,,,359,U1467,C,30,X,6,A,,,,,314
359-U1467C-30X-CC-A,0,32,645.1,645.42,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Sea urchin (P),,,,359,U1467,C,30,X,CC,A,,,,,315
359-U1467C-31X-1-A,0,150,646.5,648,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Paleophycus, Planolites, Thalassinoides and Chondrites",,,,359,U1467,C,31,X,1,A,,,,,316
359-U1467C-31X-2-A,0,34,648,648.34,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,C,31,X,2,A,,,,,317
359-U1467C-31X-2-A,34,86,648.34,648.86,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Palaeophycus and Thalassinoides.",,,,359,U1467,C,31,X,2,A,,,,,318
359-U1467C-31X-2-A,86,136,648.86,649.36,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,C,31,X,2,A,,,,,319
359-U1467C-31X-3-A,0,50,649.51,650.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Palaeophycus and Thalassinoides.",,,,359,U1467,C,31,X,3,A,,,,,320
359-U1467C-31X-3-A,50,87,650.01,650.38,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Palaeophycus and Thalassinoides.",,,,359,U1467,C,31,X,3,A,,,,,321
359-U1467C-31X-3-A,87,106,650.38,650.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Palaeophycus and Thalassinoides.",,,,359,U1467,C,31,X,3,A,,,,,322
359-U1467C-31X-3-A,106,124,650.57,650.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Palaeophycus and Thalassinoides.",,,,359,U1467,C,31,X,3,A,,,,,323
359-U1467C-31X-CC-A,0,14,650.75,650.89,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,C,31,X,CC,A,,,,,324
359-U1467C-31X-CC-A,19,52,650.94,651.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,C,31,X,CC,A,,,,,325
359-U1467C-32X-1-A,0,44,656.2,656.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Chondrites and Thalassinoides.",,,,359,U1467,C,32,X,1,A,,,,,326
359-U1467C-32X-1-A,44,92,656.64,657.12,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Zoophycos and Thalassinoides.",,,,359,U1467,C,32,X,1,A,,,,,327
359-U1467C-32X-1-A,92,150,657.12,657.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Chondrites and Thalassinoides.",,,,359,U1467,C,32,X,1,A,,,,,328
359-U1467C-32X-2-A,0,20,657.7,657.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites",,,,359,U1467,C,32,X,2,A,,,,,329
359-U1467C-32X-2-A,20,150,657.9,659.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A),",,,,359,U1467,C,32,X,2,A,,,,,330
359-U1467C-32X-3-A,0,49,659.2,659.69,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A),",,,,359,U1467,C,32,X,3,A,,,,,331
359-U1467C-32X-3-A,49,128,659.69,660.48,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Zoophycos, Planolites and Thalassinoides.",,,,359,U1467,C,32,X,3,A,,,,,332
359-U1467C-32X-3-A,128,150,660.48,660.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Chondrites.",,,,359,U1467,C,32,X,3,A,,,,,333
359-U1467C-32X-4-A,0,135,660.7,662.05,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Chondrites, Palaeophycus, Phycosiphon (?). Moldic porosity",,,,359,U1467,C,32,X,4,A,,,,,334
359-U1467C-32X-5-A,0,116,662.2,663.36,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Thalassinoides",,,,359,U1467,C,32,X,5,A,,,,,335
359-U1467C-32X-CC-A,0,17,663.36,663.53,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Chondrites",,,,359,U1467,C,32,X,CC,A,,,,,336
359-U1467C-32X-CC-A,22,33,663.58,663.69,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Chondrites",,,,359,U1467,C,32,X,CC,A,,,,,337
359-U1467C-33X-1-A,0,150,665.9,667.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Chondrites and Zoophycos.",,,,359,U1467,C,33,X,1,A,,,,,338
359-U1467C-33X-2-A,0,48,667.4,667.88,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A),",,,,359,U1467,C,33,X,2,A,,,,,339
359-U1467C-33X-2-A,48,97,667.88,668.37,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Palaeophycus and Zoophycos.",,,,359,U1467,C,33,X,2,A,,,,,340
359-U1467C-33X-2-A,97,150,668.37,668.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites, Palaeophycus and Zoophycos.",,,,359,U1467,C,33,X,2,A,,,,,341
359-U1467C-33X-3-A,0,56,668.9,669.46,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites and Zoophycos.",,,,359,U1467,C,33,X,3,A,,,,,342
359-U1467C-33X-CC-A,0,28,669.46,669.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites and Zoophycos.",,,,359,U1467,C,33,X,CC,A,,,,,343
359-U1467C-34X-1-A,0,131,675.6,676.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Planktic foraminifera (A), Planolites and Chondrites.",,,,359,U1467,C,34,X,1,A,,,,,344
359-U1467C-34X-2-A,0,91,676.91,677.82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites and Chondrites",,,,359,U1467,C,34,X,2,A,,,,,345
