Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
362-U1480E-11H-5-A,0,130,86.7,88,IIA,,clay [S54],with carbonate allochems [F80],clay,clay with carbonate allochems,clay with carbonate allochems,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,5,A,,,
362-U1480E-11H-6-A,0,87,88.2,89.07,IIA,,clay [S54],with carbonate allochems [F80],clay,clay with carbonate allochems,clay with carbonate allochems,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,6,A,,,
362-U1480E-11H-7-A,0,66,89.22,89.88,IIA,,clay [S54],with carbonate allochems [F80],clay,clay with carbonate allochems,clay with carbonate allochems,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,7,A,,,
362-U1480E-11H-CC-A,0,28,89.88,90.16,IIA,,clay [S54],with carbonate allochems [F80],clay,clay with carbonate allochems,clay with carbonate allochems,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,CC,A,,,
362-U1480E-12H-1-A,0,4.5,90.2,90.245,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,4.5,5.5,90.245,90.255,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,5.5,17.5,90.255,90.375,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,17.5,18.5,90.375,90.385,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,18.5,21.5,90.385,90.415,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,21.5,22.5,90.415,90.425,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,22.5,36.5,90.425,90.565,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,36.5,37.5,90.565,90.575,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,37.5,43.5,90.575,90.635,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,43.5,44.5,90.635,90.645,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,44.5,50,90.645,90.7,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,50,51.5,90.7,90.715,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,51.5,63,90.715,90.83,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,63,63.5,90.83,90.835,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,63.5,79,90.835,90.99,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,79,80,90.99,91,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,80,88,91,91.08,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,88,91.5,91.08,91.115,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,91.5,106,91.115,91.26,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,106,106.5,91.26,91.265,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,106.5,117.5,91.265,91.375,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,117.5,118,91.375,91.38,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-1-A,118,150,91.38,91.7,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,1,A,,,
362-U1480E-12H-2-A,0,16,91.7,91.86,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,16,17,91.86,91.87,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,17,37,91.87,92.07,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,37,37.5,92.07,92.075,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,37.5,80,92.075,92.5,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,80,88,92.5,92.58,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,88,91.5,92.58,92.615,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,91.5,93.5,92.615,92.635,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-2-A,93.5,128.5,92.635,92.985,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,12,H,2,A,,,
362-U1480E-12H-3-A,0,71,93.2,93.91,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,3,A,,,
362-U1480E-12H-3-A,71,77,93.91,93.97,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,3,A,,,
362-U1480E-12H-3-A,77,85.5,93.97,94.055,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,3,A,,,
362-U1480E-12H-3-A,85.5,98,94.055,94.18,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,3,A,,,
362-U1480E-12H-3-A,98,120.5,94.18,94.405,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,3,A,,,
362-U1480E-12H-3-A,120.5,150,94.405,94.7,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,3,A,,,
362-U1480E-12H-4-A,0,15,94.7,94.85,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,15,19,94.85,94.89,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,19,20,94.89,94.9,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,20,33,94.9,95.03,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,33,33.5,95.03,95.035,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,33.5,35.5,95.035,95.055,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,35.5,36.5,95.055,95.065,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,36.5,38,95.065,95.08,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,38,38.5,95.08,95.085,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,38.5,72,95.085,95.42,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,72,82,95.42,95.52,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,82,83,95.52,95.53,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,83,86,95.53,95.56,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,86,97,95.56,95.67,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,97,100.5,95.67,95.705,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,100.5,130,95.705,96,IIA,,clay [S54],,clay,clay,clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],silt [W22_1],2,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,130,132,96,96.02,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,inclined,thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-4-A,132,140,96.02,96.1,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,362,U1480,E,12,H,4,A,,,
362-U1480E-12H-5-A,0,130,96.2,97.5,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,362,U1480,E,12,H,5,A,,,
362-U1480E-12H-6-A,0,101,97.7,98.71,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified [Leg194],very fine sand [W22_2],3,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,362,U1480,E,12,H,6,A,,,
362-U1480E-12H-7-A,0,93,98.71,99.64,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified [Leg194],very fine sand [W22_2],3,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,362,U1480,E,12,H,7,A,,,
362-U1480E-12H-CC-A,0,29,99.64,99.93,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified [Leg194],very fine sand [W22_2],3,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,362,U1480,E,12,H,CC,A,,,
