Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
341-U1418F-52R-CC-A,10,15,754.45,754.5,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,52,R,CC,A,,,
341-U1418F-53R-1-A,0,149,754.7,756.19,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud
- colour variations from 10Y 4/1 to 5Y 3/1
- lamination (sub-mm) to very thin bedding (<2.5 cm)
- lamination due to colour variations, but occasionally also due to changes in grain size
- light bands can be slightly coarser than darker bands
- scattered lonestones
- scattered diamictic intervals; up to ~2 cm; more sandy matrix and higher amounts of very fine gravel (e.g. sect. 1, 59.5-61.5)
- multiple carbonate-cemented intervals (e.g. sect. 1, ~28; sect. 2, ~31, 37)
",,,,,,341,U1418,F,53,R,1,A,,,
341-U1418F-53R-2-A,0,130,756.19,757.49,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud
- colour variations from 10Y 4/1 to 5Y 3/1
- lamination (sub-mm) to very thin bedding (<2.5 cm)
- lamination due to colour variations, but occasionally also due to changes in grain size
- light bands can be slightly coarser than darker bands
- scattered lonestones
- scattered diamictic intervals; up to ~2 cm; more sandy matrix and higher amounts of very fine gravel (e.g. sect. 1, 59.5-61.5)
- multiple carbonate-cemented intervals (e.g. sect. 1, ~28; sect. 2, ~31, 37)
",,,,,,341,U1418,F,53,R,2,A,,,
341-U1418F-53R-2-A,130,145,757.49,757.64,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,F,53,R,2,A,,,
341-U1418F-53R-3-A,0,137,757.64,759.01,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- mud
- colour variations from 10Y 4/1 to 5Y 3/1
- lamination (sub-mm) to very thin bedding (<2.5 cm)
- lamination due to colour variations, but occasionally also due to changes in grain size
- light bands can be slightly coarser than darker bands
- scattered lonestones
- scattered diamictic intervals; up to ~2 cm; more sandy matrix and higher amounts of very fine gravel (e.g. sect. 1, 59.5-61.5)
- multiple carbonate-cemented intervals (e.g. sect. 1, ~28; sect. 2, ~31, 37)

- ~50 cm: laminated fine sand -> upper parts are affected by shearing between biscuits, but the lower part ""looks real""

- 82.5-83.5: poorly sorted fine to medium sand with sharp (erosive?) lower boundary -> also sharp upper boundary, but that is most probably due to shearing of biscuits

- ~106-110: some holes (<2 mm) from bioturbation
",,,,,,341,U1418,F,53,R,3,A,,,
341-U1418F-53R-4-A,0,51,759.01,759.52,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"very clayey mud, laminated (0.1-0.5 cm)",,,,,,341,U1418,F,53,R,4,A,,,
341-U1418F-53R-4-A,51,57,759.52,759.58,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,mud - slightly siltier with very few clasts,,,,,,341,U1418,F,53,R,4,A,,,
341-U1418F-53R-4-A,57,76,759.58,759.77,,mud [Leg210],,mud ,,,parallel lamination,5Y 4/1 (dark gray),,,,,,,,,,,,,,"very clayey mud, laminated (0.1-0.5 cm)",,,,,,341,U1418,F,53,R,4,A,,,
341-U1418F-53R-4-A,76,148,759.77,760.49,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"few fine grained lithics, lonestones (black metasediments); color varies between 10Y 3/1 and 5Y 3/1, diamict layers (2-3 cm thick) with gradational boundaries",,,,,,341,U1418,F,53,R,4,A,,,
341-U1418F-53R-5-A,0,18,760.49,760.67,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"few fine grained lithics, lonestones (black metasediments); color varies between 10Y 3/1 and 5Y 3/1, diamict layers (2-3 cm thick) with gradational boundaries",,,,,,341,U1418,F,53,R,5,A,,,
341-U1418F-53R-5-A,18,36.5,760.67,760.855,,mud [Leg210],,mud ,,,parallel lamination,5Y 4/1 (dark gray),,,,,,,,,,,,,,"very clayey mud, laminated (0.1-0.5 cm)",,,,,,341,U1418,F,53,R,5,A,,,
341-U1418F-53R-5-A,36.5,38.5,760.855,760.875,,sand [Leg210],,sand ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,"very fine sand laminae (0.5 cm thick), sharp non-erosive boundaries",,,,,,341,U1418,F,53,R,5,A,,,
341-U1418F-53R-5-A,38.5,46,760.875,760.95,,mud [Leg210],,mud ,,,parallel lamination,5Y 4/1 (dark gray),,,,,,,,,,,,,,"very clayey mud, laminated (0.1-0.5 cm)",,,,,,341,U1418,F,53,R,5,A,,,
341-U1418F-53R-5-A,46,137,760.95,761.86,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"massive mud with few fine to medium sand grains, color variations 5Y 3/1 to 10Y 4/1 to 10Y 3/1",,,,,,341,U1418,F,53,R,5,A,,,
341-U1418F-53R-CC-A,0,16,761.86,762.02,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,very clayey mud,,,,,,341,U1418,F,53,R,CC,A,,,
341-U1418F-53R-CC-A,16,22,762.02,762.08,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,53,R,CC,A,,,
341-U1418F-54R-1-A,0,115,764.4,765.55,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive clayey mud with few dispersed clasts; bioturbation: zoophycos @ 26 to 27 cm; color variations: 10Y 3/1 to 5GY 3/1 to 10Y 4/1,,,,,,341,U1418,F,54,R,1,A,,,
341-U1418F-54R-1-A,115,136,765.55,765.76,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud (0-0.6 cm thick laminae); slight color banding,,,,,,341,U1418,F,54,R,1,A,,,
341-U1418F-54R-2-A,0,114,765.76,766.9,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"laminated mud (<1 mm to 5 mm), subtle color changes between laminae; lamination due to grain size changes (darker laminae slightly coarser)",,,,,,341,U1418,F,54,R,2,A,,,
341-U1418F-54R-2-A,114,116,766.9,766.92,,clast-poor diamict [M89m],,clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,fine to coarse grained diamict with sharp upper boundary,,,,,,341,U1418,F,54,R,2,A,,,
341-U1418F-54R-2-A,116,131,766.92,767.07,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,54,R,2,A,,,
341-U1418F-54R-3-A,0,150,767.07,768.57,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,present [A79],1,,,,,,,,,,"laminated mud (<1 mm to 4 mm), subtle color changes between laminae; lamination due to grain size changes (darker laminae 5Y 4/1 = slightly coarser); lonestone @ 29 - 34 cm: fine to medium grained sandstone, well rounded; very few diamict layers occur (max. 1 cm thick) with gradational boundaries; calcite cemented mud layer @ 65 cm (0.5 cm thick)",,,,,,341,U1418,F,54,R,3,A,,,
341-U1418F-54R-4-A,0,150,768.57,770.07,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,present [A79],1,,,,,,,,,,"laminated mud (<1 mm to 4 mm), subtle color changes: 10Y 3/1 to 5Y 3/1 to 5GY 3/1; few diamict layers occur (max. 1 cm thick) with gradational boundaries; calcite cemented mud layer @ 77 and 75 cm (0.5 cm thick); light laminations: clayey to silty; darker laminations: fine sand with hornblende",,,,,,341,U1418,F,54,R,4,A,,,
341-U1418F-54R-5-A,0,151,770.07,771.58,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,present [A79],1,,,,,,,,,,"laminated mud (<1 mm to 6 mm), subtle color changes: 10Y 3/1 to 5Y 3/1; few thin diamict layers occur with gradational boundaries; calcite cemented mud layer @ 20 and 144 - 147 cm (0.4 cm thick); light laminations: clayey to silty; darker laminations: fine sand with hornblende",,,,,,341,U1418,F,54,R,5,A,,,
341-U1418F-54R-6-A,0,110,771.58,772.68,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,present [A79],1,,,,,,,,,,"laminated mud (<1 mm to 6 mm), subtle color changes: 10Y 3/1 to 5GY 4/1; few thin diamict layers occur with gradational boundaries (e.g. @ 13 to 17 cm); light laminations: clayey to silty; darker laminations: fine sand with hornblende",,,,,,341,U1418,F,54,R,6,A,,,
341-U1418F-54R-CC-A,0,12,772.68,772.8,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,present [A79],1,,,,,,,,,,laminated mud (<1 mm to 6 mm),,,,,,341,U1418,F,54,R,CC,A,,,
341-U1418F-54R-CC-A,12,16,772.8,772.84,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,54,R,CC,A,,,
341-U1418F-55R-1-A,0,150,774.1,775.6,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated (0.3 cm) mud with few dispersed diamictish layers (ca. 0.3 cm thick; fine grained lithic grains); slightly more massive mud between 45 to 105 cm; CaCO3 cemented laminae @ 8-9 cm, 130-133 cm, 134 cm",,,,,,341,U1418,F,55,R,1,A,,,
341-U1418F-55R-2-A,0,137,775.6,776.97,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated (0.5 cm) mud with intervals of slightly more massive mud; CaCO3 cemented laminae @ 102 cm, 106 cm",,,,,,341,U1418,F,55,R,2,A,,,
341-U1418F-55R-2-A,10,20,775.7,775.8,,,,,,,,,,,,,,,,,,,,,,SCRE sample,,,,,,341,U1418,F,55,R,2,A,,,
341-U1418F-55R-2-A,137,149,776.97,777.09,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,55,R,2,A,,,
341-U1418F-55R-3-A,0,145,777.09,778.54,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated (< 1 mm to 0.4 cm) mud; CaCO3 cemented laminae @ 34-36 cm, 80, 85, 97, 98 cm; greenstone lonestone @ 44 cm",,,,,,341,U1418,F,55,R,3,A,,,
341-U1418F-55R-4-A,0,120,778.54,779.74,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (< 1 mm to 0.4 cm) mud; CaCO3 cemented laminae @ 37-39 cm; very few dispersed clasts (0.3 cm lonestones),,,,,,341,U1418,F,55,R,4,A,,,
341-U1418F-55R-4-A,120,148,779.74,780.02,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"massive mud, slightly bioturbated but barren",,,,,,341,U1418,F,55,R,4,A,,,
341-U1418F-55R-5-A,0,35,780.02,780.37,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"massive mud, slightly bioturbated but barren",,,,,,341,U1418,F,55,R,5,A,,,
341-U1418F-55R-5-A,35,152,780.37,781.54,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated (< 1 mm to 0.5 cm) mud; CaCO3 cemented laminae @ 55-73, 142 cm",,,,,,341,U1418,F,55,R,5,A,,,
341-U1418F-55R-6-A,0,70,781.54,782.24,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (ca. 0.2 cm) mud - spacing between laminated intervals increases (i.e. more massive mud); CaCO3 cemented laminae @ 22-30 cm; ,,,,,,341,U1418,F,55,R,6,A,,,
341-U1418F-55R-6-A,70,91,782.24,782.45,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"massive mud, slightly bioturbated but barren",,,,,,341,U1418,F,55,R,6,A,,,
341-U1418F-55R-CC-A,0,14,782.45,782.59,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,"massive mud, slightly bioturbated but barren",,,,,,341,U1418,F,55,R,CC,A,,,
341-U1418F-55R-CC-A,14,19,782.59,782.64,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,55,R,CC,A,,,
341-U1418F-56R-1-A,0,148,783.8,785.28,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated mud (< 1 mm to 5 mm) with some CaCO3 cemented laminae @ 61, 91, 95 cm",,,,,,341,U1418,F,56,R,1,A,,,
341-U1418F-56R-2-A,0,35,785.28,785.63,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (2 mm),,,,,,341,U1418,F,56,R,2,A,,,
341-U1418F-56R-2-A,35,135,785.63,786.63,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud with some bioturbation and FORAMS; pyritised burrow @ 110 cm,,,,,,341,U1418,F,56,R,2,A,,,
341-U1418F-56R-3-A,0,43,786.63,787.06,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud with some bioturbation and FORAMS; pyritised burrow @ 110 cm,,,,,,341,U1418,F,56,R,3,A,,,
341-U1418F-56R-3-A,43,150,787.06,788.13,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (2-8 mm); CaCO3 cemented lamina @ 76.5-78 cm ,,,,,,341,U1418,F,56,R,3,A,,,
341-U1418F-56R-4-A,0,130,788.13,789.43,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated mud (2-8 mm); CaCO3 cemented lamina @ 69-79, 109 cm ",,,,,,341,U1418,F,56,R,4,A,,,
341-U1418F-56R-4-A,130,144,789.43,789.57,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,56,R,4,A,,,
341-U1418F-56R-5-A,0,110,789.57,790.67,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (< 1 to 4 mm),,,,,,341,U1418,F,56,R,5,A,,,
341-U1418F-56R-6-A,0,43,790.67,791.1,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (2 to 4 mm),,,,,,341,U1418,F,56,R,6,A,,,
341-U1418F-56R-6-A,43,60,791.1,791.27,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive bioturbated mud with pyritised burrow @ 50 cm,,,,,,341,U1418,F,56,R,6,A,,,
341-U1418F-57R-1-A,0,149,793.5,794.99,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,57,R,1,A,,,
341-U1418F-57R-2-A,0,56,794.99,795.55,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,57,R,2,A,,,
341-U1418F-57R-2-A,56,120,795.55,796.19,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,57,R,2,A,,,
341-U1418F-57R-2-A,120,149,796.19,796.48,,mud [Leg210],,mud ,,,color banding,N 3 (very dark gray),heavy [DB86],3,,,,,,,,,,,,color banding with N 2.5 (black),,,,,,341,U1418,F,57,R,2,A,,,
341-U1418F-57R-3-A,0,38,796.48,796.86,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,present [A79],2,,,pebble [W22_2],subrounded,,,,,,"sandstone 1.1 cm at 14 cm, sandstone 1.1 cm at 19 cm",sharp contact,planar,,,,341,U1418,F,57,R,3,A,,,
341-U1418F-57R-3-A,38,111,796.86,797.59,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,57,R,3,A,,,
341-U1418F-57R-3-A,111,135,797.59,797.83,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,341,U1418,F,57,R,3,A,,,
341-U1418F-57R-3-A,135,149,797.83,797.97,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,57,R,3,A,,,
341-U1418F-57R-4-A,0,95,797.97,798.92,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,4,A,,,
341-U1418F-57R-4-A,95,102,798.92,798.99,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,57,R,4,A,,,
341-U1418F-57R-4-A,102,134,798.99,799.31,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,4,A,,,
341-U1418F-57R-4-A,134,149,799.31,799.46,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,F,57,R,4,A,,,
341-U1418F-57R-5-A,0,61,799.46,800.07,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,gradational contact,,,,,341,U1418,F,57,R,5,A,,,
341-U1418F-57R-5-A,61,65,800.07,800.11,,silt [Leg210],,silt ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,5,A,,,
341-U1418F-57R-5-A,65,75,800.11,800.21,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,5,A,,,
341-U1418F-57R-5-A,75,147,800.21,800.93,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,,,,,,,,"106.5cm: 5mm granite;
few silt laminae present;
greenish gray color bands (mm to 1cm thick)",,,,,,341,U1418,F,57,R,5,A,,,
341-U1418F-57R-6-A,0,28.5,800.93,801.215,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"greenish gray color bands (mm to 1cm thick);
a few thin silt laminae",,,,,,341,U1418,F,57,R,6,A,,,
341-U1418F-57R-6-A,28.5,59,801.215,801.52,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,57,R,6,A,,,
341-U1418F-57R-6-A,59,91,801.52,801.84,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,6,A,,,
341-U1418F-57R-6-A,91,103,801.84,801.96,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,absent [A79],,,,,,,,,,,extreme drilling disturbance,,,,,,341,U1418,F,57,R,6,A,,,
341-U1418F-57R-CC-A,0,13,801.96,802.09,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,CC,A,,,
341-U1418F-57R-CC-A,13,18,802.09,802.14,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,57,R,CC,A,,,
341-U1418F-58R-1-A,0,5,803.2,803.25,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,58,R,1,A,,,
341-U1418F-58R-1-A,5,9,803.25,803.29,,siltstone [Leg210],,siltstone ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,1,A,,,
341-U1418F-58R-1-A,9,71,803.29,803.91,calcareous bearing,interbedded silt(stone) and mud(stone) [McKW53],,calcareous bearing interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,1,A,,,
341-U1418F-58R-1-A,71,150,803.91,804.7,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),moderate [DB86],2,present [A79],2,granule [W22_2],rounded,,,,,,,,2 basalt lonestones at 133 and 146 cm;,,,,,,341,U1418,F,58,R,1,A,,,
341-U1418F-58R-2-A,0,91,804.7,805.61,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,2,A,,,
341-U1418F-58R-2-A,91,130,805.61,806,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,58,R,2,A,,,
341-U1418F-58R-2-A,130,145,806,806.15,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,58,R,2,A,,,
341-U1418F-58R-3-A,0,36,806.15,806.51,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,3,A,,,
341-U1418F-58R-3-A,36,81,806.51,806.96,,mud [Leg210],,mud ,,,,5GY 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,3,A,,,
341-U1418F-58R-3-A,81,123,806.96,807.38,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,3,A,,,
341-U1418F-58R-3-A,123,150,807.38,807.65,,mud [Leg210],,mud ,,,,5GY 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,58,R,3,A,,,
341-U1418F-58R-4-A,0,29,807.65,807.94,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,4,A,,,
341-U1418F-58R-4-A,29,87,807.94,808.52,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,present [A79],1,pebble [W22_2],subangular,,,,,,,,76cm: volcaniclastic pebble,gradational contact,,,,,341,U1418,F,58,R,4,A,,,
341-U1418F-58R-4-A,87,99,808.52,808.64,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,
341-U1418F-58R-4-A,99,105,808.64,808.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,
341-U1418F-58R-4-A,105,130,808.7,808.95,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,
341-U1418F-58R-4-A,130,145,808.95,809.1,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,4,A,,,
341-U1418F-58R-4-A,145,149,809.1,809.14,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,
341-U1418F-58R-5-A,0,6,809.14,809.2,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-5-A,6,17,809.2,809.31,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-5-A,17,83.5,809.31,809.975,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,19.5cm: pyritized burrow,,biotubated,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-5-A,83.5,85,809.975,809.99,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10Y 6/1 (greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,biotubated,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-5-A,85,87.5,809.99,810.015,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,biotubated,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-5-A,87.5,89,810.015,810.03,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10Y 7/1 (light greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,biotubated,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-5-A,89,112,810.03,810.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-5-A,112,150,810.26,810.64,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,"thin laminated silt @ 1-5cm intervals;
thinner laminations between may or may not be silty",,,,,,341,U1418,F,58,R,5,A,,,
341-U1418F-58R-6-A,0,26,810.64,810.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,6,A,,,
341-U1418F-58R-6-A,26,52,810.9,811.16,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,46cm: sand patch (.5cm),,,,,,341,U1418,F,58,R,6,A,,,
341-U1418F-58R-6-A,52,97,811.16,811.61,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,6,A,,,
