Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
374-U1521A-38R-1-A,48.0,65.0,352.98,353.15,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 6/N (gray),,,,,cement,silica,,lonestone,,,Lonestone at 58-59 and 60-64 cm.,,,,374,U1521,A,38,R,1,A,,,
374-U1521A-38R-1-A,65.0,95.0,353.15,353.45,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 6/N (gray),,,,,,,,,,,,,,,374,U1521,A,38,R,1,A,,,
374-U1521A-38R-1-A,95.0,140.0,353.45,353.9,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,,,,,,,"102-103 cm: slight stratification?. Granic lonestones at 104, 109-111, 119-121 cm.",,,,374,U1521,A,38,R,1,A,,,
374-U1521A-38R-2-A,0.0,55.0,354.0,354.55,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 6/n (gray),,,,,cement,silica,,lonestone,gradational boundary or contact,,Lonestones at 36-37 and 78-79 cm.,,,,374,U1521,A,38,R,2,A,,,
374-U1521A-38R-2-A,55.0,148.0,354.55,355.48,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 5/n (gray),,,,,cement,silica,,lonestone,,,Rubble: maybe lonestone at 136-140 cm. Silica cemented at 84-95 and 130-148 cm.,,,,374,U1521,A,38,R,2,A,,,
374-U1521A-38R-3-A,0.0,8.0,355.48,355.56,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 5/n (gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,38,R,3,A,,,
374-U1521A-38R-3-A,8.0,43.0,355.56,355.91,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,gley 1 5/n (gray),,,,,cement,silica,,lonestone,gradational boundary or contact,,Lonestone at 26-27 cm.,,,,374,U1521,A,38,R,3,A,,,
374-U1521A-38R-3-A,43.0,72.0,355.91,356.2,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 5/n (gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,38,R,3,A,,,
374-U1521A-38R-3-A,72.0,86.0,356.2,356.34,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,gley 1 5/n (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,38,R,3,A,,,
374-U1521A-38R-CC-A,0.0,6.0,356.34,356.4,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,gley 1 5/n (gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,38,R,CC,A,,,
374-U1521A-38R-CC-A,6.0,23.0,356.4,356.57,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,38,R,CC,A,,,
374-U1521A-39R-1-A,0.0,17.0,357.3,357.47,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,,,,,,,,,,,374,U1521,A,39,R,1,A,,,
374-U1521A-39R-1-A,17.0,24.0,357.47,357.54,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 6/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,39,R,1,A,,,
374-U1521A-39R-1-A,24.0,50.0,357.54,357.8,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,cement,silica,,,,,Silica cement at 34-50 cm.,,,,374,U1521,A,39,R,1,A,,,
374-U1521A-39R-1-A,50.0,101.0,357.8,358.31,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,lonestone,,,Basalt lonestone at 73 cm.,,,,374,U1521,A,39,R,1,A,,,
374-U1521A-39R-1-A,101.0,128.0,358.31,358.58,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 6/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,39,R,1,A,,,
374-U1521A-39R-2-A,0.0,63.0,358.58,359.21,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 6/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,39,R,2,A,,,
374-U1521A-39R-2-A,63.0,84.0,359.21,359.42,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,,,,,,,,,,,374,U1521,A,39,R,2,A,,,
374-U1521A-39R-CC-A,0.0,10.0,359.42,359.52,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 6/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,39,R,CC,A,,,
374-U1521A-39R-CC-A,10.0,15.0,359.52,359.57,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 6/N (gray),,,,,,,,lonestone,,,Lonestone at 8-9 cm.,,,,374,U1521,A,39,R,CC,A,,,
374-U1521A-40R-1-A,0.0,146.0,362.1,363.56,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 3/n (very dark gray),,,,,cement,silica,,,,,Silica cement at 92-103 cm.,,,,374,U1521,A,40,R,1,A,,,
374-U1521A-40R-2-A,0.0,122.0,363.56,364.78,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,gley 1 3/n (very dark gray),,,,,cement,silica,,,,,Silica cement at 59-64 cm. Line mud laminae at 24-25 cm.,,,,374,U1521,A,40,R,2,A,,,
374-U1521A-40R-3-A,0.0,62.0,364.78,365.4,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,cement,silica,,,,,Silica cement at 17-61 cm.,,,,374,U1521,A,40,R,3,A,,,
374-U1521A-40R-CC-A,0.0,23.0,365.4,365.63,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,cement,silica,,lonestone,,,Lonestone at 15-17 cm.,,,,374,U1521,A,40,R,CC,A,,,
374-U1521A-41R-1-A,0.0,23.0,366.9,367.13,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,cement,silica,,,,,,,,,374,U1521,A,41,R,1,A,,,
374-U1521A-41R-1-A,23.0,120.0,367.13,368.1,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,374,U1521,A,41,R,1,A,,,
374-U1521A-41R-1-A,120.0,130.0,368.1,368.2,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,cement,silica,,,,,,,,,374,U1521,A,41,R,1,A,,,
374-U1521A-41R-2-A,0.0,114.0,368.2,369.34,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,374,U1521,A,41,R,2,A,,,
374-U1521A-41R-2-A,114.0,141.0,369.34,369.61,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,41,R,2,A,,,
374-U1521A-41R-3-A,0.0,97.0,369.61,370.58,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,374,U1521,A,41,R,3,A,,,
374-U1521A-41R-3-A,97.0,120.0,370.58,370.81,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,41,R,3,A,,,
374-U1521A-41R-4-A,0.0,80.0,370.81,371.61,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,concretion,silica,,,,,Silica concretion at 43-46 cm.,,,,374,U1521,A,41,R,4,A,,,
374-U1521A-41R-CC-A,0.0,10.0,371.61,371.71,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,cement,silica,,,,,,,,,374,U1521,A,41,R,CC,A,,,
374-U1521A-42R-1-A,0.0,25.0,371.7,371.95,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,374,U1521,A,42,R,1,A,,,
374-U1521A-42R-1-A,25.0,32.0,371.95,372.02,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,42,R,1,A,,,
374-U1521A-42R-1-A,32.0,63.0,372.02,372.33,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,374,U1521,A,42,R,1,A,,,
374-U1521A-42R-1-A,63.0,75.0,372.33,372.45,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,42,R,1,A,,,
374-U1521A-42R-1-A,75.0,107.0,372.45,372.77,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,374,U1521,A,42,R,1,A,,,
374-U1521A-42R-1-A,107.0,118.0,372.77,372.88,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,42,R,1,A,,,
374-U1521A-42R-2-A,0.0,147.0,372.88,374.35,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,lonestone,,,basalt at 73 cm,,,,374,U1521,A,42,R,2,A,,,
374-U1521A-42R-3-A,0.0,100.0,374.35,375.35,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,sand stringer,GLEY 1 4/N (dark gray),,,,,,,,,,,sand stringers between 91 and 97 cm; microfault at 97 cm,,,,374,U1521,A,42,R,3,A,,,
374-U1521A-42R-3-A,100.0,138.0,375.35,375.73,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,sand stringer,GLEY 1 4/N (dark gray),,,,,,,,,,,sand stringers and blebs/lense from 103-129 cm; mud laminae (discontinuous) 108-111; 112-115 cm,,,,374,U1521,A,42,R,3,A,,,
374-U1521A-42R-CC-A,0.0,13.0,375.73,375.86,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,374,U1521,A,42,R,CC,A,,,
374-U1521A-43R-1-A,0.0,7.0,376.5,376.57,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1521,A,43,R,1,A,,,
374-U1521A-43R-1-A,7.0,50.0,376.57,377.0,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict,interlamination,GLEY 1 6/10GY (greenish gray),,,,,cement,silica,,,contorted banding/soft sediment deformation,irregular,boundary suggests soft sediment deformation with elongated flame structures.,,,,374,U1521,A,43,R,1,A,,,
374-U1521A-43R-1-A,50.0,90.0,377.0,377.4,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,43,R,1,A,,,
374-U1521A-43R-1-A,90.0,106.0,377.4,377.56,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,silica,,,,,,,,,374,U1521,A,43,R,1,A,,,
374-U1521A-43R-1-A,106.0,145.0,377.56,377.95,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"lonestone at 127-130 cm, 133-135 cm",,,,374,U1521,A,43,R,1,A,,,
374-U1521A-43R-1-A,145.0,148.0,377.95,377.98,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,silica,,,,,,,,,374,U1521,A,43,R,1,A,,,
374-U1521A-43R-2-A,0.0,65.0,377.98,378.63,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,43,R,2,A,,,
374-U1521A-43R-2-A,65.0,71.0,378.63,378.69,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,silica,,,,,,,,,374,U1521,A,43,R,2,A,,,
374-U1521A-43R-2-A,71.0,94.0,378.69,378.92,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,sand stringer,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,inclined boundary or contact,irregular,coarse sand to gravel stringer at 91 cm,,,,374,U1521,A,43,R,2,A,,,
374-U1521A-43R-2-A,94.0,113.0,378.92,379.11,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,"coarse sand and gravel stringers/patches at 82, 100-104 cm",,,,374,U1521,A,43,R,2,A,,,
374-U1521A-43R-3-A,0.0,28.0,379.11,379.39,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 4/10y (dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,43,R,3,A,,,
374-U1521A-43R-3-A,28.0,41.0,379.39,379.52,,conglomerate/breccia [M89],,conglomerate/breccia,,GLEY 1 6/10GY (greenish gray),,,,,cement,silica,,,,,,,,,374,U1521,A,43,R,3,A,,,
374-U1521A-43R-3-A,41.0,46.0,379.52,379.57,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 4/10y (dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,43,R,3,A,,,
374-U1521A-43R-3-A,46.0,70.0,379.57,379.81,,conglomerate/breccia [M89],,conglomerate/breccia,,GLEY 1 6/10GY (greenish gray),,,,,cement,silica,,,,,,,,,374,U1521,A,43,R,3,A,,,
374-U1521A-43R-3-A,70.0,84.0,379.81,379.95,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 4/10y (dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,43,R,3,A,,,
374-U1521A-43R-3-A,84.0,93.0,379.95,380.04,,conglomerate/breccia [M89],,conglomerate/breccia,,GLEY 1 6/10GY (greenish gray),,,,,cement,silica,,,,,,,,,374,U1521,A,43,R,3,A,,,
374-U1521A-43R-3-A,93.0,118.0,380.04,380.29,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 4/10y (dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,43,R,3,A,,,
374-U1521A-43R-CC-A,0.0,15.0,380.29,380.44,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 4/10y (dark greenish gray),,,,,,,,lonestone,,,Lonestone et 10-13 cm.,,,,374,U1521,A,43,R,CC,A,,,
374-U1521A-44R-1-A,0.0,137.0,381.3,382.67,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Lonestone at 40-42, 55, and 122-123 cm. Mud clast at 51, 104 cm. Shell fragment at 102 cm.",,,,374,U1521,A,44,R,1,A,,,
374-U1521A-44R-2-A,0.0,149.0,382.67,384.16,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,(Faint) vein network throughout. Shell fragments at 97 and 123 cm.,,,,374,U1521,A,44,R,2,A,,,
374-U1521A-44R-3-A,0.0,145.0,384.16,385.61,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 84 cm.,,,,374,U1521,A,44,R,3,A,,,
374-U1521A-44R-4-A,0.0,150.0,385.61,387.11,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,pyrite,shell fragment,lonestone,,,Pyrite concretion at 24 cm. Shell fragment at 105 cm. Faceted lonestone (conglomerate) at 85 cm.,,,,374,U1521,A,44,R,4,A,,,
374-U1521A-44R-5-A,0.0,147.0,387.11,388.58,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 64 cm.,,,,374,U1521,A,44,R,5,A,,,
374-U1521A-44R-6-A,0.0,124.0,388.58,389.82,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 64 cm.,,,,374,U1521,A,44,R,6,A,,,
374-U1521A-44R-7-A,0.0,52.0,389.82,390.34,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,44,R,7,A,,,
374-U1521A-44R-7-A,38.0,48.0,390.2,390.3,,,,,parallel lamination,,,,,,,,,,,,,,,,374,U1521,A,44,R,7,A,,,
374-U1521A-44R-CC-A,0.0,11.0,390.34,390.45,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,38-48 cm: fine mud laminae.,,,,374,U1521,A,44,R,CC,A,,,
374-U1521A-45R-1-A,0.0,116.0,390.9,392.06,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 40 cm.,,,,374,U1521,A,45,R,1,A,,,
374-U1521A-45R-2-A,0.0,149.0,392.06,393.55,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 117 cm.,,,,374,U1521,A,45,R,2,A,,,
374-U1521A-45R-3-A,0.0,130.0,393.55,394.85,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Carbonate concretion at 39 cm.,,,,374,U1521,A,45,R,3,A,,,
374-U1521A-45R-4-A,0.0,124.0,394.85,396.09,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,Carbonate concretion at 57 cm. Faceted lonestone at 70 cm.,,,,374,U1521,A,45,R,4,A,,,
374-U1521A-45R-5-A,0.0,46.0,396.09,396.55,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,45,R,5,A,,,
374-U1521A-45R-5-A,46.0,61.0,396.55,396.7,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,inclined boundary or contact,,Sharp contact at 81-83 cm.,,,,374,U1521,A,45,R,5,A,,,
374-U1521A-45R-5-A,61.0,125.0,396.7,397.34,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,Carbonate concretion at 80 cm. Lonestone at 73-74 cm with pyrite staining around and at124-125 cm.,,,,374,U1521,A,45,R,5,A,,,
374-U1521A-45R-6-A,0.0,60.0,397.34,397.94,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 57 cm.,,,,374,U1521,A,45,R,6,A,,,
374-U1521A-46R-1-A,0.0,129.0,400.5,401.79,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,foraminifer,,,,"faint vein structure throughout, carbonate concretion at 32 cm, benthic foraminifer (Lenticulina sp) at 47 cm",,,,374,U1521,A,46,R,1,A,,,
374-U1521A-46R-2-A,0.0,142.0,401.79,403.21,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,"faint laminations at 19, 20, 100-105, 133-134 cm; carbonate concretion at 45 cm",,,,374,U1521,A,46,R,2,A,,,
374-U1521A-46R-3-A,0.0,32.0,403.21,403.53,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,laminae at 5 and 7 cm,,,,374,U1521,A,46,R,3,A,,,
374-U1521A-46R-3-A,32.0,45.0,403.53,403.66,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 5/5GY (greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1521,A,46,R,3,A,,,
374-U1521A-46R-3-A,45.0,86.0,403.66,404.07,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 50-52 cm.,,,,374,U1521,A,46,R,3,A,,,
374-U1521A-46R-4-A,0.0,85.0,404.07,404.92,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,foraminifer,,inclined boundary or contact,,Inclined contact at 2-7 and 10-12 cm. Lonestone at 40-41 cm. Faint laminae at 65 cm.,,,,374,U1521,A,46,R,4,A,,,
374-U1521A-46R-CC-A,0.0,17.0,404.92,405.09,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,,,,,374,U1521,A,46,R,CC,A,,,
374-U1521A-47R-1-A,0.0,141.0,410.1,411.51,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 4 (dark gray),,,,,,,,,,,"massive, clasts randomly distributed throughout, of various size, shape and origin",,,,374,U1521,A,47,R,1,A,,,
374-U1521A-47R-2-A,0.0,135.0,411.51,412.86,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 4 (dark gray),,,,,,,foraminifer,,,,"Dark gray mudstone interbedded at dm- to cm-scale with siliceous mudstone. Foram fragment at 26cm, shell fragments at 49.5, 109 cm",,,,374,U1521,A,47,R,2,A,,,
374-U1521A-47R-3-A,0.0,128.0,412.86,414.14,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,interlamination,N 4 (dark gray),,,,,,,foraminifer,,,,"massive (mainly), clasts randomly distributed throughout, of various size, shape and origin. Weakly stratified at c. 30-50cm. Foram at 59 cm",,,,374,U1521,A,47,R,3,A,,,
374-U1521A-47R-4-A,0.0,130.0,414.14,415.44,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,interlamination,N 4 (dark gray),,,,,,,,,,,"massive - weakly stratified, clasts randomly distributed throughout, of various size, shape and origin. Weakly stratified at: 25-40, 72-91 cm",,,,374,U1521,A,47,R,4,A,,,
374-U1521A-47R-5-A,0.0,145.0,415.44,416.89,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,interlamination,N 4 (dark gray),,,,,,,,,,,"massive, clasts randomly distributed throughout, of various size, shape and origin. Weakly stratified 5-14, 53-65 cm.",,,,374,U1521,A,47,R,5,A,,,
374-U1521A-47R-6-A,0.0,144.0,416.89,418.33,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,interlamination,N 4 (dark gray),,,,,,,,,,,"massive, clasts randomly distributed throughout, of various size, shape and origin. Weakly stratified at 68-99, 122-133 cm",,,,374,U1521,A,47,R,6,A,,,
374-U1521A-47R-7-A,0.0,76.0,418.33,419.09,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,mottling [BJ80],N 4 (dark gray),heavy [DB86],3,,,,,,,,,"massive, clasts randomly distributed throughout, of various size, shape and origin. Weakly stratified 0-15cm, bioturbation (mottling) 53-69 cm.",,,,374,U1521,A,47,R,7,A,,,
374-U1521A-48R-1-A,0.0,137.0,419.7,421.07,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,foraminifer,mud clast,,,"very dark greenish gray massive to very weakly interbedded (cm) of clast poor to clast rich sandy diamictites - foram fragments: 9, 17(?), 138 - mud clasts: 15, 24, 112 - shell fragment: 11, 14 (in crack) - clast composition diverse - lonestone: 18, 57, 112",,,,374,U1521,A,48,R,1,A,,,
374-U1521A-48R-2-A,0.0,145.0,421.07,422.52,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,mud clast,,,"very dark greenish gray massive, clast poor to clast rich sandy diamictite - shell frags: 54,5 - mud clasts: 7, 39, 103, 118",,,,374,U1521,A,48,R,2,A,,,
374-U1521A-48R-3-A,0.0,147.0,422.52,423.99,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,mud clast,,,"Very dark greenish gray massive clast poor to clast rich sandy diamictite - basalt 9, 84 - foram frags: 9 - shell frags: 60, 73, 112.5, 132.5 - mud clasts 26, 77 - lonestone 100-101 - clast composition diverse - clast cluster: 30-131 - carbonate concretions",,,,374,U1521,A,48,R,3,A,,,
374-U1521A-48R-4-A,0.0,149.0,423.99,425.48,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,mud clast,,,"Very dark greenish grey massive, clast rich sandy diamictite - lonestone 35.5-37, 61-62, 80-82 - shell fragments 49cm - foram fragment: 141.5 - carbonate cementations",,,,374,U1521,A,48,R,4,A,,,
374-U1521A-48R-5-A,0.0,144.0,425.48,426.92,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,foraminifer,mud clast,,,"Very dark greenish gray massive with gradational interbeds, clast rich sandy diamictite - mud clast: 21 cm - foram frag: 52.5 - carbonate concretions",,,,374,U1521,A,48,R,5,A,,,
374-U1521A-48R-6-A,0.0,120.0,426.92,428.12,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,pyrite,shell,lonestone,,,"Very dark greenish gray massive (with gradational interbeds) clast rich to clast poor sandy diamictite - faint vein network 0-18 cm - lonestones: 19.5 - 21.5, 15-16 (granite) - fossil fragment: 76.5 cm - pyrite grain: 16.5, 88.5",,,,374,U1521,A,48,R,6,A,,,
374-U1521A-48R-7-A,0.0,76.0,428.12,428.88,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,,,,"very dark greenish gray massive, clast rich sandy diamictite - fossil frag: 13.5, 66.5",,,,374,U1521,A,48,R,7,A,,,
374-U1521A-48R-CC-A,0.0,9.0,428.88,428.97,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,,,,,Very dark greenish gray massive clast-poor sandy diamictite,,,,374,U1521,A,48,R,CC,A,,,
