Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1518F-30R-6-A,0,49,471.87,472.36,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 25, 35, 49 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-6-A,49,65,472.36,472.52,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,moderate,2,,,,,,,,,Siltstone and mudstone as mixing bands with different color,,,
375-U1518F-30R-6-A,65,77,472.52,472.64,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 65, 71 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-7-A,0,61,472.84,473.45,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 6, 14, 22, 41, 56 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-8-A,0,54,473.6,474.14,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 29, 41, 50 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-CC-A,0,5,474.39,474.44,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 16, 35 and 54 cm. Disrupted mudstone clasts, visible as mixing bands with different color, at 17-33 and 35-54 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-31R-1-A,0,150,475.7,477.2,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 13, 92, 96, 115 and 135 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 60-68 cm.",,,
375-U1518F-31R-2-A,0,135,477.2,478.55,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 15, 94, 102 and 114 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 83-86 cm.",,,
375-U1518F-31R-3-A,0,116,478.7,479.86,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 4, 73, 86, and 104 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 15-23, 101-103 cm.",,,
375-U1518F-31R-4-A,0,136,480.16,481.52,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 16, 29, 36, 50, 63, 81, 98, and 108 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 65-67 and 83-87 cm.",,,
375-U1518F-31R-5-A,0,150,481.67,483.17,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 2, 57, 84, 98, 126, 134, and 142 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 6-9, 33-36, 84-86, 112-118, and 145-150 cm.",,,
375-U1518F-31R-6-A,0,136,483.17,484.53,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 13, 45, 53, 72, 102, 111, and 123 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 34-36 and 108-112 cm.",,,
375-U1518F-32R-1-A,0,97,485.3,486.27,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 17, 50, 58, 64, 72 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 41-44, and 66-69 cm.",,,
375-U1518F-32R-2-A,0,74,486.41,487.15,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 12, 25, 38, 53, 71 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 13-15, 28-31, 41-48, 53-56 cm. The disrupted mud clasts are at the top of the silt/clay sequences.",,,
375-U1518F-32R-3-A,0,96,487.24,488.2,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 7, 19, 32, 39, 83 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 7-11, 33-37, 39-42, 72-75 cm. The disrupted mud clasts are at the top of the silt/clay sequences.",,,
375-U1518F-32R-4-A,0,102,488.44,489.46,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 10, 32, 39, 59, 70, 85, and 101 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 39-42, 68-69, 94-96 cm.",,,
375-U1518F-32R-5-A,0,90,489.46,490.36,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 15, 50, 82 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 4-6, 11-13, 27-30, 51-52 cm.",,,
375-U1518F-32R-6-A,0,82,490.55,491.37,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 19, 26, 41 (very disrupted from drilling disturbance), 49, 70 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 22-29, 42-46, 49-52, 75-77 cm.",,,
375-U1518F-32R-7-A,0,69,491.57,492.26,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 21, 37, 44 cm. Silt laminae at biscuit boundaries appear to be truncated layers. Disrupted mudstone clasts at 14-16, 21-24, 55-58 cm.",,,
