verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Triporoletes sp.,pollen,Triporoletes,Triporoletes sp.,sp.,
Bolivinoides sp.,benthic_forams,Bolivinoides,Bolivinoides sp.,sp.,
Theocampe callimorphos,radiolarians,Theocampe,Theocampe callimorphos,callimorphos,
Dictyocha aegea,silicoflagellates,Dictyocha,Dictyocha aegea,aegea,
Gyroidina parva,benthic_forams,Gyroidina,Gyroidina parva,parva,
Clavulina sp.,benthic_forams,Clavulina,Clavulina sp.,sp.,
Bolivina seminuda (q),benthic_forams,Bolivina,Bolivina seminuda,seminuda,
Discosphaera sp.,nannofossils,Discosphaera,Discosphaera sp.,sp.,
Oblitacythereis mediterranea,ostracods,Oblitacythereis,Oblitacythereis mediterranea,mediterranea,
Centrobotrys thermophila (q),radiolarians,Centrobotrys,Centrobotrys thermophila,thermophila,
Coccolithus doronocoides (q),nannofossils,Coccolithus,Coccolithus doronocoides,doronocoides,
Cyclolithella nitescens,nannofossils,Cyclolithella,Cyclolithella nitescens,nitescens,
Praeorbulina transitoria,planktic_forams,Praeorbulina,Praeorbulina transitoria,transitoria,
Corbisema inermis inermis (spines) (q),silicoflagellates,Corbisema,Corbisema inermis inermis,inermis,inermis
Lampromitra parabolica,radiolarians,Lampromitra,Lampromitra parabolica,parabolica,
Aiora fenestrata,dinoflagellates,Aiora,Aiora fenestrata,fenestrata,
Hermanites sp. (q),ostracods,Hermanites,Hermanites sp.,sp.,
Globigerina topilensis,planktic_forams,Globigerina,Globigerina topilensis,topilensis,
Discoaster kugleri (q),nannofossils,Discoaster,Discoaster kugleri,kugleri,
Parafissurina venezuelana,benthic_forams,Parafissurina,Parafissurina venezuelana,venezuelana,
Globigerina megastoma cariacoensis,planktic_forams,Globigerina,Globigerina megastoma cariacoensis,megastoma,cariacoensis
Globorotalia wilsoni,planktic_forams,Globorotalia,Globorotalia wilsoni,wilsoni,
Coronocyclas prionion,nannofossils,Coronocyclas,Coronocyclas prionion,prionion,
Lithomesites nodosum,phytoliths,Lithomesites,Lithomesites nodosum,nodosum,
Triceratium favus,diatoms,Triceratium,Triceratium favus,favus,
Globigerina boweri,planktic_forams,Globigerina,Globigerina boweri,boweri,
Lagena sequenziana,benthic_forams,Lagena,Lagena sequenziana,sequenziana,
Araceae,pollen,Araceae,Araceae,,
Planorotalites australiformis (q),planktic_forams,Planorotalites,Planorotalites australiformis,australiformis,
Stichocorys wolfii,radiolarians,Stichocorys,Stichocorys wolfii,wolfii,
Coccolithus solitus,nannofossils,Coccolithus,Coccolithus solitus,solitus,
Coscinodiscus perforatus (q),diatoms,Coscinodiscus,Coscinodiscus perforatus,perforatus,
Distephanus sp. (cruxoid),silicoflagellates,Distephanus,Distephanus sp.,sp.,
Discorbis perovalis,benthic_forams,Discorbis,Discorbis perovalis,perovalis,
Uvigerina breviata,benthic_forams,Uvigerina,Uvigerina breviata,breviata,
Corbisema convexa,silicoflagellates,Corbisema,Corbisema convexa,convexa,
Discoaster germanicus,nannofossils,Discoaster,Discoaster germanicus,germanicus,
Diacanthocapsa amphora,radiolarians,Diacanthocapsa,Diacanthocapsa amphora,amphora,
Diphyes colligerum,dinoflagellates,Diphyes,Diphyes colligerum,colligerum,
Discoaster phyllodus,nannofossils,Discoaster,Discoaster phyllodus,phyllodus,
Globorotalia acarinata,planktic_forams,Globorotalia,Globorotalia acarinata,acarinata,
Distephanus polyactis literatus,silicoflagellates,Distephanus,Distephanus polyactis literatus,polyactis,literatus
Cruciplacolithus neohelis (q),nannofossils,Cruciplacolithus,Cruciplacolithus neohelis,neohelis,
Vekshinella elliptica,nannofossils,Vekshinella,Vekshinella elliptica,elliptica,
Eatonicysta ursulae,dinoflagellates,Eatonicysta,Eatonicysta ursulae,ursulae,
Fissurina cucullata,benthic_forams,Fissurina,Fissurina cucullata,cucullata,
Stylodictya multispina,radiolarians,Stylodictya,Stylodictya multispina,multispina,
Lophodolithus acutus,nannofossils,Lophodolithus,Lophodolithus acutus,acutus,
Micrascidites vulgaris (tunicate),nannofossils,Micrascidites,Micrascidites vulgaris,vulgaris,
Dictyocha transitoria (q),silicoflagellates,Dictyocha,Dictyocha transitoria,transitoria,
Spinidinium sp.,dinoflagellates,Spinidinium,Spinidinium sp.,sp.,
Discoaster tanii tanii (q),nannofossils,Discoaster,Discoaster tanii tanii,tanii,tanii
Nitzschia marina (q),diatoms,Nitzschia,Nitzschia marina,marina,
Dictyocha quadralta,silicoflagellates,Dictyocha,Dictyocha quadralta,quadralta,
Rhizosolenia curvirostris,diatoms,Rhizosolenia,Rhizosolenia curvirostris,curvirostris,
Osangularia plummerae,benthic_forams,Osangularia,Osangularia plummerae,plummerae,
Bulimina aculeata,benthic_forams,Bulimina,Bulimina aculeata,aculeata,
Globigerina falconensis palpebra,planktic_forams,Globigerina,Globigerina falconensis palpebra,falconensis,palpebra
Clinapertina subplanispira,benthic_forams,Clinapertina,Clinapertina subplanispira,subplanispira,
Anomalinoides praespissiformis,benthic_forams,Anomalinoides,Anomalinoides praespissiformis,praespissiformis,
Gyroidinoides girardana (q),benthic_forams,Gyroidinoides,Gyroidinoides girardana,girardana,
Hanzawaia sp. (q),benthic_forams,Hanzawaia,Hanzawaia sp.,sp.,
Globorotalia varianta,planktic_forams,Globorotalia,Globorotalia varianta,varianta,
Distephanus polyactis (q),silicoflagellates,Distephanus,Distephanus polyactis,polyactis,
Hemidiscus ovalis,diatoms,Hemidiscus,Hemidiscus ovalis,ovalis,
Fursenkoina davisi-complanata,benthic_forams,Fursenkoina,Fursenkoina davisi-complanata,davisi-complanata,
Ceratolithus dentatus,nannofossils,Ceratolithus,Ceratolithus dentatus,dentatus,
Naviculopsis biapiculata (q),silicoflagellates,Naviculopsis,Naviculopsis biapiculata,biapiculata,
Fasciculithus janii,nannofossils,Fasciculithus,Fasciculithus janii,janii,
Discolithina viginitiforata,nannofossils,Discolithina,Discolithina viginitiforata,viginitiforata,
Eucyrtidium matuyamai,radiolarians,Eucyrtidium,Eucyrtidium matuyamai,matuyamai,
Surirella fastuosa,diatoms,Surirella,Surirella fastuosa,fastuosa,
Globigerinatheka howeii,planktic_forams,Globigerinatheka,Globigerinatheka howeii,howeii,
Sphaeroidina sp.,benthic_forams,Sphaeroidina,Sphaeroidina sp.,sp.,
Chilostomellina fimbriata,benthic_forams,Chilostomellina,Chilostomellina fimbriata,fimbriata,
Deflandrea cygniformis,dinoflagellates,Deflandrea,Deflandrea cygniformis,cygniformis,
Batiacasphaera sp.,dinoflagellates,Batiacasphaera,Batiacasphaera sp.,sp.,
Poseidonamicus sp.,ostracods,Poseidonamicus,Poseidonamicus sp.,sp.,
Globotruncana gagnebini,planktic_forams,Globotruncana,Globotruncana gagnebini,gagnebini,
Streptochilus pristinum,planktic_forams,Streptochilus,Streptochilus pristinum,pristinum,
Acarinina wilcoxensis,planktic_forams,Acarinina,Acarinina wilcoxensis,wilcoxensis,
Uvigerina asperula,benthic_forams,Uvigerina,Uvigerina asperula,asperula,
Arachnoidiscus ehrenbergi,diatoms,Arachnoidiscus,Arachnoidiscus ehrenbergi,ehrenbergi,
Pseudopodosira elegans,diatoms,Pseudopodosira,Pseudopodosira elegans,elegans,
Sphenolithus predistentus (q),nannofossils,Sphenolithus,Sphenolithus predistentus,predistentus,
Opephora gemmata,diatoms,Opephora,Opephora gemmata,gemmata,
Sphaeroidinellopsis dehiscens,planktic_forams,Sphaeroidinellopsis,Sphaeroidinellopsis dehiscens,dehiscens,
Gephyrocapsa aperta,nannofossils,Gephyrocapsa,Gephyrocapsa aperta,aperta,
Lamprospyris huxleyi,radiolarians,Lamprospyris,Lamprospyris huxleyi,huxleyi,
Dimerogramma elegans,diatoms,Dimerogramma,Dimerogramma elegans,elegans,
Coscinodiscus gigas diorama,diatoms,Coscinodiscus,Coscinodiscus gigas diorama,gigas,diorama
Luehea sp. (q),pollen,Luehea,Luehea sp.,sp.,
Corbisema hastata hastata (double spines),silicoflagellates,Corbisema,Corbisema hastata hastata,hastata,hastata
Cecryphalium sestrodiscus,radiolarians,Cecryphalium,Cecryphalium sestrodiscus,sestrodiscus,
Theocotyle ficus,radiolarians,Theocotyle,Theocotyle ficus,ficus,
Acanthodiscus convexus,diatoms,Acanthodiscus,Acanthodiscus convexus,convexus,
Amphitholus sp.,radiolarians,Amphitholus,Amphitholus sp.,sp.,
Melosira goretzkii,diatoms,Melosira,Melosira goretzkii,goretzkii,
Rhabdolithis ellida,radiolarians,Rhabdolithis,Rhabdolithis ellida,ellida,
Globigerinoides trilobus fistulosus,planktic_forams,Globigerinoides,Globigerinoides trilobus fistulosus,trilobus,fistulosus
Rhabdonoma angulatum,diatoms,Rhabdonoma,Rhabdonoma angulatum,angulatum,
Cyrtophormis sp.,radiolarians,Cyrtophormis,Cyrtophormis sp.,sp.,
Helicopontosphaera sp. (q),nannofossils,Helicopontosphaera,Helicopontosphaera sp.,sp.,
Marssonella subtrochus,benthic_forams,Marssonella,Marssonella subtrochus,subtrochus,
Globorotalia hispidicidaris,planktic_forams,Globorotalia,Globorotalia hispidicidaris,hispidicidaris,
Dentalina inflexa,benthic_forams,Dentalina,Dentalina inflexa,inflexa,
Pseudopyxilla baltica,diatoms,Pseudopyxilla,Pseudopyxilla baltica,baltica,
Discorbis nitida (q),benthic_forams,Discorbis,Discorbis nitida,nitida,
Chrysalogonium equisetiformis,benthic_forams,Chrysalogonium,Chrysalogonium equisetiformis,equisetiformis,
Gyroidina condoni,benthic_forams,Gyroidina,Gyroidina condoni,condoni,
Bulimina ovata,benthic_forams,Bulimina,Bulimina ovata,ovata,
Dictyocha pulchella inflata,silicoflagellates,Dictyocha,Dictyocha pulchella inflata,pulchella,inflata
Coccolithus sp.,nannofossils,Coccolithus,Coccolithus sp.,sp.,
Globotruncana elevata stuartiformis,planktic_forams,Globotruncana,Globotruncana elevata stuartiformis,elevata,stuartiformis
Micrantholithus vesper,nannofossils,Micrantholithus,Micrantholithus vesper,vesper,
Rhizosolenia bergonii,diatoms,Rhizosolenia,Rhizosolenia bergonii,bergonii,
Stephanodiscus astraea minutula,diatoms,Stephanodiscus,Stephanodiscus astraea minutula,astraea,minutula
Cannartus tubarius (q),radiolarians,Cannartus,Cannartus tubarius,tubarius,
Dictyoconus floridanus (q),benthic_forams,Dictyoconus,Dictyoconus floridanus,floridanus,
Globigerina nepenthes (q),planktic_forams,Globigerina,Globigerina nepenthes,nepenthes,
Suggrunda sp.,benthic_forams,Suggrunda,Suggrunda sp.,sp.,
Shenckiella petrosa,benthic_forams,Shenckiella,Shenckiella petrosa,petrosa,
Ammodochium ampulla,ebridians,Ammodochium,Ammodochium ampulla,ampulla,
Hexapyle dodecantha,radiolarians,Hexapyle,Hexapyle dodecantha,dodecantha,
Fasciculithus tympaniformis,nannofossils,Fasciculithus,Fasciculithus tympaniformis,tympaniformis,
Clathrocyclas nova (q),radiolarians,Clathrocyclas,Clathrocyclas nova,nova,
Theoconus spongoconum,radiolarians,Theoconus,Theoconus spongoconum,spongoconum,
Praeorbulina glomerosa curva,planktic_forams,Praeorbulina,Praeorbulina glomerosa curva,glomerosa,curva
Turborotalia humerosa humerosa,planktic_forams,Turborotalia,Turborotalia humerosa humerosa,humerosa,humerosa
Rhizosolenia minima,diatoms,Rhizosolenia,Rhizosolenia minima,minima,
Globigerina nana,planktic_forams,Globigerina,Globigerina nana,nana,
Trissocyclas sp.,radiolarians,Trissocyclas,Trissocyclas sp.,sp.,
Rhabdammina discreta,benthic_forams,Rhabdammina,Rhabdammina discreta,discreta,
Benetorus fantasmus,diatoms,Benetorus,Benetorus fantasmus,fantasmus,
Pleurostomella sapperi,benthic_forams,Pleurostomella,Pleurostomella sapperi,sapperi,
Monobrachia simplex,diatoms,Monobrachia,Monobrachia simplex,simplex,
Pterocanium praetextum,radiolarians,Pterocanium,Pterocanium praetextum,praetextum,
Stauroneis sp.,diatoms,Stauroneis,Stauroneis sp.,sp.,
Bolivina alta,benthic_forams,Bolivina,Bolivina alta,alta,
Trilites sp.,pollen,Trilites,Trilites sp.,sp.,
Discolithina desueta,nannofossils,Discolithina,Discolithina desueta,desueta,
Globigerina decoraperta (q),planktic_forams,Globigerina,Globigerina decoraperta,decoraperta,
Lamptonium colymbus (q),radiolarians,Lamptonium,Lamptonium colymbus,colymbus,
Cannartus sp. (q),radiolarians,Cannartus,Cannartus sp.,sp.,
Euuvigerina notohispida,benthic_forams,Euuvigerina,Euuvigerina notohispida,notohispida,
Morozovella prae-aequa,planktic_forams,Morozovella,Morozovella prae-aequa,prae-aequa,
Anomalina illingi,benthic_forams,Anomalina,Anomalina illingi,illingi,
Lanternithus minutus,nannofossils,Lanternithus,Lanternithus minutus,minutus,
Globorotalia conicotruncata,planktic_forams,Globorotalia,Globorotalia conicotruncata,conicotruncata,
Actinomma mediterranensis,radiolarians,Actinomma,Actinomma mediterranensis,mediterranensis,
Ethmodiscus sp.,diatoms,Ethmodiscus,Ethmodiscus sp.,sp.,
Morozovella acutispira,planktic_forams,Morozovella,Morozovella acutispira,acutispira,
Bairdoppilata sp.,ostracods,Bairdoppilata,Bairdoppilata sp.,sp.,
Centrobotrys sp.,radiolarians,Centrobotrys,Centrobotrys sp.,sp.,
Morozovella pusilla,planktic_forams,Morozovella,Morozovella pusilla,pusilla,
Orthorhabdus serratus (q),nannofossils,Orthorhabdus,Orthorhabdus serratus,serratus,
Helicopontosphaera dinesenii,nannofossils,Helicopontosphaera,Helicopontosphaera dinesenii,dinesenii,
Thoracosphaera sp. (q),nannofossils,Thoracosphaera,Thoracosphaera sp.,sp.,
Agrenocythere radula,ostracods,Agrenocythere,Agrenocythere radula,radula,
Globorotalia menardii tumida,planktic_forams,Globorotalia,Globorotalia menardii tumida,menardii,tumida
Cerataulina cretacea,diatoms,Cerataulina,Cerataulina cretacea,cretacea,
Vallacerta hortonii,silicoflagellates,Vallacerta,Vallacerta hortonii,hortonii,
Xanthiopyxis globosa,diatoms,Xanthiopyxis,Xanthiopyxis globosa,globosa,
Chiasmolithus eograndis (q),nannofossils,Chiasmolithus,Chiasmolithus eograndis,eograndis,
Naviculopsis quadrata (q),silicoflagellates,Naviculopsis,Naviculopsis quadrata,quadrata,
Calciodinellum operosum,dinoflagellates,Calciodinellum,Calciodinellum operosum,operosum,
Thyrsocyrtis hirsuta tensa,radiolarians,Thyrsocyrtis,Thyrsocyrtis hirsuta tensa,hirsuta,tensa
Dorcadospyris spinosa gorup,radiolarians,Dorcadospyris,Dorcadospyris spinosa gorup,spinosa,gorup
Pseudotriceratium  radiosoreticulatum,diatoms,Pseudotriceratium,Pseudotriceratium  radiosoreticulatum,,radiosoreticulatum
Stylotracta universa,radiolarians,Stylotracta,Stylotracta universa,universa,
Theocorys anapographa (q),radiolarians,Theocorys,Theocorys anapographa,anapographa,
Craspedodiscus splendidus,diatoms,Craspedodiscus,Craspedodiscus splendidus,splendidus,
Globorotaloides extans (q),planktic_forams,Globorotaloides,Globorotaloides extans,extans,
Eucyrtidium sp.,radiolarians,Eucyrtidium,Eucyrtidium sp.,sp.,
Textularia plummerae,benthic_forams,Textularia,Textularia plummerae,plummerae,
Alabamina obtusa,benthic_forams,Alabamina,Alabamina obtusa,obtusa,
Hystrichosphaeridium stellatum (q),dinoflagellates,Hystrichosphaeridium,Hystrichosphaeridium stellatum,stellatum,
Rhaphoneis elongata,diatoms,Rhaphoneis,Rhaphoneis elongata,elongata,
Distephanus pentagonus,silicoflagellates,Distephanus,Distephanus pentagonus,pentagonus,
Cretarhabdus decorus,nannofossils,Cretarhabdus,Cretarhabdus decorus,decorus,
Micrantholithus crenulatus,nannofossils,Micrantholithus,Micrantholithus crenulatus,crenulatus,
Stichodiscus kittonianus,diatoms,Stichodiscus,Stichodiscus kittonianus,kittonianus,
Rouxia obesa,diatoms,Rouxia,Rouxia obesa,obesa,
Theocampe basilis,radiolarians,Theocampe,Theocampe basilis,basilis,
Neococcolithes dubius,nannofossils,Neococcolithes,Neococcolithes dubius,dubius,
Brizalina sp.,benthic_forams,Brizalina,Brizalina sp.,sp.,
Anomalinoides fasciatus,benthic_forams,Anomalinoides,Anomalinoides fasciatus,fasciatus,
Nitzschia ritscherii,diatoms,Nitzschia,Nitzschia ritscherii,ritscherii,
Craspedodiscus rydei,diatoms,Craspedodiscus,Craspedodiscus rydei,rydei,
Dictyocha fibula s. ampl.,silicoflagellates,Dictyocha,Dictyocha fibula s. ampl.,fibula,
Globorotalia crotonensis,planktic_forams,Globorotalia,Globorotalia crotonensis,crotonensis,
Globigerinita juvenilis,planktic_forams,Globigerinita,Globigerinita juvenilis,juvenilis,
Gondwanaria deflandrei,radiolarians,Gondwanaria,Gondwanaria deflandrei,deflandrei,
Palaeoperidinium sp.,dinoflagellates,Palaeoperidinium,Palaeoperidinium sp.,sp.,
Orthonotacythere sp.,ostracods,Orthonotacythere,Orthonotacythere sp.,sp.,
Ericsonia subpertusa (q),nannofossils,Ericsonia,Ericsonia subpertusa,subpertusa,
Globorotalia humilis,planktic_forams,Globorotalia,Globorotalia humilis,humilis,
Cryptoprora ornata (q),radiolarians,Cryptoprora,Cryptoprora ornata,ornata,
Cosmiodiscus intersectus,diatoms,Cosmiodiscus,Cosmiodiscus intersectus,intersectus,
Cruciplacolithus eminens,nannofossils,Cruciplacolithus,Cruciplacolithus eminens,eminens,
Distephanus pseudofibula,silicoflagellates,Distephanus,Distephanus pseudofibula,pseudofibula,
Planulina wuellerstorfi,benthic_forams,Planulina,Planulina wuellerstorfi,wuellerstorfi,
Tricolpites phillipsii,pollen,Tricolpites,Tricolpites phillipsii,phillipsii,
Globigerina prenepenthes,planktic_forams,Globigerina,Globigerina prenepenthes,prenepenthes,
Coscinodiscus pustulatus,diatoms,Coscinodiscus,Coscinodiscus pustulatus,pustulatus,
Bolivina alazanensis (q),benthic_forams,Bolivina,Bolivina alazanensis,alazanensis,
Trochosira spinosa,diatoms,Trochosira,Trochosira spinosa,spinosa,
Bolivina inflata,benthic_forams,Bolivina,Bolivina inflata,inflata,
Pulleniatina spectabilis praespectabilis,planktic_forams,Pulleniatina,Pulleniatina spectabilis praespectabilis,spectabilis,praespectabilis
Cyclolithella rotunda,nannofossils,Cyclolithella,Cyclolithella rotunda,rotunda,
Miliammina lata,benthic_forams,Miliammina,Miliammina lata,lata,
Elphidium excavatum selseyensis (q),benthic_forams,Elphidium,Elphidium excavatum selseyensis,excavatum,selseyensis
Dorothia brevis,benthic_forams,Dorothia,Dorothia brevis,brevis,
Bolivinopsis tubensis,benthic_forams,Bolivinopsis,Bolivinopsis tubensis,tubensis,
Spongomelissa adunca,radiolarians,Spongomelissa,Spongomelissa adunca,adunca,
Globigerina praebulloides leroyi,planktic_forams,Globigerina,Globigerina praebulloides leroyi,praebulloides,leroyi
Cyrtophormis gracilis,radiolarians,Cyrtophormis,Cyrtophormis gracilis,gracilis,
Pullenia riveroi (q),benthic_forams,Pullenia,Pullenia riveroi,riveroi,
Globorotalia australiformis,planktic_forams,Globorotalia,Globorotalia australiformis,australiformis,
Dorcadospyris platyacantha,radiolarians,Dorcadospyris,Dorcadospyris platyacantha,platyacantha,
Ellipsolithus bollii,nannofossils,Ellipsolithus,Ellipsolithus bollii,bollii,
Hornibrookina australis,nannofossils,Hornibrookina,Hornibrookina australis,australis,
Denticulopsis seminae fossilis,diatoms,Denticulopsis,Denticulopsis seminae fossilis,seminae,fossilis
Chiastozygus cuneatus,nannofossils,Chiastozygus,Chiastozygus cuneatus,cuneatus,
Mesocena bispicata,silicoflagellates,Mesocena,Mesocena bispicata,bispicata,
Gephyrocapsa sinuosa,nannofossils,Gephyrocapsa,Gephyrocapsa sinuosa,sinuosa,
Planorotalites reissi,planktic_forams,Planorotalites,Planorotalites reissi,reissi,
Globigerina praeturritilina (q),planktic_forams,Globigerina,Globigerina praeturritilina,praeturritilina,
Lamprocyclas hannai,radiolarians,Lamprocyclas,Lamprocyclas hannai,hannai,
Echinomma delicatulum,radiolarians,Echinomma,Echinomma delicatulum,delicatulum,
Globorotalia fimbriata (q),planktic_forams,Globorotalia,Globorotalia fimbriata,fimbriata,
Monobrachia unicornuta,diatoms,Monobrachia,Monobrachia unicornuta,unicornuta,
Ommatartus tetrathalamus,radiolarians,Ommatartus,Ommatartus tetrathalamus,tetrathalamus,
Hexacromyum sexaculeatum,radiolarians,Hexacromyum,Hexacromyum sexaculeatum,sexaculeatum,
Globorotalia hirsuta,planktic_forams,Globorotalia,Globorotalia hirsuta,hirsuta,
Neococcolithes protenus (q),nannofossils,Neococcolithes,Neococcolithes protenus,protenus,
Helicopontosphaera ampliaperta,nannofossils,Helicopontosphaera,Helicopontosphaera ampliaperta,ampliaperta,
Globorotalia conoidea,planktic_forams,Globorotalia,Globorotalia conoidea,conoidea,
Costacentrum horticum,nannofossils,Costacentrum,Costacentrum horticum,horticum,
Morozovella acava,planktic_forams,Morozovella,Morozovella acava,acava,
Quinqueloculina vulgaris,benthic_forams,Quinqueloculina,Quinqueloculina vulgaris,vulgaris,
Cassidulina sp. (q),benthic_forams,Cassidulina,Cassidulina sp.,sp.,
Fabalicypris sp.,ostracods,Fabalicypris,Fabalicypris sp.,sp.,
Lychnodictyum audax,radiolarians,Lychnodictyum,Lychnodictyum audax,audax,
Coscinodiscus rhombicus,diatoms,Coscinodiscus,Coscinodiscus rhombicus,rhombicus,
Sphaeroidinellopsis subdehiscens nepenthes,planktic_forams,Sphaeroidinellopsis,Sphaeroidinellopsis subdehiscens nepenthes,subdehiscens,nepenthes
Ericsonia fenestrata,nannofossils,Ericsonia,Ericsonia fenestrata,fenestrata,
Discoaster decorus,nannofossils,Discoaster,Discoaster decorus,decorus,
Globigerinoides ruber elongatus,planktic_forams,Globigerinoides,Globigerinoides ruber elongatus,ruber,elongatus
Uvigerina jacksonensis,benthic_forams,Uvigerina,Uvigerina jacksonensis,jacksonensis,
Textularia candeina,benthic_forams,Textularia,Textularia candeina,candeina,
Foliactiniscus pannosus,dinoflagellates,Foliactiniscus,Foliactiniscus pannosus,pannosus,
Globigerapsis kugleri,planktic_forams,Globigerapsis,Globigerapsis kugleri,kugleri,
Charltonina florialis,benthic_forams,Charltonina,Charltonina florialis,florialis,
Castanea sp.,pollen,Castanea,Castanea sp.,sp.,
Stilostomella annulifera (q),benthic_forams,Stilostomella,Stilostomella annulifera,annulifera,
Thalassiosira usatschevii,diatoms,Thalassiosira,Thalassiosira usatschevii,usatschevii,
Helicopontosphaera salebrosa,nannofossils,Helicopontosphaera,Helicopontosphaera salebrosa,salebrosa,
Biddulphia angulata,diatoms,Biddulphia,Biddulphia angulata,angulata,
Siphogenerinoides sp.,benthic_forams,Siphogenerinoides,Siphogenerinoides sp.,sp.,
Nitzschia indica,diatoms,Nitzschia,Nitzschia indica,indica,
Paralia sp.,diatoms,Paralia,Paralia sp.,sp.,
Stetsonia horvathi,benthic_forams,Stetsonia,Stetsonia horvathi,horvathi,
Globorotalia miozea cibaoensis,planktic_forams,Globorotalia,Globorotalia miozea cibaoensis,miozea,cibaoensis
Neocrepidolithus crassus,nannofossils,Neocrepidolithus,Neocrepidolithus crassus,crassus,
Globorotalia scitula sub. sp.,planktic_forams,Globorotalia,Globorotalia scitula sub. sp.,scitula,
Actinocyclus divisus,diatoms,Actinocyclus,Actinocyclus divisus,divisus,
Diploneis oculata,diatoms,Diploneis,Diploneis oculata,oculata,
Thalassionema antiqua,diatoms,Thalassionema,Thalassionema antiqua,antiqua,
Thalassiosira visurgis,diatoms,Thalassiosira,Thalassiosira visurgis,visurgis,
Marginipollis concinnus,pollen,Marginipollis,Marginipollis concinnus,concinnus,
Myrtaceidites mesonesus (q),pollen,Myrtaceidites,Myrtaceidites mesonesus,mesonesus,
Thalassionema nitzschioides (q),diatoms,Thalassionema,Thalassionema nitzschioides,nitzschioides,
Monoceratina tricuspidata,ostracods,Monoceratina,Monoceratina tricuspidata,tricuspidata,
Triceratium condecorum schulzii,diatoms,Triceratium,Triceratium condecorum schulzii,condecorum,schulzii
Hemiaulus kondai,diatoms,Hemiaulus,Hemiaulus kondai,kondai,
Triceratium unguicuilatum,diatoms,Triceratium,Triceratium unguicuilatum,unguicuilatum,
Globorotalia tumida tumida (q),planktic_forams,Globorotalia,Globorotalia tumida tumida,tumida,tumida
Turrilina brevispira,benthic_forams,Turrilina,Turrilina brevispira,brevispira,
Stylatractus neptunus (q),radiolarians,Stylatractus,Stylatractus neptunus,neptunus,
Diazomatolithus lehmanii,nannofossils,Diazomatolithus,Diazomatolithus lehmanii,lehmanii,
Distephanus speculum speculum nonarius,silicoflagellates,Distephanus,Distephanus speculum speculum nonarius,speculum,
Rugoglobigerina rugosa,planktic_forams,Rugoglobigerina,Rugoglobigerina rugosa,rugosa,
Equisetales sp.,pollen,Equisetales,Equisetales sp.,sp.,
Theopera fusiformis,radiolarians,Theopera,Theopera fusiformis,fusiformis,
Discoaster asymmetricus (q),nannofossils,Discoaster,Discoaster asymmetricus,asymmetricus,
Cibicidoides verrucosus,benthic_forams,Cibicidoides,Cibicidoides verrucosus,verrucosus,
Lithodesmium rotunda,diatoms,Lithodesmium,Lithodesmium rotunda,rotunda,
Subbotina velascoensis,planktic_forams,Subbotina,Subbotina velascoensis,velascoensis,
Morozovella pusilla s.l.,planktic_forams,Morozovella,Morozovella pusilla s.l.,pusilla,s.l.
Trochammina bullata,benthic_forams,Trochammina,Trochammina bullata,bullata,
Elphidium advena,benthic_forams,Elphidium,Elphidium advena,advena,
Thoracosphaera operculata (q),nannofossils,Thoracosphaera,Thoracosphaera operculata,operculata,
Lapideacassis cornuta,nannofossils,Lapideacassis,Lapideacassis cornuta,cornuta,
Discoaster woodringii,nannofossils,Discoaster,Discoaster woodringii,woodringii,
Navicula radiosa,diatoms,Navicula,Navicula radiosa,radiosa,
Pseudonodosaria humilis,benthic_forams,Pseudonodosaria,Pseudonodosaria humilis,humilis,
Spiroplectammina spectabilis (q),benthic_forams,Spiroplectammina,Spiroplectammina spectabilis,spectabilis,
Angulogerina esuriens,benthic_forams,Angulogerina,Angulogerina esuriens,esuriens,
Millioudodinium guiseppei,dinoflagellates,Millioudodinium,Millioudodinium guiseppei,guiseppei,
Acarinina mckannai,planktic_forams,Acarinina,Acarinina mckannai,mckannai,
Lophocyrtis golli,radiolarians,Lophocyrtis,Lophocyrtis golli,golli,
Pyxilla intermedia,diatoms,Pyxilla,Pyxilla intermedia,intermedia,
Loxostomoides applinae,benthic_forams,Loxostomoides,Loxostomoides applinae,applinae,
Verrucatosporites sp.,pollen,Verrucatosporites,Verrucatosporites sp.,sp.,
Globigerina selli (q),planktic_forams,Globigerina,Globigerina selli,selli,
Subbotina boweri,planktic_forams,Subbotina,Subbotina boweri,boweri,
Discoaster delicatus,nannofossils,Discoaster,Discoaster delicatus,delicatus,
Nodosaria strigosa,benthic_forams,Nodosaria,Nodosaria strigosa,strigosa,
Pontosphaera obliquipons,nannofossils,Pontosphaera,Pontosphaera obliquipons,obliquipons,
Globorotalia dutertrei eggeri,planktic_forams,Globorotalia,Globorotalia dutertrei eggeri,dutertrei,eggeri
Phyllocladidites sp.,pollen,Phyllocladidites,Phyllocladidites sp.,sp.,
Tricolpites sp.,pollen,Tricolpites,Tricolpites sp.,sp.,
Hemiaulus gleseri,diatoms,Hemiaulus,Hemiaulus gleseri,gleseri,
Coccolithus apomnemoneumus,nannofossils,Coccolithus,Coccolithus apomnemoneumus,apomnemoneumus,
Stilostomella bradyi (q),benthic_forams,Stilostomella,Stilostomella bradyi,bradyi,
Botryopyle antarctica (q),radiolarians,Botryopyle,Botryopyle antarctica,antarctica,
Eggerella bradyi (q),benthic_forams,Eggerella,Eggerella bradyi,bradyi,
Cocconeis vitrea,diatoms,Cocconeis,Cocconeis vitrea,vitrea,
