verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Lenticulina acuta,benthic_forams,Lenticulina,Lenticulina acuta,acuta,
Cyclicargolithus neogammation,nannofossils,Cyclicargolithus,Cyclicargolithus neogammation,neogammation,
Operculina eniwetokensis,benthic_forams,Operculina,Operculina eniwetokensis,eniwetokensis,
Fissurina comata,benthic_forams,Fissurina,Fissurina comata,comata,
Melosira albicans,diatoms,Melosira,Melosira albicans,albicans,
Pleurosigma angulatum,diatoms,Pleurosigma,Pleurosigma angulatum,angulatum,
Cibicides lobatus (q),benthic_forams,Cibicides,Cibicides lobatus,lobatus,
Nitzschia bicapitata,diatoms,Nitzschia,Nitzschia bicapitata,bicapitata,
Globigerina bakeri,planktic_forams,Globigerina,Globigerina bakeri,bakeri,
Calocyclas disparidens,radiolarians,Calocyclas,Calocyclas disparidens,disparidens,
Scriniodinium attadalense,dinoflagellates,Scriniodinium,Scriniodinium attadalense,attadalense,
Tribrachiatus bramlettei,nannofossils,Tribrachiatus,Tribrachiatus bramlettei,bramlettei,
Lithostromation perdurum,nannofossils,Lithostromation,Lithostromation perdurum,perdurum,
Nitzschia ocenica (q),diatoms,Nitzschia,Nitzschia ocenica,ocenica,
Globotruncana gagnebini,planktic_forams,Globotruncana,Globotruncana gagnebini,gagnebini,
Anaulus incisus,diatoms,Anaulus,Anaulus incisus,incisus,
Distephanus crux fenestratus,silicoflagellates,Distephanus,Distephanus crux fenestratus,crux,fenestratus
Bogorovia veniamini,diatoms,Bogorovia,Bogorovia veniamini,veniamini,
Miliolinella circularis,benthic_forams,Miliolinella,Miliolinella circularis,circularis,
Globorotalia subcretacea (q),planktic_forams,Globorotalia,Globorotalia subcretacea,subcretacea,
Reticulofenestra abisecta,nannofossils,Reticulofenestra,Reticulofenestra abisecta,abisecta,
Ehrenbergina trigona,benthic_forams,Ehrenbergina,Ehrenbergina trigona,trigona,
Sethophormis rotula,radiolarians,Sethophormis,Sethophormis rotula,rotula,
Lithocampe subligata,radiolarians,Lithocampe,Lithocampe subligata,subligata,
Pseudoeunotia doliolus,diatoms,Pseudoeunotia,Pseudoeunotia doliolus,doliolus,
Odontella cornuta,diatoms,Odontella,Odontella cornuta,cornuta,
Discoaster lidzii,nannofossils,Discoaster,Discoaster lidzii,lidzii,
Cretarhabdus surirellus,nannofossils,Cretarhabdus,Cretarhabdus surirellus,surirellus,
Septamesocena apiculata,silicoflagellates,Septamesocena,Septamesocena apiculata,apiculata,
Gongylothorax verbeeki,radiolarians,Gongylothorax,Gongylothorax verbeeki,verbeeki,
Lagena meridionalis,benthic_forams,Lagena,Lagena meridionalis,meridionalis,
Oridorsalis umbonatus,benthic_forams,Oridorsalis,Oridorsalis umbonatus,umbonatus,
Ehrenbergina gibbera,benthic_forams,Ehrenbergina,Ehrenbergina gibbera,gibbera,
Mesocena oamaruensis,silicoflagellates,Mesocena,Mesocena oamaruensis,oamaruensis,
Multispinula sp.,dinoflagellates,Multispinula,Multispinula sp.,sp.,
Pullenia eocaenica,benthic_forams,Pullenia,Pullenia eocaenica,eocaenica,
Coscinodiscus ildicoi,diatoms,Coscinodiscus,Coscinodiscus ildicoi,ildicoi,
Dictyocha hemisphaerica,silicoflagellates,Dictyocha,Dictyocha hemisphaerica,hemisphaerica,
Pyxilla johnsoniana corniculum,diatoms,Pyxilla,Pyxilla johnsoniana corniculum,johnsoniana,corniculum
Globigerina calida calida,planktic_forams,Globigerina,Globigerina calida calida,calida,calida
Pontosphaera japonica,nannofossils,Pontosphaera,Pontosphaera japonica,japonica,
Trilites paravallatus,pollen,Trilites,Trilites paravallatus,paravallatus,
Incisoria inordinata,diatoms,Incisoria,Incisoria inordinata,inordinata,
Cretarhabdus schizobrachiatus,nannofossils,Cretarhabdus,Cretarhabdus schizobrachiatus,schizobrachiatus,
Gyroidinoides nitidus,benthic_forams,Gyroidinoides,Gyroidinoides nitidus,nitidus,
Systematophora areolata,dinoflagellates,Systematophora,Systematophora areolata,areolata,
Pyrgo forhasini,benthic_forams,Pyrgo,Pyrgo forhasini,forhasini,
Spongodiscus phrix,radiolarians,Spongodiscus,Spongodiscus phrix,phrix,
Astronion astrale,benthic_forams,Astronion,Astronion astrale,astrale,
Thalassiosira zabelinae (q),diatoms,Thalassiosira,Thalassiosira zabelinae,zabelinae,
Globigerina boweri,planktic_forams,Globigerina,Globigerina boweri,boweri,
Actiniscus elongatus (q),ebridians,Actiniscus,Actiniscus elongatus,elongatus,
Hystrichokolpoma rigaudae,dinoflagellates,Hystrichokolpoma,Hystrichokolpoma rigaudae,rigaudae,
Dictyocha byronalis,silicoflagellates,Dictyocha,Dictyocha byronalis,byronalis,
Thalassiosira tabularis,diatoms,Thalassiosira,Thalassiosira tabularis,tabularis,
Aragonia velascoensis,benthic_forams,Aragonia,Aragonia velascoensis,velascoensis,
Siphostichoartus praecorona,radiolarians,Siphostichoartus,Siphostichoartus praecorona,praecorona,
Discoaster salisburgensis,nannofossils,Discoaster,Discoaster salisburgensis,salisburgensis,
Cibicidoides subhaidingeri (q),benthic_forams,Cibicidoides,Cibicidoides subhaidingeri,subhaidingeri,
Bursera sp.,pollen,Bursera,Bursera sp.,sp.,
Stephanopyxis grunowii (q),diatoms,Stephanopyxis,Stephanopyxis grunowii,grunowii,
Surirella costata,diatoms,Surirella,Surirella costata,costata,
Ehrenbergina amina (q),benthic_forams,Ehrenbergina,Ehrenbergina amina,amina,
Turborotalia vincentae,planktic_forams,Turborotalia,Turborotalia vincentae,vincentae,
Planorotalites ehrenbergi,planktic_forams,Planorotalites,Planorotalites ehrenbergi,ehrenbergi,
Cassidulina spinifera,benthic_forams,Cassidulina,Cassidulina spinifera,spinifera,
Pseudopodosira wittii,diatoms,Pseudopodosira,Pseudopodosira wittii,wittii,
Globigerina sabina,planktic_forams,Globigerina,Globigerina sabina,sabina,
Globorotalia acostaensis tegillata,planktic_forams,Globorotalia,Globorotalia acostaensis tegillata,acostaensis,tegillata
Globorotalia edgari,planktic_forams,Globorotalia,Globorotalia edgari,edgari,
Racemiguembelina fructicosa,planktic_forams,Racemiguembelina,Racemiguembelina fructicosa,fructicosa,
Pinnularia major,diatoms,Pinnularia,Pinnularia major,major,
Patagospyris pentas,radiolarians,Patagospyris,Patagospyris pentas,pentas,
Distephanus speculum pseudofibula,silicoflagellates,Distephanus,Distephanus speculum pseudofibula,speculum,pseudofibula
Planktoniella sol,diatoms,Planktoniella,Planktoniella sol,sol,
Lithelius minor,radiolarians,Lithelius,Lithelius minor,minor,
Bulimina praeinflata,benthic_forams,Bulimina,Bulimina praeinflata,praeinflata,
Carpocanistrum azyx,radiolarians,Carpocanistrum,Carpocanistrum azyx,azyx,
Hystrichosphaera cingulata,dinoflagellates,Hystrichosphaera,Hystrichosphaera cingulata,cingulata,
Nitzschia weaveri,diatoms,Nitzschia,Nitzschia weaveri,weaveri,
Globigerina quinqueloba,planktic_forams,Globigerina,Globigerina quinqueloba,quinqueloba,
Denticulopsis sp.,diatoms,Denticulopsis,Denticulopsis sp.,sp.,
Lophodolithus rotundus,nannofossils,Lophodolithus,Lophodolithus rotundus,rotundus,
Tasmanites sp.,dinoflagellates,Tasmanites,Tasmanites sp.,sp.,
Theocotyle (theocotylissa) ficus,radiolarians,Theocotyle,Theocotyle (theocotylissa) ficus,(theocotylissa),ficus
Uvigerina hornbrooki,benthic_forams,Uvigerina,Uvigerina hornbrooki,hornbrooki,
Nitzschia praereinholdi-fossilis group,diatoms,Nitzschia,Nitzschia praereinholdi-fossilis group,praereinholdi-fossilis,group
Distephanus quinquangellus (q),silicoflagellates,Distephanus,Distephanus quinquangellus,quinquangellus,
Glomospira gordialis,benthic_forams,Glomospira,Glomospira gordialis,gordialis,
Cibicidoides mundulus (q),benthic_forams,Cibicidoides,Cibicidoides mundulus,mundulus,
Cyclococcolithus inversus,nannofossils,Cyclococcolithus,Cyclococcolithus inversus,inversus,
Discoaster rutellus,nannofossils,Discoaster,Discoaster rutellus,rutellus,
Cyathea sp.,pollen,Cyathea,Cyathea sp.,sp.,
Globocassidulina bicornis,benthic_forams,Globocassidulina,Globocassidulina bicornis,bicornis,
Neosciadiocapsa jenkinsi,radiolarians,Neosciadiocapsa,Neosciadiocapsa jenkinsi,jenkinsi,
Distephanus staurocanthus (bar),silicoflagellates,Distephanus,Distephanus staurocanthus,staurocanthus,
Globigerinita riveroae,planktic_forams,Globigerinita,Globigerinita riveroae,riveroae,
Rhaphoneis diamantella,diatoms,Rhaphoneis,Rhaphoneis diamantella,diamantella,
Eucyrtidium teuscheri,radiolarians,Eucyrtidium,Eucyrtidium teuscheri,teuscheri,
Stephanodiscus astraea intermedia,diatoms,Stephanodiscus,Stephanodiscus astraea intermedia,astraea,intermedia
Carpenteria sp.,benthic_forams,Carpenteria,Carpenteria sp.,sp.,
Dorothia bulletta (q),benthic_forams,Dorothia,Dorothia bulletta,bulletta,
Globigerinatheka subconglobata curryi,planktic_forams,Globigerinatheka,Globigerinatheka subconglobata curryi,subconglobata,curryi
Globorotalia opima continuosa,planktic_forams,Globorotalia,Globorotalia opima continuosa,opima,continuosa
Striatites sp.,pollen,Striatites,Striatites sp.,sp.,
Hymenophyllaceae,pollen,Hymenophyllaceae,Hymenophyllaceae,,
Chaetoceros lauderi,diatoms,Chaetoceros,Chaetoceros lauderi,lauderi,
Druppatractus pyriformis (q),radiolarians,Druppatractus,Druppatractus pyriformis,pyriformis,
Cibicides kullenbergi,benthic_forams,Cibicides,Cibicides kullenbergi,kullenbergi,
Elatomma sp.,radiolarians,Elatomma,Elatomma sp.,sp.,
Dendrospyris haysi,radiolarians,Dendrospyris,Dendrospyris haysi,haysi,
Praeglobobulimina auriculata,benthic_forams,Praeglobobulimina,Praeglobobulimina auriculata,auriculata,
Mesocena diodon diodon,silicoflagellates,Mesocena,Mesocena diodon diodon,diodon,diodon
Mesocena circulus,silicoflagellates,Mesocena,Mesocena circulus,circulus,
Dictyococcites minutus,nannofossils,Dictyococcites,Dictyococcites minutus,minutus,
Rouxia oligocaenica,diatoms,Rouxia,Rouxia oligocaenica,oligocaenica,
Globanomalina pseudoscitula,planktic_forams,Globanomalina,Globanomalina pseudoscitula,pseudoscitula,
Tosaia hanzawai,benthic_forams,Tosaia,Tosaia hanzawai,hanzawai,
Chiphragmalithus spinosus,nannofossils,Chiphragmalithus,Chiphragmalithus spinosus,spinosus,
Globorotaloides turgidus,planktic_forams,Globorotaloides,Globorotaloides turgidus,turgidus,
Botryocylinder sp.,radiolarians,Botryocylinder,Botryocylinder sp.,sp.,
Cladogramma simplex,diatoms,Cladogramma,Cladogramma simplex,simplex,
Cibicidoides kullenbergi (q),benthic_forams,Cibicidoides,Cibicidoides kullenbergi,kullenbergi,
Nodosaria fistuca,benthic_forams,Nodosaria,Nodosaria fistuca,fistuca,
Thalassiosira tappanes,diatoms,Thalassiosira,Thalassiosira tappanes,tappanes,
Macrora najae,silicoflagellates,Macrora,Macrora najae,najae,
Stephanopyxis weyprechtii,diatoms,Stephanopyxis,Stephanopyxis weyprechtii,weyprechtii,
Rhaphoneis lancetulla,diatoms,Rhaphoneis,Rhaphoneis lancetulla,lancetulla,
Gyroidina planulata (q),benthic_forams,Gyroidina,Gyroidina planulata,planulata,
Rhabdosphaera morionum,nannofossils,Rhabdosphaera,Rhabdosphaera morionum,morionum,
Lampterium goetheana (q),radiolarians,Lampterium,Lampterium goetheana,goetheana,
Globigerinoides parkerae,planktic_forams,Globigerinoides,Globigerinoides parkerae,parkerae,
Vaginulinopsis sp.,benthic_forams,Vaginulinopsis,Vaginulinopsis sp.,sp.,
Pullenia sp.,benthic_forams,Pullenia,Pullenia sp.,sp.,
Bathysiphon cyclindrica (q),benthic_forams,Bathysiphon,Bathysiphon cyclindrica,cyclindrica,
Adnatosphaeridium multispinosum,dinoflagellates,Adnatosphaeridium,Adnatosphaeridium multispinosum,multispinosum,
Impagidinium victorianum,dinoflagellates,Impagidinium,Impagidinium victorianum,victorianum,
Tricolocapsa sp. (q),radiolarians,Tricolocapsa,Tricolocapsa sp.,sp.,
Bulimina affecta,benthic_forams,Bulimina,Bulimina affecta,affecta,
Semihololithus biskayae,nannofossils,Semihololithus,Semihololithus biskayae,biskayae,
Delphineis biseriata,diatoms,Delphineis,Delphineis biseriata,biseriata,
Fibrocysta axiale,dinoflagellates,Fibrocysta,Fibrocysta axiale,axiale,
Nodosaria elegantissima,benthic_forams,Nodosaria,Nodosaria elegantissima,elegantissima,
Thalassionema nitzschioides incurvata,diatoms,Thalassionema,Thalassionema nitzschioides incurvata,nitzschioides,incurvata
Francesita advena,benthic_forams,Francesita,Francesita advena,advena,
Turborotalia humerosa praepulleniatina,planktic_forams,Turborotalia,Turborotalia humerosa praepulleniatina,humerosa,praepulleniatina
Spongotrochus glacialis (q),radiolarians,Spongotrochus,Spongotrochus glacialis,glacialis,
Dictyocha messanensis,silicoflagellates,Dictyocha,Dictyocha messanensis,messanensis,
Crepidolithus sp.,nannofossils,Crepidolithus,Crepidolithus sp.,sp.,
Conarchnium nigriniae,radiolarians,Conarchnium,Conarchnium nigriniae,nigriniae,
Hypoestes sp.,pollen,Hypoestes,Hypoestes sp.,sp.,
Eucecryphalus sp.,radiolarians,Eucecryphalus,Eucecryphalus sp.,sp.,
Fissurina bisulcata,benthic_forams,Fissurina,Fissurina bisulcata,bisulcata,
Diploneis weissflogii,diatoms,Diploneis,Diploneis weissflogii,weissflogii,
Lipmanella xiphephorum (q),radiolarians,Lipmanella,Lipmanella xiphephorum,xiphephorum,
Rotorbinella lomaensis,benthic_forams,Rotorbinella,Rotorbinella lomaensis,lomaensis,
Stylodictya validispina,radiolarians,Stylodictya,Stylodictya validispina,validispina,
Acrocythere sp.,ostracods,Acrocythere,Acrocythere sp.,sp.,
Cestodiscus robustus,diatoms,Cestodiscus,Cestodiscus robustus,robustus,
Nodosaria tholigera,benthic_forams,Nodosaria,Nodosaria tholigera,tholigera,
Subbotina winkleri,planktic_forams,Subbotina,Subbotina winkleri,winkleri,
Tritaxia havanensis,benthic_forams,Tritaxia,Tritaxia havanensis,havanensis,
Cordosphaeridium cantharellum (q),dinoflagellates,Cordosphaeridium,Cordosphaeridium cantharellum,cantharellum,
Acarinina boudreauxi,planktic_forams,Acarinina,Acarinina boudreauxi,boudreauxi,
Morozovella pusilla pusilla,planktic_forams,Morozovella,Morozovella pusilla pusilla,pusilla,pusilla
Gyroidina rothwelli (q),benthic_forams,Gyroidina,Gyroidina rothwelli,rothwelli,
Scyphosphaera aequatorialis,nannofossils,Scyphosphaera,Scyphosphaera aequatorialis,aequatorialis,
Marginulina glabra (q),benthic_forams,Marginulina,Marginulina glabra,glabra,
Grammatophora maxima,diatoms,Grammatophora,Grammatophora maxima,maxima,
Hemiaulus sp.,diatoms,Hemiaulus,Hemiaulus sp.,sp.,
Polysolenia spinosa group,radiolarians,Polysolenia,Polysolenia spinosa group,spinosa,group
Corbisema inermis ballantina,silicoflagellates,Corbisema,Corbisema inermis ballantina,inermis,ballantina
Plagiogramma staurophorum,diatoms,Plagiogramma,Plagiogramma staurophorum,staurophorum,
Distephanus octacanthus,silicoflagellates,Distephanus,Distephanus octacanthus,octacanthus,
Syracosphaera decussata,nannofossils,Syracosphaera,Syracosphaera decussata,decussata,
Cocconeis dirupta,diatoms,Cocconeis,Cocconeis dirupta,dirupta,
Coscinodiscus rothii,diatoms,Coscinodiscus,Coscinodiscus rothii,rothii,
Ammoscalaria pseudospiralis (q),benthic_forams,Ammoscalaria,Ammoscalaria pseudospiralis,pseudospiralis,
Globigerinoides praemenardii,planktic_forams,Globigerinoides,Globigerinoides praemenardii,praemenardii,
Orthonotacythere sp.,ostracods,Orthonotacythere,Orthonotacythere sp.,sp.,
Mesocena menusta,silicoflagellates,Mesocena,Mesocena menusta,menusta,
Phormostichoartus marylandicus,radiolarians,Phormostichoartus,Phormostichoartus marylandicus,marylandicus,
Iriartea sp. (q),pollen,Iriartea,Iriartea sp.,sp.,
Coscinodiscus furcatus,diatoms,Coscinodiscus,Coscinodiscus furcatus,furcatus,
Dorothia oxycona,benthic_forams,Dorothia,Dorothia oxycona,oxycona,
Turborotalita sp.,planktic_forams,Turborotalita,Turborotalita sp.,sp.,
Coscinodiscus asteromphalus,diatoms,Coscinodiscus,Coscinodiscus asteromphalus,asteromphalus,
Heterolepa cicatricosus,benthic_forams,Heterolepa,Heterolepa cicatricosus,cicatricosus,
Plagiogramma sp.,diatoms,Plagiogramma,Plagiogramma sp.,sp.,
Hayaster perplexus,nannofossils,Hayaster,Hayaster perplexus,perplexus,
Rhaphoneis psammicola (q),diatoms,Rhaphoneis,Rhaphoneis psammicola,psammicola,
Buccella mansfieldi,benthic_forams,Buccella,Buccella mansfieldi,mansfieldi,
Fissurina sp.,benthic_forams,Fissurina,Fissurina sp.,sp.,
Globorotalia truncatulinoides (q),planktic_forams,Globorotalia,Globorotalia truncatulinoides,truncatulinoides,
Lithodesmium rotunda,diatoms,Lithodesmium,Lithodesmium rotunda,rotunda,
Epithemia argus,diatoms,Epithemia,Epithemia argus,argus,
Diacanthocapsa amphora,radiolarians,Diacanthocapsa,Diacanthocapsa amphora,amphora,
Nitzschia clementia,diatoms,Nitzschia,Nitzschia clementia,clementia,
Coccolithus staurion,nannofossils,Coccolithus,Coccolithus staurion,staurion,
Proteacidites pachypolus,pollen,Proteacidites,Proteacidites pachypolus,pachypolus,
Lenticulina caritae,benthic_forams,Lenticulina,Lenticulina caritae,caritae,
Prinsius dimorphosus (q),nannofossils,Prinsius,Prinsius dimorphosus,dimorphosus,
Pleurostomella acuminata,benthic_forams,Pleurostomella,Pleurostomella acuminata,acuminata,
Kisseleviella carina,diatoms,Kisseleviella,Kisseleviella carina,carina,
Phormacantha hystrix,radiolarians,Phormacantha,Phormacantha hystrix,hystrix,
Neococcolithes losasnensis,nannofossils,Neococcolithes,Neococcolithes losasnensis,losasnensis,
Cenosphaera cristata,radiolarians,Cenosphaera,Cenosphaera cristata,cristata,
Vaginulina longiforma (q),benthic_forams,Vaginulina,Vaginulina longiforma,longiforma,
Stilostomella consobrina (q),benthic_forams,Stilostomella,Stilostomella consobrina,consobrina,
Bolivina granti,benthic_forams,Bolivina,Bolivina granti,granti,
Giraffospyris angulata,radiolarians,Giraffospyris,Giraffospyris angulata,angulata,
Liriospyris spinulosa,radiolarians,Liriospyris,Liriospyris spinulosa,spinulosa,
Cibicidoides dicatricosis,benthic_forams,Cibicidoides,Cibicidoides dicatricosis,dicatricosis,
Globigerinoides trilobus immaturus,planktic_forams,Globigerinoides,Globigerinoides trilobus immaturus,trilobus,immaturus
Nodosaria spirostriolata,benthic_forams,Nodosaria,Nodosaria spirostriolata,spirostriolata,
Clavifera triplex,pollen,Clavifera,Clavifera triplex,triplex,
Stichodiscus kittonianus (q),diatoms,Stichodiscus,Stichodiscus kittonianus,kittonianus,
Stilostomella bradyi (q),benthic_forams,Stilostomella,Stilostomella bradyi,bradyi,
Fasciculithus tympaniformis,nannofossils,Fasciculithus,Fasciculithus tympaniformis,tympaniformis,
Anomalinoides semicribrata,benthic_forams,Anomalinoides,Anomalinoides semicribrata,semicribrata,
Spongaster pentas,radiolarians,Spongaster,Spongaster pentas,pentas,
Acarinina spiralis,planktic_forams,Acarinina,Acarinina spiralis,spiralis,
Rhabdosphaera tenuis,nannofossils,Rhabdosphaera,Rhabdosphaera tenuis,tenuis,
Amphileberis nipponica,ostracods,Amphileberis,Amphileberis nipponica,nipponica,
Pseudoparrella bradyana,benthic_forams,Pseudoparrella,Pseudoparrella bradyana,bradyana,
Gyroidina acuta,benthic_forams,Gyroidina,Gyroidina acuta,acuta,
Turborotalia pseudokugleri,planktic_forams,Turborotalia,Turborotalia pseudokugleri,pseudokugleri,
Denticulopsis nicobarica,diatoms,Denticulopsis,Denticulopsis nicobarica,nicobarica,
Phormocyrtis striata striata,radiolarians,Phormocyrtis,Phormocyrtis striata striata,striata,striata
Epithelion spinifer,diatoms,Epithelion,Epithelion spinifer,spinifer,
Olea sp.,pollen,Olea,Olea sp.,sp.,
Dictyocha sp. (asperoid),silicoflagellates,Dictyocha,Dictyocha sp.,sp.,
Fasciculithus involutus,nannofossils,Fasciculithus,Fasciculithus involutus,involutus,
Spongomelissa dilli,radiolarians,Spongomelissa,Spongomelissa dilli,dilli,
Globorotalia siakensis,planktic_forams,Globorotalia,Globorotalia siakensis,siakensis,
Discoaster aulakos,nannofossils,Discoaster,Discoaster aulakos,aulakos,
Ceratolithus armatus (q),nannofossils,Ceratolithus,Ceratolithus armatus,armatus,
Reophax sp.,benthic_forams,Reophax,Reophax sp.,sp.,
Coscinodiscus spiralis,diatoms,Coscinodiscus,Coscinodiscus spiralis,spiralis,
Globigerinoides ruber ruber,planktic_forams,Globigerinoides,Globigerinoides ruber ruber,ruber,ruber
Orbulina bilobata,planktic_forams,Orbulina,Orbulina bilobata,bilobata,
Pseudodimerogramma sp.,diatoms,Pseudodimerogramma,Pseudodimerogramma sp.,sp.,
Cassidulina sp. (q),benthic_forams,Cassidulina,Cassidulina sp.,sp.,
Bairdia farinacciae,ostracods,Bairdia,Bairdia farinacciae,farinacciae,
Ceratoneis arcus,diatoms,Ceratoneis,Ceratoneis arcus,arcus,
Cibicides trincherasensis,benthic_forams,Cibicides,Cibicides trincherasensis,trincherasensis,
Globigerinoides conglobatus canimarensis,planktic_forams,Globigerinoides,Globigerinoides conglobatus canimarensis,conglobatus,canimarensis
Spongodiscus rhabdostylus,radiolarians,Spongodiscus,Spongodiscus rhabdostylus,rhabdostylus,
Pseudodictyophimus gracilipes tetracanthus,radiolarians,Pseudodictyophimus,Pseudodictyophimus gracilipes tetracanthus,gracilipes,tetracanthus
Lagena nebulosa,benthic_forams,Lagena,Lagena nebulosa,nebulosa,
Orbula ducalis,radiolarians,Orbula,Orbula ducalis,ducalis,
Lagena castrensis,benthic_forams,Lagena,Lagena castrensis,castrensis,
Chiasmolithus oamaruensis,nannofossils,Chiasmolithus,Chiasmolithus oamaruensis,oamaruensis,
Dentalina communis (q),benthic_forams,Dentalina,Dentalina communis,communis,
Triceratium inelegans,diatoms,Triceratium,Triceratium inelegans,inelegans,
Anomalinoides aragonensis,benthic_forams,Anomalinoides,Anomalinoides aragonensis,aragonensis,
Clavulina midwayensis,benthic_forams,Clavulina,Clavulina midwayensis,midwayensis,
Cyclampterium brachythorax,radiolarians,Cyclampterium,Cyclampterium brachythorax,brachythorax,
Spongurus bilobatus,radiolarians,Spongurus,Spongurus bilobatus,bilobatus,
Saipanetta sp.(q),ostracods,Saipanetta,Saipanetta sp.,sp.,
Turborotalia humilis,planktic_forams,Turborotalia,Turborotalia humilis,humilis,
Cussia praepaleacea,diatoms,Cussia,Cussia praepaleacea,praepaleacea,
Cycladophora davisiana cornutoides,radiolarians,Cycladophora,Cycladophora davisiana cornutoides,davisiana,cornutoides
Thalassiphora delicata,dinoflagellates,Thalassiphora,Thalassiphora delicata,delicata,
Globoquadrina altispira globosa,planktic_forams,Globoquadrina,Globoquadrina altispira globosa,altispira,globosa
Nodosaria hispida,benthic_forams,Nodosaria,Nodosaria hispida,hispida,
Anacolosidites luteoides,pollen,Anacolosidites,Anacolosidites luteoides,luteoides,
Stichodiscus sp. (q),diatoms,Stichodiscus,Stichodiscus sp.,sp.,
Rhizosolenia hebetata hiemalis,diatoms,Rhizosolenia,Rhizosolenia hebetata hiemalis,hebetata,hiemalis
Coscinodiscus nodulifer,diatoms,Coscinodiscus,Coscinodiscus nodulifer,nodulifer,
Distephanus longispinus (q),silicoflagellates,Distephanus,Distephanus longispinus,longispinus,
Bulimina spicata,benthic_forams,Bulimina,Bulimina spicata,spicata,
Coscinodiscus africanus,diatoms,Coscinodiscus,Coscinodiscus africanus,africanus,
Discoaster nodifer,nannofossils,Discoaster,Discoaster nodifer,nodifer,
Catapsydrax dissimilis ciperoensis,planktic_forams,Catapsydrax,Catapsydrax dissimilis ciperoensis,dissimilis,ciperoensis
Acrobotrys sp.,radiolarians,Acrobotrys,Acrobotrys sp.,sp.,
Hemiaulus incurvus,diatoms,Hemiaulus,Hemiaulus incurvus,incurvus,
Praeorbulina circularis,planktic_forams,Praeorbulina,Praeorbulina circularis,circularis,
Pteris sp.,pollen,Pteris,Pteris sp.,sp.,
Distephanus speculum polyommata,silicoflagellates,Distephanus,Distephanus speculum polyommata,speculum,polyommata
Sphenolithus pacificus,nannofossils,Sphenolithus,Sphenolithus pacificus,pacificus,
Rhaphoneis belgica,diatoms,Rhaphoneis,Rhaphoneis belgica,belgica,
Globigerina triangularis,planktic_forams,Globigerina,Globigerina triangularis,triangularis,
Pemmatoides papillum,nannofossils,Pemmatoides,Pemmatoides papillum,papillum,
Globorotalia crassaformis,planktic_forams,Globorotalia,Globorotalia crassaformis,crassaformis,
Glandulina laevigata,benthic_forams,Glandulina,Glandulina laevigata,laevigata,
Rouxia marylandica,diatoms,Rouxia,Rouxia marylandica,marylandica,
Leiofusa sp.,dinoflagellates,Leiofusa,Leiofusa sp.,sp.,
Angulogerina esuriens,benthic_forams,Angulogerina,Angulogerina esuriens,esuriens,
Dictyocha pygmaea,silicoflagellates,Dictyocha,Dictyocha pygmaea,pygmaea,
Coscinodiscus lineatus (q),diatoms,Coscinodiscus,Coscinodiscus lineatus,lineatus,
Cocconeis pinnata,diatoms,Cocconeis,Cocconeis pinnata,pinnata,
Globigerina jacksonensis,planktic_forams,Globigerina,Globigerina jacksonensis,jacksonensis,
Recurvoides pseudosymmetricus,benthic_forams,Recurvoides,Recurvoides pseudosymmetricus,pseudosymmetricus,
Thyrsocyrtis bromia,radiolarians,Thyrsocyrtis,Thyrsocyrtis bromia,bromia,
Subbotina spiralis,planktic_forams,Subbotina,Subbotina spiralis,spiralis,
Subbotina utilisindex,planktic_forams,Subbotina,Subbotina utilisindex,utilisindex,
Streptochilus sp.,planktic_forams,Streptochilus,Streptochilus sp.,sp.,
Theocampe altamontensis (q),radiolarians,Theocampe,Theocampe altamontensis,altamontensis,
Xanthiopyxis sp.,diatoms,Xanthiopyxis,Xanthiopyxis sp.,sp.,
Globigerinoides obliqus extremus,planktic_forams,Globigerinoides,Globigerinoides obliqus extremus,obliqus,extremus
Globoquadrina langhiana (q),planktic_forams,Globoquadrina,Globoquadrina langhiana,langhiana,
Globorotalia inconstans,planktic_forams,Globorotalia,Globorotalia inconstans,inconstans,
Dorothia hostaensis,benthic_forams,Dorothia,Dorothia hostaensis,hostaensis,
Cricolithus jonesii,nannofossils,Cricolithus,Cricolithus jonesii,jonesii,
Denticulopsis punctata hustedtii,diatoms,Denticulopsis,Denticulopsis punctata hustedtii,punctata,hustedtii
Cycladophora turris,radiolarians,Cycladophora,Cycladophora turris,turris,
Nonionella miocenica stella,benthic_forams,Nonionella,Nonionella miocenica stella,miocenica,stella
Elphidium advena,benthic_forams,Elphidium,Elphidium advena,advena,
Craspedodiscus splendidus,diatoms,Craspedodiscus,Craspedodiscus splendidus,splendidus,
Gladius speciosus,diatoms,Gladius,Gladius speciosus,speciosus,
Desmospyris mamillata (q),radiolarians,Desmospyris,Desmospyris mamillata,mamillata,
Rhabdosphaera scabrosa,nannofossils,Rhabdosphaera,Rhabdosphaera scabrosa,scabrosa,
Turrilina brevispira,benthic_forams,Turrilina,Turrilina brevispira,brevispira,
Marssonella subtrochus,benthic_forams,Marssonella,Marssonella subtrochus,subtrochus,
Vagalapilla imbricata (q),nannofossils,Vagalapilla,Vagalapilla imbricata,imbricata,
Bolivina striatula,benthic_forams,Bolivina,Bolivina striatula,striatula,
Lophocyrtis norvegiensis,radiolarians,Lophocyrtis,Lophocyrtis norvegiensis,norvegiensis,
Vallacerta hortonii,silicoflagellates,Vallacerta,Vallacerta hortonii,hortonii,
