Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1457C-44R-1-A,94,122,599.94,600.22,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,brown,10YR 3/2 (very dark grayish brown),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,1,A,
355-U1457C-44R-2-A,0,14,600.22,600.36,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,44,R,2,A,
355-U1457C-44R-2-A,14,37,600.36,600.59,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,brown,10YR 3/2 (very dark grayish brown),20,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,2,A,
355-U1457C-44R-2-A,37,102,600.59,601.24,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,2,A,
355-U1457C-44R-2-A,102,119,601.24,601.41,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,2,A,
355-U1457C-44R-2-A,119,150,601.41,601.72,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very coarse sand,7,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,44,R,2,A,
355-U1457C-44R-3-A,0,18,601.72,601.9,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,3,A,
355-U1457C-44R-3-A,18,82,601.9,602.54,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,44,R,3,A,
355-U1457C-44R-3-A,82,106,602.54,602.78,,nannofossil rich,claystone,,nannofossil rich claystone,,chondrites,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,3,A,
355-U1457C-44R-3-A,106,119,602.78,602.91,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,3,A,
355-U1457C-44R-3-A,119,143,602.91,603.15,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,3,A,
355-U1457C-44R-4-A,0,77,603.15,603.92,,,nannofossil chalk,,nannofossil chalk,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,thickly bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,4,A,
355-U1457C-44R-4-A,77,101,603.92,604.16,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,4,A,
355-U1457C-44R-4-A,101,132,604.16,604.47,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,44,R,4,A,
355-U1457C-44R-5-A,0,90,604.57,605.47,,,nannofossil chalk,,nannofossil chalk,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,44,R,5,A,
355-U1457C-44R-5-A,90,108,605.47,605.65,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,5,A,
355-U1457C-45R-1-A,0,31,608.7,609.01,,,nannofossil chalk,,nannofossil chalk,,burrows,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,1,A,
355-U1457C-45R-1-A,31,45,609.01,609.15,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,1,A,
355-U1457C-45R-1-A,45,132,609.15,610.02,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,1,A,
355-U1457C-45R-1-A,132,141,610.02,610.11,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,1,A,
355-U1457C-45R-2-A,0,18,610.11,610.29,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),60,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),40,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-2-A,18,29,610.29,610.4,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-2-A,29,52,610.4,610.63,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),30,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-2-A,52,65,610.63,610.76,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-2-A,65,82,610.76,610.93,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-2-A,82,96,610.93,611.07,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-2-A,96,116,611.07,611.27,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),30,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-2-A,116,150,611.27,611.61,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark green,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,,,,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,
355-U1457C-45R-3-A,0,40,611.61,612.01,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),20,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,
355-U1457C-45R-3-A,40,82,612.01,612.43,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,
355-U1457C-45R-3-A,82,90,612.43,612.51,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,3,A,
355-U1457C-45R-3-A,90,120,612.51,612.81,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,
355-U1457C-45R-3-A,120,140,612.81,613.01,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),10,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,
355-U1457C-45R-3-A,140,150,613.01,613.11,,,nannofossil chalk,,nannofossil chalk,,Chondrites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,
355-U1457C-45R-4-A,0,22,613.11,613.33,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,4,A,
355-U1457C-45R-4-A,22,34,613.33,613.45,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,4,A,
355-U1457C-45R-4-A,34,44,613.45,613.55,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,4,A,
355-U1457C-45R-4-A,44,54,613.55,613.65,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,4,A,
355-U1457C-45R-4-A,54,128,613.65,614.39,,,nannofossil chalk,,nannofossil chalk,,Chondrites,light green,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark green,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,,,,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,4,A,
355-U1457C-45R-5-A,0,32,614.4,614.72,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),30,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,5,A,
355-U1457C-45R-5-A,32,42,614.72,614.82,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thinly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,5,A,
355-U1457C-45R-5-A,42,75,614.82,615.15,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),30,clay,1,silt,2,,100,,,,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,5,A,
355-U1457C-45R-6-A,0,74,615.25,615.99,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark green,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,6,A,
355-U1457C-45R-6-A,74,96,615.99,616.21,,nannofossil rich,claystone,,nannofossil rich claystone,,Planolites,dark green,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),20,clay,1,silt,2,,100,,,,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,6,A,
355-U1457C-46R-1-A,0,30,618.4,618.7,,nannofossil rich,claystone,,nannofossil rich claystone,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,1,A,
355-U1457C-46R-1-A,30,80,618.7,619.2,,,nannofossil chalk,,nannofossil chalk,,Planolites,light greenish gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,46,R,1,A,
355-U1457C-46R-1-A,80,99,619.2,619.39,,nannofossil rich,claystone,,nannofossil rich claystone,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,1,A,
355-U1457C-46R-1-A,99,115,619.39,619.55,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,1,A,
355-U1457C-46R-1-A,115,130,619.55,619.7,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,1,A,
355-U1457C-46R-1-A,130,139,619.7,619.79,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,1,A,
355-U1457C-46R-2-A,0,54,619.79,620.33,,,nannofossil chalk,,nannofossil chalk,,Planolites,light greenish gray,GLEY 1 7/10GY (light greenish grey),90,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,light greenish gray,GLEY 1 6/5GY (greenish gray),,,,,,,90,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,2,A,
355-U1457C-46R-2-A,54,67,620.33,620.46,,silty,claystone,,silty claystone,,burrows,light gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,grayish green,GLEY 1 5/10GY (greenish gray),,,,,,,80,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,2,A,
355-U1457C-46R-2-A,67,90,620.46,620.69,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,2,A,
355-U1457C-46R-2-A,90,99,620.69,620.78,,nannofossil rich,claystone,,nannofossil rich claystone,,Planolites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,2,A,
355-U1457C-46R-2-A,99,126,620.78,621.05,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,2,A,
355-U1457C-46R-2-A,126,133,621.05,621.12,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,2,A,
355-U1457C-46R-2-A,133,150,621.12,621.29,,sandy,siltstone,with nannofossils,sandy siltstone with nannofossils,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,2,A,
355-U1457C-46R-3-A,0,4,621.29,621.33,,sandy,siltstone,,sandy siltstone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,4,52,621.33,621.81,,,nannofossil chalk,,nannofossil chalk,,Planolites,light greenish gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,52,68,621.81,621.97,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,68,78,621.97,622.07,,,nannofossil chalk,,nannofossil chalk,,Planolites,light greenish gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,78,89,622.07,622.18,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,89,104,622.18,622.33,,,nannofossil chalk,,nannofossil chalk,,Planolites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,104,118,622.33,622.47,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,118,134,622.47,622.63,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,134,144,622.63,622.73,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-3-A,144,150,622.73,622.79,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,3,A,
355-U1457C-46R-4-A,0,3,622.79,622.82,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,3,13,622.82,622.92,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,light greenish gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,13,22,622.92,623.01,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,22,39,623.01,623.18,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,light greenish gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,39,43,623.18,623.22,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,43,58,623.22,623.37,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,58,74,623.37,623.53,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,74,81,623.53,623.6,,,nannofossil chalk,,nannofossil chalk,,Planolites,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-4-A,81,90,623.6,623.69,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,4,A,
355-U1457C-46R-5-A,0,20,623.69,623.89,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,5,A,
355-U1457C-46R-5-A,20,37,623.89,624.06,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,46,R,5,A,
