dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
,344-U1380C-36R-3-A,344,U1380,C,36,36-3,R,3,A,14,18,717.44,717.48,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-36R-3-A,344,U1380,C,36,36-3,R,3,A,18,40,717.48,717.7,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,fine silt [W22_2],3,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,heavy [B06],5,"medium bedded clayey siltstone with interlayered sandstone beds that are up to ~4 cm with medium sand at the base and normal grading down to fine sand at top.  Massive sandstone beds at 14 to 18 and 81 to 85 cm and 120 to 126.  Calcite cemented rich horizon at 64 to 69 cm.
Horizons with coal along bedding planes in some of the laminated sandstone beds. Matrix composed of feldspar, common amphibole, chlorite and chert. Other fine grained minerals in matrix might be zeolites.  Biogenic material absent. Bioturbation strong all over the section.",,,,,,,
,344-U1380C-36R-3-A,344,U1380,C,36,36-3,R,3,A,40,48,717.7,717.78,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-36R-3-A,344,U1380,C,36,36-3,R,3,A,48,81,717.78,718.11,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,fine silt [W22_2],3,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,heavy [B06],5,"medium bedded clayey siltstone with interlayered sandstone beds that are up to ~4 cm with medium sand at the base and normal grading down to fine sand at top.  Massive sandstone beds at 14 to 18 and 81 to 85 cm and 120 to 126.  Calcite cemented rich horizon at 64 to 69 cm.
Horizons with coal along bedding planes in some of the laminated sandstone beds. Matrix composed of feldspar, common amphibole, chlorite and chert. Other fine grained minerals in matrix might be zeolites.  Biogenic material absent. Bioturbation strong all over the section.",,,,,,,
,344-U1380C-36R-3-A,344,U1380,C,36,36-3,R,3,A,81,85,718.11,718.15,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-36R-3-A,344,U1380,C,36,36-3,R,3,A,85,115,718.15,718.45,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,fine silt [W22_2],3,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,heavy [B06],5,"medium bedded clayey siltstone with interlayered sandstone beds that are up to ~4 cm with medium sand at the base and normal grading down to fine sand at top.  Massive sandstone beds at 14 to 18 and 81 to 85 cm and 120 to 126.  Calcite cemented rich horizon at 64 to 69 cm.
Horizons with coal along bedding planes in some of the laminated sandstone beds. Matrix composed of feldspar, common amphibole, chlorite and chert. Other fine grained minerals in matrix might be zeolites.  Biogenic material absent. Bioturbation strong all over the section.",,,,,,,
,344-U1380C-36R-CC-A,344,U1380,C,36,36-CC,R,CC,A,0,8,718.45,718.53,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,fine silt [W22_2],3,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-37R-1-A,344,U1380,C,37,37-1,R,1,A,0,58,719.3,719.88,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand [Leg339],silt [W22_1],2,sand [W22_1],3,siltstone with intercalated sandstone layers at 51-58 cm,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-37R-1-A,344,U1380,C,37,37-1,R,1,A,58,68,719.88,719.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,HASHIMOTO structural sample,,,,,,,
,344-U1380C-37R-1-A,344,U1380,C,37,37-1,R,1,A,68,83,719.98,720.13,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand [Leg339],silt [W22_1],2,sand [W22_1],3,siltstone with sandstone at the bottom of the section,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-37R-1-A,344,U1380,C,37,37-1,R,1,A,83,105,720.13,720.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-37R-2-A,344,U1380,C,37,37-2,R,2,A,0,149,720.35,721.84,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand [Leg339],silt [W22_1],2,sand [W22_1],3,"siltstone with intercalated sandstone beds at 22-25 cm,  61-67 cm and 113-123 cm. Sandstone beds have carbonaneous matrix.
",,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-37R-3-A,344,U1380,C,37,37-3,R,3,A,0,111,721.84,722.95,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand [Leg339],silt [W22_1],2,sand [W22_1],3,Siltstone with intercalated thin cm-thick sandstone beds.,,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-37R-CC-A,344,U1380,C,37,37-CC,R,CC,A,0,14,722.95,723.09,fragmented,severe [drilling disturbance],7,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,fine sand [W22_2],4,sand [W22_1],3,"fragments of fine-grained sandstone
",,,,,,,,,well [BP01],,,,,,,,,,,,
,344-U1380C-37R-CC-A,344,U1380,C,37,37-CC,R,CC,A,14,20,723.09,723.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-38R-1-A,344,U1380,C,38,38-1,R,1,A,0,150,724.1,725.6,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand [Leg339],silt [W22_1],2,sand [W22_1],3,"siltstone with intercalated cm-thick fine-grained to medium-grained sandstone beds at 40-41 cm, 53-57 cm, 110-123 cm and below 141 cm. Siltstone shows bedding. Sandstone beds are commonly normally graded and have sharp (sometimes erosional) bottom contacts.",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-38R-2-A,344,U1380,C,38,38-2,R,2,A,0,102,725.6,726.62,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand [Leg339],silt [W22_1],2,sand [W22_1],3,"siltstone with intercalated cm-thick fine-grained to medium-grained sandstone beds until  6 cm, at 26-36 cm and below 78 cm. Siltstone shows bedding. Sandstone beds are commonly normally graded and have sharp, sometimes erosional bottom contacts.",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-38R-CC-A,344,U1380,C,38,38-CC,R,CC,A,0,16,727.28,727.44,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],10G 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand [Leg339],silt [W22_1],2,sand [W22_1],3,siltstone with intercalated cm-thick fine-grained to medium-grained sandstone beds at 9-12 cm.,,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-38R-CC-A,344,U1380,C,38,38-CC,R,CC,A,16,21,727.44,727.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-39R-1-A,344,U1380,C,39,39-1,R,1,A,0,72,729,729.72,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"Siltstone with intercalated cm-thick fine-grained to medium-grained sandstone beds up to 2 cm, at 17-19, 22-24, 35-38, 55-58 and 70-73cm.",,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-39R-1-A,344,U1380,C,39,39-1,R,1,A,72,76,729.72,729.76,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-39R-1-A,344,U1380,C,39,39-1,R,1,A,76,95,729.76,729.95,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,Siltstone with sanstone layer stating at 93 cm.,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-39R-1-A,344,U1380,C,39,39-1,R,1,A,95,100,729.95,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-39R-2-A,344,U1380,C,39,39-2,R,2,A,0,106,730,731.06,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"Siltstone with intercalated several  cm-thick fine-grained to medium-grained sandstone beds from 22 to 26 cm, 37 to 63 cm and 76 to 80.",,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-39R-2-A,344,U1380,C,39,39-2,R,2,A,106,126,731.06,731.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-39R-3-A,344,U1380,C,39,39-3,R,3,A,0,57,731.26,731.83,fractured,severe [drilling disturbance],7,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"Siltstone with intercalated a cm-thick fine-grained to medium-grained sandstone bed from 44 to 51cm, From 12 to 16cm, a carbonaceous concretion containing shell fragments.",,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-39R-CC-A,344,U1380,C,39,39-CC,R,CC,A,0,16,731.83,731.99,fractured,severe [drilling disturbance],7,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-39R-CC-A,344,U1380,C,39,39-CC,R,CC,A,16,22,731.99,732.05,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PAL,,,,,,,
,344-U1380C-40R-1-A,344,U1380,C,40,40-1,R,1,A,0,112,733.9,735.02,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"siltstone with cm-thick intercalated beds of sandstone at about 25-30 cm,  49-52 cm and 66-69 cm and 83-86 cm. Sandstone is slighty normally graded and has sharp bottom contacts.  Siltstone matrix is carbonaceous between 70-75 cm and contains carbonaceous fossil shells.",,,,,,,,,well [BP01],,,common [B06],4,drilling disturbance severe in upper 30 cm of section 1,,,,,,,
,344-U1380C-40R-2-A,344,U1380,C,40,40-2,R,2,A,0,100,735.02,736.02,fractured,severe [drilling disturbance],7,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,siltstone with cm-thick intercalated beds of sandstone. Thickness and depths of sandstone beds obscured by drilling disturbance.,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-40R-3-A,344,U1380,C,40,40-3,R,3,A,0,67,736.02,736.69,fractured,severe [drilling disturbance],7,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,siltstone with cm-thick intercalated beds of sandstone. Thickness and depths of sandstone beds obscured by drilling disturbance. One sandstone layer with mottled appearance recognizable at about 38-46 cm.,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-40R-CC-A,344,U1380,C,40,40-CC,R,CC,A,0,12,736.69,736.81,fractured,severe [drilling disturbance],7,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,siltstone with cm-thick intercalated beds of sandstone. Thickness and depths of sandstone beds obscured by drilling disturbance.,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-40R-CC-A,344,U1380,C,40,40-CC,R,CC,A,0,17,736.69,736.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-41R-1-A,344,U1380,C,41,41-1,R,1,A,0,150,738.8,740.3,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"siltstone with cm-thick intercalated beds of sandstone from 15 to 20, 29 to 49, 72 to 77, 83 to 86, 123 to 138 and after 142cm.
Sandstone is normally graded and has sharp bottom contacts. Horizons with coal along bedding planes in all beds of sandstone.
Siltstone present carbonaceous matrix between 49 and 54, and 138 and 142cm. In those intervals the color is lighter (5GY4).

",,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-41R-2-A,344,U1380,C,41,41-2,R,2,A,0,117,740.3,741.47,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"siltstone with cm-thick intercalated beds of sandstone from 41 to 47, 56 to 64, 73 to 79, and87 to 92.
Sandstone is normally graded and has sharp bottom contacts. No horizon with coal in this section.",,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-41R-CC-A,344,U1380,C,41,41-CC,R,CC,A,0,7,741.47,741.54,fractured,severe [drilling disturbance],7,,sandstone [USGS],,N 3 (very dark gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,fragments of fine sandstone,,,,,,,,,well [BP01],,,,,,,,,,,,
,344-U1380C-41R-CC-A,344,U1380,C,41,41-CC,R,CC,A,7,12,741.54,741.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-42R-1-A,344,U1380,C,42,42-1,R,1,A,0,99,743.7,744.69,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"siltstone with cm- to dm-thick intercalated beds of sandstone at  22-28 cm, 38-42 cm, 60-81 cm and below 97 cm. Sandstone with bedding and normal grading. Calcareous matrix of siltstone at 30-31 cm.",coal [MMK88],,,,,,,coal on sandstone at 98 cm ,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-42R-2-A,344,U1380,C,42,42-2,R,2,A,0,64,744.69,745.33,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"siltstone with cm--thick intercalated beds of sandstone at 26-29 cm, 34-41 cm, 46-50 cm and below 59 cm. Sandstone with bedding and normal grading. Calcareous matrix of siltstone at 29-34 cm.
",coal [MMK88],,,,,,,veins of coal in sandstone only,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-42R-3-A,344,U1380,C,42,42-3,R,3,A,0,45,745.55,746,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,10GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"siltstone with cm--thick intercalated beds of sandstone at 2-9 cm, at 20-23 cm and below 41 cm.. Sandstone with bedding and normal grading. Siltstone bed between 23-41 cm has cm-thick, dark-greenish grey (10BG 4/1) banded color change at top. Other siltstone can be mottled in this dark greenish-grey color. ",coal [USGS],,,,,,,veins of coal in sandstone only,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-42R-CC-A,344,U1380,C,42,42-CC,R,CC,A,0,8,746,746.08,fractured,high [drilling disturbance],6,,sandstone [USGS],,5GY 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,"fragment pieces of sandstone, homogenous, no gradation visible",,,,,,,,,well [BP01],,,,,,,,,,,,
,344-U1380C-42R-CC-A,344,U1380,C,42,42-CC,R,CC,A,8,14,746.08,746.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-43R-1-A,344,U1380,C,43,43-1,R,1,A,0,13,748.6,748.73,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,10GY 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,silt [W22_1],2,coarse sand [W22_2],6,"sandstone alternating  with siltstone. Beds of either lithology are cm- to dm thick, Sandstone is very coarse-grained at 13-31 cm, poorly sorted, with subangular clasts and chaotically mixed with siltstone and fine-grained sandstone. Sandstone more fine-grained in lower part of section.  Coal at 73 cm and 97 cm. Shell fragment at 33 cm.",coal [USGS],,,,,,,veins of coal only in sandstone,poor [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-43R-1-A,344,U1380,C,43,43-1,R,1,A,13,31,748.73,748.91,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-43R-1-A,344,U1380,C,43,43-1,R,1,A,31,119,748.91,749.79,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,10GY 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,silt [W22_1],2,coarse sand [W22_2],6,"sandstone alternating  with siltstone. Beds of either lithology are cm- to dm thick, Sandstone is very coarse-grained at 13-31 cm, poorly sorted, with subangular clasts and chaotically mixed with siltstone and fine-grained sandstone. Sandstone more fine-grained in lower part of section.  Coal at 73 cm and 97 cm. Shell fragment at 33 cm.",coal [USGS],,,,,,,veins of coal only in sandstone,poor [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-43R-1-A,344,U1380,C,43,43-1,R,1,A,119,125,749.79,749.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-43R-2-A,344,U1380,C,43,43-2,R,2,A,0,117,749.85,751.02,fractured,high [drilling disturbance],6,,siltstone [USGS],,10GY 3/1 (very dark greenish gray),siltstone ,siltstone ,coarse silt [W22_2],5,sand [W22_1],3,siltstone with cm--thick intercalated beds of medium- to fine-grained sandstone above 7 cm. Carbonaceous matrix of siltstone at 117-122 cm. ,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-43R-2-A,344,U1380,C,43,43-2,R,2,A,117,122,751.02,751.07,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-43R-2-A,344,U1380,C,43,43-2,R,2,A,122,150,751.07,751.35,fractured,high [drilling disturbance],6,,siltstone [USGS],,10GY 3/1 (very dark greenish gray),siltstone ,siltstone ,coarse silt [W22_2],5,sand [W22_1],3,siltstone with cm--thick intercalated beds of medium- to fine-grained sandstone above 7 cm. Carbonaceous matrix of siltstone at 117-122 cm. ,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-43R-3-A,344,U1380,C,43,43-3,R,3,A,0,49,751.35,751.84,fractured,high [drilling disturbance],6,,siltstone [USGS],,10GY 3/1 (very dark greenish gray),siltstone ,siltstone ,coarse silt [W22_2],5,sand [W22_1],3,siltstone with one thin intercalated beds of fine-grained sandstone at 64 cm. Carbonaceous matrix of siltstone at  49-61 cm.,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-43R-3-A,344,U1380,C,43,43-3,R,3,A,49,61,751.84,751.96,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-43R-3-A,344,U1380,C,43,43-3,R,3,A,61,76,751.96,752.11,fractured,high [drilling disturbance],6,,siltstone [USGS],,10GY 3/1 (very dark greenish gray),siltstone ,siltstone ,coarse silt [W22_2],5,sand [W22_1],3,siltstone with one thin intercalated beds of fine-grained sandstone at 64 cm. Carbonaceous matrix of siltstone at  49-61 cm.,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-43R-CC-A,344,U1380,C,43,43-CC,R,CC,A,0,16,752.11,752.27,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,coarse silt [W22_2],5,siltstone only,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-43R-CC-A,344,U1380,C,43,43-CC,R,CC,A,16,21,752.27,752.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-44R-1-A,344,U1380,C,44,44-1,R,1,A,0,38,753.5,753.88,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,Interlayered siltstone with mm to cm scale fine sandstones,,,,,,,
,344-U1380C-44R-1-A,344,U1380,C,44,44-1,R,1,A,38,70,753.88,754.2,fractured,high [drilling disturbance],6,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,,3,"Sand layers are well sorted, normally graded from fine to medium sands. ",,,,,,,
,344-U1380C-44R-1-A,344,U1380,C,44,44-1,R,1,A,70,102,754.2,754.52,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,heavy [B06],5,Interlayered siltstone with fine grained sandstone layers at 102 to 110119 to 125.  Coal frgaments common along sandstone bedding planes,,,,,,,
,344-U1380C-44R-1-A,344,U1380,C,44,44-1,R,1,A,102,110,754.52,754.6,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-44R-1-A,344,U1380,C,44,44-1,R,1,A,110,119,754.6,754.69,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,heavy [B06],5,Interlayered siltstone with fine grained sandstone layers at 102 to 110119 to 125.  Coal frgaments common along sandstone bedding planes,,,,,,,
,344-U1380C-44R-1-A,344,U1380,C,44,44-1,R,1,A,119,125,754.69,754.75,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-44R-1-A,344,U1380,C,44,44-1,R,1,A,125,150,754.75,755,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,heavy [B06],5,Interlayered siltstone with fine grained sandstone layers at 102 to 110119 to 125.  Coal frgaments common along sandstone bedding planes,,,,,,,
,344-U1380C-44R-2-A,344,U1380,C,44,44-2,R,2,A,0,66,755,755.66,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,Interlayered siltstone with mm to cm scale fine sandstones.  Sand layers at 66 to 72 and 108 to 116.  Coal fragment common along sand bedding planes.,,,,,,,
,344-U1380C-44R-2-A,344,U1380,C,44,44-2,R,2,A,66,72,755.66,755.72,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-44R-2-A,344,U1380,C,44,44-2,R,2,A,72,108,755.72,756.08,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,Interlayered siltstone with mm to cm scale fine sandstones.  Sand layers at 66 to 72 and 108 to 116.  Coal fragment common along sand bedding planes.,,,,,,,
,344-U1380C-44R-2-A,344,U1380,C,44,44-2,R,2,A,108,116,756.08,756.16,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-44R-2-A,344,U1380,C,44,44-2,R,2,A,116,137,756.16,756.37,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,Interlayered siltstone with mm to cm scale fine sandstones.  Sand layers at 66 to 72 and 108 to 116.  Coal fragment common along sand bedding planes.,,,,,,,
,344-U1380C-44R-3-A,344,U1380,C,44,44-3,R,3,A,0,81,756.37,757.18,fractured,destroyed [drilling disturbance],8,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,Interlayered siltstone with mm to cm scale fine sandstones.  ,,,,,,,
,344-U1380C-44R-CC-A,344,U1380,C,44,44-CC,R,CC,A,0,21,757.18,757.39,fractured,destroyed [drilling disturbance],8,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,Interlayered siltstone with mm to cm scale fine sandstones,,,,,,,
,344-U1380C-45R-1-A,344,U1380,C,45,45-1,R,1,A,0,64,758.3,758.94,fractured,high [drilling disturbance],6,,siltstone [USGS],,5GY 3/1 (very dark greenish gray),siltstone ,siltstone ,silt [W22_1],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,moderate [B06],3,Interlayered greenish gray siltstone with sand layers at 45 to 45 and 54 to 64. Small calcite cemented horizon at 8 to 11 cm. ,,,,,,,
,344-U1380C-45R-1-A,344,U1380,C,45,45-1,R,1,A,64,83,758.94,759.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAIT,,,,,,,
,344-U1380C-45R-2-A,344,U1380,C,45,45-2,R,2,A,0,15,759.13,759.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,,,,,,,
