Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
375-U1520D-39X-2-A,0,150.0,406.3,407.8,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Although biscuiting locally obscures base of silt layers, there is a decrease in frequency of silt layer with respect to previous cores. Ash layer at 45 and 140 cm.",,,,375,U1520,D,39,X,2,A,,,
375-U1520D-39X-3-A,0,131.0,407.8,409.11,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Although biscuiting locally obscures base of silt layers, there is a decrease in frequency of silt layer with respect to previous cores. Grain size is also more uniform so that base of layer is hard to see. Silt layer at 31, cm. 2 cm thick ash layer from 24 cm.",,,,375,U1520,D,39,X,3,A,,,
375-U1520D-39X-4-A,0,150.0,409.31,410.81,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Although biscuiting locally obscures base of silt layers, there is a decrease in frequency of silt layer with respect to previous cores. Grain size is also more uniform so that base of layer is hard to see. Silt layer at 83, 151 cm.",,,,375,U1520,D,39,X,4,A,,,
375-U1520D-39X-5-A,0,132.0,410.81,412.13,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Although biscuiting locally obscures base of silt layers, there is a decrease in frequency of silt layer with respect to previous cores. Silt layer at 118 cm. Ash layer at 66 cm.",,,,375,U1520,D,39,X,5,A,,,
375-U1520D-39X-CC-A,0,30.0,412.13,412.43,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Although biscuiting locally obscures base of silt layers, there is a decrease in frequency of silt layer with respect to previous cores.",,,,375,U1520,D,39,X,CC,A,,,
375-U1520D-40X-1-A,0,100.0,414.4,415.4,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Alternating siltstone and mudstone. Ash layer at 64 cm.,,,,375,U1520,D,40,X,1,A,,,
375-U1520D-40X-CC-A,0,14.0,415.4,415.54,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,Alternating siltstone and mudstone. Silt layer with parallel lamination at 11 cm.,,,,375,U1520,D,40,X,CC,A,,,
375-U1520D-40X-CC-A,24,41.0,415.64,415.81,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Silt layer with parallel lamination at 28, 38 cm. Ash layer at 41 cm, bottom of section.",,,,375,U1520,D,40,X,CC,A,,,
375-U1520D-41X-1-A,0,126.0,420.0,421.26,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thick bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone. Siltstone layers at 69 cm. Biscuiting locally obscures base of silt layers,,,,375,U1520,D,41,X,1,A,,,
375-U1520D-41X-2-A,0,98.0,421.46,422.44,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thick bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone. Siltstone layers at 31 cm. Biscuiting locally obscures base of silt layers.,,,,375,U1520,D,41,X,2,A,,,
375-U1520D-41X-CC-A,0,15.0,422.44,422.59,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thick bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone. Siltstone layers at 69 cm. Biscuiting locally obscures base of silt layers,,,,375,U1520,D,41,X,CC,A,,,
375-U1520D-42X-1-A,0,150.0,424.0,425.5,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 47, 63, 96, 107, 122, and 149 cm. Siltstone ranges from very fine to coarse silt. Ash layers at 19 and 100 cm. Biscuiting locally obscures base of silt layers. mm-scale pyrite grains.",,,,375,U1520,D,42,X,1,A,,,
375-U1520D-42X-2-A,0,132.0,425.5,426.82,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 56, 102, and 132 cm. Biscuiting locally obscures base of silt layers. mm-scale pyrite grains.",,,,375,U1520,D,42,X,2,A,,,
375-U1520D-42X-3-A,0,150.0,427.02,428.52,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 23, 77, 102, 115, and 126 cm cm. Siltstone ranges from very fine to coarse silt. Biscuiting locally obscures base of silt layers. mm-scale pyrite grains.",,,,375,U1520,D,42,X,3,A,,,
375-U1520D-42X-4-A,0,19.0,428.52,428.71,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone. Siltstone layer at 15 cm. Siltstone ranges from very fine to coarse silt. Biscuiting locally obscures base of silt layers. mm-scale pyrite grains.,,,,375,U1520,D,42,X,4,A,,,
375-U1520D-42X-4-A,19,29.0,428.71,428.81,,,silt [S54],,silt,silt,silt,N 5 (gray),planar,sharp,planar sharp,horizontal,medium bed [B01],consolidated,,poor [2014],parallel bedding,,,planar lamination,,,,,,,,Laminated very fine siltstone layer with parallel lamination.,,,,375,U1520,D,42,X,4,A,,,
375-U1520D-42X-4-A,29,92.0,428.81,429.44,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 63, 78, and 90 cm. Siltstone ranges from very fine to coarse silt. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,42,X,4,A,,,
375-U1520D-42X-CC-A,0,35.0,429.44,429.79,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 7, 14, 26, and 31 cm. Siltstone ranges from very fine to coarse silt. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,42,X,CC,A,,,
375-U1520D-43X-1-A,0,71.0,433.6,434.31,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 24, 37, 47, and 72 cm. Siltstone ranges from very fine to coarse silt. Biscuiting locally obscures base of silt layers. Some pyrite grains and lithic clasts.",,,,375,U1520,D,43,X,1,A,,,
375-U1520D-44X-1-A,0,150.0,443.2,444.7,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 36, 46, 52, 72, 80, 92, 95, 102, 115, and 145 cm. Layer at 36 cm has sand grains along a biscuit boundary and sand mixed in with the overlying mudstone. Ash layers at 9, 45 and 50 cm and an ash pod at 98 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,44,X,1,A,,,
375-U1520D-44X-2-A,0,110.0,444.7,445.8,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 8, 28, 36, 42, 76, 84, 89, 94, 96, and 103 cm. Irregularly shaped mud clasts between 50-53 and 79-81 cm are surrounded by undisturbed normal grading on either side. Biscuiting locally obscures base of silt layers. Ash layer at 95 cm.",,,,375,U1520,D,44,X,2,A,,,
375-U1520D-44X-3-A,0,57.0,446.0,446.57,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 12, 19, 28, 34, 43, 49, and 53 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,44,X,3,A,,,
375-U1520D-44X-CC-A,0,26.0,446.57,446.83,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone. Siltstone layer at 17 cm. Biscuiting locally obscures base of silt layers.,,,,375,U1520,D,44,X,CC,A,,,
375-U1520D-45X-1-A,0,83.0,452.7,453.53,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 4/1 (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 24, 34, and 68 cm. Mud clasts with slightly irregular edges at 11, 29, and 40 cm could be overprinted bioturbation. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,45,X,1,A,,,
375-U1520D-46X-1-A,0,115.0,462.3,463.45,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 38, 51, 55, 81, 100, and 104 cm. Small (< 0.5 cm) lithic fragments. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,46,X,1,A,,,
375-U1520D-46X-2-A,0,103.0,463.65,464.68,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 11, 14, 19, 22, 36, 44, 47, 65, 78, 84, and 94 cm. Small (< 0.5 cm) lithic fragments. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,46,X,2,A,,,
375-U1520D-47X-1-A,0,151.0,471.9,473.41,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 10, 20, 24, 31, 103, 117, 137 cm. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally.",,,,375,U1520,D,47,X,1,A,,,
375-U1520D-47X-2-A,0,101.0,473.41,474.42,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 6, 32, 63, 93 cm. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally.",,,,375,U1520,D,47,X,2,A,,,
375-U1520D-47X-3-A,0,150.0,474.62,476.12,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 14, 41, 52, 57, 72, 129, 147 cm. Small (< 0.5 cm) lithic fragments. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,47,X,3,A,,,
375-U1520D-47X-4-A,0,93.0,476.12,477.05,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 40, 52, 67 cm. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally.",,,,375,U1520,D,47,X,4,A,,,
375-U1520D-47X-CC-A,0,18.0,477.05,477.23,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally.",,,,375,U1520,D,47,X,CC,A,,,
375-U1520D-47X-CC-A,28,42.0,477.33,477.47,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 42 cm. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally.",,,,375,U1520,D,47,X,CC,A,,,
375-U1520D-48X-1-A,0,71.0,481.5,482.21,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 30, 38, 53, 65 cm. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally. First ca. 23 cm is soupy.",,,,375,U1520,D,48,X,1,A,,,
375-U1520D-48X-2-A,0,53.0,482.36,482.89,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 42 cm. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally.",,,,375,U1520,D,48,X,2,A,,,
375-U1520D-48X-CC-A,0,25.0,482.89,483.14,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,moderate,2,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 72 cm. Biscuiting locally obscures base of silt layers. Stronger bioturbation with respect to previous core, obscures sedimentary structures, locally.",,,,375,U1520,D,48,X,CC,A,,,
375-U1520D-49X-1-A,0,130.0,491.1,492.4,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone show very well preserved planar and rarer cross laminations. Siltstone layers at 49, 77, 86, 100 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,49,X,1,A,,,
375-U1520D-49X-2-A,14,112.0,492.74,493.72,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone. Siltstone show very well preserved planar and rarer cross laminations. Siltstone layers at 21, 32, 41, 50, 59, 92, 108 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,49,X,2,A,,,
375-U1520D-49X-3-A,0,75.0,493.72,494.47,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone. Siltstone show very well preserved planar and rarer cross laminations. Siltstone layers at 17, 22, 57, 69 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,49,X,3,A,,,
375-U1520D-49X-CC-A,0,32.0,494.47,494.79,,,alternating siltstone and mudstone,,alternating siltstone and mudstone,alternating siltstone and mudstone,alternating siltstone and mudstone,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone show very well preserved planar and rarer cross laminations. Siltstone layers at 10, 12 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,49,X,CC,A,,,
375-U1520D-50X-CC-A,10,24.0,500.8,500.94,,,siltstone [S54],with ash,siltstone,siltstone with ash,siltstone with ash,5GY 7/1 (light greenish gray),planar,,planar ,horizontal,thin bed [B01],consolidated,,poor [2014],,slight,1,planar lamination,,,,,,,,Greenish gray siltstone,,,,375,U1520,D,50,X,CC,A,,,
375-U1520D-50X-CC-A,24,40.0,500.94,501.1,,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,2.5YR 7/1 (light reddish gray),planar,sharp,planar sharp,horizontal,medium bed [B01],consolidated,,well [2014],planar lamination,,,,,,,,,,,"Thick, light pink ash layer with parallel lamination maybe drilling induced",,,,375,U1520,D,50,X,CC,A,,,
375-U1520D-50X-CC-A,40,48.0,501.1,501.18,,,siltstone [S54],with ash,siltstone,siltstone with ash,siltstone with ash,5GY 7/1 (light greenish gray),planar,,planar ,horizontal,thin bed [B01],consolidated,,poor [2014],,slight,1,planar lamination,,,,,,,,Greenish gray siltstone,,,,375,U1520,D,50,X,CC,A,,,
375-U1520D-51X-1-A,0,66.0,510.3,510.96,,volcaniclastic,siltstone [S54],with nannofossils,volcaniclastic siltstone,volcaniclastic siltstone with nannofossils,siltstone with nannofossils,5GY 7/1 (light greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,,,,,,,,,,,,,,"Light greenish gray siltstone, massive. Thin interval is fractured by drilling disturbance. Light pink ash layers at 13, 29, 39, 55, and 66 cm.",,,,375,U1520,D,51,X,1,A,,,
375-U1520D-51X-1-A,66,124.0,510.96,511.54,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Scattered in the interval are basalt clasts up to 5 mm.,,,,375,U1520,D,51,X,1,A,,,
375-U1520D-51X-CC-A,0,30.0,511.54,511.84,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Scattered in the interval are basalt clasts up to 5 mm.,,,,375,U1520,D,51,X,CC,A,,,
375-U1520D-52X-1-A,0,125.0,519.9,521.15,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding and marl clasts. Significant drilling disturbance in the upper portion of the core obscures original structure. Gray ash layer at 13 cm.,,,,375,U1520,D,52,X,1,A,,,
375-U1520D-52X-2-A,0,126.0,521.39,522.65,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding and marl clasts. Slight bioturbation within clasts likely predates remobilization.,,,,375,U1520,D,52,X,2,A,,,
375-U1520D-52X-3-A,0,51.0,522.65,523.16,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding and marl clasts. Scattered in the interval are basalt clasts up to 1 cm.,,,,375,U1520,D,52,X,3,A,,,
375-U1520D-52X-4-A,0,101.0,523.36,524.37,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Slight bioturbation within clasts likely predates remobilization.,,,,375,U1520,D,52,X,4,A,,,
375-U1520D-52X-5-A,14,112.0,524.51,525.49,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Scattered in the interval are lithic clasts up to 5 mm. Slight bioturbation within clasts likely predates remobilization.,,,,375,U1520,D,52,X,5,A,,,
375-U1520D-52X-CC-A,5,39.0,525.54,525.88,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Scattered in the interval are basalt clasts up to 1 cm. Slight bioturbation within clasts likely predates remobilization.,,,,375,U1520,D,52,X,CC,A,,,
375-U1520D-53X-1-A,0,15.0,529.4,529.55,,,marl,,marl,marl,marl,10GY 5/1 (greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Marl with slight bioturbation. Contorted beds not visible in this interval. Significant drilling disturbance.,,,,375,U1520,D,53,X,1,A,,,
375-U1520D-53X-1-A,15,26.0,529.55,529.66,,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,5YR 5/2 (reddish gray),planar,sharp,planar sharp,horizontal,medium bed [B01],consolidated,,,,,,planar lamination,,,,,,,,Ash layer with gray and red layers. Some planar lamination.,,,,375,U1520,D,53,X,1,A,,,
375-U1520D-53X-1-A,26,141.0,529.66,530.81,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Scattered in the interval are basalt clasts up to 5 mm. Slight bioturbation within clasts likely predates remobilization.,,,,375,U1520,D,53,X,1,A,,,
375-U1520D-53X-2-A,0,120.0,530.91,532.11,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,"Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Top 14 cm look less disturbed, but primary sedimentary structure is obscured by biscuiting. Slight bioturbation within clasts likely predates remobilization.",,,,375,U1520,D,53,X,2,A,,,
375-U1520D-53X-CC-A,0,6.0,532.11,532.17,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,"Convoluted marl with different tones of light green,",,,,375,U1520,D,53,X,CC,A,,,
375-U1520D-54X-1-A,0,56.0,534.4,534.96,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. Siltier layers are broken up and deformed. Top 9 cm is composed of mudstone biscuits that likely fell into the hole from an overlying unit.,,,,375,U1520,D,54,X,1,A,,,
