Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
369-U1516C-33R-3-A,44.0,63.0,476.97,477.16,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to greenish gray (GLEY 1 6/10Y)).",color boundary or contact,straight,sharp,,,,,shell fragment,rare,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,
369-U1516C-33R-3-A,63.0,130.0,477.16,477.83,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (gray (GLEY 1 5/N), to greenish gray (GLEY 1 6/5GY), to light greenish gray (GLEY1 7/10Y)). Shell fragments are present at 80, 91, 100-102 and 107 cm.",color boundary or contact,straight,sharp,,,,,shell fragment,common,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,
369-U1516C-33R-4-A,0.0,101.0,477.93,478.94,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,,,,,,,,,shell fragment,rare,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,4,A,,,
369-U1516C-33R-5-A,0.0,72.0,478.94,479.66,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY1 6/10Y))",,,,,,,,shell fragment,rare,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,5,A,,,
369-U1516C-33R-5-A,72.0,80.0,479.66,479.74,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,5,A,,,
369-U1516C-33R-CC-A,0.0,22.0,479.74,479.96,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,CC,A,,,
369-U1516C-34R-1-A,0.0,50.0,479.2,479.7,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to light greenish gray (GLEY1 7/10Y)). Shells fragments are present at 21 cm.",color boundary or contact,straight,sharp,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,1,A,,,
369-U1516C-34R-1-A,50.0,77.0,479.7,479.97,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to light greenish gray (GLEY1 7/10Y)). Shells fragments are present between 60-61 cm.",color boundary or contact,straight,sharp,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,1,A,,,
369-U1516C-34R-1-A,77.0,148.0,479.97,480.68,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,Gradational change in color from bottom to top (greenish gray (GLEY 1 5/10Y) to greenish gray (GLEY1 6/10Y)). There is a large vertical burrow between 132-137 cm.,,,,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,1,A,,,
369-U1516C-34R-2-A,0.0,15.0,480.68,480.83,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y) to greenish gray GLEY 1 5/10Y).,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,2,A,,,
369-U1516C-34R-2-A,15.0,37.0,480.83,481.05,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y). Shell fragments are present between 32-34 cm.,color boundary or contact,gradational,gradational,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,2,A,,,
369-U1516C-34R-2-A,37.0,139.0,481.05,482.07,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,Vertical burrows between 78-89 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,2,A,,,
369-U1516C-34R-3-A,0.0,29.0,482.07,482.36,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y) and greenish gray GLEY 1 6/10Y). Shell fragments are present between 32-34 cm.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,3,A,,,
369-U1516C-34R-3-A,29.0,61.0,482.36,482.68,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y) to greenish gray GLEY 1 5/10Y). Shell fragments are present between 32-34 cm.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,3,A,,,
369-U1516C-34R-3-A,61.0,103.0,482.68,483.1,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,3,A,,,
369-U1516C-34R-4-A,0.0,24.0,483.1,483.34,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,Gradational change in color from bottom to top (dark greenish gray (GLEY 1 4/10Y) to greenish gray (GLEY1 5/10Y). Large vertical burrow between 0-10 cm.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,4,A,,,
369-U1516C-34R-4-A,24.0,47.0,483.34,483.57,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N), to dark greenish gray (GLEY1 4/10Y), to greenish gray (GLEY 1 1 5/10Y).",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,4,A,,,
369-U1516C-34R-4-A,47.0,60.0,483.57,483.7,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N) to greenish gray (GLEY1 5/10Y),",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,4,A,,,
369-U1516C-34R-CC-A,0.0,5.0,483.7,483.75,,,,,,,with nannofossils,claystone with nannofossils,,,,,,,,,,,,,,,Void. All material sent to paleontology.,,,,,,,,,,,,,,,369,U1516,C,34,R,CC,A,,,
369-U1516C-35R-1-A,0.0,40.0,484.0,484.4,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY 1 4/10Y) to greenish gray (GLEY 1 5/10Y),",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,
369-U1516C-35R-1-A,40.0,64.0,484.4,484.64,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N), to very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y),",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,
369-U1516C-35R-1-A,64.0,79.0,484.64,484.79,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N), to very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y),",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,
369-U1516C-35R-1-A,79.0,140.0,484.79,485.4,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (very dark greenish gray (GLEY 1 3/5GY), to dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY 1 5/10Y),",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,
369-U1516C-35R-2-A,0.0,11.0,485.5,485.61,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N) to dark greenish gray (GLEY 1 4/10Y).,color boundary or contact,straight,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,2,A,,,
369-U1516C-35R-2-A,11.0,156.0,485.61,487.06,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Between 22-23, 61-62 and at 125 cm, there are very thin laminations of very dark greenish gray (GLEY 1 3/10GY) claystone.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,2,A,,,
369-U1516C-35R-3-A,0.0,21.0,487.06,487.27,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1.0,,,none,0.0,Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N) to dark greenish gray (GLEY 1 4/10Y).,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,3,A,,,
369-U1516C-35R-3-A,21.0,46.0,487.27,487.52,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1.0,,,none,0.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/10N) to dark greenish gray (GLEY 1 4/10Y). Between 30-31 cm, there is a very thin laminae of very dark greenish gray (GLEY 1 3/10GY) claystone.",color boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,3,A,,,
369-U1516C-35R-3-A,46.0,101.0,487.52,488.07,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Between 50-51 and 86-87 cm, there are very thin laminations of very dark greenish gray (GLEY 1 3/10GY) claystone.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,3,A,,,
369-U1516C-35R-4-A,0.0,22.0,488.08,488.3,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,,color boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,4,A,,,
369-U1516C-35R-4-A,22.0,57.0,488.3,488.65,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Between 25-26 cm, there is a very dark greenish gray (GLEY 1 3/10GY) in laminae.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,4,A,,,
369-U1516C-36R-1-A,0.0,150.0,488.8,490.3,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,"There are discrete grayish green (GLEY1 4/5G_/2) thin laminations at 33, 69, 140 and 144 cm.",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,1,A,,,
369-U1516C-36R-2-A,0.0,153.0,490.33,491.86,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,There are some intervals of dark greenish gray (GLEY 4/10Y) claystone throughout. There is one discrete grayish green (GLEY1 4/5G) thin laminae at 62 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,2,A,,,
369-U1516C-36R-3-A,0.0,103.0,491.86,492.89,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,There are some intervals of dark greenish gray (GLEY 4/10Y) claystone throughout.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,3,A,,,
369-U1516C-36R-4-A,0.0,62.0,492.89,493.51,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There are two discrete grayish green (GLEY1 4/5G) thin laminations at 18 and 47 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,4,A,,,
369-U1516C-36R-CC-A,0.0,14.0,493.51,493.65,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There is a grayish green (GLEY1 4/5G) thin bed between 4 and 7 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,CC,A,,,
369-U1516C-37R-1-A,0.0,150.0,493.6,495.1,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/10Y (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There are massive thin black beds between 120-128 cm. There are also alternations in the color of the claystone between very dark gray (GLEY 1 3/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,1,A,,,
369-U1516C-37R-2-A,0.0,143.0,495.13,496.56,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There are alternations in the color of the claystone between very dark gray (GLEY 1 3/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,2,A,,,
369-U1516C-37R-3-A,0.0,108.0,496.66,497.74,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,3,A,,,
369-U1516C-37R-CC-A,0.0,22.0,497.74,497.96,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,Section destroyed by biscuiting.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,CC,A,,,
369-U1516C-38R-1-A,0.0,134.0,503.2,504.54,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,1,A,,,
369-U1516C-38R-2-A,0.0,64.0,504.54,505.18,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,2,A,,,
369-U1516C-38R-3-A,0.0,119.0,505.18,506.37,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black GLEY 1 2.5/N (black) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,3,A,,,
369-U1516C-38R-4-A,0.0,135.0,506.37,507.72,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,4,A,,,
369-U1516C-38R-5-A,0.0,102.0,507.72,508.74,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,5,A,,,
369-U1516C-38R-6-A,0.0,74.0,508.74,509.48,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,6,A,,,
369-U1516C-38R-CC-A,0.0,29.0,509.48,509.77,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N (black) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,CC,A,,,
369-U1516C-39R-1-A,0.0,94.0,512.8,513.74,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,39,R,1,A,,,
369-U1516C-39R-2-A,0.0,81.0,513.74,514.55,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,39,R,2,A,,,
369-U1516C-39R-CC-A,0.0,13.0,514.55,514.68,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,39,R,CC,A,,,
369-U1516C-40R-1-A,0.0,149.0,522.4,523.89,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,1,A,,,
369-U1516C-40R-2-A,0.0,153.0,523.91,525.44,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,2,A,,,
369-U1516C-40R-3-A,0.0,118.0,525.44,526.62,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,3,A,,,
369-U1516C-40R-4-A,0.0,154.0,526.62,528.16,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,4,A,,,
369-U1516C-40R-5-A,0.0,153.0,528.16,529.69,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,5,A,,,
369-U1516C-40R-6-A,0.0,105.0,529.69,530.74,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,6,A,,,
369-U1516C-40R-7-A,0.0,89.0,530.74,531.63,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y). Inoceramid fragments are present at 34 cm.,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,7,A,,,
369-U1516C-40R-CC-A,0.0,22.0,531.63,531.85,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,CC,A,,,
369-U1516C-41R-1-A,0.0,147.0,532.0,533.47,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,1,A,,,
369-U1516C-41R-2-A,0.0,139.0,533.47,534.86,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,2,A,,,
369-U1516C-41R-3-A,0.0,147.0,534.86,536.33,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,3,A,,,
369-U1516C-41R-4-A,0.0,155.0,536.33,537.88,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,4,A,,,
369-U1516C-41R-5-A,0.0,125.0,537.88,539.13,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,5,A,,,
369-U1516C-41R-6-A,0.0,71.0,539.13,539.84,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,6,A,,,
369-U1516C-41R-CC-A,0.0,26.0,539.84,540.1,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,CC,A,,,
