Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
341-U1418A-19H-2-A,49,50,143.89,143.9,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,19,H,2,A,,,,
341-U1418A-19H-2-A,50,150,143.9,144.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,19,H,2,A,,,,
341-U1418A-19H-3-A,0,46.5,144.9,145.365,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,A,19,H,3,A,,,,
341-U1418A-19H-3-A,46.5,48,145.365,145.38,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,19,H,3,A,,,,
341-U1418A-19H-3-A,48,111,145.38,146.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],subangular,,,,,,"1 clast at 70 cm, subangular, siltstone?",,,,,,341,U1418,A,19,H,3,A,,,,
341-U1418A-19H-4-A,0,66,146.01,146.67,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,15 silt laminae,,,,,,341,U1418,A,19,H,4,A,,,,
341-U1418A-19H-CC-A,0,21,146.67,146.88,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,5 silt laminae,,,,,,341,U1418,A,19,H,CC,A,,,,
341-U1418A-19H-CC-A,21,26,146.88,146.93,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,19,H,CC,A,,,,
341-U1418A-19H-CC-A,26,39,146.93,147.06,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"1 clast 1 cm, subrounded, at 33 cm",,,,,,341,U1418,A,19,H,CC,A,,,,
341-U1418A-20H-1-A,0,150,146.6,148.1,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"21 silt laminae, a few patches of black mud (FeO)",,,,,,341,U1418,A,20,H,1,A,,,,
341-U1418A-20H-2-A,0,61,148.1,148.71,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],2,,,granule [W22_2],subangular,,,,,,"granule at 11 cm and 39, subrounde and subangular, respectively; 8 silt laminae",,,,,,341,U1418,A,20,H,2,A,,,,
341-U1418A-20H-2-A,61,64,148.71,148.74,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,20,H,2,A,,,,
341-U1418A-20H-2-A,64,140,148.74,149.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,9 silt laminae,,,,,,341,U1418,A,20,H,2,A,,,,
341-U1418A-20H-2-A,140,150,149.5,149.6,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,A,20,H,2,A,,,,
341-U1418A-20H-3-A,0,95,149.6,150.55,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"clast 1cm at 68 cm, siltstone?",,,,,,341,U1418,A,20,H,3,A,,,,
341-U1418A-20H-3-A,95,110,150.55,150.7,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,A,20,H,3,A,,,,
341-U1418A-20H-4-A,0,59,150.7,151.29,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,18 silt laminae,,,,,,341,U1418,A,20,H,4,A,,,,
341-U1418A-20H-CC-A,0,18,151.29,151.47,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,3 silt laminae,,,,,,341,U1418,A,20,H,CC,A,,,,
341-U1418A-20H-CC-A,18,23,151.47,151.52,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,20,H,CC,A,,,,
341-U1418A-21H-1-A,0,150,151.3,152.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- massive diatom-bearing mud
- scattered black mottles
- scattered silt patches (< 5 mm)
- scattered lonestones (granules & pebbles)

- diatom amounts vary significantly throughout the unit, from barren to diatom ooze. However, even though we tried to utilize physical properties it was not possible to define boundaries for ooze intervals -> after a long discussion within the group we decided to call this unit a ""diatom-bearing mud""
",,,,,,341,U1418,A,21,H,1,A,,,,
341-U1418A-21H-2-A,0,59,152.8,153.39,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- massive diatom-bearing mud
- scattered black mottles
- scattered silt patches (< 5 mm)
- one patch of carbonate (~2 mm; ~20 cm depth)
- one lonestone (granules)

copy of comment from section 1:
- diatom amounts vary significantly throughout the unit, from barren to diatom ooze. However, even though we tried to utilize physical properties it was not possible to define boundaries for ooze intervals -> after a long discussion within the group we decided to call this unit a ""diatom-bearing mud""",gradational contact,,,,,341,U1418,A,21,H,2,A,,,,
341-U1418A-21H-2-A,59,150,153.39,154.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud & silt/sand
- scattered silt/sand patches
- few black mottles

- silt to fine sand beds/laminae
- max. 1.5 cm thick
- continuous & discontinuous
- sharp lower boundaries (partly erosive)
- sharp to gradational upper boundaries
- mostly massive, occasionally graded (~123.5-125 cm)
- some laminae lighter than matrix
- spacing typically ~5 mm to ~ 10 cm
- ash patches between ~143.5 - 145.5 cm
- 20+ pcs.
",,,,,,341,U1418,A,21,H,2,A,,,,
341-U1418A-21H-3-A,0,110,154.3,155.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- interbedded mud & silt/sand
- scattered silt/sand patches
- few black mottles
- one granule clast

- silt to fine sand beds/laminae
- max. 0.5 cm thick
- continuous & discontinuous
- sharp lower boundaries
- sharp to gradational upper boundaries
- mostly massive
- some laminae lighter than matrix
- spacing typically ~5 mm to ~ 10 cm
- ~25 pcs.
",,,,,,341,U1418,A,21,H,3,A,,,,
341-U1418A-21H-4-A,0,31.5,155.4,155.715,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud & silt/sand
- scattered silt/sand patches
- few black mottles

- 3 discontinuous silt to fine sand beds/laminae
- max. 0.5 cm thick
- sharp lower boundaries
- massive
- ash patch(?) around 19.5 cm

",gradational contact,,,,,341,U1418,A,21,H,4,A,,,,
341-U1418A-21H-4-A,31.5,61,155.715,156.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,- scattered ash patches?,,,,,,341,U1418,A,21,H,4,A,,,,
341-U1418A-21H-CC-A,0,27,156.01,156.28,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- massive mud
- few white fragments (<1.5 mm) -> most probably not calcareous, because of no reaction with HCL",,,,,,341,U1418,A,21,H,CC,A,,,,
341-U1418A-21H-CC-A,27,35,156.28,156.36,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,A,21,H,CC,A,,,,
341-U1418A-22H-1-A,0,65,156,156.65,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"upper 6 cm slightly coarser(siltier); sand lense @ 11 cm: fine to medium sized sand, poorly sorted; black mottles, slight color variations, silty patches (bioturbated)",,,,,,341,U1418,A,22,H,1,A,,,,
341-U1418A-22H-1-A,65,105,156.65,157.05,diatom bearing,mud [Leg210],with silt [Leg339],diatom bearing mud  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"black mottles, few silty layers or patches of irregular shape (bioturbated), gradual increase in diatoms with 
depth",,,,,,341,U1418,A,22,H,1,A,,,,
341-U1418A-22H-1-A,105,119,157.05,157.19,,diatom ooze [Leg339],with silt [Leg339],diatom ooze  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"black mottles, few silty layers or patches of irregular shape (bioturbated)",,,,,,341,U1418,A,22,H,1,A,,,,
341-U1418A-22H-1-A,119,121.5,157.19,157.215,,sand [Leg210],,sand ,,,,,,,,,,,,,,,,,,"fine sand, poorly sorted, sharp lower (erosive) and gradational upper boundary",,,,,,341,U1418,A,22,H,1,A,,,,
341-U1418A-22H-1-A,121.5,150,157.215,157.5,,diatom ooze [Leg339],with silt [Leg339],diatom ooze  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"black mottles, few silty layers or patches of irregular shape (bioturbated)",,,,,,341,U1418,A,22,H,1,A,,,,
341-U1418A-22H-2-A,0,140,157.5,158.9,diatom bearing,mud [Leg210],with silt [Leg339],diatom bearing mud  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"thin sand (fine to medium) layer @ 8 cm (0.5 cm thick), sharp erosive lower boundary; poorly sorted; throughout section black bioturbated mottles, few silty spots and patches (bioturbated)",,,,,,341,U1418,A,22,H,2,A,,,,
341-U1418A-22H-2-A,140,150,158.9,159,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,A,22,H,2,A,,,,
341-U1418A-22H-3-A,0,6,159,159.06,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud,,,,,,341,U1418,A,22,H,3,A,,,,
341-U1418A-22H-3-A,6,9,159.06,159.09,,sand [Leg210],,sand ,,,normal grading,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"fine to medium sand, poorly sorted, fining upward",sharp contact,erosive,,,,341,U1418,A,22,H,3,A,,,,
341-U1418A-22H-3-A,9,88,159.09,159.88,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"clayey mud with silt layer and sand lense @ 34 cm, poorly sorted sand, fining upward, clast @ 35 cm",,,,,,341,U1418,A,22,H,3,A,,,,
341-U1418A-22H-3-A,88,120,159.88,160.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,many bioturbated black mottles,,,,,,341,U1418,A,22,H,3,A,,,,
341-U1418A-22H-4-A,0,32,160.2,160.52,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"silty mud with few bioturbated black mottles, clasts occur in the lower part of this interval",,,,,,341,U1418,A,22,H,4,A,,,,
341-U1418A-22H-4-A,32,59,160.52,160.79,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,mud interbedded with thin silt layers (0.4 cm thick) with sharp lower boundaries; clast @ 32 cm: 4 cm subangular black metasediment (argillite) ,,,,,,341,U1418,A,22,H,4,A,,,,
341-U1418A-22H-CC-A,0,22,160.79,161.01,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"thin (0.4 cm) silt layers with sharp lower boundaries, irregular shape",,,,,,341,U1418,A,22,H,CC,A,,,,
341-U1418A-22H-CC-A,22,27,161.01,161.06,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,A,22,H,CC,A,,,,
341-U1418A-23H-1-A,0,150,160.7,162.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- interbedded mud & silt/fine sand
- very slight colour variations in mud to slightly more greenish or darker grey
- scattered silt patches
- slightly more greenish between ~120-149: more massive and scattered lonestones (granules & very small pebbles)

- silt/fine sand laminae
- continuous to discontinuous
- generally sharp & erosive lower boundaries
- sharp to gradational upper boundaries
- some (sandy) laminae lighter than mud matrix
- max. 1 cm thick
- spacing: 3 mm - ~7 cm
- massive to graded
- ~50 pcs
",,,,,,341,U1418,A,23,H,1,A,,,,
341-U1418A-23H-2-A,0,150,162.2,163.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- interbedded mud & silt/fine sand
- very slight colour variations in mud to slightly more greenish or darker grey
- scattered silt patches
- scattered granule clasts

- silt/fine sand laminae
- continuous to discontinuous
- generally sharp & erosive lower boundaries
- sharp to gradational upper boundaries
- some (sandy) laminae lighter than mud matrix
- max. 1 cm thick
- spacing: 3 mm - ~19 cm
- massive to graded
- ~40 pcs
",,,,,,341,U1418,A,23,H,2,A,,,,
341-U1418A-23H-3-A,0,100,163.7,164.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- interbedded mud & silt/fine sand
- very slight colour variations in mud to slightly more greenish or darker grey
- scattered silt patches
- one granule lonestone

- silt/fine sand laminae
- continuous to discontinuous
- generally sharp & erosive lower boundaries
- sharp to gradational upper boundaries
- some (sandy) laminae lighter than mud matrix
- max. 1 cm thick
- spacing: 5 mm - ~9 cm
- massive to graded
- >30 pcs

- 42.5-43.5: very thin, graded sand bed with erosive lower and gradational upper boundary
- 49-51: very thin, massive sand bed with erosive lower and sharp upper boundary
",,,,,,341,U1418,A,23,H,3,A,,,,
341-U1418A-23H-4-A,0,70,164.7,165.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- interbedded mud & silt/fine sand
- more pronounced colour banding to more greenish or darker grey than in overlying intervals
- scattered silt patches
- scattered granule lonestones

- silt/fine sand laminae (none above 17 cm)
- continuous to discontinuous
- generally sharp & erosive lower boundaries
- sharp to gradational upper boundaries
- some (sandy) laminae lighter than mud matrix
- max. 7 mm thick
- spacing: 5 mm - ~8 cm
- massive to graded
- <15 pcs
",,,,,,341,U1418,A,23,H,4,A,,,,
341-U1418A-23H-CC-A,0,23,165.4,165.63,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud & silt/fine sand
- heavily bowed

- silt/fine sand laminae
- continuous to discontinuous
- generally sharp & erosive lower boundaries
- sharp to gradational upper boundaries
- some (sandy) laminae lither than mud matrix
- max. 3 mm thick
- massive to graded
- ~4 laminae

",,,,,,341,U1418,A,23,H,CC,A,,,,
341-U1418A-23H-CC-A,23,28,165.63,165.68,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,A,23,H,CC,A,,,,
341-U1418A-24H-1-A,0,80,165.4,166.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,(sometimes discontinuous) thin silt layers (0.5 cm) with sharp irregular boundaries; very sparse black mottles; very subtle color changes,,,,,,341,U1418,A,24,H,1,A,,,,
341-U1418A-24H-1-A,80,83,166.2,166.23,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"poorly sorted, fine sand with sharp erosive lower boundary; normal graded",sharp contact,erosive,,,,341,U1418,A,24,H,1,A,,,,
341-U1418A-24H-1-A,83,140,166.23,166.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,subtle color variations,,,,,,341,U1418,A,24,H,1,A,,,,
341-U1418A-24H-1-A,140,150,166.8,166.9,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,A,24,H,1,A,,,,
341-U1418A-24H-2-A,0,75,166.9,167.65,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"massive mud with very sparse black mottles, subtle color variations; occasional occurrence of thin silt layers or patches",,,,,,341,U1418,A,24,H,2,A,,,,
341-U1418A-24H-2-A,75,77,167.65,167.67,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"poorly sorted, fine to medium sand with sharp erosive lower boundary; normal graded",sharp contact,erosive,,,,341,U1418,A,24,H,2,A,,,,
341-U1418A-24H-2-A,77,151,167.67,168.41,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"few black mottles, subtle color variations between N4 and 10Y 4/1",,,,,,341,U1418,A,24,H,2,A,,,,
341-U1418A-24H-3-A,0,102,168.41,169.43,diatom bearing,mud [Leg210],with volcanic ash [Leg339],diatom bearing mud  with volcanic ash ,trace amount,1,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,mud with few black mottles; between 36 to 52 cm light gray (2.5Y 6/1) several spots/lenses (0.3 cm) of reworked/bioturbated ash - sharp boundaries; few very thin silt layers @ bottom of this section,,,,,,341,U1418,A,24,H,3,A,,,,
341-U1418A-24H-4-A,0,67,169.43,170.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive mud with slight color variations and little silt content,,,,,,341,U1418,A,24,H,4,A,,,,
341-U1418A-24H-4-A,67,69,170.1,170.12,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,2.5Y 6/1 (gray),moderate [DB86],2,,,,,,,,,,,,"fine glassy ash, very clean, with sharp bioturbated upper and lower boundaries",sharp contact,biotubated,,,,341,U1418,A,24,H,4,A,,,,
341-U1418A-24H-4-A,69,79,170.12,170.22,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive mud with slight color variations and little silt content,,,,,,341,U1418,A,24,H,4,A,,,,
341-U1418A-24H-CC-A,0,1,170.22,170.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,slightly brighter mud with few black mottles,,,,,,341,U1418,A,24,H,CC,A,,,,
341-U1418A-24H-CC-A,0,22,170.22,170.44,,,,,,,,,,,,,,,,,,,,,,mud with few black mottles,,,,,,341,U1418,A,24,H,CC,A,,,,
341-U1418A-24H-CC-A,1,4,170.23,170.26,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,2.5Y 6/1 (gray),moderate [DB86],2,,,,,,,,,,,,"fine glassy ash, very clean, with sharp bioturbated upper and lower boundaries",sharp contact,biotubated,,,,341,U1418,A,24,H,CC,A,,,,
341-U1418A-24H-CC-A,4,22,170.26,170.44,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,slightly brighter mud with few black mottles,,,,,,341,U1418,A,24,H,CC,A,,,,
341-U1418A-24H-CC-A,22,28,170.44,170.5,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,A,24,H,CC,A,,,,
341-U1418A-25H-1-A,0,62,170.1,170.72,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom bearing mud
- black mottles",,,,,,341,U1418,A,25,H,1,A,,,,
341-U1418A-25H-1-A,62,69,170.72,170.79,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,"- interbedded mud and sand/silt
- 62.0-63.5: massive sand; erosive lower boundary; sharp & irregular upper boundary; 5Y 3/1 (very dark grey)
- 65.6-66.0: discontinuous fine, graded sand; erosive lower and gradational upper boundary; 5Y 3/1 (very dark grey); rel. much pyrite (see smear slide)
- 68.5-69.0: discontinuous, massive silt; erosive lower and sharp upper boundary; 5Y 4/1 (dark grey)
",,,,,,341,U1418,A,25,H,1,A,,,,
341-U1418A-25H-1-A,69,87,170.79,170.97,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom bearing mud
- black mottles",,,,,,341,U1418,A,25,H,1,A,,,,
341-U1418A-25H-1-A,87,91,170.97,171.01,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- set of three sand intervals, each ~1 cm thick, overlain by 5 mm mud that is covered with ~0.5 cm discontinuous very fine sand; irregular, sharp boundaries between intervals",sharp contact,erosive,,,,341,U1418,A,25,H,1,A,,,,
341-U1418A-25H-1-A,91,150,171.01,171.6,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- interbedded mud and silt/sand
- scattered silt patches
- scattered granule clasts


- silt laminae
- max. 5 mm thick
- spacing: 3 mm - 7 cm
- some laminae  lighter than matrix
- continuous to discontinuous
- sharp to gradational upper boundaries
- ~20 pcs.

",,,,,,341,U1418,A,25,H,1,A,,,,
341-U1418A-25H-2-A,0,150,171.6,173.1,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,trace amount,1,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud and silt/sand
- scattered silt patches
- some colour banding (<1 cm to ~23 cm) below 70 cm
- scattered ash(?) patches (<1 cm; 2.5Y 6/1, grey) between 29-43 cm

- 49.5-50.5: graded fine to very fine sand bed with erosive lower boundary
- 96.5-97: massive very fine sand laminae with erosive lower boundary

- silt laminae
- max. 5 mm thick
- spacing: 7 mm - 15 cm
- some laminae  lighter than matrix
- continuous to discontinuous
- sharp to gradational upper boundaries
- ~15 pcs.

",,,,,,341,U1418,A,25,H,2,A,,,,
341-U1418A-25H-3-A,0,100,173.1,174.1,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud and silt/sand
- scattered silt patches
- some colour banding


- silt laminae
- max. 2 mm thick
- spacing: 3 mm - 20 cm
- some laminae  lighter than matrix
- continuous to discontinuous
- sharp to gradational upper boundaries
- ~20 pcs.
- silt layers often associated with darker (more greyish) parts of colour bedded mud

",,,,,,341,U1418,A,25,H,3,A,,,,
341-U1418A-25H-4-A,0,58,174.1,174.68,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud and silt/sand
- scattered silt patches
- some colour banding


- silt laminae
- max. 2 mm thick
- spacing: 3 mm - 20 cm
- some laminae  lighter than matrix
- continuous to discontinuous
- sharp to gradational upper boundaries
- ~20 pcs.
- silt layers often associated with darker (more greyish) parts of colour bedded mud

",,,,,,341,U1418,A,25,H,4,A,,,,
341-U1418A-25H-4-A,58,62,174.68,174.72,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"- graded fine to very fine sand with muddy laminae
- erosive lower and sharp upper boundary",sharp contact,erosive,,,,341,U1418,A,25,H,4,A,,,,
341-U1418A-25H-4-A,62,75,174.72,174.85,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,- for details see same section 0-58 cm,,,,,,341,U1418,A,25,H,4,A,,,,
341-U1418A-25H-CC-A,0,18.5,174.85,175.035,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- for details see section 4, 0-58 cm",,,,,,341,U1418,A,25,H,CC,A,,,,
341-U1418A-25H-CC-A,18.5,24,175.035,175.09,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,A,25,H,CC,A,,,,
341-U1418A-26H-1-A,0,140,174.8,176.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"mud interbedded with thin silt layers (0.5 cm; ca. 10 - 20 layers), sharp often discontinuous boundaries",,,,,,341,U1418,A,26,H,1,A,,,,
341-U1418A-26H-1-A,140,150,176.2,176.3,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,A,26,H,1,A,,,,
341-U1418A-26H-2-A,0,31,176.3,176.61,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,few thin and discontiouns silt layers (0.5 cm),,,,,,341,U1418,A,26,H,2,A,,,,
341-U1418A-26H-2-A,31,55,176.61,176.85,,interbedded silt(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded silt(stone) and mud(stone)  with volcanic ash ,trace amount,1,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,dispersed fine lenses of gray (2.5Y 6/1) fine material (= volcanic glass),,,,,,341,U1418,A,26,H,2,A,,,,
341-U1418A-26H-2-A,55,95,176.85,177.25,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"slight color variations, few mini lenses of bioturbated ash",,,,,,341,U1418,A,26,H,2,A,,,,
341-U1418A-26H-2-A,95,97,177.25,177.27,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,poorly sorted fine sand,sharp contact,erosive,,,,341,U1418,A,26,H,2,A,,,,
341-U1418A-26H-2-A,97,125,177.27,177.55,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with slight color variations,,,,,,341,U1418,A,26,H,2,A,,,,
341-U1418A-26H-2-A,125,150,177.55,177.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive mud,,,,,,341,U1418,A,26,H,2,A,,,,
