Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,149.0,150.0,145.19,145.2,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,bioturbation,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,0.0,4.0,145.2,145.24,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,carbonate ooze with rip up clasts,1.0,0,,0,,0,,0,,0,,0,,100,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,4.0,5.5,145.24,145.255,,,volcaniclastic-gravel [BGS-S81],100.0,granule [T07],9,,,,,100,"50% pumice; tephra fall seq.
",80.0,100,,0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,5.5,9.0,145.255,145.29,,,volcaniclastic-gravel [BGS-S81],100.0,granule [T07],9,,,,,100,50% crystals:; Feldspar/Px/Amphibole in fine matrix; tephra fall seq.,30.0,100,,0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,9.0,12.0,145.29,145.32,,,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,crystal with tiny? pumice; tephra fall seq.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,12.0,24.0,145.32,145.44,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,single shell rich fragment,1.0,0,,0,,0,,0,,0,,0,,100,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,24.0,33.0,145.44,145.53,,,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,top boundary as very fine grained mud layer 2mm thick; single clast; burrow,1.0,0,,0,,0,,0,,0,,0,,100,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,33.0,57.0,145.53,145.77,,,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,top boundary as very fine grained mud layer 2mm thick; sediments with shell fragments plus minor bioturbation,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,57.0,76.0,145.77,145.96,,,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,top boundary as very fine grained mud layer 2mm thick; slight bioturbation,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-5-A,340,U1394,A,17,17-5,X,5,A,76.0,150.0,145.96,146.7,,,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,"slight bioturbation at the depth of 90cm horizon; burrows, shell-rich zone; at 107 cm depth, bioturbation; at 130cm depth, shell fragments; at 140cm shell fragments, burrow traces",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-6-A,340,U1394,A,17,17-6,X,6,A,0.0,36.0,146.7,147.06,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,"carbonate fragments, burrows? pellets? bioturbation",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-6-A,340,U1394,A,17,17-6,X,6,A,36.0,84.0,147.06,147.54,moderate [drilling disturbance],4,calcareous sand [Leg210],90.0,fine sand [T07],4,carbonate ooze [Leg178],10.0,silt-fine mud [T07],2,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-6-A,340,U1394,A,17,17-6,X,6,A,84.0,89.0,147.54,147.59,moderate [drilling disturbance],4,calcareous sand [Leg210],100.0,fine medium sand [T07],5,,,,,100,with carbonate fragments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-6-A,340,U1394,A,17,17-6,X,6,A,89.0,97.0,147.59,147.67,moderate [drilling disturbance],4,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-CC-A,340,U1394,A,17,17-CC,X,CC,A,0.0,6.0,147.7,147.76,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,"very fine sand, bioturbation",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-CC-A,340,U1394,A,17,17-CC,X,CC,A,6.0,9.0,147.76,147.79,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,very fine sand; burrows?,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-CC-A,340,U1394,A,17,17-CC,X,CC,A,9.0,11.5,147.79,147.815,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-CC-A,340,U1394,A,17,17-CC,X,CC,A,11.5,12.0,147.815,147.82,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,thin laminated silt,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-CC-A,340,U1394,A,17,17-CC,X,CC,A,12.0,30.0,147.82,148.0,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-CC-A,340,U1394,A,17,17-CC,X,CC,A,30.0,36.0,148.0,148.06,,,,,,,,,,,,"to PAL
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-1-A,340,U1394,A,18,18-1,X,1,A,0.0,117.0,148.8,149.97,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,0.0,,,100,"Bioturbation is common in this lithology and it might disturbed original structure. There are several greenish layers, which are also disturbed and vague, from 46 to 51 cm (2 layers) and from 104-117 cm (three layers). There is a change in color from light gray (0-83 cm) to cream (83-117 cm). Biogenic borrows are obvious from 83 to 104 cm.",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-18X-1-A,340,U1394,A,18,18-1,X,1,A,117.0,123.0,149.97,150.03,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,fine sand [T07],4,,0.0,,,100,This layer has sharp boundary to the lower layer and might be turbidite layers.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-18X-1-A,340,U1394,A,18,18-1,X,1,A,123.0,150.0,150.03,150.3,minimal [drilling disturbance],1,calcareous sand [Leg210],100.0,silt-fine mud [T07],2,,0.0,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-18X-2-A,340,U1394,A,18,18-2,X,2,A,0.0,24.0,150.3,150.54,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-18X-2-A,340,U1394,A,18,18-2,X,2,A,24.0,38.0,150.54,150.68,minimal [drilling disturbance],1,carbonate ooze [Leg178],98.0,silt-fine mud [T07],2,calcareous sand [Leg210],2.0,fine sand [T07],4,100,significant bioturbation,2.0,0,,0,,50,medium sand [T07],0,,0,,0,,50,medium sand [T07],,other clasts are biogenic; dark clasts appear to be basalt/gabbro/some mafic igneous rock,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,98,,significant bioturbation,,,,,,
340-U1394A-18X-2-A,340,U1394,A,18,18-2,X,2,A,38.0,40.0,150.68,150.7,minimal [drilling disturbance],1,calcareous sand [Leg210],60.0,fine sand [T07],4,carbonate ooze [Leg178],40.0,silt-fine mud [T07],2,100,Erosive channel fill or bioturbation?,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,100,,erosive channel fill or bioturbation?,,,,,,
340-U1394A-18X-2-A,340,U1394,A,18,18-2,X,2,A,40.0,140.5,150.7,151.705,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,significant bioturbation,6.0,0,,0,,17,medium sand [T07],0,,0,,0,,83,medium sand [T07],,other are biogenic; massive lava are mafic clasts of some sort,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,94,,significant bioturbation,,,,,,
340-U1394A-18X-2-A,340,U1394,A,18,18-2,X,2,A,140.5,150.0,151.705,151.8,minimal [drilling disturbance],1,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,1.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,99,,,,,,,,
340-U1394A-18X-3-A,340,U1394,A,18,18-3,X,3,A,0.0,19.0,151.8,151.99,minimal [drilling disturbance],1,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,very coarse sand [T07],8,100,massive,1.0,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-3-A,340,U1394,A,18,18-3,X,3,A,19.0,41.0,151.99,152.21,minimal [drilling disturbance],1,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,very coarse sand [T07],8,100,Gray-greenish layering,1.0,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-3-A,340,U1394,A,18,18-3,X,3,A,41.0,98.0,152.21,152.78,minimal [drilling disturbance],1,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,very coarse sand [T07],8,100,dark gray colored,1.0,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-3-A,340,U1394,A,18,18-3,X,3,A,98.0,108.0,152.78,152.88,minimal [drilling disturbance],1,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,lime-gravel [USGS],1.0,granule [T07],9,100,relatively dark gray colored silty-muddy layer,1.0,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-3-A,340,U1394,A,18,18-3,X,3,A,108.0,143.0,152.88,153.23,minimal [drilling disturbance],1,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,very coarse sand [T07],8,100,light gray colored with some greenish layer,1.0,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-3-A,340,U1394,A,18,18-3,X,3,A,143.0,150.0,153.23,153.3,minimal [drilling disturbance],1,calcareous sand [Leg210],99.0,fine sand [T07],4,carbonate ooze [Leg178],1.0,very coarse sand [T07],8,100,"Coarser than upper parts, bioturbated.",1.0,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-4-A,340,U1394,A,18,18-4,X,4,A,0.0,10.0,153.3,153.4,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,bioturbation are commonly seen ,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-4-A,340,U1394,A,18,18-4,X,4,A,10.0,11.0,153.4,153.41,slight to moderate [drilling disturbance],3,ash [F&S84],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-4-A,340,U1394,A,18,18-4,X,4,A,11.0,12.0,153.41,153.42,slight to moderate [drilling disturbance],3,ash [F&S84],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-18X-4-A,340,U1394,A,18,18-4,X,4,A,12.0,140.0,153.42,154.7,slight [drilling disturbance],2,carbonate ooze [Leg178],99.8,silt-fine mud [T07],2,calcareous sand [Leg210],0.2,,,100,"bioturbation are commonly seen. and thin (1 -5 mm) greenish layers are commonly seen in whole section.
 ",0.2,0,,0,,0,,0,,0,,50,granule [T07],50,granule [T07],,"muddy and biogenic clasts, contain shell fossils",rounded,,,,,,,,,,,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-18X-CC-A,340,U1394,A,18,18-CC,X,CC,A,0.0,19.0,154.7,154.89,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,0.0,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-18X-CC-A,340,U1394,A,18,18-CC,X,CC,A,19.0,24.0,154.89,154.94,destroyed [drilling disturbance],8,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,0.0,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-18X-CC-A,340,U1394,A,18,18-CC,X,CC,A,24.0,30.0,154.94,155.0,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-19X-1-A,340,U1394,A,19,19-1,X,1,A,0.0,22.0,158.4,158.62,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-19X-1-A,340,U1394,A,19,19-1,X,1,A,22.0,150.0,158.62,159.9,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-19X-2-A,340,U1394,A,19,19-2,X,2,A,0.0,2.5,159.9,159.925,severe [drilling disturbance],7,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,biogenic,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-19X-2-A,340,U1394,A,19,19-2,X,2,A,2.5,12.0,159.925,160.02,slight [drilling disturbance],2,calcareous sand [Leg210],55.0,fine sand [T07],4,carbonate ooze [Leg178],45.0,silt-fine mud [T07],2,100,significant bioturbation,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,98,,significant bioturbation,,,,,,
340-U1394A-19X-2-A,340,U1394,A,19,19-2,X,2,A,12.0,115.0,160.02,161.05,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,significant bioturbation,5.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,biogenic; few shell fragments to granule size,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,95,,significant bioturbation,,,,,,
340-U1394A-19X-CC-A,340,U1394,A,19,19-CC,X,CC,A,0.0,22.0,161.05,161.27,slight [drilling disturbance],2,carbonate ooze [Leg178],99.0,fine mud [T07],1,calcareous sand [Leg210],1.0,granule [T07],9,100,,1.0,0,,0,,0,,0,,0,,0,,100,granule [T07],,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-19X-CC-A,340,U1394,A,19,19-CC,X,CC,A,22.0,29.0,161.27,161.34,slight [drilling disturbance],2,calcareous sand [Leg210],90.0,fine sand [T07],4,carbonate ooze [Leg178],10.0,fine sand [T07],4,100,Thin sand-silt alternating layers. Sandy part mainly consists of biogenic fragments.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-19X-CC-A,340,U1394,A,19,19-CC,X,CC,A,29.0,39.0,161.34,161.44,slight [drilling disturbance],2,carbonate ooze [Leg178],70.0,silt-fine mud [T07],2,calcareous sand [Leg210],30.0,granule [T07],9,100,Major components of sand are biogenic fragments.,30.0,0,,0,,0,,0,,0,,0,,100,granule [T07],,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-19X-CC-A,340,U1394,A,19,19-CC,X,CC,A,40.0,41.0,161.45,161.46,slight [drilling disturbance],2,carbonate ooze [Leg178],90.0,fine mud [T07],1,calcareous sand [Leg210],10.0,fine sand [T07],4,100,Dark gray colored muddy carbonate ooze.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-19X-CC-A,340,U1394,A,19,19-CC,X,CC,A,41.0,46.0,161.46,161.51,,,,0.0,,,,0.0,,,0,PAL,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-20X-1-A,340,U1394,A,20,20-1,X,1,A,0.0,63.0,168.0,168.63,slight to moderate [drilling disturbance],3,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,0.0,,,100,,0.6,85,pebble [W22_2],0,,15,granule [T07],0,,0,,0,,0,,,"Clasts are pumice and lithic fragments, which are common in volcaniclastic deposit.",angular,,,,,,,,,,,,moderate [BP01],rare [alteration],2,"Matrix is not well layered and heterogeneous, partly by bioturbation. Another possibility is that some large pumices may be included in this section, which are not easy to identify because of the size of the core. At lease, some pumice-like pebbles and lithic granules are observed in the matrix. Vague greenish layers are observed from 54-55 cm and also some shells are found from 52-56 cm.",,,,,,,,,,,,,
340-U1394A-20X-1-A,340,U1394,A,20,20-1,X,1,A,63.0,68.5,168.63,168.685,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,0.0,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,"This dark grey layer is interbedded between upper gray layer and lower black layer, both of which are mainly volcaniclastic in origin. Some part of this layer is grey in color, which may be by bioturbation. Sorting is fairly well compared to the upper layer.",,,,,,,,,,,,,
340-U1394A-20X-1-A,340,U1394,A,20,20-1,X,1,A,68.5,70.5,168.685,168.705,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,0.0,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],rare [alteration],2,This black layer is very well sorted and stands out on the top of white layer. It could be a fallout ash.,,,,,,,,,,,,,
340-U1394A-20X-1-A,340,U1394,A,20,20-1,X,1,A,70.5,102.0,168.705,169.02,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,0.0,,,100,,0.1,0,,0,,100,granule [T07],0,,0,,0,,0,,,Clast is altered volcanic lithic fragments of granule size.,,,,,,,,,,,,,moderate [BP01],rare [alteration],2,"This white layer is not well sorted and contains lava fragment granules, which suggest volcanic origin (reworked volcanic materials?).",,,,,,,,,,,,,
340-U1394A-20X-CC-A,340,U1394,A,20,20-CC,X,CC,A,0.0,15.0,169.02,169.17,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],80.0,silt-fine mud [T07],2,carbonate ooze [Leg178],20.0,silt-fine mud [T07],2,100,Some evidence of bioturbation,5.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,Biogenic; 1 shell clast granule size,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,95,,Some evidence of bioturbation,,,,,,
340-U1394A-20X-CC-A,340,U1394,A,20,20-CC,X,CC,A,15.0,21.5,169.17,169.235,,,,,,,,,,,,PAL sample,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-20X-CC-A,340,U1394,A,20,20-CC,X,CC,A,21.5,30.0,169.235,169.32,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,Significant bioturbation,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,Biogenic,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,,Significant bioturbation,,,,,,
340-U1394A-21X-1-A,340,U1394,A,21,21-1,X,1,A,0.0,9.0,177.5,177.59,high [drilling disturbance],6,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,coarse sand [T07],7,100,,1.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-1-A,340,U1394,A,21,21-1,X,1,A,9.0,16.0,177.59,177.66,high [drilling disturbance],6,carbonate ooze [Leg178],98.0,silt-fine mud [T07],2,volcaniclastic-gravel [BGS-S81],2.0,granule [T07],9,100,,2.0,0,,0,,90,granule [T07],0,,0,,0,,10,granule [T07],,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-1-A,340,U1394,A,21,21-1,X,1,A,16.0,18.5,177.66,177.685,high [drilling disturbance],6,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,coarse sand [T07],7,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-1-A,340,U1394,A,21,21-1,X,1,A,18.5,20.0,177.685,177.7,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,0.0,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-1-A,340,U1394,A,21,21-1,X,1,A,20.0,31.0,177.7,177.81,high [drilling disturbance],6,carbonate ooze [Leg178],98.0,silt-fine mud [T07],2,calcareous sand [Leg210],2.0,coarse sand [T07],7,100,,1.0,0,,0,,90,pebble [W22_2],0,,0,,0,,10,granule [T07],,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-CC-A,340,U1394,A,21,21-CC,X,CC,A,0.0,23.0,177.81,178.04,high [drilling disturbance],6,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,coarse sand [T07],7,100,,1.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-CC-A,340,U1394,A,21,21-CC,X,CC,A,23.0,27.5,178.04,178.085,,,,0.0,,,,0.0,,,0,PAL,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-CC-A,340,U1394,A,21,21-CC,X,CC,A,27.5,38.5,178.085,178.195,moderate [drilling disturbance],4,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,coarse sand [T07],7,100,,1.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-21X-CC-A,340,U1394,A,21,21-CC,X,CC,A,38.5,42.0,178.195,178.23,minimal [drilling disturbance],1,calcareous sand [Leg210],90.0,silt-fine mud [T07],2,carbonate ooze [Leg178],10.0,coarse sand [T07],7,100,,1.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
