Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],lithology classification,Comment,File Data,
317-U1351B-70X-2-A,317,U1351,B,70,70-2,X,2,A,0.0,56.0,602.8,603.36,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-70X-CC-A,317,U1351,B,70,70-CC,X,CC,A,0.0,15.0,603.36,603.51,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-71X-CC-A,317,U1351,B,71,71-CC,X,CC,A,0.0,55.0,611.1,611.65,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-72X-1-A,317,U1351,B,72,72-1,X,1,A,0.0,135.0,620.6,621.95,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1351B-72X-2-A,317,U1351,B,72,72-2,X,2,A,0.0,80.0,622.1,622.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1351B-72X-2-A,317,U1351,B,72,72-2,X,2,A,80.0,150.0,622.9,623.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",upward fining,,
317-U1351B-72X-CC-A,317,U1351,B,72,72-CC,X,CC,A,0.0,33.0,623.6,623.93,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",upward fining,,
317-U1351B-73X-1-A,317,U1351,B,73,73-1,X,1,A,0.0,89.0,630.2,631.09,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",homogenenous,,
317-U1351B-73X-CC-A,317,U1351,B,73,73-CC,X,CC,A,0.0,30.0,631.09,631.39,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",homogenenous,,
317-U1351B-74X-CC-A,317,U1351,B,74,74-CC,X,CC,A,0.0,30.0,639.8,640.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-75X-CC-A,317,U1351,B,75,75-CC,X,CC,A,0.0,39.0,649.4,649.79,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-76X-CC-A,317,U1351,B,76,76-CC,X,CC,A,0.0,57.0,659.0,659.57,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-77X-1-A,317,U1351,B,77,77-1,X,1,A,0.0,78.0,668.6,669.38,,Mud [S54-Leg210],,Mud,,very hard,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1351B-77X-CC-A,317,U1351,B,77,77-CC,X,CC,A,0.0,39.0,669.38,669.77,,Mud [S54-Leg210],,Mud,,very slightly consolidated,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1351B-78H-1-A,317,U1351,B,78,78-1,H,1,A,0.0,60.0,678.2,678.8,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-78H-CC-A,317,U1351,B,78,78-CC,H,CC,A,0.0,18.0,678.8,678.98,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-79X-CC-A,317,U1351,B,79,79-CC,X,CC,A,0.0,26.0,679.2,679.46,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-80X-CC-W,317,U1351,B,80,80-CC,X,CC,W,0.0,21.0,687.8,688.01,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-81X-CC-W,317,U1351,B,81,81-CC,X,CC,W,0.0,29.0,697.4,697.69,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-82X-CC-A,317,U1351,B,82,82-CC,X,CC,A,0.0,29.0,707.0,707.29,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-83X-CC-A,317,U1351,B,83,83-CC,X,CC,A,0.0,49.0,716.5,716.99,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-84X-1-A,317,U1351,B,84,84-1,X,1,A,0.0,33.0,726.1,726.43,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-84X-1-W,317,U1351,B,84,84-1,X,1,W,0.0,33.0,726.1,726.43,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-84X-CC-A,317,U1351,B,84,84-CC,X,CC,A,0.0,33.0,726.43,726.76,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-84X-CC-W,317,U1351,B,84,84-CC,X,CC,W,0.0,26.0,726.43,726.69,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",slight disturbance,,
317-U1351B-85H-1-W,317,U1351,B,85,85-1,H,1,W,0.0,72.0,735.7,736.42,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-86X-1-W,317,U1351,B,86,86-1,X,1,W,0.0,48.0,736.7,737.18,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-86X-CC-W,317,U1351,B,86,86-CC,X,CC,W,0.0,34.0,737.18,737.52,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-87X-CC-W,317,U1351,B,87,87-CC,X,CC,W,0.0,33.0,745.3,745.63,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-88X-1-A,317,U1351,B,88,88-1,X,1,A,0.0,135.0,754.9,756.25,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-88X-2-A,317,U1351,B,88,88-2,X,2,A,0.0,60.0,756.4,757.0,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-88X-CC-A,317,U1351,B,88,88-CC,X,CC,A,0.0,33.0,757.0,757.33,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-89X-1-A,317,U1351,B,89,89-1,X,1,A,0.0,135.0,764.5,765.85,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-89X-2-A,317,U1351,B,89,89-2,X,2,A,0.0,62.0,766.0,766.62,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",CC 26-31 indurated,,
317-U1351B-89X-CC-A,317,U1351,B,89,89-CC,X,CC,A,0.0,32.0,766.62,766.94,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",CC 26-31 indurated,,
317-U1351B-90X-1-A,317,U1351,B,90,90-1,X,1,A,0.0,150.0,774.1,775.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1351B-90X-2-A,317,U1351,B,90,90-2,X,2,A,0.0,150.0,775.6,777.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1351B-90X-3-A,317,U1351,B,90,90-3,X,3,A,0.0,31.0,777.1,777.41,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-90X-3-A,317,U1351,B,90,90-3,X,3,A,31.0,110.0,777.41,778.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",gradational contact with overlying lithology,,
317-U1351B-90X-CC-A,317,U1351,B,90,90-CC,X,CC,A,0.0,28.0,778.21,778.49,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1351B-91X-CC-A,317,U1351,B,91,91-CC,X,CC,A,0.0,34.0,783.7,784.04,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-92X-1-A,317,U1351,B,92,92-1,X,1,A,0.0,110.0,793.3,794.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-92X-2-A,317,U1351,B,92,92-2,X,2,A,0.0,124.0,794.8,796.04,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",cemented at 4-8 in CC,,
317-U1351B-92X-CC-A,317,U1351,B,92,92-CC,X,CC,A,0.0,29.0,796.04,796.33,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",cemented at 4-8 in CC,,
317-U1351B-93X-1-A,317,U1351,B,93,93-1,X,1,A,0.0,150.0,803.0,804.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, very fine sandy mud.  ",,
317-U1351B-93X-2-A,317,U1351,B,93,93-2,X,2,A,0.0,150.0,804.5,806.0,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, very fine sandy mud.",,
317-U1351B-93X-3-A,317,U1351,B,93,93-3,X,3,A,0.0,136.0,806.0,807.36,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, very fine sandy mud.",,
317-U1351B-93X-4-A,317,U1351,B,93,93-4,X,4,A,0.0,150.0,807.5,809.0,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, very fine sandy mud.",,
317-U1351B-93X-5-A,317,U1351,B,93,93-5,X,5,A,0.0,150.0,809.0,810.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, very fine sandy mud.",,
317-U1351B-93X-6-A,317,U1351,B,93,93-6,X,6,A,0.0,150.0,810.5,812.0,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, muddy sand.",,
317-U1351B-93X-6-A,317,U1351,B,93,93-6,X,6,A,0.0,150.0,810.5,812.0,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, very fine sandy mud.",,
317-U1351B-93X-6-A,317,U1351,B,93,93-6,X,6,A,134.0,150.0,811.84,812.0,,,,,,,,,,very indurated some cementation.,,
317-U1351B-93X-7-A,317,U1351,B,93,93-7,X,7,A,0.0,51.0,812.0,812.51,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty mud.  ,,
317-U1351B-93X-CC-A,317,U1351,B,93,93-CC,X,CC,A,0.0,37.0,812.51,812.88,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty  mud.,,
317-U1351B-93X-CC-A,317,U1351,B,93,93-CC,X,CC,A,31.0,37.0,812.82,812.88,,,,,,,,,,cemented.  ,,
317-U1351B-94X-1-A,317,U1351,B,94,94-1,X,1,A,0.0,150.0,812.6,814.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Homogeneous very fine micaceous calcareous sandy mud.  Very rare shell fragments and only in sections 1 and 3.  Slight color and textural variability at ~5 cm intervals in sections 2-4 is likely coring disturbance (biscuits).,,
317-U1351B-94X-2-A,317,U1351,B,94,94-2,X,2,A,0.0,150.0,814.1,815.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Homogeneous very fine micaceous calcareous sandy mud.  Very rare shell fragments and only in sections 1 and 3.  Slight color and textural variability at ~5 cm intervals in sections 2-4 is likely coring disturbance (biscuits).,,
317-U1351B-94X-3-A,317,U1351,B,94,94-3,X,3,A,0.0,150.0,815.6,817.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Homogeneous very fine micaceous calcareous sandy mud.  Very rare shell fragments and only in sections 1 and 3.  Slight color and textural variability at ~5 cm intervals in sections 2-4 is likely coring disturbance (biscuits).,,
317-U1351B-94X-4-A,317,U1351,B,94,94-4,X,4,A,0.0,110.0,817.1,818.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Homogeneous very fine micaceous calcareous sandy mud.  Very rare shell fragments and only in sections 1 and 3.  Slight color and textural variability at ~5 cm intervals in sections 2-4 is likely coring disturbance (biscuits).,,
317-U1351B-94X-5-A,317,U1351,B,94,94-5,X,5,A,0.0,57.0,818.2,818.77,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Homogeneous very fine micaceous calcareous sandy mud.  Very rare shell fragments and only in sections 1 and 3.  Slight color and textural variability at ~5 cm intervals in sections 2-4 is likely coring disturbance (biscuits).,,
317-U1351B-94X-CC-A,317,U1351,B,94,94-CC,X,CC,A,0.0,34.0,818.77,819.11,,Muddy Sand [S54-Leg183],,Muddy Sand,,indurated,,,"Shepard, 1954 - Leg 183 revision","Heavily fractured and biscuited.  Degree of induration increases down-section, likely due to drilling disturbance.",,
317-U1351B-95X-CC-A,317,U1351,B,95,95-CC,X,CC,A,0.0,39.0,822.3,822.69,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","micaceous, homogeneous, very fine sandy silt.",,
317-U1351B-96X-CC-A,317,U1351,B,96,96-CC,X,CC,A,0.0,12.0,831.8,831.92,,,,,,,,,,"cemented concretion, with scattered shell fragments.",,
317-U1351B-96X-CC-A,317,U1351,B,96,96-CC,X,CC,A,0.0,34.0,831.8,832.14,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, micaceous, silty very fine sand.",,
317-U1351B-96X-CC-A,317,U1351,B,96,96-CC,X,CC,A,27.5,34.0,832.075,832.14,,,,,,,,,,broken into mdy sand clasts.,,
317-U1351B-97X-1-A,317,U1351,B,97,97-1,X,1,A,0.0,10.0,841.4,841.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision",very fine calcareous sandy mud.,,
317-U1351B-97X-1-A,317,U1351,B,97,97-1,X,1,A,10.0,150.0,841.5,842.9,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",very fine calcareous sandy mud.,,
317-U1351B-97X-2-A,317,U1351,B,97,97-2,X,2,A,0.0,116.0,842.9,844.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",very fine calcareous sandy mud.,,
317-U1351B-97X-3-A,317,U1351,B,97,97-3,X,3,A,0.0,104.0,844.4,845.44,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",very fine calcareous sandy mud.,,
317-U1351B-97X-4-A,317,U1351,B,97,97-4,X,4,A,0.0,54.0,845.5,846.04,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",very fine calcareous sandy mud.,,
317-U1351B-97X-CC-A,317,U1351,B,97,97-CC,X,CC,A,0.0,44.0,846.04,846.48,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",very fine calcareous sandy mud.,,
317-U1351B-98X-1-A,317,U1351,B,98,98-1,X,1,A,0.0,29.0,851.0,851.29,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision",Fine-to-very fine calcareous micaceous homogeneous sandy mud,,
317-U1351B-98X-CC-A,317,U1351,B,98,98-CC,X,CC,A,0.0,24.0,851.29,851.53,,Sandy Mud [S54-Leg183],,Sandy Mud,,indurated,,,"Shepard, 1954 - Leg 183 revision",Fine-to-very fine calcareous micaceous homogeneous sandy mud,,
317-U1351B-98X-CC-A,317,U1351,B,98,98-CC,X,CC,A,24.0,33.0,851.53,851.62,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",cemented fossiliferous fine grain dark greenish gray muddy sandstone,,
317-U1351B-99X-1-A,317,U1351,B,99,99-1,X,1,A,0.0,10.0,860.7,860.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Very rare <1-mm sized shell fragments dispersed throughout. 3-cm diameter, cemented fossiliferous fine-grained sandstone concreation from 0-2 cm.",,
317-U1351B-99X-1-A,317,U1351,B,99,99-1,X,1,A,10.0,35.0,860.8,861.05,,Sandy Mud [S54-Leg183],,Sandy Mud,,indurated,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Very rare <1-mm sized shell fragments dispersed throughout.  Indurated and friable at base of core catcher, likely due to drilling.",,
317-U1351B-99X-CC-A,317,U1351,B,99,99-CC,X,CC,A,0.0,33.0,861.05,861.38,,Sandy Mud [S54-Leg183],,Sandy Mud,,indurated,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Very rare <1-mm sized shell fragments dispersed throughout.  Indurated and friable at base of core catcher, likely due to drilling.",,
317-U1351B-100X-1-A,317,U1351,B,100,100-1,X,1,A,0.0,102.0,870.3,871.32,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",well sorted silty very fine sandy mud,,
317-U1351B-100X-1-A,317,U1351,B,100,100-1,X,1,A,102.0,103.0,871.32,871.33,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1351B-100X-1-A,317,U1351,B,100,100-1,X,1,A,103.0,150.0,871.33,871.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",well sorted silty very fine sandy mud.,,
317-U1351B-100X-2-A,317,U1351,B,100,100-2,X,2,A,0.0,150.0,871.8,873.3,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",well sorted silty very fine sandy mud.,,
317-U1351B-100X-3-A,317,U1351,B,100,100-3,X,3,A,0.0,137.0,873.3,874.67,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",well sorted silty very fine sandy mud.,,
317-U1351B-100X-4-A,317,U1351,B,100,100-4,X,4,A,0.0,150.0,874.8,876.3,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",well sorted silty very fine sandy mud.,,
317-U1351B-100X-5-A,317,U1351,B,100,100-5,X,5,A,0.0,101.0,876.3,877.31,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",well sorted silty very fine sandy mud.,,
317-U1351B-100X-CC-A,317,U1351,B,100,100-CC,X,CC,A,0.0,37.0,877.31,877.68,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",well sorted silty very fine sandy mud.,,
317-U1351B-101X-1-A,317,U1351,B,101,101-1,X,1,A,0.0,150.0,879.9,881.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Heavy biscuiting from 0-90 cm creates pronounced color/textural banding. Two cemented nodules in section 2 are fossiliferous, very fine grain sandstone.  Very rare small (<1 mm) shell fragments in section 1 only.",,
317-U1351B-101X-2-A,317,U1351,B,101,101-2,X,2,A,0.0,89.0,881.4,882.29,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Heavy biscuiting from 0-90 cm creates pronounced color/textural banding. Two cemented nodules in section 2 are fossiliferous, very fine grain sandstone.  Very rare small (<1 mm) shell fragments in section 1 only.",,
317-U1351B-101X-CC-A,317,U1351,B,101,101-CC,X,CC,A,0.0,26.0,882.29,882.55,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Heavy biscuiting from 0-90 cm creates pronounced color/textural banding. Two cemented nodules in section 2 are fossiliferous, very fine grain sandstone.  Very rare small (<1 mm) shell fragments in section 1 only.",,
317-U1351B-102X-CC-A,317,U1351,B,102,102-CC,X,CC,A,0.0,3.0,889.6,889.63,,Shell hash,,Shell hash,,,,,Leg 150,,,
317-U1351B-102X-CC-A,317,U1351,B,102,102-CC,X,CC,A,3.0,7.0,889.63,889.67,,,,,,cemented,,,, calcareous sand nodule.,,
317-U1351B-102X-CC-A,317,U1351,B,102,102-CC,X,CC,A,3.0,20.0,889.63,889.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-103X-1-A,317,U1351,B,103,103-1,X,1,A,0.0,106.0,899.2,900.26,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, micaceous, muddy very fine sand.",,
317-U1351B-103X-CC-A,317,U1351,B,103,103-CC,X,CC,A,0.0,33.0,900.26,900.59,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous, micaceous, silty very fine sand.",,
317-U1351B-104X-1-A,317,U1351,B,104,104-1,X,1,A,0.0,150.0,908.8,910.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous lithology, calcareous mud (section 1), ",,
317-U1351B-104X-2-A,317,U1351,B,104,104-2,X,2,A,0.0,135.0,910.3,911.65,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous lithology, calcareous mud (section 1), ",,
317-U1351B-104X-3-A,317,U1351,B,104,104-3,X,3,A,0.0,116.0,911.8,912.96,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous lithology,,
317-U1351B-104X-CC-A,317,U1351,B,104,104-CC,X,CC,A,0.0,39.0,912.96,913.35,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous lithology,,
317-U1351B-105X-CC-A,317,U1351,B,105,105-CC,X,CC,A,0.0,36.0,918.4,918.76,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","33-36 indurated interval, calcareous mud",,
317-U1351B-106X-1-A,317,U1351,B,106,106-1,X,1,A,0.0,150.0,928.0,929.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",calcareous mud (section 2),,
317-U1351B-106X-2-A,317,U1351,B,106,106-2,X,2,A,0.0,115.0,929.5,930.65,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",calcareous mud (section 2),,
317-U1351B-106X-3-A,317,U1351,B,106,106-3,X,3,A,0.0,90.0,931.0,931.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",calcareous mud (section 2),,
317-U1351B-106X-4-A,317,U1351,B,106,106-4,X,4,A,0.0,79.0,932.0,932.79,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",calcareous mud (section 2),,
317-U1351B-106X-CC-A,317,U1351,B,106,106-CC,X,CC,A,0.0,35.0,932.79,933.14,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",calcareous mud (section 2),,
317-U1351B-107X-1-A,317,U1351,B,107,107-1,X,1,A,0.0,27.0,937.6,937.87,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","indurated interval (CC, 30-32)",,
317-U1351B-107X-CC-A,317,U1351,B,107,107-CC,X,CC,A,0.0,32.0,937.87,938.19,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","indurated interval (CC, 30-32)",,
317-U1351B-108X-CC-A,317,U1351,B,108,108-CC,X,CC,A,0.0,48.0,947.2,947.68,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-109X-1-A,317,U1351,B,109,109-1,X,1,A,0.0,135.0,956.8,958.15,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",homogeneous lithology,,
317-U1351B-109X-2-A,317,U1351,B,109,109-2,X,2,A,0.0,150.0,958.3,959.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous lithology, indurated interval (CC, 27-29 cm)",,
317-U1351B-109X-3-A,317,U1351,B,109,109-3,X,3,A,0.0,131.0,959.8,961.11,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous lithology, indurated interval (CC, 27-29 cm)",,
317-U1351B-109X-CC-A,317,U1351,B,109,109-CC,X,CC,A,0.0,29.0,961.11,961.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","homogeneous lithology, indurated interval (CC, 27-29 cm)",,
317-U1351B-110X-CC-A,317,U1351,B,110,110-CC,X,CC,A,0.0,33.0,966.4,966.73,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",homogeneous lithology,,
317-U1351B-111X-1-A,317,U1351,B,111,111-1,X,1,A,0.0,12.0,975.9,976.02,,Siltstone [S54],,Siltstone,,,,,"Shepard, 1954",,,
317-U1351B-111X-1-A,317,U1351,B,111,111-1,X,1,A,12.0,42.0,976.02,976.32,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-111X-CC-A,317,U1351,B,111,111-CC,X,CC,A,0.0,39.0,976.32,976.71,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-112X-1-A,317,U1351,B,112,112-1,X,1,A,0.0,150.0,985.5,987.0,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-112X-2-A,317,U1351,B,112,112-2,X,2,A,0.0,150.0,987.0,988.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1351B-112X-3-A,317,U1351,B,112,112-3,X,3,A,0.0,116.0,988.5,989.66,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
