Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417E-28R-2-A,62.5,92,604.335,604.63,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sharp top contact; larger, subrounded, elongate clasts more abundant near top, green mud like above and below, intraclasts; very small jet black clasts
",,,,,
341-U1417E-28R-CC-A,0,13,604.63,604.76,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-28R-CC-A,13,18,604.76,604.81,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-29R-1-A,0,7,612.4,612.47,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-1-A,7,11,612.47,612.51,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-29R-1-A,11,22,612.51,612.62,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,@21cm layer of small black wood(?) fragments;,,,,,
341-U1417E-29R-1-A,22,27.5,612.62,612.675,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-1-A,27.5,62.5,612.675,613.025,diatom rich,mud [Leg210],,diatom rich mud ,,,color banding,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,gray color bands,,,,,
341-U1417E-29R-1-A,62.5,74.5,613.025,613.145,silty,sand [Leg210],,silty sand ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-1-A,74.5,78.5,613.145,613.185,diatom rich,mud [Leg210],,diatom rich mud ,,,color banding,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,gray/brown bands,,,,,
341-U1417E-29R-1-A,78.5,93,613.185,613.33,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-1-A,93,96,613.33,613.36,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-1-A,96,107.5,613.36,613.475,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-1-A,107.5,133,613.475,613.73,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-1-A,133,141,613.73,613.81,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,,,,,,
341-U1417E-29R-2-A,0,1.5,613.81,613.825,,sand [Leg210],,sand ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-2-A,1.5,86.5,613.825,614.675,diatom rich,mud [Leg210],,diatom rich mud ,,,color banding,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"brown color bands (5Y 4/1), 3-10cm thick",,,,,
341-U1417E-29R-2-A,86.5,88,614.675,614.69,,silt [Leg210],,silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-2-A,88,90,614.69,614.71,,siltstone [Leg210],,siltstone ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-2-A,90,98,614.71,614.79,calcareous rich,mudstone [Leg210],,calcareous rich mudstone ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-2-A,98,113,614.79,614.94,diatom rich,sand [Leg210],,diatom rich sand ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-2-A,113,134,614.94,615.15,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,gradational contact,biotubated,,,
341-U1417E-29R-2-A,134,150,615.15,615.31,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-3-A,0,6,615.31,615.37,,sand [Leg210],,sand ,,,,5G 3/1 (very dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-3-A,6,8,615.37,615.39,,sand [Leg210],with abundant clasts,sand  with abundant clasts,,,,5G 3/1 (very dark greenish gray),none [DB86],0,present [A79],18,,,,,,,,,,mud clasts,,,,,
341-U1417E-29R-3-A,8,11,615.39,615.42,,sand [Leg210],,sand ,,,,5G 3/1 (very dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-3-A,11,143,615.42,616.74,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-4-A,0,16.5,616.74,616.905,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-29R-4-A,16.5,95,616.905,617.69,muddy [Leg339],gravel/conglomerate/breccia [M89m],with silt [Leg339],muddy  gravel/conglomerate/breccia  with silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"angular clasts of diatom ooze 20 cm thick and broader than the core, muddy breccia with silt, grey muddy silt as matrix, gradational top",sharp contact,planar,,,
341-U1417E-29R-4-A,95,149,617.69,618.23,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-29R-5-A,0,18,618.23,618.41,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-29R-5-A,18,54,618.41,618.77,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 6/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-29R-5-A,54,66,618.77,618.89,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-29R-CC-A,0,17,618.89,619.06,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 6/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-29R-CC-A,17,20,619.06,619.09,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-30R-1-A,0,3.5,622.1,622.135,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,
341-U1417E-30R-1-A,3.5,5,622.135,622.15,,sand [Leg210],,sand ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,wood,,,"- some lamination
- plant fragments",sharp contact,erosive,,,
341-U1417E-30R-1-A,5,17.5,622.15,622.275,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colourbanded mud
- 5Y 4/1 (dark grey; upper)
- 10Y 4/1 (dark greenish grey; lower)
- slight bioturbation in browner part
- gradational lower boundary",gradational contact,,,,
341-U1417E-30R-1-A,17.5,24.5,622.275,622.345,,mud [Leg210],,mud ,,,reverse grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- reverse-graded mud
- some pyritized burrows(?)
- moderate to high bioturbation -> maybe some gradation due to bioturbation?
",gradational contact,,,,
341-U1417E-30R-1-A,24.5,74,622.345,622.84,muddy [Leg339],sand [Leg210],,muddy  sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- normally graded medium sand to muddy sand
- lower erosive boundary
-~1 cm above lower boundary preserved in situ
- ~30-73: soupy sand
- 26-30: sand biscuit
- 24.5-36: in situ sand
- rel. much biotite and hornblende
- also greenstone fragment (<2 mm), diatom fragments and sponge spicules",sharp contact,erosive,,,
341-U1417E-30R-1-A,74,82.5,622.84,622.925,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colourbanded mud
- 5Y 4/1 (dark grey; upper)
- 10Y 4/1 (dark greenish grey; lower)
- slight bioturbation in browner part
- gradational lower boundary
- brown interval seems to be slightly coarser
- slightly bioturbated",gradational contact,,,,
341-U1417E-30R-1-A,82.5,96.5,622.925,623.065,sandy,mud [Leg210],,sandy mud ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,wood,,,"- sandy mud
- generally fining upward
- some bioturbation and sub-mm lamination from 82.5-87
- multiple coarse sand grains of mica, wood/coal/black shale(?), or some black minera -> not possible to identify
- ~88-92: two larger rip-up clasts of green mud
- more plant fragments from ~94-96(?) -> NOTE: partly intense flow-in below ~92 cm -> could be some flow-in from sand 24.5-74 -> the plant fragments could be some flow in and not in-situ!
- sharp lower boundary -> might not be the original one, because the lowermost part of the core could be flow-in
- some calcareous-bearing parts
",,,,,
341-U1417E-30R-1-A,96.5,125,623.065,623.35,,mud [Leg210],,mud ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- graded mud
- some lamination in lower part, massive upper part
- rel. clast-rich interval between 122-124.5 (clasts as in 82.5-96.5) -> flow in?
- lowermost 5 mm of original stratigraphy probably preserved -> sharp, evt. erosive boundary",sharp contact,,,,
341-U1417E-30R-1-A,125,133,623.35,623.43,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colourbanded mud
- 5Y 4/1 (dark grey; upper)
- 10Y 4/1 (dark greenish grey; lower)
- slight bioturbation in browner part
- gradational lower boundary",,,,,
341-U1417E-30R-CC-A,0,8.5,623.43,623.515,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- brownish part of interval 125-133 in section 1
- weakly laminated below 1 cm",,,,,
341-U1417E-30R-CC-A,8.5,14,623.515,623.57,,,,,,,,,,,,,,,,,,,,,,sample PAL,,,,,
341-U1417E-31R-1-A,0,30,631.8,632.1,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,sharp color bands (10Y 3/1 to 5GY 4/1 to 5GY 3/1),,,,,
341-U1417E-31R-1-A,30,42,632.1,632.22,,sand [Leg210],with terrestrial organic components,sand  with terrestrial organic components,,,,5Y 4/1 (dark gray),,,,,,,,,,,wood,,,"clean, very fine/silty sand: black shale (coal) granules, intact muscovite and biotite; sharp lower and upper boundaries; coal fragment: black (brown when scratched, soft, foliated) 4 x 2 cm",,,,,
341-U1417E-31R-1-A,42,63,632.22,632.43,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,color bands (10Y 3/1 to 5GY 4/1 to 5GY 3/1); increasing silt content towards bottom (i.e. @ 60 - 63 cm),,,,,
341-U1417E-31R-1-A,63,69,632.43,632.49,,siltstone [Leg210],,siltstone ,,,,N 7 (light gray),,,,,,,,,,,,,,light gray siltstone or graywacke formation (highly cemented),,,,,
341-U1417E-31R-1-A,69,86,632.49,632.66,silty,mud [Leg210],,silty mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,,,
341-U1417E-31R-1-A,86,92,632.66,632.72,silty,sand [Leg210],,silty sand ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"tilted sand/silt bed with sharp lower boundary, rip up mud clasts, fine lithic grains, black shale granules",,,,,
341-U1417E-31R-1-A,92,124,632.72,633.04,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417E-31R-CC-A,0,21.5,633.04,633.255,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,increasing silt content towards bottom (16 - 21.5 cm),,,,,
341-U1417E-31R-CC-A,21.5,26,633.255,633.3,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-32R-1-A,0,7,641.5,641.57,sandy,diamict [M89m],,sandy diamict ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,- washed in,,,,,
341-U1417E-32R-1-A,7,8.5,641.57,641.585,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- remnants of muddy sand
- erosive lower boundary
- abundant quartz and dark minerals
",sharp contact,erosive,,,
341-U1417E-32R-1-A,8.5,23.5,641.585,641.735,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- colourbanded mud
- 5Y 4/1 (dark grey; upper)
- 10Y 4/1 (dark greenish grey; lower)
- slight to moderate bioturbation in browner part
- sharp boundary to underlying",sharp contact,,,,
341-U1417E-32R-1-A,23.5,60,641.735,642.1,,sand [Leg210],with mud [Leg339],sand  with mud ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- normally graded fine sand to sandy mud
- lamination between 30-41 cm, otherwise massive",,,,,
341-U1417E-32R-1-A,60,130,642.1,642.8,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),,,,,,,,,,,wood,,,"- biscuits of colourbanded mud and other sediments (see below)
- 5Y 4/1 (dark grey; upper)
- 10Y 4/1 (dark greenish grey; lower)

- 91-97: biscuit with slightly coarser, colourbanded and folded sediment; calcareous bearing mud; some plant debris

- 110-115: some irregular stratification

- relatively substantial flow-in of sand below 101 cm


",,,,,
341-U1417E-32R-2-A,0,87,642.8,643.67,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,,,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,clayey greenish gray ooze,,,,,
341-U1417E-32R-2-A,87,104,643.67,643.84,,,,,,,,,,,,,,,,,,,,,,SAFF sample,,,,,
341-U1417E-32R-2-A,104,119,643.84,643.99,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417E-32R-3-A,0,60,643.99,644.59,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,,,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417E-32R-3-A,60,63,644.59,644.62,diatom rich,mud [Leg210],with silt [Leg339],diatom rich mud  with silt ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"silty mud interval rich in diatoms: gradational lower boundary (highly bioturbated), sharp irregular upper boundary",,,,,
341-U1417E-32R-3-A,63,97,644.62,644.96,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,,,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417E-32R-CC-A,0,13,644.96,645.09,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,,,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417E-32R-CC-A,13,18,645.09,645.14,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-34R-CC-A,0,12,655,655.12,,siltstone [Leg210],,siltstone with carbonate cement,,,,N 6 (gray),,,,,,,,,,,,,,massive siltstone,,,,,
341-U1417E-35R-1-A,0,42.5,661,661.425,,biosiliceous ooze [Leg339],,biosiliceous ooze ,,,,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,"- some cracks with injections of sand
- lower boundary not preserved",,,,,
341-U1417E-35R-1-A,42.5,53,661.425,661.53,,biosiliceous ooze [Leg339],,biosiliceous ooze ,,,,5Y 6/1 (gray),heavy [DB86],3,,,,,,,,,,,,- two colours: 5Y 6/1 and 5GY 5/1,,,,,
341-U1417E-35R-1-A,53,57,661.53,661.57,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour bended mud
- 5Y 4/1 (brownish)
- 10Y 4/1 (greenish)
- occasional occurrence of greenish intervals (5GY 3/1)
- gradational boundaries between bands
- inclined
- occasional occurrence of up to 1 cm thick laminated intervals
- repeated occurrence of extensional tectonic structures, e.g. half grabens",,,,,
341-U1417E-35R-1-A,57,62,661.57,661.62,sandy,mud [Leg210],,sandy mud ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- sandy mud with dark grains and mica (muscovite?)
- ""imbedded in half graben"" - check with core image",,,,,
341-U1417E-35R-1-A,62,131,661.62,662.31,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour bended mud
- 5Y 4/1 (brownish)
- 10Y 4/1 (greenish)
- occasional occurrence of greenish intervals (5GY 3/1)
- gradational boundaries between bands
- inclined
- occasional occurrence of up to 1 cm thick laminated intervals
- repeated occurrence of extensional tectonic structures, e.g. half grabens",,,,,
341-U1417E-35R-1-A,131,146,662.31,662.46,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1417E-35R-2-A,0,34,662.46,662.8,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour bended mud
- 5Y 4/1 (brownish)
- 10Y 4/1 (greenish)
- occasional occurrence of greenish intervals (5GY 3/1)
- gradational boundaries between bands
- inclined
- occasional occurrence of up to 1 cm thick laminated intervals
- repeated occurrence of extensional tectonic structures, e.g. half grabens",,,,,
341-U1417E-35R-2-A,34,51,662.8,662.97,,,,,,,,,,,,,,,,,,,,,,Sample OJIM,,,,,
341-U1417E-35R-2-A,51,109,662.97,663.55,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour bended mud
- 5Y 4/1 (brownish)
- 10Y 4/1 (greenish)
- occasional occurrence of greenish intervals (5GY 3/1)
- gradational boundaries between bands
- inclined
- occasional occurrence of up to 1 cm thick laminated intervals
- repeated occurrence of extensional tectonic structures, e.g. half grabens",,,,,
341-U1417E-35R-2-A,109,114.5,663.55,663.605,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- muddy sand with numerous black fragments
- erosive lower boundary",sharp contact,erosive,,,
341-U1417E-35R-2-A,114.5,127,663.605,663.73,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour bended mud
- 5Y 4/1 (brownish)
- 10Y 4/1 (greenish)
- occasional occurrence of greenish intervals (5GY 3/1)
- gradational boundaries between bands
- inclined
- occasional occurrence of up to 1 cm thick laminated intervals
- repeated occurrence of extensional tectonic structures, e.g. half grabens",,,,,
341-U1417E-35R-3-A,0,6,663.73,663.79,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,clayey mud,,,,,
341-U1417E-35R-3-A,6,44,663.79,664.17,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,with sand injections from below formation; sharp lower contact,sharp contact,planar,,,
341-U1417E-35R-3-A,44,132,664.17,665.05,,sand [Leg210],with terrestrial organic components,sand  with terrestrial organic components,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,very fine (silty) sand with dispersed fine grains and granules of black shale (or coal?),,,,,
341-U1417E-35R-CC-A,0,8.5,665.05,665.135,,sand [Leg210],with terrestrial organic components,sand  with terrestrial organic components,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,"very fine (silty) sand with dispersed fine grains and granules of black shale (or coal?)
",,,,,
341-U1417E-35R-CC-A,8.5,14,665.135,665.19,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-36R-1-A,0,10,670.7,670.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,extremely drilling disturbed,gradational contact,irregular,,,
341-U1417E-36R-1-A,10,18,670.8,670.88,calcareous bearing,mudstone [Leg210],,calcareous bearing mudstone ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,extremely drilling disturbed,,irregular,,,
341-U1417E-36R-1-A,18,49,670.88,671.19,,silt [Leg210],with common clasts,silt  with common clasts,,,reverse grading,5Y 3/1 (very dark gray),none [DB86],0,present [A79],5,,,,,,,,,,mud and coal clasts,gradational contact,,,,
341-U1417E-36R-1-A,49,69,671.19,671.39,silty,sand [Leg210],,silty sand ,,,,5Y 3/1 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-36R-1-A,69,72,671.39,671.42,,silt [Leg210],,silt ,,,,5Y 3/1 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,with fine black particles (coal? too small to tell),,,,,
341-U1417E-36R-1-A,72,76,671.42,671.46,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,biotubated,,,
341-U1417E-36R-1-A,76,90,671.46,671.6,,silt [Leg210],with sand [Leg339],silt  with sand ,,,reverse grading,5Y 3/1 (very dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"mud clasts, very small coal fragments; large biotite grains",,irregular,,,
341-U1417E-36R-1-A,90,117,671.6,671.87,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,,,,,
341-U1417E-36R-2-A,0,38,671.87,672.25,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,"@3cm: pyritized material;
green color bands;
normal faults @ ~20, 30cm",,,,,
341-U1417E-36R-2-A,38,56,672.25,672.43,silty,sand [Leg210],with dispersed clasts,silty sand  with dispersed clasts,,,,5Y 3/1 (very dark gray),none [DB86],0,present [A79],6,,,,,,,,,,mud clasts and some coal fragments,,irregular,,,
341-U1417E-36R-2-A,56,114,672.43,673.01,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,gradational contact,,,,
341-U1417E-36R-2-A,114,119,673.01,673.06,,mud [Leg210],with terrestrial organic components,mud  with terrestrial organic components,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,coal fragments,gradational contact,,,,
341-U1417E-36R-2-A,119,124,673.06,673.11,,sand [Leg210],with mud [Leg339],sand  with mud ,,,normal grading,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,,,,,,
341-U1417E-36R-2-A,124,130,673.11,673.17,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-36R-CC-A,0,15,673.17,673.32,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-36R-CC-A,15,20,673.32,673.37,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-37R-1-A,0,7.5,680.4,680.475,,sand [Leg210],with silt [Leg339],sand  with silt ,,,normal grading,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,small black fragments (coal?),,,,,
341-U1417E-37R-1-A,7.5,13.5,680.475,680.535,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,gradational contact,biotubated,,,
341-U1417E-37R-1-A,13.5,17.5,680.535,680.575,,sand [Leg210],with silt [Leg339],sand  with silt ,,,normal grading,5GY 2.5/1 (greenish black),none [DB86],0,present [A79],2,,,,,,,,,,"mud clasts and small black (coal?), sand sized mostly",,,,,
341-U1417E-37R-1-A,17.5,22,680.575,680.62,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-37R-1-A,22,26,680.62,680.66,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-37R-1-A,26,57,680.66,680.97,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-37R-1-A,57,65,680.97,681.05,,sand [Leg210],with silt [Leg339],sand  with silt ,,,normal grading,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,irregular,,,
341-U1417E-37R-1-A,65,73,681.05,681.13,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,irregular,,,
341-U1417E-37R-1-A,73,81,681.13,681.21,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-37R-1-A,81,92,681.21,681.32,,silt [Leg210],,silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-37R-1-A,92,100,681.32,681.4,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-37R-1-A,100,112,681.4,681.52,,silt [Leg210],with abundant clasts,silt  with abundant clasts,,,reverse grading,N 4 (dark gray),none [DB86],0,present [A79],13,,,,,,,,,,mud clasts; small black fragments (coal?),,,,,
341-U1417E-37R-1-A,112,123.5,681.52,681.635,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-37R-1-A,123.5,135,681.635,681.75,sandy,clast-rich diamict [M89m],with terrestrial organic components,sandy clast-rich diamict  with terrestrial organic components,,,normal grading,N 3 (very dark gray),none [DB86],0,present [A79],17,,,,,,,wood,,,"mud clasts, with smaller coal fragments;
@124.5cm: wood fragment (~1cm x 1mm)",,,,,
341-U1417E-37R-1-A,135,152,681.75,681.92,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-37R-2-A,0,29,681.92,682.21,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,gradational contact,,,,
341-U1417E-37R-2-A,29,44,682.21,682.36,,sand [Leg210],with silt [Leg339],sand  with silt ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,with <1mm black fragments (coal?),,,,,
341-U1417E-37R-2-A,44,51,682.36,682.43,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
