Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1518E-28X-1-A,0,134,143.1,144.44,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 12, 30, 64, 122 and 150 cm. Base at 12, 30, 64 and 122 show some drilling disturbance which offsets the bottom contact. Top of sandy silt layers have black layer with magnetite and pyrite.",,,
375-U1518E-28X-1-A,134,149,144.44,144.59,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 2.5 (black),,,,,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-28X-2-A,0,113,144.59,145.72,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 14, 44 and 82 cm. Bases of the layers show some drilling disturbances which offset the bottom contact. Top of sandy silt layers have black horizons with magnetite and pyrite.",,,
375-U1518E-28X-3-A,0,12,145.92,146.04,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),irregular,sharp,irregular sharp,inclined,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-28X-3-A,12,149,146.04,147.41,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 18, 44, 97, 111 and 133 cm. Bases of layers show some drilling disturbances which offset the bottom contact. Top of sandy silt layers have black layers with magnetite and pyrite.",,,
375-U1518E-28X-4-A,0,149,147.41,148.9,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 23, 45, 86, 104 and 131 cm. Bases of layers show some drilling disturbances which offset the bottom contact. Top of sandy silt layers have black layers with magnetite and pyrite.",,,
375-U1518E-28X-5-A,0,80,148.9,149.7,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,inclined,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bases of sandy silt layers at 12 and 50 cm. Base at 12 cm show some drilling disturbance which offsets the bottom contact. Top of sandy silt layers have black horizons with magnetite and pyrite.,,,
375-U1518E-28X-6-A,0,59,149.9,150.49,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,inclined,,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 71, 88, 111 and 119 cm. Base at 88, 111 and 119 cm show some drilling disturbances which offset the bottom contact. Top of sandy silt layers have black layers with magnetite and pyrite.",,,
375-U1518E-28X-6-A,59,71,150.49,150.61,,mixed clastic,sandy silt,with volcaniclastics,mixed clastic sandy silt,mixed clastic sandy silt with volcaniclastics,sandy silt with volcaniclastics,N 5 (gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-28X-6-A,71,146,150.61,151.36,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,inclined,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 71, 88, 111 and 119 cm. Bases at 88, 111 and 119 cm show some drilling disturbance which offsets the bottom contact. Top of sandy silt layers have black layers with magnetite and pyrite.",,,
375-U1518E-28X-7-A,0,97,151.39,152.36,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 10, 28, 34, 40 and 73 cm. Base at 10 cm shows some drilling disturbance which offsets the bottom contact. Top of sandy silt layer has black horizons with magnetite and pyrite.",,,
375-U1518E-28X-CC-A,0,7,152.36,152.43,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),,,,,,consolidated,,poor,,,,,,,,,,,,"No bottom contacts, only clay.",,,
375-U1518E-29X-1,0,72,152.8,153.52,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 6, 14, 27 cm.",,,
375-U1518E-29X-1-A,72,92,153.52,153.72,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-1-A,92,118,153.72,153.98,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-1-A,118,129,153.98,154.09,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-1-A,129,136,154.09,154.16,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-2,0,45,154.3,154.75,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 16, and 26 cm.",,,
375-U1518E-29X-2,65,125,154.95,155.55,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 72, and 104 cm and somewhere in the WR sample at the bottom.",,,
375-U1518E-29X-2,125,132,155.55,155.62,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-3,0,87,155.81,156.68,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 25, 54, 62 cm. Laminated silty layer at the bottom continues at the top of the next section.",,,
375-U1518E-29X-3,87,94,156.68,156.75,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,,consolidated,,,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-4,0,7,156.75,156.82,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-4,7,61,156.82,157.36,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 7, 15, 37, 51 cm.",,,
375-U1518E-29X-4,96,111,157.71,157.86,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-5,0,20,157.86,158.06,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 4, 19 cm. Laminated silty layer at the bottom continues at the top of the next section.",,,
375-U1518E-29X-5,35,52,158.21,158.38,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,Base of sandy silt layer at 5 cm. Laminated silty layer at the bottom continues at the top of the next section.,,,
375-U1518E-29X-5,52,60,158.38,158.46,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,moderate,planar lamination,,,,,,,,,,,Convolute lamination is observed locally in the sandy silt layer.,,,
375-U1518E-29X-6,0,9,158.46,158.55,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-6,9,100,158.55,159.46,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,slight,1,,,,,,,,,"Bases of sandy silt layers at 9, 16, 36, 56 cm. Laminated silty layer at the bottom continues at the top of the next section.",,,
375-U1518E-29X-6,100,104,159.46,159.5,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-7,0,8,159.89,159.97,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-7,8,27,159.97,160.16,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-7,38,47,160.27,160.36,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,thin bed,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-7,47,73,160.36,160.62,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 47, and 80 cm.",,,
375-U1518E-29X-7,87,102,160.76,160.91,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,sub-sho,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-29X-7-A,73,83,160.62,160.72,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,sharp,sharp,,medium bed,consolidated,,,,,,,,,,,,,,,,,
375-U1518E-29X-CC,0,12,161.01,161.13,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"No bottom contacts, only mud.",,,
375-U1518E-30X-1,20,65,162.6,163.05,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 20, 33, and 41 cm. Soupy drilling disturbance obscures original thickness of the silty layer at 20 cm.",,,
375-U1518E-30X-1,65,80,163.05,163.2,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-30X-1,80,107,163.2,163.47,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-30X-1-A,0,20,162.4,162.6,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-31X-1,0,55,167.1,167.65,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 22, and 42 cm.",,,
375-U1518E-31X-1,77,131,167.87,168.41,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 106, and 131 cm.",,,
375-U1518E-31X-2,0,90,168.41,169.31,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 21, 40, 73, 88 cm.",,,
375-U1518E-31X-3,0,82,169.65,170.47,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 15, 28 cm.",,,
375-U1518E-31X-4,0,63,170.47,171.1,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 10, 24, 54 cm.",,,
375-U1518E-31X-CC,0,24,171.24,171.48,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"No bottom contacts, only clay.",,,
375-U1518E-32X-1,0,14,172,172.14,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-32X-1,14,27,172.14,172.27,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),planar,sharp,planar sharp,sub-horizontal,medium bed,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-32X-1,27,121,172.27,173.21,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,"Bases of sandy silt layers at 35, 44, 80, 104, 112 cm.",,,
375-U1518E-32X-2,0,71,173.21,173.92,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,normal grading,moderate,planar lamination,,,,,,,,,,,Bases of sandy silt layers at 30 and 44 cm. Erosional channel (will be checked for Google) observed at the interval.,,,
375-U1518E-32X-CC,0,17,174.07,174.24,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,,moderate,planar lamination,,,,,,,,,,,,,,
375-U1518E-32X-CC,17,49,174.24,174.56,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,medium bed,consolidated,non-graded,moderate,planar lamination,,,,,,,,,,,Bases of sandy silt layer at 17 cm.,,,
