Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data
334-U1379C-82X-3-A,334,U1379,C,82,82-3,X,3,A,57,102,692.47,692.92,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-82X-4-A,334,U1379,C,82,82-4,X,4,A,0,66,692.92,693.58,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-82X-5-A,334,U1379,C,82,82-5,X,5,A,0,150,693.58,695.08,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-82X-6-A,334,U1379,C,82,82-6,X,6,A,0,7,695.08,695.15,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-82X-6-A,334,U1379,C,82,82-6,X,6,A,7,123,695.15,696.31,10GY 4/1,,sand-silt-clay [S54],"Shepard, 1954",,gravel-sand-silt-clay,clay [U14W22],,consolidated,"sequence made out of 4 units. Each unit start with a silty clay and transitions very slowly into conglomerate made out of claystone pebbels in a sandy matrix (1 to 4 cm ), Boundaries between units are mostly erosive",
334-U1379C-82X-6-A,334,U1379,C,82,82-6,X,6,A,123,150,696.31,696.58,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-82X-7-A,334,U1379,C,82,82-7,X,7,A,0,150,696.58,698.08,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-82X-8-A,334,U1379,C,82,82-8,X,8,A,0,115,698.08,699.23,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-82X-CC-A,334,U1379,C,82,82-CC,X,CC,A,0,37,699.23,699.6,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-83X-1-A,334,U1379,C,83,83-1,X,1,A,0,15,699.2,699.35,10GY 2.5/1,,,,,,,,,Pebbly material from drilling.,
334-U1379C-83X-1-A,334,U1379,C,83,83-1,X,1,A,15,92,699.35,700.12,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Fining upward unit of sandy silt. The base of the sequence is Composed of fine - medium sand and silt. the top of the sequence is composed of clayey silt. Much of the sand sized components are composed of foraminifera.,
334-U1379C-83X-2-A,334,U1379,C,83,83-2,X,2,A,0,150,700.12,701.62,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Fining upward unit of sandy silt. The base of the sequence is Composed of fine - medium sand and silt. the top of the sequence is composed of clayey silt. Much of the sand sized components are composed of foraminifera.,
334-U1379C-83X-3-A,334,U1379,C,83,83-3,X,3,A,0,98,701.62,702.6,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Fining upward unit of sandy silt. The base of the sequence is Composed of fine - medium sand and silt. the top of the sequence is composed of clayey silt. Much of the sand sized components are composed of foraminifera.,
334-U1379C-83X-4-A,334,U1379,C,83,83-4,X,4,A,0,150,702.6,704.1,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Fining upward unit of sandy silt. The base of the sequence is Composed of fine - medium sand and silt. the top of the sequence is composed of clayey silt. Much of the sand sized components are composed of foraminifera.,
334-U1379C-83X-5-A,334,U1379,C,83,83-5,X,5,A,0,52,704.1,704.62,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Fining upward unit of sandy silt. The base of the sequence is Composed of fine - medium sand and silt. the top of the sequence is composed of clayey silt. Much of the sand sized components are composed of foraminifera.,
334-U1379C-83X-5-A,334,U1379,C,83,83-5,X,5,A,52,150,704.62,705.6,10GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,fine sand [U14W22],,consolidated,Coarsening upward unit of silty sand. The base of the sequence is composed of clayey silt.  The top of the sequence is composed of fine sand and silt. Much of the sand sized components are composed of foraminifera.,
334-U1379C-83X-6-A,334,U1379,C,83,83-6,X,6,A,0,36,705.6,705.96,10GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,fine sand [U14W22],,consolidated,Coarsening upward unit of silty sand. The base of the sequence is composed of clayey silt.  The top of the sequence is composed of fine sand and silt. Much of the sand sized components are composed of foraminifera.,
334-U1379C-83X-6-A,334,U1379,C,83,83-6,X,6,A,36,57,705.96,706.17,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Fining upward unit of sandy silt. ,
334-U1379C-83X-6-A,334,U1379,C,83,83-6,X,6,A,57,119,706.17,706.79,10GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,fine sand [U14W22],,consolidated,Fining upward unit of silty sand. ,
334-U1379C-83X-CC-A,334,U1379,C,83,83-CC,X,CC,A,0,41,706.79,707.2,10GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,fine sand [U14W22],,consolidated,Fining upward unit of silty sand. ,
334-U1379C-84X-1-A,334,U1379,C,84,84-1,X,1,A,0,150,708.9,710.4,10G 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],,consolidated,,
334-U1379C-84X-2-A,334,U1379,C,84,84-2,X,2,A,0,28,710.4,710.68,10G 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],,consolidated,,
334-U1379C-84X-2-A,334,U1379,C,84,84-2,X,2,A,28,145,710.68,711.85,10G 4/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,"Frequent , dispersed beige clay levels ",
334-U1379C-84X-3-A,334,U1379,C,84,84-3,X,3,A,0,18,711.85,712.03,10G 4/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,"Frequent , dispersed beige clay levels ",
334-U1379C-84X-3-A,334,U1379,C,84,84-3,X,3,A,18,88,712.03,712.73,10G 3/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,,
334-U1379C-84X-4-A,334,U1379,C,84,84-4,X,4,A,0,150,712.73,714.23,10G 3/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,,
334-U1379C-84X-5-A,334,U1379,C,84,84-5,X,5,A,0,23,714.23,714.46,10G 3/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,,
334-U1379C-84X-5-A,334,U1379,C,84,84-5,X,5,A,23,150,714.46,715.73,10G 3/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,,
334-U1379C-84X-6-A,334,U1379,C,84,84-6,X,6,A,0,106,715.73,716.79,10G 3/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,,
334-U1379C-84X-6-A,334,U1379,C,84,84-6,X,6,A,106,132,716.79,717.05,10G 2.5/,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,Medium sand with abundant shell fragments towards the bottom which gradate to fine sands upwards.,
334-U1379C-84X-CC-A,334,U1379,C,84,84-CC,X,CC,A,0,60,717.05,717.65,10G 2.5/,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,Medium sand with abundant shell fragments towards the bottom which gradate to fine sands upwards.,
334-U1379C-84X-CC-A,334,U1379,C,84,84-CC,X,CC,A,0,60,717.05,717.65,10G 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,A level of medium sand with irregular boundary at the top of the layer.,
334-U1379C-85X-1-A,334,U1379,C,85,85-1,X,1,A,11,23,716.51,716.63,N 3,,silty claystone,"Shepard, 1954",,silty claystone,clay [U14W22],,lithified,,
334-U1379C-85X-1-A,334,U1379,C,85,85-1,X,1,A,23,112,716.63,717.52,10G 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,A level of medium sand with irregular boundary at the top of the layer.,
334-U1379C-85X-2-A,334,U1379,C,85,85-2,X,2,A,0,150,717.52,719.02,10G 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,A level of medium sand with irregular boundary at the top of the layer.,
334-U1379C-85X-3-A,334,U1379,C,85,85-3,X,3,A,0,32,719.02,719.34,10G 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,A level of medium sand with irregular boundary at the top of the layer.,
334-U1379C-85X-3-A,334,U1379,C,85,85-3,X,3,A,32,150,719.34,720.52,10G 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,,
334-U1379C-85X-4-A,334,U1379,C,85,85-4,X,4,A,0,150,720.52,722.02,10G 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,,
334-U1379C-85X-CC-A,334,U1379,C,85,85-CC,X,CC,A,0,48,722.02,722.5,10Y 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,,
334-U1379C-86X-1-A,334,U1379,C,86,86-1,X,1,A,0,150,726.1,727.6,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,Abundant beige dolomitic concretion levels,
334-U1379C-86X-2-A,334,U1379,C,86,86-2,X,2,A,0,119,727.6,728.79,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,Abundant beige dolomitic concretion levels,
334-U1379C-86X-3-A,334,U1379,C,86,86-3,X,3,A,0,150,728.79,730.29,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,Abundant beige dolomitic concretion levels,
334-U1379C-86X-4-A,334,U1379,C,86,86-4,X,4,A,0,150,730.29,731.79,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,Abundant beige dolomitic concretion levels,
334-U1379C-86X-5-A,334,U1379,C,86,86-5,X,5,A,0,150,731.79,733.29,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,Abundant beige dolomitic concretion levels,
334-U1379C-86X-6-A,334,U1379,C,86,86-6,X,6,A,0,150,733.29,734.79,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,Abundant beige dolomitic concretion levels,
334-U1379C-86X-7-A,334,U1379,C,86,86-7,X,7,A,0,81,734.79,735.6,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],subangular (Default),lithified,,
334-U1379C-86X-CC-A,334,U1379,C,86,86-CC,X,CC,A,0,41,735.6,736.01,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],subangular (Default),lithified,,
334-U1379C-87X-1-A,334,U1379,C,87,87-1,X,1,A,12,150,735.92,737.3,10GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,Abundant beige dolomitic concretions.,
334-U1379C-87X-2-A,334,U1379,C,87,87-2,X,2,A,0,27,737.3,737.57,10GY 4/1,,sandstone [S54],"Shepard, 1954",,sandstone,coarse sand [U14W22],,lithified,with a level of very coarse sand to granules at the top,
334-U1379C-87X-2-A,334,U1379,C,87,87-2,X,2,A,27,69,737.57,737.99,10GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-87X-CC-A,334,U1379,C,87,87-CC,X,CC,A,0,40,737.99,738.39,10GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-88X-1-A,334,U1379,C,88,88-1,X,1,A,10,50,745.5,745.9,5G 2.5/1,,clayey siltstone [S54],"Shepard, 1954",,clayey siltstone,silt [U14W22],,lithified,,
334-U1379C-88X-1-A,334,U1379,C,88,88-1,X,1,A,50,150,745.9,746.9,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,Abundant beige dolomitic concretion levels. Organic matter and woody debris levels everywhere.,
334-U1379C-88X-2-A,334,U1379,C,88,88-2,X,2,A,0,70,746.9,747.6,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,Abundant beige dolomitic concretion levels. Organic matter and woody debris levels everywhere.,
334-U1379C-88X-CC-A,334,U1379,C,88,88-CC,X,CC,A,0,40,747.6,748,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],,lithified,Abundant beige dolomitic concretion levels. Organic matter and woody debris levels everywhere.,
334-U1379C-89X-1-A,334,U1379,C,89,89-1,X,1,A,15,98,750.55,751.38,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-89X-1-A,334,U1379,C,89,89-1,X,1,A,98,99,751.38,751.39,2.5YR 6/2,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,consolidated,Reworked tephra layer in section 1 (98-99 cm).,
334-U1379C-89X-1-A,334,U1379,C,89,89-1,X,1,A,99,123,751.39,751.63,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-89X-2-A,334,U1379,C,89,89-2,X,2,A,0,40,751.63,752.03,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-89X-3-A,334,U1379,C,89,89-3,X,3,A,0,150,752.03,753.53,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-89X-4-A,334,U1379,C,89,89-4,X,4,A,0,150,753.53,755.03,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-89X-5-A,334,U1379,C,89,89-5,X,5,A,0,88,755.03,755.91,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-89X-CC-A,334,U1379,C,89,89-CC,X,CC,A,0,49,755.91,756.4,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],,lithified,,
334-U1379C-90X-1-A,334,U1379,C,90,90-1,X,1,A,18,80,756.48,757.1,10GY 2.5/1,,silty sandstone [S54],"Shepard, 1954",,silty sandstone,very fine sand [U14W22],,lithified,,
334-U1379C-90X-CC-A,334,U1379,C,90,90-CC,X,CC,A,0,38,757.1,757.48,10GY 2.5/1,,silty sandstone [S54],"Shepard, 1954",,silty sandstone,very fine sand [U14W22],,lithified,,
334-U1379C-91X-1-A,334,U1379,C,91,91-1,X,1,A,0,20,766,766.2,,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,lithified,,
334-U1379C-91X-1-A,334,U1379,C,91,91-1,X,1,A,20,48,766.2,766.48,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,
334-U1379C-91X-1-A,334,U1379,C,91,91-1,X,1,A,48,73,766.48,766.73,5G 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,lithified,,
334-U1379C-91X-1-A,334,U1379,C,91,91-1,X,1,A,73,133,766.73,767.33,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,"Some areas of paler material, possibly carbonate concretions.",
334-U1379C-91X-1-A,334,U1379,C,91,91-1,X,1,A,133,150,767.33,767.5,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,"Slightly graded, fining upwards, the top being silty clay and the base being sandy silt. ",
334-U1379C-91X-2-A,334,U1379,C,91,91-2,X,2,A,0,81,767.5,768.31,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,"Slightly graded, fining upwards, the top being silty clay and the base being sandy silt. ",
334-U1379C-91X-3-A,334,U1379,C,91,91-3,X,3,A,0,21,768.31,768.52,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,"Slightly graded, fining upwards, the top being silty clay and the base being sandy silt. ",
334-U1379C-91X-3-A,334,U1379,C,91,91-3,X,3,A,21,28,768.52,768.59,5G 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-91X-3-A,334,U1379,C,91,91-3,X,3,A,28,150,768.59,769.81,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,
334-U1379C-91X-4-A,334,U1379,C,91,91-4,X,4,A,0,85,769.81,770.66,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,
334-U1379C-91X-5-A,334,U1379,C,91,91-5,X,5,A,0,16,770.66,770.82,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,
334-U1379C-91X-5-A,334,U1379,C,91,91-5,X,5,A,16,24,770.82,770.9,5G 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-91X-5-A,334,U1379,C,91,91-5,X,5,A,24,150,770.9,772.16,10GY 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,lithified,"Slightly graded, coarsening upwards, the top being sandy clayey silt and the base being silty clay.",
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,0,10,772.16,772.26,10GY 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,lithified,"Slightly graded, coarsening upwards, the top being sandy clayey silt and the base being silty clay.",
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,10,24,772.26,772.4,10GY 3/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,lithified,,
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,24,26,772.4,772.42,N 2.5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,lithified,,
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,26,30,772.42,772.46,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,a lot of reworked material from the over lying ash. small concretions present.,
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,30,32,772.46,772.48,N 2.5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,lithified,,
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,32,40,772.48,772.56,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,a lot of reworked material from the over lying ash. small concretions present.,
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,40,43,772.56,772.59,N 2.5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,lithified,,
334-U1379C-91X-6-A,334,U1379,C,91,91-6,X,6,A,43,51,772.59,772.67,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,
334-U1379C-91X-CC-A,334,U1379,C,91,91-CC,X,CC,A,0,30,772.67,772.97,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,
334-U1379C-91X-CC-A,334,U1379,C,91,91-CC,X,CC,A,0,36,772.67,773.03,N 2.5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,lithified,,
334-U1379C-92X-1-A,334,U1379,C,92,92-1,X,1,A,0,116,775.3,776.46,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Fining upward sequence. the base of which is composed of ine sandy silt and the top of which is composed clayey silt.,
334-U1379C-92X-2-A,334,U1379,C,92,92-2,X,2,A,0,150,776.46,777.96,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Fining upward sequence. the base of which is composed of ine sandy silt and the top of which is composed clayey silt.,
334-U1379C-92X-3-A,334,U1379,C,92,92-3,X,3,A,0,131,777.96,779.27,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Fining upward sequence. the base of which is composed of ine sandy silt and the top of which is composed clayey silt.,
334-U1379C-92X-4-A,334,U1379,C,92,92-4,X,4,A,0,43,779.27,779.7,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Fining upward sequence. the base of which is composed of ine sandy silt and the top of which is composed clayey silt.,
334-U1379C-92X-4-A,334,U1379,C,92,92-4,X,4,A,43,58,779.7,779.85,5GY 5/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,,
334-U1379C-92X-4-A,334,U1379,C,92,92-4,X,4,A,58,100,779.85,780.27,10GY 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,"Coarsening upwards unit, silting clay at the base to silt at the top. Mostly it is silt. Some inclined laminations visble due to grain size variations, most visible between Section 4, 60-66 cm, 92-96 cm. Section 5, 10-50 cm and CC, 20-28 cm. Some convolute lamination present inside these lamianted sequences.",
334-U1379C-92X-5-A,334,U1379,C,92,92-5,X,5,A,0,56,780.27,780.83,10GY 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,"Coarsening upwards unit, silting clay at the base to silt at the top. Mostly it is silt. Some inclined laminations visble due to grain size variations, most visible between Section 4, 60-66 cm, 92-96 cm. Section 5, 10-50 cm and CC, 20-28 cm. Some convolute lamination present inside these lamianted sequences.",
334-U1379C-92X-CC-A,334,U1379,C,92,92-CC,X,CC,A,0,37,780.83,781.2,10GY 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,"Coarsening upwards unit, silting clay at the base to silt at the top. Mostly it is silt. Some inclined laminations visble due to grain size variations, most visible between Section 4, 60-66 cm, 92-96 cm. Section 5, 10-50 cm and CC, 20-28 cm. Some convolute lamination present inside these lamianted sequences.",
334-U1379C-93X-1-A,334,U1379,C,93,93-1,X,1,A,0,50,785,785.5,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,Fining upward seqence with clayey silt at the base and silty clay at the top.,
334-U1379C-93X-2-A,334,U1379,C,93,93-2,X,2,A,0,89,785.5,786.39,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,Fining upward seqence with clayey silt at the base and silty clay at the top.,
334-U1379C-93X-CC-A,334,U1379,C,93,93-CC,X,CC,A,0,25,786.39,786.64,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,Fining upward seqence with clayey silt at the base and silty clay at the top.,
334-U1379C-93X-CC-A,334,U1379,C,93,93-CC,X,CC,A,25,38,786.64,786.77,10Y 5/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,Calcite cement.,
334-U1379C-94X-1-A,334,U1379,C,94,94-1,X,1,A,0,26,794.5,794.76,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Fragments of consolidated sediment disturbed by drilling. Some of them are concretions cemented with calcite cement.,
334-U1379C-94X-1-A,334,U1379,C,94,94-1,X,1,A,26,91,794.76,795.41,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,Fining upwards unit. The base of the unit is composed of fine sandy clayey silt and the top of which is composed of silty clay.,
334-U1379C-94X-2-A,334,U1379,C,94,94-2,X,2,A,0,107,795.41,796.48,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,Fining upwards unit. The base of the unit is composed of fine sandy clayey silt and the top of which is composed of silty clay.,
334-U1379C-94X-2-A,334,U1379,C,94,94-2,X,2,A,107,135,796.48,796.76,10GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,lithified,,
334-U1379C-94X-2-A,334,U1379,C,94,94-2,X,2,A,135,147,796.76,796.88,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,Fining upwards unit. The base of the unit is composed of fine sandy clayey silt and the top of which is composed of clayey silt.,
334-U1379C-94X-CC-A,334,U1379,C,94,94-CC,X,CC,A,0,17,796.88,797.05,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,Fining upwards unit. The base of the unit is composed of fine sandy clayey silt and the top of which is composed of clayey silt.,
334-U1379C-94X-CC-A,334,U1379,C,94,94-CC,X,CC,A,17,26,797.05,797.14,10GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,,
334-U1379C-94X-CC-A,334,U1379,C,94,94-CC,X,CC,A,26,39,797.14,797.27,5GY 5/1,sandy,clayey siltstone [S54],"Shepard, 1954",,sandy clayey siltstone,silt [U14W22],,cemented,Sandy clayey siltstone cemented with calcite cement.,
334-U1379C-95X-1-A,334,U1379,C,95,95-1,X,1,A,0,31,804.1,804.41,10GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,Sand [U14W22],,,drill disturbed top part !,
334-U1379C-95X-1-A,334,U1379,C,95,95-1,X,1,A,31,71,804.41,804.81,10GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,sand [U14W22],,well consolidated,,
334-U1379C-95X-1-A,334,U1379,C,95,95-1,X,1,A,71,77,804.81,804.87,10GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,sand [U14W22],,well consolidated,,
334-U1379C-95X-1-A,334,U1379,C,95,95-1,X,1,A,77,150,804.87,805.6,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
334-U1379C-95X-2-A,334,U1379,C,95,95-2,X,2,A,0,70,805.6,806.3,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
334-U1379C-95X-3-A,334,U1379,C,95,95-3,X,3,A,0,52,806.3,806.82,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
334-U1379C-95X-3-A,334,U1379,C,95,95-3,X,3,A,52,150,806.82,807.8,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
334-U1379C-95X-4-A,334,U1379,C,95,95-4,X,4,A,0,90,807.8,808.7,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
334-U1379C-95X-4-A,334,U1379,C,95,95-4,X,4,A,90,150,808.7,809.3,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
334-U1379C-95X-5-A,334,U1379,C,95,95-5,X,5,A,0,146,809.3,810.76,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
334-U1379C-95X-6-A,334,U1379,C,95,95-6,X,6,A,0,150,810.76,812.26,10GY 2.5/1,,sandstone [S54],"Shepard, 1954",,sandstone,sand [U14W22],,well consolidated,,
