Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1418F-55R-6-A,0.0,70.0,781.54,782.24,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (ca. 0.2 cm) mud - spacing between laminated intervals increases (i.e. more massive mud); CaCO3 cemented laminae @ 22-30 cm; ,,,,,,341,U1418,F,55,R,6,A,,,,
341-U1418F-55R-6-A,70.0,91.0,782.24,782.45,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"massive mud, slightly bioturbated but barren",,,,,,341,U1418,F,55,R,6,A,,,,
341-U1418F-55R-CC-A,0.0,14.0,782.45,782.59,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,"massive mud, slightly bioturbated but barren",,,,,,341,U1418,F,55,R,CC,A,,,,
341-U1418F-55R-CC-A,14.0,19.0,782.59,782.64,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,55,R,CC,A,,,,
341-U1418F-56R-1-A,0.0,148.0,783.8,785.28,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated mud (< 1 mm to 5 mm) with some CaCO3 cemented laminae @ 61, 91, 95 cm",,,,,,341,U1418,F,56,R,1,A,,,,
341-U1418F-56R-2-A,0.0,35.0,785.28,785.63,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (2 mm),,,,,,341,U1418,F,56,R,2,A,,,,
341-U1418F-56R-2-A,35.0,135.0,785.63,786.63,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud with some bioturbation and FORAMS; pyritised burrow @ 110 cm,,,,,,341,U1418,F,56,R,2,A,,,,
341-U1418F-56R-3-A,0.0,43.0,786.63,787.06,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud with some bioturbation and FORAMS; pyritised burrow @ 110 cm,,,,,,341,U1418,F,56,R,3,A,,,,
341-U1418F-56R-3-A,43.0,150.0,787.06,788.13,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (2-8 mm); CaCO3 cemented lamina @ 76.5-78 cm ,,,,,,341,U1418,F,56,R,3,A,,,,
341-U1418F-56R-4-A,0.0,130.0,788.13,789.43,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"laminated mud (2-8 mm); CaCO3 cemented lamina @ 69-79, 109 cm ",,,,,,341,U1418,F,56,R,4,A,,,,
341-U1418F-56R-4-A,130.0,144.0,789.43,789.57,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,56,R,4,A,,,,
341-U1418F-56R-5-A,0.0,110.0,789.57,790.67,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (< 1 to 4 mm),,,,,,341,U1418,F,56,R,5,A,,,,
341-U1418F-56R-6-A,0.0,43.0,790.67,791.1,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (2 to 4 mm),,,,,,341,U1418,F,56,R,6,A,,,,
341-U1418F-56R-6-A,43.0,60.0,791.1,791.27,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive bioturbated mud with pyritised burrow @ 50 cm,,,,,,341,U1418,F,56,R,6,A,,,,
341-U1418F-57R-1-A,0.0,149.0,793.5,794.99,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,57,R,1,A,,,,
341-U1418F-57R-2-A,0.0,56.0,794.99,795.55,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,57,R,2,A,,,,
341-U1418F-57R-2-A,56.0,120.0,795.55,796.19,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,57,R,2,A,,,,
341-U1418F-57R-2-A,120.0,149.0,796.19,796.48,,mud [Leg210],,mud ,,,color banding,N 3 (very dark gray),heavy [DB86],3,,,,,,,,,,,,color banding with N 2.5 (black),,,,,,341,U1418,F,57,R,2,A,,,,
341-U1418F-57R-3-A,0.0,38.0,796.48,796.86,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,present [A79],2,,,pebble [W22_2],subrounded,,,,,,"sandstone 1.1 cm at 14 cm, sandstone 1.1 cm at 19 cm",sharp contact,planar,,,,341,U1418,F,57,R,3,A,,,,
341-U1418F-57R-3-A,38.0,111.0,796.86,797.59,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,57,R,3,A,,,,
341-U1418F-57R-3-A,111.0,135.0,797.59,797.83,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,341,U1418,F,57,R,3,A,,,,
341-U1418F-57R-3-A,135.0,149.0,797.83,797.97,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,57,R,3,A,,,,
341-U1418F-57R-4-A,0.0,95.0,797.97,798.92,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,4,A,,,,
341-U1418F-57R-4-A,95.0,102.0,798.92,798.99,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,57,R,4,A,,,,
341-U1418F-57R-4-A,102.0,134.0,798.99,799.31,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,4,A,,,,
341-U1418F-57R-4-A,134.0,149.0,799.31,799.46,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,F,57,R,4,A,,,,
341-U1418F-57R-5-A,0.0,61.0,799.46,800.07,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,gradational contact,,,,,341,U1418,F,57,R,5,A,,,,
341-U1418F-57R-5-A,61.0,65.0,800.07,800.11,,silt [Leg210],,silt ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,5,A,,,,
341-U1418F-57R-5-A,65.0,75.0,800.11,800.21,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,5,A,,,,
341-U1418F-57R-5-A,75.0,147.0,800.21,800.93,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,,,,,,,,"106.5cm: 5mm granite;
few silt laminae present;
greenish gray color bands (mm to 1cm thick)",,,,,,341,U1418,F,57,R,5,A,,,,
341-U1418F-57R-6-A,0.0,28.5,800.93,801.215,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"greenish gray color bands (mm to 1cm thick);
a few thin silt laminae",,,,,,341,U1418,F,57,R,6,A,,,,
341-U1418F-57R-6-A,28.5,59.0,801.215,801.52,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,57,R,6,A,,,,
341-U1418F-57R-6-A,59.0,91.0,801.52,801.84,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,6,A,,,,
341-U1418F-57R-6-A,91.0,103.0,801.84,801.96,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,absent [A79],,,,,,,,,,,extreme drilling disturbance,,,,,,341,U1418,F,57,R,6,A,,,,
341-U1418F-57R-CC-A,0.0,13.0,801.96,802.09,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,57,R,CC,A,,,,
341-U1418F-57R-CC-A,13.0,18.0,802.09,802.14,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,57,R,CC,A,,,,
341-U1418F-58R-1-A,0.0,5.0,803.2,803.25,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,58,R,1,A,,,,
341-U1418F-58R-1-A,5.0,9.0,803.25,803.29,,siltstone [Leg210],,siltstone ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,1,A,,,,
341-U1418F-58R-1-A,9.0,71.0,803.29,803.91,calcareous bearing,interbedded silt(stone) and mud(stone) [McKW53],,calcareous bearing interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,1,A,,,,
341-U1418F-58R-1-A,71.0,150.0,803.91,804.7,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),moderate [DB86],2,present [A79],2,granule [W22_2],rounded,,,,,,,,2 basalt lonestones at 133 and 146 cm;,,,,,,341,U1418,F,58,R,1,A,,,,
341-U1418F-58R-2-A,0.0,91.0,804.7,805.61,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,2,A,,,,
341-U1418F-58R-2-A,91.0,130.0,805.61,806.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,58,R,2,A,,,,
341-U1418F-58R-2-A,130.0,145.0,806.0,806.15,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,58,R,2,A,,,,
341-U1418F-58R-3-A,0.0,36.0,806.15,806.51,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,3,A,,,,
341-U1418F-58R-3-A,36.0,81.0,806.51,806.96,,mud [Leg210],,mud ,,,,5GY 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,58,R,3,A,,,,
341-U1418F-58R-3-A,81.0,123.0,806.96,807.38,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,3,A,,,,
341-U1418F-58R-3-A,123.0,150.0,807.38,807.65,,mud [Leg210],,mud ,,,,5GY 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,58,R,3,A,,,,
341-U1418F-58R-4-A,0.0,29.0,807.65,807.94,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,4,A,,,,
341-U1418F-58R-4-A,29.0,87.0,807.94,808.52,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,present [A79],1,pebble [W22_2],subangular,,,,,,,,76cm: volcaniclastic pebble,gradational contact,,,,,341,U1418,F,58,R,4,A,,,,
341-U1418F-58R-4-A,87.0,99.0,808.52,808.64,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,,
341-U1418F-58R-4-A,99.0,105.0,808.64,808.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,,
341-U1418F-58R-4-A,105.0,130.0,808.7,808.95,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,,
341-U1418F-58R-4-A,130.0,145.0,808.95,809.1,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,58,R,4,A,,,,
341-U1418F-58R-4-A,145.0,149.0,809.1,809.14,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,4,A,,,,
341-U1418F-58R-5-A,0.0,6.0,809.14,809.2,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-5-A,6.0,17.0,809.2,809.31,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-5-A,17.0,83.5,809.31,809.975,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,19.5cm: pyritized burrow,,biotubated,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-5-A,83.5,85.0,809.975,809.99,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10Y 6/1 (greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,biotubated,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-5-A,85.0,87.5,809.99,810.015,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,biotubated,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-5-A,87.5,89.0,810.015,810.03,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10Y 7/1 (light greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,biotubated,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-5-A,89.0,112.0,810.03,810.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-5-A,112.0,150.0,810.26,810.64,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,"thin laminated silt @ 1-5cm intervals;
thinner laminations between may or may not be silty",,,,,,341,U1418,F,58,R,5,A,,,,
341-U1418F-58R-6-A,0.0,26.0,810.64,810.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,6,A,,,,
341-U1418F-58R-6-A,26.0,52.0,810.9,811.16,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,46cm: sand patch (.5cm),,,,,,341,U1418,F,58,R,6,A,,,,
341-U1418F-58R-6-A,52.0,97.0,811.16,811.61,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,6,A,,,,
341-U1418F-58R-6-A,97.0,98.0,811.61,811.62,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 7 (light gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,6,A,,,,
341-U1418F-58R-CC-A,0.0,11.0,811.62,811.73,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,CC,A,,,,
341-U1418F-58R-CC-A,11.0,16.0,811.73,811.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,58,R,CC,A,,,,
341-U1418F-59R-1-A,0.0,150.0,812.9,814.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud (0.1-0.6 cm) with thin (1-2 mm) silt laminae (10Y 5/1) and thin (1 mm) diamict laminae (fine to medium grain); dispersed throughout section some thin intervals of more massive mud (incl slight bioturbation): ss @ 74 cm: 15 % silt; few lonestones (0.4 cm) occur,,,,,,341,U1418,F,59,R,1,A,,,,
341-U1418F-59R-2-A,0.0,16.0,814.4,814.56,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud (1-4 mm),,,,,,341,U1418,F,59,R,2,A,,,,
341-U1418F-59R-2-A,16.0,46.0,814.56,814.86,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"massive, slight to moderately bioturbated mud (with few clast-poor diamict intervals); empty 1 mm bioturbation burrows",,,,,,341,U1418,F,59,R,2,A,,,,
341-U1418F-59R-2-A,46.0,135.0,814.86,815.75,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud (1-4 mm) with lighter silt laminae (1 mm); metasedimentary lonestone @ 80 cm (1 cm); 95 cm: cemented mud lamina,,,,,,341,U1418,F,59,R,2,A,,,,
341-U1418F-59R-2-A,135.0,150.0,815.75,815.9,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,59,R,2,A,,,,
341-U1418F-59R-3-A,0.0,114.0,815.9,817.04,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm); diamict layers (fine to medium grains); gradational boundaries,,,,,,341,U1418,F,59,R,3,A,,,,
341-U1418F-59R-3-A,114.0,125.0,817.04,817.15,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"fine lithic grains, diamict with very gradational boundaries",,,,,,341,U1418,F,59,R,3,A,,,,
341-U1418F-59R-3-A,125.0,150.0,817.15,817.4,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm); diamict layers (fine to medium grains); gradational boundaries,,,,,,341,U1418,F,59,R,3,A,,,,
341-U1418F-59R-4-A,0.0,12.0,817.4,817.52,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm),,,,,,341,U1418,F,59,R,4,A,,,,
341-U1418F-59R-4-A,12.0,17.0,817.52,817.57,,mudstone [Leg210],,mudstone ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,cemented mudblocks,,,,,,341,U1418,F,59,R,4,A,,,,
341-U1418F-59R-4-A,17.0,38.0,817.57,817.78,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm),,,,,,341,U1418,F,59,R,4,A,,,,
341-U1418F-59R-4-A,38.0,132.0,817.78,818.72,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"massive (moderately bioturbated) mud with (25 %) silt (hornblende, feldspar); (clastpoor) diamict intervals with very gradational boundaries",,,,,,341,U1418,F,59,R,4,A,,,,
341-U1418F-59R-4-A,132.0,146.0,818.72,818.86,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm),,,,,,341,U1418,F,59,R,4,A,,,,
341-U1418F-59R-4-A,146.0,150.0,818.86,818.9,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,bioturbated diamictish mud,,,,,,341,U1418,F,59,R,4,A,,,,
341-U1418F-59R-5-A,0.0,13.0,818.9,819.03,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"bioturbated diamictish (gradational boundaries, few lithic fine to coarse grains) mud",,,,,,341,U1418,F,59,R,5,A,,,,
341-U1418F-59R-5-A,13.0,37.0,819.03,819.27,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (0.3 cm) mud with few silt laminae (1 mm),,,,,,341,U1418,F,59,R,5,A,,,,
341-U1418F-59R-5-A,37.0,55.0,819.27,819.45,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"bioturbated diamictish (gradational boundaries, few lithic fine to coarse grains) mud",,,,,,341,U1418,F,59,R,5,A,,,,
341-U1418F-59R-5-A,55.0,146.0,819.45,820.36,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (0.3 cm) mud with few silt laminae (1 mm); and diamictish intervals (0.5 cm thick),,,,,,341,U1418,F,59,R,5,A,,,,
341-U1418F-59R-CC-A,0.0,29.0,820.36,820.65,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"bioturbated diamictish (gradational boundaries, few lithic fine to coarse grains) mud",,,,,,341,U1418,F,59,R,CC,A,,,,
341-U1418F-59R-CC-A,29.0,35.0,820.65,820.71,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,59,R,CC,A,,,,
341-U1418F-60R-1-A,0.0,146.0,822.6,824.06,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"mud with little sand, few black mottles; slightlty laminated @ top 30 cm ",,,,,,341,U1418,F,60,R,1,A,,,,
341-U1418F-60R-2-A,0.0,130.0,824.06,825.36,volcaniclastic rich,mud [Leg210],,volcaniclastic rich mud ,volcaniclastic-rich,3,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"ash in burrow @ 5 cm: silt to sand sized, angular glass; green mudstone @ 115 cm, 3 cm, few more clasts @ 126 cm; big forma @ 112 cm",,,,,,341,U1418,F,60,R,2,A,,,,
341-U1418F-60R-2-A,130.0,147.0,825.36,825.53,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"laminated mud (ca. 0.3 cm), darker laminae slightly coarser",,,,,,341,U1418,F,60,R,2,A,,,,
341-U1418F-60R-3-A,0.0,113.0,825.53,826.66,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,mud with diamict intervals (with very gradational boundaries); fine to coarse grains; altrernates with intervals of more laminated mud (0.4 cm); color varies from 10Y 4/1 to 2.5Y 3/1 to 5GY 4/1 to 10Y 3/1; pyritized burrow at 86 cm,,,,,,341,U1418,F,60,R,3,A,,,,
341-U1418F-60R-3-A,113.0,131.0,826.66,826.84,,,,,,,,,,,,,,,,,,,,,,IW sample; with 2 cm shell fragment,,,,,,341,U1418,F,60,R,3,A,,,,
341-U1418F-60R-4-A,0.0,17.0,826.84,827.01,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.4 cm),,,,,,341,U1418,F,60,R,4,A,,,,
341-U1418F-60R-4-A,17.0,43.0,827.01,827.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive mud with diamict (clast poor), fine to coarse lithic grains + lonestones (greenstones, metasediments); big 3 cm, gray sandstone @ 37-39 cm; fine to medium grainsized",,,,,,341,U1418,F,60,R,4,A,,,,
341-U1418F-60R-4-A,43.0,105.0,827.27,827.89,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.2 to 0.5 cm),,,,,,341,U1418,F,60,R,4,A,,,,
341-U1418F-60R-4-A,105.0,143.0,827.89,828.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive mud with diamict (clast poor, gradational boundaries), fine to coarse lithic grains + lonestones (e.g. granitoid)",,,,,,341,U1418,F,60,R,4,A,,,,
341-U1418F-60R-5-A,0.0,80.0,828.27,829.07,calcareous bearing,mud [Leg210],with dispersed clasts,calcareous bearing mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive mud with diamict (clast poor, gradational boundaries), fine to coarse lithic grains + lonestones (ca. 0.4 cm metasediments); pyritized burrow @ 11 cm",,,,,,341,U1418,F,60,R,5,A,,,,
341-U1418F-60R-5-A,80.0,107.0,829.07,829.34,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.1 to 0.6 cm),,,,,,341,U1418,F,60,R,5,A,,,,
341-U1418F-60R-CC-A,0.0,12.0,829.34,829.46,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.6 cm),,,,,,341,U1418,F,60,R,CC,A,,,,
341-U1418F-60R-CC-A,12.0,17.0,829.46,829.51,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,60,R,CC,A,,,,
341-U1418F-61R-1-A,0.0,30.0,832.3,832.6,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,61,R,1,A,,,,
341-U1418F-61R-1-A,30.0,47.0,832.6,832.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,present [A79],4,pebble [W22_2],subangular,granule [W22_2],subrounded,,,,,,"1 sandstone and 2 siltstone granules, 1 granite pebble 1.5 cm, sunangular, ",gradational contact,,,,,341,U1418,F,61,R,1,A,,,,
