Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
353-U1444A-21X-2-A,0.0,16.5,177.6,177.765,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,,353,U1444,A,21,X,2,A,,,,
353-U1444A-21X-2-A,16.5,42.5,177.765,178.025,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,5 sandy to clay turbidites.,,,,353,U1444,A,21,X,2,A,,,,
353-U1444A-21X-2-A,42.5,50.5,178.025,178.105,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,,353,U1444,A,21,X,2,A,,,,
353-U1444A-21X-2-A,50.5,83.0,178.105,178.43,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,,353,U1444,A,21,X,2,A,,,,
353-U1444A-21X-CC-A,0.0,15.0,178.43,178.58,,silty,sand,,silty sand,silty sand,sand,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,353,U1444,A,21,X,CC,A,,,,
353-U1444A-22X-1-A,0.0,33.0,185.8,186.13,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,22,X,1,A,,,,
353-U1444A-22X-CC-A,0.0,11.0,186.13,186.24,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,22,X,CC,A,,,,
353-U1444A-23X-1-A,0.0,34.0,195.5,195.84,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,23,X,1,A,,,,
353-U1444A-23X-CC-A,0.0,29.0,195.84,196.13,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,23,X,CC,A,,,,
353-U1444A-24F-1-A,0.0,128.0,205.2,206.48,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,24,F,1,A,,,,
353-U1444A-24F-2-A,0.0,150.0,206.48,207.98,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,24,F,2,A,,,,
353-U1444A-24F-3-A,0.0,110.0,207.98,209.08,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,24,F,3,A,,,,
353-U1444A-24F-CC-A,0.0,6.0,209.08,209.14,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,,353,U1444,A,24,F,CC,A,,,,
353-U1444A-25X-CC-A,0.0,23.0,210.0,210.23,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,25,X,CC,A,,,,
353-U1444A-26X-CC-A,0.0,10.0,215.0,215.1,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,26,X,CC,A,,,,
353-U1444A-26X-CC-A,10.0,30.0,215.1,215.3,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,26,X,CC,A,,,,
353-U1444A-28X-1-A,0.0,114.0,234.4,235.54,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,353,U1444,A,28,X,1,A,,,,
353-U1444A-28X-CC-A,0.0,41.0,235.54,235.95,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,353,U1444,A,28,X,CC,A,,,,
353-U1444A-30X-1-A,0.0,100.0,253.8,254.8,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,30,X,1,A,,,,
353-U1444A-30X-2-A,0.0,58.0,254.8,255.38,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,,,,,,,,,,,,,,353,U1444,A,30,X,2,A,,,,
353-U1444A-30X-CC-A,0.0,22.0,255.38,255.6,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,30,X,CC,A,,,,
353-U1444A-31X-1-A,0.0,8.0,263.5,263.58,,,sandstone,,sandstone,sandstone,sandstone,,gray,5Y 5/1 (gray),,,,,,,,,,,,,Due to drilling disturbance - potentially from above,,,,353,U1444,A,31,X,1,A,,,,
353-U1444A-31X-1-A,8.0,76.0,263.58,264.26,,clayey,silt,with sand,clayey silt,clayey silt with sand,silt with sand,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Alternating clay portions and silt turbidite layers,,,,353,U1444,A,31,X,1,A,,,,
353-U1444A-31X-1-A,76.0,150.0,264.26,265.0,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,31,X,1,A,,,,
353-U1444A-31X-2-A,0.0,113.0,265.0,266.13,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,31,X,2,A,,,,
353-U1444A-31X-2-A,113.0,117.0,266.13,266.17,,sandy,silt,,sandy silt,sandy silt,silt,,gray,5Y 5/1 (gray),,,,,,,,,,,,,Sandy silt turbidite layer,,,,353,U1444,A,31,X,2,A,,,,
353-U1444A-31X-2-A,117.0,150.0,266.17,266.5,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color gradation to more brownish gray color (5Y 5/2),,,,353,U1444,A,31,X,2,A,,,,
353-U1444A-31X-3-A,0.0,150.0,266.5,268.0,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/2 (olive gray),,,,,,,,,mottling,,,,Color gradation to gray color (5Y 5/1),,,,353,U1444,A,31,X,3,A,,,,
353-U1444A-31X-4-A,0.0,101.0,268.0,269.01,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,31,X,4,A,,,,
353-U1444A-31X-5-A,0.0,86.0,269.01,269.87,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Sandy silt layer at 13-14 cm and 60-61 cm,,,,353,U1444,A,31,X,5,A,,,,
353-U1444A-31X-CC-A,0.0,49.0,269.87,270.36,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,31,X,CC,A,,,,
353-U1444A-32X-1-A,0.0,29.0,273.2,273.49,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,1,A,,,,
353-U1444A-32X-1-A,29.0,32.0,273.49,273.52,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,1,A,,,,
353-U1444A-32X-1-A,32.0,102.0,273.52,274.22,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,1,A,,,,
353-U1444A-32X-1-A,102.0,106.0,274.22,274.26,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,1,A,,,,
353-U1444A-32X-1-A,106.0,137.0,274.26,274.57,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,1,A,,,,
353-U1444A-32X-1-A,137.0,150.0,274.57,274.7,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,1,A,,,,
353-U1444A-32X-2-A,0.0,2.0,274.7,274.72,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,,,,,,,,,,,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-2-A,2.0,103.0,274.72,275.73,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-2-A,103.0,106.5,275.73,275.765,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),bioturbated,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-2-A,106.5,124.0,275.765,275.94,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-2-A,124.0,125.5,275.94,275.955,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-2-A,125.5,128.0,275.955,275.98,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-2-A,128.0,130.0,275.98,276.0,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-2-A,130.0,151.0,276.0,276.21,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,2,A,,,,
353-U1444A-32X-3-A,0.0,2.0,276.21,276.23,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,3,A,,,,
353-U1444A-32X-3-A,2.0,12.0,276.23,276.33,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,3,A,,,,
353-U1444A-32X-3-A,12.0,17.0,276.33,276.38,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,One sandy to clay and one silt to clay turbidites.,,,,353,U1444,A,32,X,3,A,,,,
353-U1444A-32X-3-A,17.0,151.0,276.38,277.72,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,3,A,,,,
353-U1444A-32X-4-A,0.0,12.0,277.72,277.84,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,4,A,,,,
353-U1444A-32X-4-A,12.0,13.5,277.84,277.855,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,4,A,,,,
353-U1444A-32X-4-A,13.5,24.0,277.855,277.96,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,4,A,,,,
353-U1444A-32X-4-A,24.0,29.0,277.96,278.01,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,4,A,,,,
353-U1444A-32X-4-A,29.0,151.0,278.01,279.23,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,4,A,,,,
353-U1444A-32X-5-A,0.0,38.0,279.23,279.61,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,,353,U1444,A,32,X,5,A,,,,
353-U1444A-32X-5-A,38.0,113.0,279.61,280.36,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,5,A,,,,
353-U1444A-32X-5-A,113.0,118.0,280.36,280.41,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,sharp,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,5,A,,,,
353-U1444A-32X-5-A,118.0,120.5,280.41,280.435,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,5,A,,,,
353-U1444A-32X-5-A,120.5,121.5,280.435,280.445,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,N 8.5 (white),erosive,sharp,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,5,A,,,,
353-U1444A-32X-5-A,121.5,151.0,280.445,280.74,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,5,A,,,,
353-U1444A-32X-6-A,0.0,9.5,280.74,280.835,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,6,A,,,,
353-U1444A-32X-6-A,9.5,11.5,280.835,280.855,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,6,A,,,,
353-U1444A-32X-6-A,11.5,61.0,280.855,281.35,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,6,A,,,,
353-U1444A-32X-6-A,61.0,92.5,281.35,281.665,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,,353,U1444,A,32,X,6,A,,,,
353-U1444A-32X-6-A,92.5,127.0,281.665,282.01,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,6,A,,,,
353-U1444A-32X-7-A,0.0,16.0,282.01,282.17,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,7,A,,,,
353-U1444A-32X-7-A,16.0,18.0,282.17,282.19,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,7,A,,,,
353-U1444A-32X-7-A,18.0,31.0,282.19,282.32,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,7,A,,,,
353-U1444A-32X-7-A,31.0,35.0,282.32,282.36,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,sharp,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,7,A,,,,
353-U1444A-32X-7-A,35.0,37.0,282.36,282.38,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1444,A,32,X,7,A,,,,
353-U1444A-32X-7-A,37.0,39.5,282.38,282.405,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,N 8.5 (white),erosive,sharp,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,32,X,7,A,,,,
353-U1444A-32X-7-A,39.5,70.0,282.405,282.71,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,32,X,7,A,,,,
353-U1444A-32X-CC-A,0.0,33.0,282.71,283.04,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,,353,U1444,A,32,X,CC,A,,,,
353-U1444A-33X-1-A,0.0,45.0,282.9,283.35,,sandy,silt,,sandy silt,sandy silt,silt,,gray,5Y 5/1 (gray),erosive,,,medium bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,,353,U1444,A,33,X,1,A,,,,
353-U1444A-33X-1-A,45.0,51.5,283.35,283.415,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,,,,,,,,,353,U1444,A,33,X,1,A,,,,
353-U1444A-33X-1-A,51.5,107.0,283.415,283.97,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,7 very thin and 2 thin sandy to clay turbidites. The turbidite at 90-96 cm present coarser grains (medium sand).,,,,353,U1444,A,33,X,1,A,,,,
353-U1444A-33X-1-A,107.0,150.0,283.97,284.4,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,1,A,,,,
353-U1444A-33X-2-A,0.0,16.0,284.4,284.56,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,2,A,,,,
353-U1444A-33X-2-A,16.0,21.0,284.56,284.61,,sandy,silt,,sandy silt,sandy silt,silt,,brown,2.5Y 5/4 (light olive brown),planar,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,33,X,2,A,,,,
353-U1444A-33X-2-A,21.0,48.0,284.61,284.88,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,2,A,,,,
353-U1444A-33X-2-A,48.0,49.0,284.88,284.89,,sandy,silt,,sandy silt,sandy silt,silt,,brown,2.5Y 5/4 (light olive brown),planar,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,33,X,2,A,,,,
353-U1444A-33X-2-A,49.0,150.0,284.89,285.9,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,2,A,,,,
353-U1444A-33X-3-A,0.0,52.0,285.9,286.42,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,3,A,,,,
353-U1444A-33X-3-A,52.0,65.0,286.42,286.55,,sandy,silt,,sandy silt,sandy silt,silt,,brown,2.5Y 5/4 (light olive brown),erosive,,,very thin bed,normally graded,,,,,,,,7 very thin sandy to clay turbidites.,,,,353,U1444,A,33,X,3,A,,,,
353-U1444A-33X-3-A,65.0,150.0,286.55,287.4,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,3,A,,,,
353-U1444A-33X-4-A,0.0,101.0,287.4,288.41,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,4,A,,,,
353-U1444A-33X-4-A,101.0,111.5,288.41,288.515,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,One black (organic matter rich) layer in the tarbidite.,,,,353,U1444,A,33,X,4,A,,,,
353-U1444A-33X-4-A,111.5,150.0,288.515,288.9,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,4,A,,,,
353-U1444A-33X-5-A,0.0,5.0,288.9,288.95,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,5,A,,,,
353-U1444A-33X-5-A,5.0,53.0,288.95,289.43,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,4 very thin and 3 thin sandy to clay turbidites.,,,,353,U1444,A,33,X,5,A,,,,
353-U1444A-33X-5-A,53.0,123.0,289.43,290.13,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,5,A,,,,
353-U1444A-33X-CC-A,0.0,39.0,290.13,290.52,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,33,X,CC,A,,,,
353-U1444A-34X-1-A,0.0,5.0,292.6,292.65,,sandy,silt,,sandy silt,sandy silt,silt,,gray,2.5Y 6/2 (light brownish gray),erosive,,,thin bed,normally graded,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,34,X,1,A,,,,
353-U1444A-34X-1-A,5.0,50.0,292.65,293.1,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,34,X,1,A,,,,
353-U1444A-34X-1-A,50.0,150.0,293.1,294.1,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,"4 medium, 5 thin and 2 very thin sandy to clay turbidites.",,,,353,U1444,A,34,X,1,A,,,,
353-U1444A-34X-2-A,0.0,58.0,294.1,294.68,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,"2 medium, 3 thin and 7 very thin sandy to clay turbidites. Black (oraganic matte rich) dots at 45-46.5 cm.",,,,353,U1444,A,34,X,2,A,,,,
