Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
372-U1517C-24F-1-A,71,88,132.51,132.68,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,color banding,,,,,,,,,,,,,,,372,U1517,C,24,F,1,A,,,,
372-U1517C-24F-2-A,0,36,132.92,133.28,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,color banding,,,mottling [BJ80],,shell fragments,,,,,,"stiff clay with a bit of silt. Color banding seems to oxidize fast and disappear, more obvious immediately after splitting.",,,,372,U1517,C,24,F,2,A,,,,
372-U1517C-24F-2-A,41,55,133.33,133.47,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,color banding,,,,,,,,,,,"stiff clay with a bit of silt. Color banding seems to oxidize fast and disappear, more obvious immediately after splitting.",,,,372,U1517,C,24,F,2,A,,,,
372-U1517C-24F-3-A,0,47,133.57,134.04,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,color banding,,,mottling [BJ80],,shell fragments,,,,,,"stiff clay with a bit of silt. Color banding seems t oxidise fast and disappear, more obvious immediately after splitting.",,,,372,U1517,C,24,F,3,A,,,,
372-U1517C-24F-3-A,52,90,134.09,134.47,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,color banding,,,mottling [BJ80],,,,,,,,"stiff clay with a bit of silt. Color banding seems t oxidise fast and disappear, more obvious immediately after splitting. Between 84-86cm there is a light grey laminated v.f sand with a sharp, irregular, erosional bottom contact and fairly sharp top contact. At 87cm there is a shell (intact gastropod)",,,,372,U1517,C,24,F,3,A,,,,
372-U1517C-24F-4-A,0,22,134.47,134.69,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,mottling [BJ80],,shell fragments,,,,,,stiff clay,,,,372,U1517,C,24,F,4,A,,,,
372-U1517C-24F-4-A,24,57,134.71,135.04,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,mottling [BJ80],,,,,,,,stiff silty clay with a very thin layer of sand at 52-53cm.,,,,372,U1517,C,24,F,4,A,,,,
372-U1517C-24F-4-A,60,83,135.07,135.3,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,stiff clay,,,,372,U1517,C,24,F,4,A,,,,
372-U1517C-24F-5-A,0,30,135.6,135.9,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,mottling [BJ80],,shell fragments,,,,,,,,,,372,U1517,C,24,F,5,A,,,,
372-U1517C-24F-5-A,30,47,135.9,136.07,V,,silt [S54],with sand,silt,silt with sand,silt with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,silt with lenses of v.f. sand,,,,372,U1517,C,24,F,5,A,,,,
372-U1517C-24F-5-A,58,65,136.18,136.25,V,,silt [S54],with sand,silt,silt with sand,silt with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,,,,,,,silt with lenses of v.f. sand,,,,372,U1517,C,24,F,5,A,,,,
372-U1517C-24F-5-A,65,80,136.25,136.4,V,,clayey silt [S54],with sand,clayey silt,clayey silt with sand,clayey silt with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,,,,,,,,,clayey silt with a v.f. sandy bleb,,,,372,U1517,C,24,F,5,A,,,,
372-U1517C-24F-CC-A,0,32,136.5,136.82,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,concretion [BJ80],bleb,,,,,,,clayey silt with early concretionsa round shell fragments,,,,372,U1517,C,24,F,CC,A,,,,
372-U1517C-25F-1-A,10,95,136.6,137.45,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,convolute bedded,,,bleb,,,,,,,,clayey silt with high distorted onvolute bedding (due to drilling disturbance),,,,372,U1517,C,25,F,1,A,,,,
372-U1517C-25F-2-A,0,49,137.45,137.94,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,clayey silt. one bedding plane near top of section otherwise massive. common blebs of lighter coloured material (fizzes with dilute hcl) and dark brown material (oxidized pyrite?).,,,,372,U1517,C,25,F,2,A,,,,
372-U1517C-25F-2-A,53,71,137.98,138.16,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive greenish grey clayey silt with minor blebs and mottling,,,,372,U1517,C,25,F,2,A,,,,
372-U1517C-25F-3-A,0,29,138.25,138.54,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive greenish grey clayey silt with minor blebs and mottling,,,,372,U1517,C,25,F,3,A,,,,
372-U1517C-25F-4-A,0,87,138.74,139.61,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,parallel bedding,,,bleb,,,,,,,,clayey silt. one bedding plane in middle of section otherwise massive. common blebs of lighter coloured material (fizzes with dilute hcl) and dark brown material (oxidized pyrite?).,,,,372,U1517,C,25,F,4,A,,,,
372-U1517C-25F-4-A,90,107,139.64,139.81,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt.,,,,372,U1517,C,25,F,4,A,,,,
372-U1517C-25F-5-A,0,42,139.91,140.33,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt. subtle variation in clay component down core,,,,372,U1517,C,25,F,5,A,,,,
372-U1517C-25F-CC-A,0,3,140.33,140.36,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt.,,,,372,U1517,C,25,F,CC,A,,,,
372-U1517C-25F-CC-A,14,38,140.47,140.71,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt.,,,,372,U1517,C,25,F,CC,A,,,,
372-U1517C-26F-1-A,0,28,141.2,141.48,V,,clayey silt [S54],with sand,clayey silt,clayey silt with sand,clayey silt with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs. Subtle bands of very fine sand,,,,372,U1517,C,26,F,1,A,,,,
372-U1517C-26F-1-A,68,108,141.88,142.28,V,,clayey silt [S54],with sand,clayey silt,clayey silt with sand,clayey silt with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs. Subtle bands of very fine sand,,,,372,U1517,C,26,F,1,A,,,,
372-U1517C-26F-2-A,0,62,142.38,143,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,non-parallel stratification,,,bleb,,,,,,,,Clayey silt with some graded beds from very fine sand up to clayey silt. Occasional light colored blebs.,,,,372,U1517,C,26,F,2,A,,,,
372-U1517C-26F-2-A,66,87,143.04,143.25,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,non-parallel stratification,,,bleb,,,,,,,,Clayey silt with subtle graded beds from very fine sand up to clayey silt. Occasional light colored blebs and darker mottling.,,,,372,U1517,C,26,F,2,A,,,,
372-U1517C-26F-3-A,0,27,143.52,143.79,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt. Sand up side of core from drilling has flowed into cracks during recovery,,,,372,U1517,C,26,F,3,A,,,,
372-U1517C-26F-3-A,31,58,143.83,144.1,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt. Some indication of vertical flow structures suggests drilling disturbance,,,,372,U1517,C,26,F,3,A,,,,
372-U1517C-26F-4-A,0,60,144.19,144.79,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt. Very fragmented from drilling and recovery process,,,,372,U1517,C,26,F,4,A,,,,
372-U1517C-26F-CC-A,0,12,144.79,144.91,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt. Very fragmented from drilling and recovery process,,,,372,U1517,C,26,F,CC,A,,,,
372-U1517C-27F-1-A,0,8,145.9,145.98,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,1,A,,,,
372-U1517C-27F-1-A,11,53,146.01,146.43,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,1,A,,,,
372-U1517C-27F-2-A,0,39,146.58,146.97,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs. Black mottling and oxidized pyrite (12-13 cm),,,,372,U1517,C,27,F,2,A,,,,
372-U1517C-27F-3-A,0,9,147.17,147.26,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt.,,,,372,U1517,C,27,F,3,A,,,,
372-U1517C-27F-3-A,9,10,147.26,147.27,V,,silt [S54],,silt,silt,silt,GLEY 1 5/10GY (greenish gray),irregular,sharp,irregular sharp,,,,,,,,,,,,,,,,silt layer,,,,372,U1517,C,27,F,3,A,,,,
372-U1517C-27F-3-A,10,32,147.27,147.49,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,3,A,,,,
372-U1517C-27F-3-A,38,49,147.55,147.66,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt. Fine sand occurrence on core side (43-45 cm),,,,372,U1517,C,27,F,3,A,,,,
372-U1517C-27F-4-A,0,4,147.76,147.8,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,4,A,,,,
372-U1517C-27F-4-A,4,9,147.8,147.85,V,,silt [S54],,silt,silt,silt,GLEY 1 5/10GY (greenish gray),irregular,gradational,irregular gradational,,,,,,,,,,,,,,,,Darker silt layer,,,,372,U1517,C,27,F,4,A,,,,
372-U1517C-27F-4-A,9,55,147.85,148.31,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,4,A,,,,
372-U1517C-27F-5-A,0,45,148.41,148.86,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,5,A,,,,
372-U1517C-27F-5-A,56,81,148.97,149.22,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,5,A,,,,
372-U1517C-27F-5-A,81,89,149.22,149.3,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,,,,,massive [BJ84],,,,,,,,,,,"Fine sand. graded into clayey silt above, darker at base",,,,372,U1517,C,27,F,5,A,,,,
372-U1517C-27F-5-A,89,107,149.3,149.48,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,5,A,,,,
372-U1517C-27F-CC-A,0,37,149.69,150.06,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt with occasional light colored blebs.,,,,372,U1517,C,27,F,CC,A,,,,
372-U1517C-28F-1-A,0,28,150.1,150.38,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt. No discernable structure due to drilling disturbance,,,,372,U1517,C,28,F,1,A,,,,
372-U1517C-28F-2-A,0,54,150.48,151.02,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. occasional ash blebs and shell fragments,,,,372,U1517,C,28,F,2,A,,,,
372-U1517C-28F-2-A,60,129,151.08,151.77,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. occasional ash blebs and shell fragments,,,,372,U1517,C,28,F,2,A,,,,
372-U1517C-28F-3-A,0,129,151.87,153.16,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. occasional ash blebs and shell fragments,,,,372,U1517,C,28,F,3,A,,,,
372-U1517C-28F-4-A,0,38,153.26,153.64,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. occasional ash blebs and shell fragments,,,,372,U1517,C,28,F,4,A,,,,
372-U1517C-28F-4-A,44,68,153.7,153.94,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. occasional ash blebs and shell fragments,,,,372,U1517,C,28,F,4,A,,,,
372-U1517C-28F-4-A,73,107,153.99,154.33,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. occasional ash blebs and shell fragments,,,,372,U1517,C,28,F,4,A,,,,
372-U1517C-28F-CC-A,0,29,154.48,154.77,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. occasional ash blebs and shell fragments,,,,372,U1517,C,28,F,CC,A,,,,
372-U1517C-28F-CC-A,0,34,154.48,154.82,V,,,,,,,,,,,,,normal grading,,,,,,,,,,,,,,,,,372,U1517,C,28,F,CC,A,,,,
372-U1517C-29F-1-A,0,29,154.8,155.09,V,,,,,,,,,,,,,normal grading,,,,,,,,,,,,,,,,,372,U1517,C,29,F,1,A,,,,
372-U1517C-29F-1-A,16,46,154.96,155.26,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,parallel bedding,,,bleb,,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. normal grading. occasional ash blebs and shell fragments,,,,372,U1517,C,29,F,1,A,,,,
372-U1517C-29F-2-A,0,85,155.36,156.21,V,,alternating silt and clay layers,with sand,alternating silt and clay layers,alternating silt and clay layers with sand,alternating silt and clay layers with sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,nodule,shell fragments,,,,,,medium bedded clayey silt with v.f. sand. normal grading. occasional ash blebs and shell fragments,,,,372,U1517,C,29,F,2,A,,,,
372-U1517C-29F-2-A,108,141,156.44,156.77,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,mottling [BJ80],,,,,,,medium bedded clayey silt with v.f. sand. normal grading. occasional ash blebs and shell fragments,,,,372,U1517,C,29,F,2,A,,,,
372-U1517C-29F-3-A,0,63,156.78,157.41,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with v.f. sand. normal grading. occasional ash blebs and shell fragments,,,,372,U1517,C,29,F,3,A,,,,
372-U1517C-29F-3-A,70,110,157.48,157.88,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with v.f. sand. normal grading. Lower bed has sharp contact top an bottom. occasional ash blebs and shell fragments,,,,372,U1517,C,29,F,3,A,,,,
372-U1517C-29F-4-A,0,53,158.02,158.55,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with v.f. sand. normal grading. occasional ash blebs,,,,372,U1517,C,29,F,4,A,,,,
372-U1517C-29F-5-A,0,39,158.55,158.94,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with v.f. sand. normal grading. occasional ash blebs and shell fragments,,,,372,U1517,C,29,F,5,A,,,,
372-U1517C-29F-5-A,39,54,158.94,159.09,V,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,GLEY 1 4/5GY (dark greenish gray),,,,,medium bed [B01],,,massive [BJ84],,,,,,,,,,,v.f. sand that appears mixed probably with some silt,,,,372,U1517,C,29,F,5,A,,,,
372-U1517C-29F-CC-A,0,15,159.1,159.25,V,,,,,,,,,,,,,normal grading,,,,,,,,,,,,,,,,,372,U1517,C,29,F,CC,A,,,,
372-U1517C-29F-CC-A,0,16,159.1,159.26,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with f-v.f. sand. normal grading. occasional ash blebs and shell fragments,,,,372,U1517,C,29,F,CC,A,,,,
372-U1517C-30F-1-A,0,34,159.3,159.64,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,5Y 5/1 (gray),,,,,medium bed [B01],normal grading,,parallel bedding,,,,,,,,,,,grey graded bed from f-m sand to clayey silt,,,,372,U1517,C,30,F,1,A,,,,
372-U1517C-30F-1-A,34,55,159.64,159.85,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,massive [BJ84],,,bleb,,,,,,,,"sandy layer with clasts of clay, perhaps a sandy debrite?",,,,372,U1517,C,30,F,1,A,,,,
372-U1517C-30F-CC-A,0,6,159.85,159.91,V,,clayey silt [S54],with sand,clayey silt,clayey silt with sand,clayey silt with sand,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,too little sample to discern structure,,,,372,U1517,C,30,F,CC,A,,,,
372-U1517C-31F-1-A,0,23,160.3,160.53,V,,silty clay [S54],with sand,silty clay,silty clay with sand,silty clay with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,structure damaged by drilling disturbance,,,,372,U1517,C,31,F,1,A,,,,
372-U1517C-31F-1-A,28,42,160.58,160.72,V,,silty clay [S54],with sand,silty clay,silty clay with sand,silty clay with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,structure damaged by drilling disturbance,,,,372,U1517,C,31,F,1,A,,,,
372-U1517C-31F-2-A,0,32,160.72,161.04,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,,normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with f-v.f. sand. normal grading. occasional ash blebs,,,,372,U1517,C,31,F,2,A,,,,
372-U1517C-31F-2-A,51,88,161.23,161.6,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,,normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with f-v.f. sand. normal grading. occasional ash blebs,,,,372,U1517,C,31,F,2,A,,,,
372-U1517C-31F-3-A,0,35,161.7,162.05,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,,normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with f-v.f. sand. normal grading. occasional ash blebs,,,,372,U1517,C,31,F,3,A,,,,
372-U1517C-31F-3-A,39,60,162.09,162.3,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,Clayey silt. likely to be part of graded sequences above. occasional ash blebs,,,,372,U1517,C,31,F,3,A,,,,
372-U1517C-31F-4-A,0,40,162.4,162.8,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,,normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with f-v.f. sand. normal grading. occasional ash blebs,,,,372,U1517,C,31,F,4,A,,,,
372-U1517C-31F-4-A,44,57,162.84,162.97,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,,normal grading,,parallel bedding,,,bleb,,,,,,,,medium bedded clayey silt with f-v.f. sand. normal grading. occasional ash blebs,,,,372,U1517,C,31,F,4,A,,,,
372-U1517C-31F-4-A,57,66,162.97,163.06,V,ash bearing,silty clay [S54],,ash bearing silty clay,ash bearing silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,parallel bedding,,,,,,,,,,,ash bearing graded unit. Tephra horizon 10 mm thick grading into ash rich silt above.,,,,372,U1517,C,31,F,4,A,,,,
372-U1517C-31F-4-A,66,78,163.06,163.18,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,silty clay unit. Part of the larger graded sequence but no sand present in this section,,,,372,U1517,C,31,F,4,A,,,,
372-U1517C-31F-5-A,0,36,163.25,163.61,V,silty,very fine sand [F54],,silty very fine sand,silty very fine sand,very fine sand,GLEY 1 5/10Y (greenish gray),,,,,,normal grading,,,,,,,,,,,,,very fine sand unit grading up to silt in upper 4 cm. Fine sand portion is massive.,,,,372,U1517,C,31,F,5,A,,,,
372-U1517C-31F-CC-A,0,12,163.61,163.73,V,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,very fine sand unit (part of unit above). Fine sand portion is massive.,,,,372,U1517,C,31,F,CC,A,,,,
372-U1517C-32F-1-A,0,9,165,165.09,V,,silt [S54],,silt,silt,silt,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,,,,,parallel bedding,,,massive [BJ84],,,,,,,,"silty layer, maybe graded but continues to core above (but top must have been sampled",,,,372,U1517,C,32,F,1,A,,,,
372-U1517C-32F-1-A,9,25,165.09,165.25,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,"silty clay, part of the alternating sand/clay layer facies",,,,372,U1517,C,32,F,1,A,,,,
372-U1517C-32F-1-A,35,46,165.35,165.46,V,sandy,silt [S54],,sandy silt,sandy silt,silt,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,,,normal grading,,parallel bedding,,,bleb,,,,,,,,"sandy layer part of the alternating sand/clay unit, with clay mixed in, very friableprobably because of the gas expansion",,,,372,U1517,C,32,F,1,A,,,,
372-U1517C-32F-2-A,0,42,165.46,165.88,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,thin bed [B01],normal grading,,parallel bedding,,,,,,,,,,,alternating v.f sand (or silt) and mud layers (3-7cm),,,,372,U1517,C,32,F,2,A,,,,
