Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1520C-32R-1-A,0,57,929.3,929.87,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10Y 6/2 (pale green),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. However, these larger clasts make up a much smaller fraction of the total volume than previous cores. Here, the green matrix dominates and white cementation is not visible by eye or hand lens. Drilling disturbance from 0-29 cm completely obscures original sedimentary structures and loose basalt clasts (~3 cm diameter) are found between 0-8 cm. Smear slides also show minor bioclastic components.",,,
375-U1520C-32R-2-A,0,69,930.17,930.86,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10Y 6/2 (pale green),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. However, these larger clasts make up a much smaller fraction of the total volume than previous cores, though this section appears to have more coarse grains than section 375-1520C-32R-1A. Here, the green matrix dominates and white cementation is not visible by eye or hand lens. Smear slides also show minor bioclastic components.",,,
375-U1520C-33R-1-A,0,100,938.9,939.9,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components. One large basalt clast from 38-42 cm.",,,
375-U1520C-33R-2-A,0,149,940.22,941.71,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 3 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. From 16-34 and 134-149 cm (gradational boundaries), most of clasts are angular to sub-angular dark brown volcaniclastics with calcite cementation, and olive green matrix is absent. From 65-85 cm, finer (mm-scale) matrix dominates, with clasts up to ~3 cm supported. These clasts often have white calcite interclasts and the layer is bounded by and contains several mm-scale calcite veins. Smear slides also show minor bioclastic components.",,,
375-U1520C-33R-3-A,9,53,941.8,942.24,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10Y 6/2 (pale green),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. However, these larger clasts make up a much smaller fraction of the total volume than previous sections. Here, the green matrix dominates. However, white cementation is still visible where drilling disturbance has not obscured original structure. A layer with a gradational boundary from 9-19 cm is dominated by darker clasts with significant white cementation and minimal green matrix. Smear slides also show minor bioclastic components.",,,
375-U1520C-33R-CC-A,0,17,942.24,942.41,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10Y 6/2 (pale green),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to ~0.5 cm. Here, the green matrix dominates and white cementation is not visible. Smear slides also show minor bioclastic components.",,,
375-U1520C-34R-1-A,12,97,948.62,949.47,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10Y 6/2 (pale green),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. A layer with a gradational boundary from 12-60 cm is dominated by darker clasts with significant white cementation and minimal green matrix. Smear slides also show minor bioclastic components.,,,
375-U1520C-34R-2-A,0,29,949.47,949.76,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10Y 6/2 (pale green),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Smear slides also show minor bioclastic components.,,,
375-U1520C-34R-2-A,29,75,949.76,950.22,,,marl,,marl,marl,marl,2.5Y 7/3 (pale yellow),,,,,,lithified,,well,,,,planar lamination,,,,,,,,"Marl color ranges from pink to pale yellow. Tabular calcite and black opaque grains are aligned with laminations, however, in this section, the lamination is largely folded. White marl biscuit from 72-75 cm.",,,
375-U1520C-34R-3-A,0,68,950.27,950.95,,,marl,,marl,marl,marl,2.5Y 7/3 (pale yellow),,,,,,lithified,,well,,,,planar lamination,,,,,,,,Marl color ranges from pink to pale yellow. Tabular calcite and black opaque grains are aligned with laminations. Waxy whitish layer from 28-33 cm has no nannofossils.,,,
375-U1520C-34R-4-A,0,64,950.95,951.59,,,marl,,marl,marl,marl,2.5Y 7/3 (pale yellow),,,,,,lithified,,well,,,,planar lamination,,,,,,,,Marl color ranges from red to pale yellow with the red color more distinct in this section (2-14 and 46-54 cm). Tabular calcite and black opaque grains are aligned with laminations. Olive green sand layer from 44-46 cm. Waxy whitish layer from 28-43 cm has no nannofossils.,,,
375-U1520C-34R-5-A,0,72,951.88,952.6,,,marl,,marl,marl,marl,2.5Y 7/3 (pale yellow),,,,,,lithified,,well,,,,planar lamination,,,,,,,,"Marl color ranges from red to pale yellow with the red color more distinct in this section (0-6, 46-49, 51-72 cm). Tabular calcite and black opaque grains are aligned with laminations. Olive green sand layer from 28-29 cm.",,,
375-U1520C-34R-6-A,0,85,952.6,953.45,,,marl,,marl,marl,marl,2.5Y 6/2 (light brownish gray),,,,,,lithified,,well,,,,planar lamination,,,,,,,,"Marl color ranges from red to pale yellow with the red color more distinct in this section (0-3, 49-53, 58-63, 73-84 cm). Tabular calcite and black opaque grains are aligned with laminations.",,,
375-U1520C-34R-CC-A,6,20,953.51,953.65,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 7/2 (light gray),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. Smear slides also show minor bioclastic components.,,,
375-U1520C-35R-1-A,0,144,958.1,959.54,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,2.5Y 5/2 (grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with local >1 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite or irresolvable. The fist 26 cm of section show a light green cement. A few large basalt clasts at 28-28, and 40-50 cm.",,,
375-U1520C-35R-CC-A,0,20,959.54,959.74,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,2.5Y 5/2 (grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with local >1 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-36R-1-A,0,140,967.7,969.1,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-36R-2-A,0,91,969.1,970.01,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-36R-2-A,107.5,122,970.175,970.32,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-36R-3-A,0,65,970.32,970.97,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-36R-4-A,0,57,970.97,971.54,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-36R-5-A,0,70,971.98,972.68,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-36R-CC-A,0,27,972.68,972.95,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-37R-1-A,0,54,977.3,977.84,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-37R-2-A,0,142,978.25,979.67,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-37R-3-A,0,40,979.67,980.07,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable. A dark greenish gray (5G 4/1) sandstones with the same textures at 30-39cm. The boundary of the top of the greenish part shows a gradational color change,",,,
375-U1520C-37R-3-A,53,146,980.2,981.13,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable. Dark greenish gray (5G 4/1) sandstone with the same texture is at 53-64 cm. The bottom boundary shows a sharp one to the more altered brownish sandstone.",,,
375-U1520C-37R-CC-A,0,23,981.13,981.36,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered >2 cm big grains. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-38R-1-A,0,100,986.9,987.9,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-38R-2-A,0,49,987.9,988.39,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-38R-3-A,0,150,988.75,990.25,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-38R-4-A,0,70,990.25,990.95,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable One large altered basalt 34-43 cm.",,,
375-U1520C-38R-5-A,13,99,991.08,991.94,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-38R-CC-A,0,24,991.94,992.18,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-39R-1-A,0,53,996.5,997.03,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt. Grain size is smaller than previous cores, with less common grains reaching 1 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, even if section is slightly less cohesive than previous cores, possibly for a higher content in matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-39R-2-A,0,145,998.03,999.48,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt. Grain size is smaller than previous cores, with less common grains reaching 1 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, even if section is slightly less cohesive than previous cores, possibly for a higher content in matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-39R-3-A,0,117,999.48,1000.65,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt. Grain size is smaller than previous cores, with less common grains reaching 1 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, even if section is slightly less cohesive than previous cores, possibly for a higher content in matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-39R-4-A,0,151,1001,1002.51,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt. Grain size is smaller than previous cores, with less common grains reaching 1 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, even if section is slightly less cohesive than previous cores, possibly for a higher content in matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-39R-5-A,0,74,1002.51,1003.25,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt. Grain size is smaller than previous cores, with less common grains reaching 1 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, even if section is slightly less cohesive than previous cores, possibly for a higher content in matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-39R-6-A,0,125,1003.25,1004.5,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-39R-CC-A,0,28,1004.5,1004.78,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,10YR 4/2 (dark grayish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable.",,,
375-U1520C-40R-1-A,0,63.5,1006.2,1006.835,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 6/3 (light brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement. Cement is either calcite or irresolvable. 39-40 cm is a 1 cm thick open fracture almost totally filled by blocky calcite. A similar vein runs at the edge of the core from 43 to 47 cm. Around the fractures, the sandstone show a green alteration halo.",,,
375-U1520C-40R-2-A,0,90,1007.12,1008.02,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 6/3 (light brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable. Interval 65-72 cm is made of 2 blocks of sandstones (broken during drilling) with 1 cm thick veins of blocky calcite. Around the fractures, the sandstone show a green alteration halo.",,,
375-U1520C-40R-CC-A,0,30,1008.02,1008.32,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 6/3 (light brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 5 cm in size. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by reddish-brown or white cement, rather than fine matrix. Cement is either calcite or irresolvable. Section is fractured by drilling and the upper 8 cm are made of green sandstone blocks.",,,
375-U1520C-41R-1-A,0,53,1015.7,1016.23,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 3 cm. Many of the altered grains have rounded intraclasts. Though most of the space between clasts is filled with a gray matrix, some white cement exists. Cement is either calcite or irresolvable. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green.",,,
375-U1520C-41R-1-A,53,73,1016.23,1016.43,,volcaniclastic,clayey siltstone,,volcaniclastic clayey siltstone,volcaniclastic clayey siltstone,clayey siltstone,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,moderate,planar lamination,,,,,,,,,,,"This layer is much more fine grained and better sorted than the surrounding sandstone/conglomerate. While mostly dark bluish-greenish gray, one layer from 53-59 cm is very dark gray and has a thin (~1 cm thick) layer of fine sand sized grains at the top.",,,
375-U1520C-41R-1-A,73,96,1016.43,1016.66,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. Many of the altered grains have rounded intraclasts. Though most of the space between clasts is filled with a gray matrix, some white cement exists. Cement is either calcite or irresolvable. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green.",,,
375-U1520C-41R-1-A,96,149,1016.66,1017.19,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,moderate,,,,,,,,,,,,"This dark bluish-greenish gray layer is much more fine grained and better sorted than the surrounding sandstone/conglomerate. Planar lamination cannot be seen here, though significant drilling disturbance obscures primary features.",,,
375-U1520C-41R-2-A,0,44,1017.19,1017.63,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm, with scattered bigger grains, up to 6 cm in size. Many of the altered grains have rounded intraclasts. Some clasts have bluish-white rims. Though most of the space between clasts is filled with a gray matrix, some white calcite cement exists. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green.",,,
375-U1520C-41R-2-A,44,65,1017.63,1017.84,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,moderate,planar lamination,,,,,,,,,,,This dark bluish-greenish gray layer is much more fine grained and better sorted than the surrounding sandstone/conglomerate. Planar lamination is seen with some darker gray layers.,,,
375-U1520C-41R-2-A,65,100,1017.84,1018.19,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,planar lamination,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 mm in size. Though most of the space between clasts is filled with a gray matrix, some white calcite cement exists. From 74-81 cm, a planar lamination is seen in the coarse (mm-scale) grains. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green. A finer silt layer that appears similar to the overlying volcaniclastic siltstone is emplaced from 70-78 cm. Some drilling disturbance along the sides of the core.",,,
375-U1520C-41R-2-A,115,127,1018.34,1018.46,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm in size. Matrix is mostly filled with white calcite cement. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green.,,,
375-U1520C-41R-3-A,0,21,1018.46,1018.67,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm in size. Matrix is mostly filled with white calcite cement. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green.,,,
375-U1520C-41R-3-A,21,59,1018.67,1019.05,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm in size. Matrix is mostly dark bluish-greenish gray material rather than calcite cement. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green. A white calcite vein is found from 37-41 cm.,,,
