Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1460B-42F-2-A,0.0,150.0,187.7,189.2,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, light brown wackestone. Partially lithified concretion frequency contain throughout the core.",,,,356,U1460,B,42,F,2,A,,,
356-U1460B-42F-3-A,0.0,110.0,189.2,190.3,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, light brown wackestone. Partially lithified concretion frequency contain throughout the core.",,,,356,U1460,B,42,F,3,A,,,
356-U1460B-42F-4-A,0.0,60.0,190.3,190.9,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, brown wackestone. Partially lithified concretion frequency contain throughout the core.",,,,356,U1460,B,42,F,4,A,,,
356-U1460B-42F-CC-A,0.0,8.0,190.9,190.98,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, brown wackestone.",,,,356,U1460,B,42,F,CC,A,,,
356-U1460B-43F-1-A,0.0,147.0,190.9,192.37,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,,,,,356,U1460,B,43,F,1,A,,,
356-U1460B-43F-1-A,147.0,150.0,192.37,192.4,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,43,F,1,A,,,
356-U1460B-43F-2-A,0.0,150.0,192.4,193.9,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,,,,,356,U1460,B,43,F,2,A,,,
356-U1460B-43F-3-A,0.0,102.0,193.9,194.92,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,,,,,356,U1460,B,43,F,3,A,,,
356-U1460B-43F-4-A,0.0,60.0,194.92,195.52,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,,,,,356,U1460,B,43,F,4,A,,,
356-U1460B-43F-CC-A,0.0,2.0,195.52,195.54,,,,,,,,,,,,,,,,,PAL,,,,356,U1460,B,43,F,CC,A,,,
356-U1460B-43F-CC-A,2.0,8.0,195.54,195.6,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,,,,,absent [B06],0.0,,,,,,,356,U1460,B,43,F,CC,A,,,
356-U1460B-44F-1-A,0.0,150.0,195.6,197.1,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,,,,,absent [B06],0.0,,,Unlithified homogeneous beige wackeston.,,,,356,U1460,B,44,F,1,A,,,
356-U1460B-44F-2-A,0.0,150.0,197.1,198.6,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,,,,,absent [B06],0.0,,,Unlithified homogeneous beige wackeston.,,,,356,U1460,B,44,F,2,A,,,
356-U1460B-44F-3-A,0.0,101.0,198.6,199.61,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige wackestone. Partially lithified concretion rarely contain throughout the core.",,,,356,U1460,B,44,F,3,A,,,
356-U1460B-44F-4-A,0.0,61.0,199.61,200.22,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige wackestone. Partially lithified concretion rarely contain throughout the core.",,,,356,U1460,B,44,F,4,A,,,
356-U1460B-44F-CC-A,0.0,8.0,200.22,200.3,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,,,,,absent [B06],0.0,,,,,,,356,U1460,B,44,F,CC,A,,,
356-U1460B-45F-1-A,0.0,150.0,200.3,201.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,,,,,absent [B06],0.0,,,,,,,356,U1460,B,45,F,1,A,,,
356-U1460B-45F-2-A,0.0,150.0,201.8,203.3,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,,,,,absent [B06],0.0,,,,,,,356,U1460,B,45,F,2,A,,,
356-U1460B-45F-3-A,0.0,101.0,203.3,204.31,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,,,,,absent [B06],0.0,,,,,,,356,U1460,B,45,F,3,A,,,
356-U1460B-45F-4-A,0.0,74.0,204.31,205.05,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,,,,,absent [B06],0.0,,,,,,,356,U1460,B,45,F,4,A,,,
356-U1460B-46F-1-A,0.0,36.0,205.0,205.36,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with skeletal carbonate,skeletal packstone with skeletal carbonate,hemipelagic,light gray,echinoderm,,,,absent [B06],0.0,sharp,horizontal,Mixture of sand to pebble size carbonate particle,,,,356,U1460,B,46,F,1,A,,,
356-U1460B-46F-1-A,36.0,150.0,205.36,206.5,partially lithified,skeletal,packstone [E&K72; D62],3.0,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0.0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,1,A,,,
356-U1460B-46F-2-A,0.0,150.0,206.5,208.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,with foraminifers [2014],packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, light gray, homogeneous packstone with low percentage of glauconite scattered throughout the Section.",,,,356,U1460,B,46,F,2,A,,,
356-U1460B-46F-3-A,0.0,91.0,208.0,208.91,partially lithified,skeletal,packstone [E&K72; D62],3.0,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0.0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,3,A,,,
356-U1460B-46F-4-A,0.0,72.0,208.91,209.63,partially lithified,skeletal,packstone [E&K72; D62],3.0,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0.0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,4,A,,,
356-U1460B-46F-CC-A,0.0,4.0,209.63,209.67,partially lithified,skeletal,packstone [E&K72; D62],3.0,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0.0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,CC,A,,,
356-U1460B-47F-1-A,0.0,10.0,209.7,209.8,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray packstone containing gravel size bioclasts and lithic fragments (cave in)",,,,356,U1460,B,47,F,1,A,,,
356-U1460B-47F-1-A,10.0,98.0,209.8,210.68,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,,,,,,,,"Unlithified to partially lithified, light greenish gray, homogeneous packstone with glauconite",,,,356,U1460,B,47,F,1,A,,,
356-U1460B-47F-1-A,98.0,147.0,210.68,211.17,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,,,,,common [B06],4.0,,,"Unlithified to partially lithified, cream, packstone with less glauconite and common bioturbation noted by the color variability (cream, light greenish gray, beeige)",,,,356,U1460,B,47,F,1,A,,,
356-U1460B-47F-1-A,147.0,150.0,211.17,211.2,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,47,F,1,A,,,
356-U1460B-47F-2-A,0.0,124.0,211.2,212.44,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified to partially lithified, creamy gray, homogeneous packstone with glauconite.",,,,356,U1460,B,47,F,2,A,,,
356-U1460B-47F-2-A,124.0,150.0,212.44,212.7,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,moderate [B06],3.0,,,"Unlithified, creamy gray packstone with glauconite and moderate bioturbation",,,,356,U1460,B,47,F,2,A,,,
356-U1460B-47F-3-A,0.0,150.0,212.7,214.2,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified to partially lithified, homogeneous packstone with less glauconite than in the previous Section",,,,356,U1460,B,47,F,3,A,,,
356-U1460B-47F-CC-A,0.0,2.0,214.2,214.22,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,47,F,CC,A,,,
356-U1460B-47F-CC-A,2.0,7.0,214.22,214.27,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray packstone",,,,356,U1460,B,47,F,CC,A,,,
356-U1460B-48F-1-A,0.0,10.0,214.4,214.5,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,Carbonate concreation between 19-21 cm,,,,356,U1460,B,48,F,1,A,,,
356-U1460B-48F-1-A,0.0,10.0,214.4,214.5,,,,,,,,,gastropod,,,,,,,,"Unlithified, creamy gray packstone. No visible glauconite. A 5 cmcarbonate concretion present between 19-21 cm",,,,356,U1460,B,48,F,1,A,,,
356-U1460B-48F-1-A,10.0,150.0,214.5,215.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,,,,,,,,,356,U1460,B,48,F,1,A,,,
356-U1460B-48F-2-A,0.0,150.0,215.9,217.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray packstone",,,,356,U1460,B,48,F,2,A,,,
356-U1460B-48F-3-A,0.0,130.0,217.4,218.7,unlithified [Leg194],,rudstone [E&K72; D62],6.0,,rudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, to partially lithifiedcreamy gray packstone",,,,356,U1460,B,48,F,3,A,,,
356-U1460B-48F-3-A,130.0,134.0,218.7,218.74,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,48,F,3,A,,,
356-U1460B-48F-CC-A,0.0,6.0,218.74,218.8,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,48,F,CC,A,,,
356-U1460B-49F-1-A,0.0,14.0,219.1,219.24,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,"Unlithified, creamy gray packstone with gravel size bioclasts and lithic fragments but mainly composed of mud. Caved in",,,,356,U1460,B,49,F,1,A,,,
356-U1460B-49F-1-A,0.0,14.0,219.1,219.24,,,,,,,,,gastropod,,,,,,,,"Unlithfied, creamy gray packstone",,,,356,U1460,B,49,F,1,A,,,
356-U1460B-49F-1-A,14.0,150.0,219.24,220.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipealgic,creamy gray,,,,,,,,,,,,,356,U1460,B,49,F,1,A,,,
356-U1460B-49F-2-A,0.0,150.0,220.6,222.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous packstone",,,,356,U1460,B,49,F,2,A,,,
356-U1460B-49F-3-A,0.0,101.0,222.1,223.11,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,,,,,"Unlithified, creamy gray, homogeneous packstone. Carbonate concretion 91-92 cm",,,,356,U1460,B,49,F,3,A,,,
356-U1460B-49F-4-A,0.0,55.0,223.11,223.66,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous packstone",,,,356,U1460,B,49,F,4,A,,,
356-U1460B-49F-CC-A,0.0,14.0,223.66,223.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous packstone",,,,356,U1460,B,49,F,CC,A,,,
356-U1460B-49F-CC-A,14.0,19.0,223.8,223.85,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,49,F,CC,A,,,
356-U1460B-50F-1-A,0.0,25.0,223.8,224.05,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Lithified cemented interval, creamy gray, homogeneous packstone. Fragmented during coring. Could be a hardground, not fizzing when HCl is added. Slightly clear, milky mineral, Harder than carbonates, likely siliciclastic",,,,356,U1460,B,50,F,1,A,,,
356-U1460B-50F-1-A,25.0,150.0,224.05,225.3,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous packstone",,,,356,U1460,B,50,F,1,A,,,
356-U1460B-50F-2-A,0.0,150.0,225.3,226.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,,,,,,,,,"Unlithfied, cream, homogeneous packstone",,,,356,U1460,B,50,F,2,A,,,
356-U1460B-50F-3-A,0.0,101.0,226.8,227.81,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous packstone. Very rare grains of glauconite",,,,356,U1460,B,50,F,3,A,,,
356-U1460B-50F-4-A,0.0,60.0,227.81,228.41,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, cream, homogeneous packstone",,,,356,U1460,B,50,F,4,A,,,
356-U1460B-50F-CC-A,0.0,5.0,228.41,228.46,,,,,,,,,,,,,,,,,to paleo,,,,356,U1460,B,50,F,CC,A,,,
356-U1460B-51F-1-A,0.0,150.0,228.5,230.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous packstone",,,,356,U1460,B,51,F,1,A,,,
356-U1460B-51F-2-A,0.0,150.0,230.0,231.5,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous packstone",,,,356,U1460,B,51,F,2,A,,,
356-U1460B-51F-3-A,0.0,101.0,231.5,232.51,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,Unlithified homogeneous creamy gray packstone,,,,356,U1460,B,51,F,3,A,,,
356-U1460B-51F-4-A,0.0,64.0,232.51,233.15,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,Unlithified homogeneous creamy gray packstone,,,,356,U1460,B,51,F,4,A,,,
356-U1460B-51F-CC-A,0.0,7.0,233.15,233.22,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,51,F,CC,A,,,
356-U1460B-52F-1-A,0.0,2.0,233.2,233.22,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,Fallen-in gravel with bivalve and gastropod fragments,,,,356,U1460,B,52,F,1,A,,,
356-U1460B-52F-1-A,0.0,2.0,233.2,233.22,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,52,F,1,A,,,
356-U1460B-52F-1-A,2.0,150.0,233.22,234.7,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,52,F,1,A,,,
356-U1460B-52F-2-A,0.0,150.0,234.7,236.2,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,52,F,2,A,,,
356-U1460B-52F-3-A,0.0,151.0,236.2,237.71,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,52,F,3,A,,,
356-U1460B-52F-CC-A,0.0,7.0,237.71,237.78,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,52,F,CC,A,,,
356-U1460B-53F-1-A,0.0,6.0,237.9,237.96,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,gray,bivalve,,,,,,,,Fallen-in unlithified gravel with bivalve fragments and glauconite grains,,,,356,U1460,B,53,F,1,A,,,
356-U1460B-53F-1-A,6.0,150.0,237.96,239.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,53,F,1,A,,,
356-U1460B-53F-2-A,0.0,150.0,239.4,240.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,celestite concretion,,,,,,"Unlithified, creamy gay packstone (more cream towards vbase with one celestite concretion at 87 cm",,,,356,U1460,B,53,F,2,A,,,
356-U1460B-53F-3-A,0.0,126.0,240.9,242.16,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,53,F,3,A,,,
356-U1460B-53F-CC-A,0.0,10.0,242.16,242.26,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,53,F,CC,A,,,
356-U1460B-53F-CC-A,10.0,15.0,242.26,242.31,,,,,,,,,,,,,,,,,To PAL,,,,356,U1460,B,53,F,CC,A,,,
356-U1460B-54F-1-A,0.0,150.0,242.6,244.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,,,,,"Unlithified, homogeneous, creamy gray packstone with a few small celestite grains",,,,356,U1460,B,54,F,1,A,,,
356-U1460B-54F-2-A,0.0,150.0,244.1,245.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,54,F,2,A,,,
356-U1460B-54F-3-A,0.0,102.0,245.6,246.62,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,54,F,3,A,,,
356-U1460B-54F-4-A,0.0,57.0,246.62,247.19,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,54,F,4,A,,,
356-U1460B-54F-CC-A,0.0,7.0,247.19,247.26,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,54,F,CC,A,,,
356-U1460B-55F-1-A,0.0,21.0,247.3,247.51,lithified [B84],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,Lithified (soft) homogeneous creamy gray packstone with glauconite,,,,356,U1460,B,55,F,1,A,,,
356-U1460B-55F-1-A,21.0,150.0,247.51,248.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray packstone with glauconite becoming lexx abundant towards base of section",,,,356,U1460,B,55,F,1,A,,,
356-U1460B-55F-2-A,0.0,150.0,248.8,250.3,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light creamy gray to light gray packstone with glauconite. Green glauconized band at 57-59 cm",,,,356,U1460,B,55,F,2,A,,,
356-U1460B-55F-3-A,0.0,101.0,250.3,251.31,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray to creamy gray packstone with glauconite (mainly 0-62 cm)",,,,356,U1460,B,55,F,3,A,,,
356-U1460B-55F-4-A,0.0,61.0,251.31,251.92,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray packstone",,,,356,U1460,B,55,F,4,A,,,
356-U1460B-55F-CC-A,0.0,7.0,251.92,251.99,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,55,F,CC,A,,,
356-U1460B-56F-1-A,0.0,93.5,252.0,252.935,partially lithified,,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),grading (normal),,,,,sharp,sub-horizontal,"Partially lithified gray packstone, changing from light gray with glauconite at top to dark gray glauconite-rich at base of interval. Small benthic forams abundant at above contact",,,,356,U1460,B,56,F,1,A,,,
356-U1460B-56F-1-A,93.5,150.0,252.935,253.5,partially lithified,,packstone [E&K72; D62],3.0,,packstone,hemipelagic,brown,,,,,,,,,"Partially lithified, brown packstone with virtually no visible glauconite grains",,,,356,U1460,B,56,F,1,A,,,
356-U1460B-56F-2-A,0.0,150.0,253.5,255.0,partially lithified,,packstone [E&K72; D62],3.0,,packstone,hemipelagic,brown,,,,,,,,,"Partially lithified, brown packstone with virtually no visible glauconite grains",,,,356,U1460,B,56,F,2,A,,,
356-U1460B-56F-3-A,0.0,143.0,255.0,256.43,partially lithified,,packstone [E&K72; D62],3.0,,packstone,hemipelagic,brown,,,,,,,,,Partially lithified brown packstone,,,,356,U1460,B,56,F,3,A,,,
356-U1460B-56F-CC-A,0.0,26.0,256.43,256.69,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,brown,,,,,,,,,Unlithified brown packstone,,,,356,U1460,B,56,F,CC,A,,,
356-U1460B-56F-CC-A,26.0,31.0,256.69,256.74,,,,,,,,,,,,,,,,,To PAL,,,,356,U1460,B,56,F,CC,A,,,
356-U1460B-57F-1-A,0.0,109.0,256.7,257.79,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,,,sharp,inclined,"Unlithified to partially lithified, beige, homogeneous packstone with rare glauconite grains. At its base a sharp incline contact.",,,,356,U1460,B,57,F,1,A,,,
356-U1460B-57F-1-A,109.0,138.0,257.79,258.08,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,,,,,,,gradational,sub-horizontal,Unlithified cream homogeneous packstone agradational possible bioturbated contact?,,,,356,U1460,B,57,F,1,A,,,
356-U1460B-57F-1-A,138.0,150.0,258.08,258.2,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, beige and cream, packstone, possible bioturbation?",,,,356,U1460,B,57,F,1,A,,,
356-U1460B-57F-2-A,0.0,123.0,258.2,259.43,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified to partially lithified beige, homogeneous packstone",,,,356,U1460,B,57,F,2,A,,,
356-U1460B-57F-3-A,0.0,121.0,259.43,260.64,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light greenish gray,,slump fold [BJ80],,,,,,,"Mixed lithology noted by inclined, isoclinal and recumbent folds of variegated colors ranging from light greenish gray, to light brown, to cream to beige. Mud clasts are scattered thorughout the Section ranging in size from a few mm to a few cm's. Small benthic forams Cibicidoides spp. are scattered throughout the Section.",,,,356,U1460,B,57,F,3,A,,,
356-U1460B-57F-4-A,0.0,38.0,260.64,261.02,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,creamy gray,bivalve,,,,,,,,"The sediment is composed of unlithified, beige, mixed wackestone containing bivalve fragments and benthic foraminifers Cibicidoides spp.",,,,356,U1460,B,57,F,4,A,,,
356-U1460B-57F-4-A,0.0,38.0,260.64,261.02,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,57,F,4,A,,,
356-U1460B-57F-4-A,38.0,72.0,261.02,261.36,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,"Mixed wackestone with recumbent and isoclinal folds of variegated colors (light greenish gray, gray, beige). It contains cemented clasts of glauconite rich packstone about 5 cm long. It contains Cibicidoides spp.",,,,356,U1460,B,57,F,4,A,,,
356-U1460B-57F-CC-A,5.0,12.0,261.41,261.48,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light green,gastropod,slump fold [BJ80],,,,,,,Mixed lithology with cemented intraclasts rich in glauconite. It also contains gastropod fragments,,,,356,U1460,B,57,F,CC,A,,,
356-U1460B-58F-1-A,0.0,150.0,261.4,262.9,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,"Mixed wackestone lithology noted by slight color variability ranging from light greenish gray, to beige, to light brow. Intraclasts are present throughout but are small: a few mm's to m's long. Cibicidoides spp forams are also present.",,,,356,U1460,B,58,F,1,A,,,
356-U1460B-58F-2-A,0.0,150.0,262.9,264.4,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,Mixed wackestone with inclined layers noted by change in color from beige to dark gray. Some of the inclined layers are glauconite rich and contain small forams. Also present are intraclasts beige to black in color and ranging in size from a few mm's to a few cm's.,,,,356,U1460,B,58,F,2,A,,,
356-U1460B-58F-3-A,0.0,102.0,264.4,265.42,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,Mixed wackestone noted by fluidization structures and intraclasts of variegatedcolors ranging from beige to light brown. Also present Cibicidoides spp.,,,,356,U1460,B,58,F,3,A,,,
356-U1460B-58F-4-A,0.0,68.0,265.42,266.1,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,Mixed wackestone noted by fluidization structures and intraclasts of variegatedcolors ranging from beige to light brown. Also present Cibicidoides spp.,,,,356,U1460,B,58,F,4,A,,,
356-U1460B-58F-CC-A,0.0,10.0,266.1,266.2,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,,slump fold [BJ80],,,,,,,Mixed wackestone noted by fluidization structures and intraclasts of variegatedcolors ranging from beige to light brown. Also present Cibicidoides spp.,,,,356,U1460,B,58,F,CC,A,,,
