Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1445A-60X-1-A,0,150,519.4,520.9,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-60X-2-A,0,150,520.9,522.4,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-60X-3-A,0,150,522.4,523.9,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-60X-4-A,0,141,523.9,525.31,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-60X-5-A,0,128,525.4,526.68,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-60X-CC-A,0,35,526.68,527.03,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-1-A,0,149,527.4,528.89,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-2-A,0,150,528.89,530.39,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-3-A,0,150,530.39,531.89,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-4-A,0,150,531.89,533.39,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-5-A,0,110,533.39,534.49,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-6-A,0,57,534.49,535.06,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-7-A,0,39,535.06,535.45,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-61X-CC-A,0,35,535.45,535.8,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10GY (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with burrows. Some brownish patches with burrows along the section.,,,
353-U1445A-62X-1-A,0,150,535.4,536.9,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,burrows,,,,"More frequent brownish, mottled portions and colored bands.",,,
353-U1445A-62X-2-A,0,43,536.9,537.33,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,burrows,,,,"More frequent brownish, mottled portions and colored bands.",,,
353-U1445A-62X-2-A,43,45,537.33,537.35,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,brown,5Y 3/1 (very dark gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-62X-2-A,45,150,537.35,538.4,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,burrows,,,,"More frequent brownish, mottled portions and colored bands.",,,
353-U1445A-62X-3-A,0,148,538.4,539.88,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,"More frequent brownish, mottled portions and colored bands.",,,
353-U1445A-62X-4-A,0,150,539.88,541.38,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,"More frequent brownish, mottled portions and colored bands.",,,
353-U1445A-62X-5-A,0,113,541.38,542.51,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,"More frequent brownish, mottled portions and colored bands.",,,
353-U1445A-62X-CC-A,0,27,542.51,542.78,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,"More frequent brownish, mottled portions and colored bands.",,,
353-U1445A-63X-1-A,0,75,543.4,544.15,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-2-A,0,146,544.15,545.61,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-3-A,0,116,545.61,546.77,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-3-A,116,123,546.77,546.84,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,dark gray,GLEY 1 4/N (dark gray),,,,thin bed,normally graded,,,,,Turbidite,,,"Contains large (~2mm diameter) bioclasts, coral (?) fragments, and shells.",,,
353-U1445A-63X-3-A,123,147,546.84,547.08,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-4-A,0,126,547.08,548.34,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-5-A,0,125,548.34,549.59,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-6-A,0,101,549.59,550.6,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-7-A,0,79,550.6,551.39,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-63X-CC-A,0,85,551.39,552.24,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-1-A,0,145,551.4,552.85,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-2-A,0,137,552.85,554.22,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-3-A,0,126,554.22,555.48,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-3-A,126,127,555.48,555.49,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-64X-3-A,127,146,555.49,555.68,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-4-A,0,146,555.68,557.14,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-5-A,0,149,557.14,558.63,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-5-A,0,149,557.14,558.63,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-5-A,3,7,557.17,557.21,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-64X-6-A,0,107,558.63,559.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-64X-CC-A,0,33,559.7,560.03,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-65X-1-A,0,151,559.4,560.91,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-65X-2-A,0,150,560.91,562.41,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-65X-3-A,0,151,562.41,563.92,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-65X-4-A,0,48,563.92,564.4,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-65X-4-A,48,52,564.4,564.44,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),planar,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-65X-4-A,52,119,564.44,565.11,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-65X-CC-A,0,18,565.11,565.29,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-66X-1-A,0,118,567.4,568.58,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-66X-1-A,118,126,568.58,568.66,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,5Y 3/1 (very dark gray),planar,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-66X-1-A,126,151,568.66,568.91,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-66X-2-A,0,151,568.91,570.42,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,burrows,,,,Color variation from dark gray (GLEY 1 4/N) to gray (GLEY 1 5/N),,,
353-U1445A-66X-3-A,0,141,570.42,571.83,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,gray,GLEY 1 5/N (gray),,,,,,,,,burrows,,,,Color variation from gray (GLEY 1 5/N) to dark gray (GLEY 1 4/N).,,,
353-U1445A-66X-4-A,0,101,571.93,572.94,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),erosive,,,,,,,,burrows,,,,,,,
353-U1445A-66X-4-A,101,104,572.94,572.97,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),gradational,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-66X-4-A,104,110,572.97,573.03,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-66X-CC-A,0,21,573.03,573.24,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-1-A,0,117,575.4,576.57,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),erosive,,,,,,,,burrows,,,,,,,
353-U1445A-67X-1-A,117,130,576.57,576.7,,bioclastic,sand,with silt,bioclastic sand,bioclastic sand with silt,sand with silt,,brown,5Y 2.5/1 (black),planar,sharp,,medium bed,normally graded,,,,burrows,,,,Small portion contains burrows in it,,,
353-U1445A-67X-1-A,130,150,576.7,576.9,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-2-A,0,76,576.9,577.66,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),erosive,,,,,,,,burrows,,,,Color gradation,,,
353-U1445A-67X-2-A,76,80,577.66,577.7,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),planar,,inclined,thin bed,normally graded,,,,,Turbidite,,,"Contains ~2mm diameter, blue and green clasts",,,
353-U1445A-67X-2-A,80,151,577.7,578.41,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-3-A,0,26,578.41,578.67,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Lineation - fault/fracture (?) Perhaps a bedding plane?,,,
353-U1445A-67X-3-A,26,27,578.67,578.68,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),gradational,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-67X-3-A,27,150,578.68,579.91,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-4-A,0,151,579.91,581.42,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-5-A,0,9,581.42,581.51,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-5-A,9,13,581.51,581.55,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),gradational,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-67X-5-A,13,75,581.55,582.17,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-5-A,75,77,582.17,582.19,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),gradational,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-67X-5-A,77,151,582.19,582.93,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-6-A,0,62,582.93,583.55,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-6-A,62,66,583.55,583.59,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),gradational,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-67X-6-A,66,86,583.59,583.79,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-6-A,86,92,583.79,583.85,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),gradational,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-67X-6-A,92,108,583.85,584.01,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-67X-CC-A,0,8,584.01,584.09,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),gradational,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-67X-CC-A,8,25,584.09,584.26,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-68X-1-A,0,151,585.1,586.61,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-68X-2-A,0,60.5,586.61,587.215,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,burrows,,,,Sandy blebs at 40-41 and 50-51 cm.,,,
353-U1445A-68X-2-A,60.5,63,587.215,587.24,,,sand,,sand,sand,sand,,brown,GLEY 1 3/10Y (very dark greenish gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,"With green and dark greenish gray coarse to very coarse sand, many shell fragments and foraminifers.",,,
353-U1445A-68X-2-A,63,151,587.24,588.12,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-68X-3-A,0,36,588.12,588.48,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,burrows,,,,,,,
353-U1445A-68X-3-A,36,39,588.48,588.51,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-68X-3-A,39,150,588.51,589.62,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-68X-4-A,0,146.5,589.62,591.085,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark gray,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,burrows,,,,,,,
353-U1445A-68X-4-A,146.5,149,591.085,591.11,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-68X-4-A,149,151,591.11,591.13,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-68X-5-A,0,150,591.13,592.63,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-68X-6-A,0,90,592.63,593.53,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,minor fault (?) between 60 and 72 cm (displacement is 2-3 cm.). Sandy blebs between 61 and 63 cm.,,,
353-U1445A-68X-CC-A,0,30,593.53,593.83,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-69X-1-A,0,43,594.8,595.23,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,burrows,,,,Sandy bleb at 39 cm.,,,
353-U1445A-69X-1-A,43,49,595.23,595.29,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),erosive,sharp,,thin bed,normally graded,,,,,Turbidite,,,"With green and dark greenish gray coarse to very coarse sand, many shell fragments and foraminifers.",,,
353-U1445A-69X-1-A,49,151,595.29,596.31,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-69X-2-A,0,75,596.31,597.06,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-69X-2-A,75,79,597.06,597.1,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),erosive,sharp,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-69X-2-A,79,146,597.1,597.77,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-69X-3-A,0,150,597.77,599.27,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-69X-4-A,0,74,599.27,600.01,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,burrows,,,,,,,
353-U1445A-69X-4-A,74,92,600.01,600.19,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 3/2 (dark olive gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,
353-U1445A-69X-4-A,92,150,600.19,600.77,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-69X-5-A,0,86,600.77,601.63,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
