Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data,
"334-U1378B-29X-1-A, 0-150",334,U1378,B,29,29-1,X,1,A,0.0,150.0,233.8,235.3,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,
"334-U1378B-29X-2-A, 0-100",334,U1378,B,29,29-2,X,2,A,0.0,100.0,235.3,236.3,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,
"334-U1378B-29X-3-A, 0-83",334,U1378,B,29,29-3,X,3,A,0.0,83.0,236.3,237.13,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,
"334-U1378B-29X-4-A, 0-66",334,U1378,B,29,29-4,X,4,A,0.0,66.0,237.13,237.79,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,
"334-U1378B-29X-4-A, 66-68",334,U1378,B,29,29-4,X,4,A,66.0,68.0,237.79,237.81,10GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,consolidated,,,
"334-U1378B-29X-4-A, 68-150",334,U1378,B,29,29-4,X,4,A,68.0,150.0,237.81,238.63,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Calcareous in composition.,,
"334-U1378B-29X-5-A, 0-78",334,U1378,B,29,29-5,X,5,A,0.0,78.0,238.63,239.41,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Calcareous in composition.,,
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,5GY 3/1,silty,clay [S54],"Shepard, 1954",,,,,consolidated,Calcareous in composition.,,
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,Calcareous in composition.,,
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,consolidated,,,
"334-U1378B-29X-6-A, 0-34",334,U1378,B,29,29-6,X,6,A,0.0,34.0,240.13,240.47,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,Calcareous in composition.,,
"334-U1378B-29X-6-A, 84-143",334,U1378,B,29,29-6,X,6,A,84.0,143.0,240.97,241.56,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,,,
"334-U1378B-29X-CC-A, -",334,U1378,B,29,29-CC,X,CC,A,,,,,5GY 3/1,silty,clay [S54],"Shepard, 1954",,,,,consolidated,Calcareous in composition.,,
"334-U1378B-29X-CC-A, 0-39",334,U1378,B,29,29-CC,X,CC,A,0.0,39.0,241.56,241.95,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,Calcareous in composition.,,
"334-U1378B-30X-1-A, 0-150",334,U1378,B,30,30-1,X,1,A,0.0,150.0,238.3,239.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,consolidated,,,
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,soft,,,
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,soft,,,
"334-U1378B-30X-2-A, 0-38",334,U1378,B,30,30-2,X,2,A,0.0,38.0,239.8,240.18,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,
"334-U1378B-30X-2-A, 38-42",334,U1378,B,30,30-2,X,2,A,38.0,42.0,240.18,240.22,10Y 7/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,soft,,,
"334-U1378B-30X-2-A, 42-97",334,U1378,B,30,30-2,X,2,A,42.0,97.0,240.22,240.77,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,
"334-U1378B-30X-2-A, 97-145",334,U1378,B,30,30-2,X,2,A,97.0,145.0,240.77,241.25,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,soft,,,
"334-U1378B-30X-3-A, -",334,U1378,B,30,30-3,X,3,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,
"334-U1378B-30X-3-A, 0-100",334,U1378,B,30,30-3,X,3,A,0.0,100.0,241.25,242.25,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,soft,there is no upper contact since the drilling disturbance is very high !  Most probably two ash layers that are mingled together over a large horizon.,,
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100.0,145.0,242.25,242.7,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,clay,clay [U14W22],,soft,Calcareous in composition.,,
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100.0,145.0,242.25,242.7,5GY 3/1,,,,,,,,,,,
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100.0,145.0,242.25,242.7,,,clay [S54],,,,,,,,,
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100.0,145.0,242.25,242.7,,,,"Shepard, 1954",,,,,,,,
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100.0,145.0,242.25,242.7,,,,,,,,,soft,,,
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100.0,145.0,242.25,242.7,,,,,,,,,,Calcareous in composition.,,
"334-U1378B-30X-4-A, -",334,U1378,B,30,30-4,X,4,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,
"334-U1378B-30X-4-A, -",334,U1378,B,30,30-4,X,4,A,,,,,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,consolidated,,,
"334-U1378B-30X-4-A, 0-78",334,U1378,B,30,30-4,X,4,A,0.0,78.0,242.7,243.48,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,Calcareous in composition.,,
"334-U1378B-30X-4-A, 78-82",334,U1378,B,30,30-4,X,4,A,78.0,82.0,243.48,243.52,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,clay [U14W22],,consolidated,,,
"334-U1378B-30X-4-A, 82-150",334,U1378,B,30,30-4,X,4,A,82.0,150.0,243.52,244.2,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,
"334-U1378B-30X-5-A, 0-70",334,U1378,B,30,30-5,X,5,A,0.0,70.0,244.2,244.9,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,
"334-U1378B-30X-CC-A, 0-34",334,U1378,B,30,30-CC,X,CC,A,0.0,34.0,244.9,245.24,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,
"334-U1378B-31X-1-A, 0-150",334,U1378,B,31,31-1,X,1,A,0.0,150.0,246.9,248.4,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-2-A, 0-150",334,U1378,B,31,31-2,X,2,A,0.0,150.0,248.4,249.9,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-3-A, 0-140",334,U1378,B,31,31-3,X,3,A,0.0,140.0,249.9,251.3,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-4-A, 0-150",334,U1378,B,31,31-4,X,4,A,0.0,150.0,251.3,252.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-5-A, 0-150",334,U1378,B,31,31-5,X,5,A,0.0,150.0,252.8,254.3,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-6-A, 0-130",334,U1378,B,31,31-6,X,6,A,0.0,130.0,254.3,255.6,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-7-A, 0-53",334,U1378,B,31,31-7,X,7,A,0.0,53.0,255.6,256.13,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-CC-A, 0-14",334,U1378,B,31,31-CC,X,CC,A,0.0,14.0,256.13,256.27,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-31X-CC-A, 14-21",334,U1378,B,31,31-CC,X,CC,A,14.0,21.0,256.27,256.34,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-32X-1-A, 0-130",334,U1378,B,32,32-1,X,1,A,0.0,130.0,256.5,257.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-2-A, 0-83",334,U1378,B,32,32-2,X,2,A,0.0,83.0,257.8,258.63,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-2-A, 83-89",334,U1378,B,32,32-2,X,2,A,83.0,89.0,258.63,258.69,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-32X-2-A, 89-130",334,U1378,B,32,32-2,X,2,A,89.0,130.0,258.69,259.1,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-3-A, 0-105",334,U1378,B,32,32-3,X,3,A,0.0,105.0,259.1,260.15,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-4-A, 0-52",334,U1378,B,32,32-4,X,4,A,0.0,52.0,260.15,260.67,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-4-A, 52-57",334,U1378,B,32,32-4,X,4,A,52.0,57.0,260.67,260.72,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-32X-4-A, 57-150",334,U1378,B,32,32-4,X,4,A,57.0,150.0,260.72,261.65,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-5-A, 0-2",334,U1378,B,32,32-5,X,5,A,0.0,2.0,261.65,261.67,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-5-A, 2-10",334,U1378,B,32,32-5,X,5,A,2.0,10.0,261.67,261.75,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-32X-5-A, 10-33",334,U1378,B,32,32-5,X,5,A,10.0,33.0,261.75,261.98,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-5-A, 33-37",334,U1378,B,32,32-5,X,5,A,33.0,37.0,261.98,262.02,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-32X-5-A, 37-61",334,U1378,B,32,32-5,X,5,A,37.0,61.0,262.02,262.26,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-5-A, 61-63",334,U1378,B,32,32-5,X,5,A,61.0,63.0,262.26,262.28,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-32X-5-A, 63-150",334,U1378,B,32,32-5,X,5,A,63.0,150.0,262.28,263.15,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-6-A, 0-31",334,U1378,B,32,32-6,X,6,A,0.0,31.0,263.15,263.46,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-6-A, 31-37",334,U1378,B,32,32-6,X,6,A,31.0,37.0,263.46,263.52,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,
"334-U1378B-32X-6-A, 37-150",334,U1378,B,32,32-6,X,6,A,37.0,150.0,263.52,264.65,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-7-A, 0-115",334,U1378,B,32,32-7,X,7,A,0.0,115.0,264.65,265.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-32X-CC-A, 0-41",334,U1378,B,32,32-CC,X,CC,A,0.0,41.0,265.8,266.21,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,
"334-U1378B-33X-1-A, 0-150",334,U1378,B,33,33-1,X,1,A,0.0,150.0,266.2,267.7,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-33X-2-A, 0-121",334,U1378,B,33,33-2,X,2,A,0.0,121.0,267.7,268.91,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-33X-3-A, 0-130",334,U1378,B,33,33-3,X,3,A,0.0,130.0,268.91,270.21,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-33X-4-A, 0-110",334,U1378,B,33,33-4,X,4,A,0.0,110.0,270.21,271.31,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-33X-5-A, 0-94",334,U1378,B,33,33-5,X,5,A,0.0,94.0,271.31,272.25,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-33X-6-A, 0-150",334,U1378,B,33,33-6,X,6,A,0.0,150.0,272.25,273.75,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-33X-7-A, 0-47",334,U1378,B,33,33-7,X,7,A,0.0,47.0,273.75,274.22,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-33X-CC-A, 0-137",334,U1378,B,33,33-CC,X,CC,A,0.0,137.0,274.22,275.59,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,
"334-U1378B-34X-1-A, 0-130",334,U1378,B,34,34-1,X,1,A,0.0,130.0,275.8,277.1,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-2-A, 0-74",334,U1378,B,34,34-2,X,2,A,0.0,74.0,277.1,277.84,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-2-A, 74-78",334,U1378,B,34,34-2,X,2,A,74.0,78.0,277.84,277.88,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-34X-2-A, 78-122",334,U1378,B,34,34-2,X,2,A,78.0,122.0,277.88,278.32,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-3-A, 0-150",334,U1378,B,34,34-3,X,3,A,0.0,150.0,278.32,279.82,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-4-A, 0-97",334,U1378,B,34,34-4,X,4,A,0.0,97.0,279.82,280.79,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-4-A, 97-100",334,U1378,B,34,34-4,X,4,A,97.0,100.0,280.79,280.82,N 7,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-34X-4-A, 100-150",334,U1378,B,34,34-4,X,4,A,100.0,150.0,280.82,281.32,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-5-A, 0-150",334,U1378,B,34,34-5,X,5,A,0.0,150.0,281.32,282.82,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-6-A, 0-131",334,U1378,B,34,34-6,X,6,A,0.0,131.0,282.82,284.13,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-34X-CC-A, 0-37",334,U1378,B,34,34-CC,X,CC,A,0.0,37.0,284.13,284.5,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,
"334-U1378B-35X-1-A, 0-150",334,U1378,B,35,35-1,X,1,A,0.0,150.0,285.5,287.0,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-35X-2-A, 0-150",334,U1378,B,35,35-2,X,2,A,0.0,150.0,287.0,288.5,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-35X-3-A, 0-150",334,U1378,B,35,35-3,X,3,A,0.0,150.0,288.5,290.0,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-35X-4-A, 0-110",334,U1378,B,35,35-4,X,4,A,0.0,110.0,290.0,291.1,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-35X-5-A, 0-130",334,U1378,B,35,35-5,X,5,A,0.0,130.0,291.1,292.4,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-35X-6-A, 0-150",334,U1378,B,35,35-6,X,6,A,0.0,150.0,292.4,293.9,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-35X-7-A, 0-89",334,U1378,B,35,35-7,X,7,A,0.0,89.0,293.9,294.79,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-35X-CC-A, 0-51",334,U1378,B,35,35-CC,X,CC,A,0.0,51.0,294.79,295.3,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-1-A, 0-22",334,U1378,B,36,36-1,X,1,A,0.0,22.0,295.2,295.42,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-1-A, 0-22",334,U1378,B,36,36-1,X,1,A,0.0,22.0,295.2,295.42,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-1-A, 22-150",334,U1378,B,36,36-1,X,1,A,22.0,150.0,295.42,296.7,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-1-A, 22-150",334,U1378,B,36,36-1,X,1,A,22.0,150.0,295.42,296.7,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-2-A, 0-125",334,U1378,B,36,36-2,X,2,A,0.0,125.0,296.7,297.95,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-2-A, 0-125",334,U1378,B,36,36-2,X,2,A,0.0,125.0,296.7,297.95,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-3-A, 0-53",334,U1378,B,36,36-3,X,3,A,0.0,53.0,297.95,298.48,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-3-A, 0-53",334,U1378,B,36,36-3,X,3,A,0.0,53.0,297.95,298.48,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-CC-A, 0-24",334,U1378,B,36,36-CC,X,CC,A,0.0,24.0,298.48,298.72,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-CC-A, 0-24",334,U1378,B,36,36-CC,X,CC,A,0.0,24.0,298.48,298.72,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-36X-CC-A, 24-34",334,U1378,B,36,36-CC,X,CC,A,24.0,34.0,298.72,298.82,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,
"334-U1378B-36X-CC-A, 24-36",334,U1378,B,36,36-CC,X,CC,A,24.0,36.0,298.72,298.84,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,
"334-U1378B-36X-CC-A, 34-35",334,U1378,B,36,36-CC,X,CC,A,34.0,35.0,298.82,298.83,10GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,soft,Black layer approx 3mm in thickness. Fining upward in greenish grey clay.,,
"334-U1378B-36X-CC-A, 35-36",334,U1378,B,36,36-CC,X,CC,A,35.0,36.0,298.83,298.84,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,
"334-U1378B-37X-1-A, 0-150",334,U1378,B,37,37-1,X,1,A,0.0,150.0,304.8,306.3,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-2-A, 0-123",334,U1378,B,37,37-2,X,2,A,0.0,123.0,306.3,307.53,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-3-A, 0-7.5",334,U1378,B,37,37-3,X,3,A,0.0,7.5,307.53,307.605,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-3-A, 7.5-11",334,U1378,B,37,37-3,X,3,A,7.5,11.0,307.605,307.64,5GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,soft,tephra deposit identified within the disturbed area between biscuits.,,
"334-U1378B-37X-3-A, 11-150",334,U1378,B,37,37-3,X,3,A,11.0,150.0,307.64,309.03,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-4-A, 0-150",334,U1378,B,37,37-4,X,4,A,0.0,150.0,309.03,310.53,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-5-A, 0-71",334,U1378,B,37,37-5,X,5,A,0.0,71.0,310.53,311.24,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-5-A, 0-71",334,U1378,B,37,37-5,X,5,A,0.0,71.0,310.53,311.24,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-CC-A, 0-10",334,U1378,B,37,37-CC,X,CC,A,0.0,10.0,311.24,311.34,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-37X-CC-A, 0-24",334,U1378,B,37,37-CC,X,CC,A,0.0,24.0,311.24,311.48,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-38X-1-A, 0-150",334,U1378,B,38,38-1,X,1,A,0.0,150.0,309.3,310.8,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-38X-2-A, 0-30",334,U1378,B,38,38-2,X,2,A,0.0,30.0,310.8,311.1,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-38X-2-A, 30-43",334,U1378,B,38,38-2,X,2,A,30.0,43.0,311.1,311.23,5GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,Greenish yellow in color tephra layer. fining upwards.,,
"334-U1378B-38X-2-A, 43-150",334,U1378,B,38,38-2,X,2,A,43.0,150.0,311.23,312.3,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-38X-3-A, 0-61",334,U1378,B,38,38-3,X,3,A,0.0,61.0,312.3,312.91,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-38X-3-A, 61-68",334,U1378,B,38,38-3,X,3,A,61.0,68.0,312.91,312.98,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,consolidated,"Dark grey, pinkish tones.",,
"334-U1378B-38X-3-A, 68-79",334,U1378,B,38,38-3,X,3,A,68.0,79.0,312.98,313.09,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-38X-3-A, 79-83",334,U1378,B,38,38-3,X,3,A,79.0,83.0,313.09,313.13,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,consolidated,"Dark grey, pinkish tones.",,
"334-U1378B-38X-3-A, 83-150",334,U1378,B,38,38-3,X,3,A,83.0,150.0,313.13,313.8,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
"334-U1378B-38X-4-A, 0-98",334,U1378,B,38,38-4,X,4,A,0.0,98.0,313.8,314.78,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,
