Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1403A-25X-3-A,342,U1403,A,25,25-3,X,3,A,95,150,213.65,214.2,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,0,24,214.2,214.44,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,Mix of designated Munsell color and darker brown (10 YR 4/4).,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,24,81,214.44,215.01,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,81,130,215.01,215.5,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,130,150,215.5,215.7,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-5-A,342,U1403,A,25,25-5,X,5,A,0,27,215.7,215.97,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-5-A,342,U1403,A,25,25-5,X,5,A,27,95,215.97,216.65,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-5-A,342,U1403,A,25,25-5,X,5,A,95,150,216.65,217.2,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-6-A,342,U1403,A,25,25-6,X,6,A,0,21,217.2,217.41,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-6-A,342,U1403,A,25,25-6,X,6,A,21,51,217.41,217.71,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-6-A,342,U1403,A,25,25-6,X,6,A,51,65,217.71,217.85,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-CC-A,342,U1403,A,25,25-CC,X,CC,A,0,45,217.85,218.35,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-1-A,342,U1403,A,26,26-1,X,1,A,0,110,214.5,215.6,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-26X-1-A,342,U1403,A,26,26-1,X,1,A,110,150,215.6,216,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,0,48,216,216.48,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,48,76,216.48,216.76,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,76,115,216.76,217.15,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,115,150,217.15,217.5,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,0,9,217.5,217.59,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,9,39,217.59,217.89,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,39,72,217.89,218.22,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,72,113,218.22,218.63,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk with foraminifers ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze   with foraminifers [Leg339],,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,113,150,218.63,219,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,0,16,219,219.16,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,16,23,219.16,219.23,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk with foraminifers ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze   with foraminifers [Leg339],,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,23,47,219.23,219.47,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,47,150,219.47,220.5,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with foraminifers ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,0,10,220.5,220.6,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,10,13,220.6,220.63,sandy [Leg339],mud [Leg339],,sandy  mud ,5G 2.5/1 (greenish black),,,,moderate [DB91],4,,probable ejecta deposit of related to K/Pg boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy   mud ,mud ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,13,26,220.63,220.76,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 8/1 (white),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with foraminifers ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,26,35,220.76,220.85,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/6 (reddish yellow),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,35,91,220.85,221.41,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,71,138,221.21,221.88,,,,,,layering,,,moderate [DB91],4,,"discontinuous mm-scale horizontal laminae, partially disrupted by burrowing; burrowing is largely along bedding planes with few vertical to sub-vertical burrows.",,,,,,,,,,,,,,,,,thin lamina [B01],,,,,,,,,,,,,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,91,112,221.41,221.62,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 3/1 (very dark gray),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,112,120,221.62,221.7,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,120,150,221.7,222,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 5/2 (grayish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,138,150,221.88,222,,,,,,,,,moderate [DB91],4,contorted strata [BJ80],"this interval is burrowed but also has some deformed strata, including an obvious micro-fault",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403A-26X-6-A,342,U1403,A,26,26-6,X,6,A,0,12,222,222.12,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 5/2 (grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-6-A,342,U1403,A,26,26-6,X,6,A,12,112,222.12,223.12,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-6-A,342,U1403,A,26,26-6,X,6,A,112,126,223.12,223.26,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-7-A,342,U1403,A,26,26-7,X,7,A,0,18,223.26,223.44,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-7-A,342,U1403,A,26,26-7,X,7,A,18,22,223.44,223.48,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-7-A,342,U1403,A,26,26-7,X,7,A,22,66,223.48,223.92,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk with foraminifers ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with foraminifers ,,,,,,,
342-U1403A-26X-CC-A,342,U1403,A,26,26-CC,X,CC,A,0,23,223.92,224.21,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,heavy [DB91],5,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-27X-1-A,342,U1403,A,27,27-1,X,1,A,0,150,224.2,225.7,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-2-A,342,U1403,A,27,27-2,X,2,A,0,150,225.7,227.2,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-3-A,342,U1403,A,27,27-3,X,3,A,0,150,227.2,228.7,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-4-A,342,U1403,A,27,27-4,X,4,A,0,150,228.7,230.2,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-5-A,342,U1403,A,27,27-5,X,5,A,0,140,230.2,231.7,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate burrowing with few flecks of Mn?
regular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-6-A,342,U1403,A,27,27-6,X,6,A,0,139,231.7,233.09,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate burrowing with few flecks of Mn?
regular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-CC-A,342,U1403,A,27,27-CC,X,CC,A,0,9,233.1,233.24,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate burrowing with few flecks of Mn? 
regular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-28X-1-A,342,U1403,A,28,28-1,X,1,A,0,28,233.9,234.18,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,"from 14 to 18 cm: a nodular manganese?
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-1-A,342,U1403,A,28,28-1,X,1,A,28,150,234.18,235.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,"homogeneous unit with a unique color 10YR 8/2, extremely disturbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-2-A,342,U1403,A,28,28-2,X,2,A,0,115,235.4,236.55,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,a secondary color of 10YR 4/1 alternates with the main 10YR 8/2 one,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-2-A,342,U1403,A,28,28-2,X,2,A,115,150,236.55,236.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-3-A,342,U1403,A,28,28-3,X,3,A,0,150,236.9,238.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-4-A,342,U1403,A,28,28-4,X,4,A,0,150,238.4,239.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-5-A,342,U1403,A,28,28-5,X,5,A,0,140,239.9,241.3,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-6-A,342,U1403,A,28,28-6,X,6,A,0,61,241.4,242.01,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-CC-A,342,U1403,A,28,28-CC,X,CC,A,0,24,242.01,242.3,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
