Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352C-128R-3-A,317,U1352,C,128,128-3,R,3,A,0,116.0,1738.8,1739.96,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are five distinct lithotypes within this core:
Type 1:The most common lithotype (74%) is a greenish gray (N6 to 10Y 6/1) well-sorted vf-f (most vf) slightly glauconitic sandy marlstone.  This lithotype tends to have sharp upper and lower contacts. It is heavily bioturbated (ichnofabric index of 4), with light tan colored vf muddy sand filled burrows.  Very thin wavy laminations overprint burrow shapes.  

Type 2: A minor lithotype is a dark greenish gray (10Y 4/1) well sorted vf-f (most vf) calcareous sandy mudstone with wavy horizontal to sub horizontal discontinuous laminations of fine sandy mud partings. This lithotype is moderately bioturbated (ichnofabric index of 3).

Type 3: A minor lithotype is a dark gray (N4 ) well sorted vf-f (mostly f) planar to ripple laminated glauconitic calcareous sandstone.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.

Type 4: The second most common lithotype is a dark greenish gray (5GY 4/1 ) well sorted vf to f (mostly vf) massive to finely horizontally laminated calcareous sandstone.  Typically forms laminations up to 7 mm thick and typically has sharp contacts.

Type 5: A minor lithotype is a very dark greenish gray (10Y 3/1) laminated claystone with trace amounts of organic matter.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.
",,
317-U1352C-128R-4-A,317,U1352,C,128,128-4,R,4,A,0,141.0,1740.16,1741.57,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are five distinct lithotypes within this core:
Type 1:The most common lithotype (74%) is a greenish gray (N6 to 10Y 6/1) well-sorted vf-f (most vf) slightly glauconitic sandy marlstone.  This lithotype tends to have sharp upper and lower contacts. It is heavily bioturbated (ichnofabric index of 4), with light tan colored vf muddy sand filled burrows.  Very thin wavy laminations overprint burrow shapes.  

Type 2: A minor lithotype is a dark greenish gray (10Y 4/1) well sorted vf-f (most vf) calcareous sandy mudstone with wavy horizontal to sub horizontal discontinuous laminations of fine sandy mud partings. This lithotype is moderately bioturbated (ichnofabric index of 3).

Type 3: A minor lithotype is a dark gray (N4 ) well sorted vf-f (mostly f) planar to ripple laminated glauconitic calcareous sandstone.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.

Type 4: The second most common lithotype is a dark greenish gray (5GY 4/1 ) well sorted vf to f (mostly vf) massive to finely horizontally laminated calcareous sandstone.  Typically forms laminations up to 7 mm thick and typically has sharp contacts.

Type 5: A minor lithotype is a very dark greenish gray (10Y 3/1) laminated claystone with trace amounts of organic matter.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.
",,
317-U1352C-128R-5-A,317,U1352,C,128,128-5,R,5,A,0,103.0,1741.57,1742.6,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are five distinct lithotypes within this core:
Type 1:The most common lithotype (74%) is a greenish gray (N6 to 10Y 6/1) well-sorted vf-f (most vf) slightly glauconitic sandy marlstone.  This lithotype tends to have sharp upper and lower contacts. It is heavily bioturbated (ichnofabric index of 4), with light tan colored vf muddy sand filled burrows.  Very thin wavy laminations overprint burrow shapes.  

Type 2: A minor lithotype is a dark greenish gray (10Y 4/1) well sorted vf-f (most vf) calcareous sandy mudstone with wavy horizontal to sub horizontal discontinuous laminations of fine sandy mud partings. This lithotype is moderately bioturbated (ichnofabric index of 3).

Type 3: A minor lithotype is a dark gray (N4 ) well sorted vf-f (mostly f) planar to ripple laminated glauconitic calcareous sandstone.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.

Type 4: The second most common lithotype is a dark greenish gray (5GY 4/1 ) well sorted vf to f (mostly vf) massive to finely horizontally laminated calcareous sandstone.  Typically forms laminations up to 7 mm thick and typically has sharp contacts.

Type 5: A minor lithotype is a very dark greenish gray (10Y 3/1) laminated claystone with trace amounts of organic matter.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.
",,
317-U1352C-128R-6-A,317,U1352,C,128,128-6,R,6,A,0,70.0,1742.6,1743.3,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are five distinct lithotypes within this core:
Type 1:The most common lithotype (74%) is a greenish gray (N6 to 10Y 6/1) well-sorted vf-f (most vf) slightly glauconitic sandy marlstone.  This lithotype tends to have sharp upper and lower contacts. It is heavily bioturbated (ichnofabric index of 4), with light tan colored vf muddy sand filled burrows.  Very thin wavy laminations overprint burrow shapes.  

Type 2: A minor lithotype is a dark greenish gray (10Y 4/1) well sorted vf-f (most vf) calcareous sandy mudstone with wavy horizontal to sub horizontal discontinuous laminations of fine sandy mud partings. This lithotype is moderately bioturbated (ichnofabric index of 3).

Type 3: A minor lithotype is a dark gray (N4 ) well sorted vf-f (mostly f) planar to ripple laminated glauconitic calcareous sandstone.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.

Type 4: The second most common lithotype is a dark greenish gray (5GY 4/1 ) well sorted vf to f (mostly vf) massive to finely horizontally laminated calcareous sandstone.  Typically forms laminations up to 7 mm thick and typically has sharp contacts.

Type 5: A minor lithotype is a very dark greenish gray (10Y 3/1) laminated claystone with trace amounts of organic matter.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.
",,
317-U1352C-128R-CC-A,317,U1352,C,128,128-CC,R,CC,A,0,19.0,1743.3,1743.49,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are five distinct lithotypes within this core:
Type 1:The most common lithotype (74%) is a greenish gray (N6 to 10Y 6/1) well-sorted vf-f (most vf) slightly glauconitic sandy marlstone.  This lithotype tends to have sharp upper and lower contacts. It is heavily bioturbated (ichnofabric index of 4), with light tan colored vf muddy sand filled burrows.  Very thin wavy laminations overprint burrow shapes.  

Type 2: A minor lithotype is a dark greenish gray (10Y 4/1) well sorted vf-f (most vf) calcareous sandy mudstone with wavy horizontal to sub horizontal discontinuous laminations of fine sandy mud partings. This lithotype is moderately bioturbated (ichnofabric index of 3).

Type 3: A minor lithotype is a dark gray (N4 ) well sorted vf-f (mostly f) planar to ripple laminated glauconitic calcareous sandstone.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.

Type 4: The second most common lithotype is a dark greenish gray (5GY 4/1 ) well sorted vf to f (mostly vf) massive to finely horizontally laminated calcareous sandstone.  Typically forms laminations up to 7 mm thick and typically has sharp contacts.

Type 5: A minor lithotype is a very dark greenish gray (10Y 3/1) laminated claystone with trace amounts of organic matter.  This lithotype is not bioturbated (ichnofabric index of 1) and has sharp contacts.
",,
317-U1352C-129R-1-A,317,U1352,C,129,129-1,R,1,A,0,144.0,1745.4,1746.84,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,well sorted v f to fine (mostly v f) sandy marlstone with mm to 1.5 cm thick horizontally laminated well sorted v f to fine (mostly v f) glauconitic sandstone.,,
317-U1352C-129R-1-A,317,U1352,C,129,129-1,R,1,A,143,144.0,1746.83,1746.84,,Mudstone [S54-Leg210],,Mudstone,,hard,,,"Shepard, 1954 - Leg 210 revision",v f horizontally laminated mudstone,,
317-U1352C-129R-2-A,317,U1352,C,129,129-2,R,2,A,0,143.0,1746.84,1748.27,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,well sorted v f to fine (mostly v f) sandy marlstone with mm to 1.5 cm thick horizontally laminated well sorted v f to fine (mostly v f) glauconitic sandstone.,,
317-U1352C-129R-2-A,317,U1352,C,129,129-2,R,2,A,0,147.0,1746.84,1748.31,,Mudstone [S54-Leg210],,Mudstone,,hard,,,"Shepard, 1954 - Leg 210 revision",v f horizontally laminated mudstone,,
317-U1352C-129R-2-A,317,U1352,C,129,129-2,R,2,A,147,150.0,1748.31,1748.34,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,,,
317-U1352C-129R-3-A,317,U1352,C,129,129-3,R,3,A,0,116.0,1748.34,1749.5,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,,,
317-U1352C-129R-CC-A,317,U1352,C,129,129-CC,R,CC,A,0,16.0,1749.5,1749.66,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,,,
317-U1352C-130R-1-A,317,U1352,C,130,130-1,R,1,A,0,145.0,1755.0,1756.45,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f.-f. glauconitic sandy marlstone,,
317-U1352C-130R-2-A,317,U1352,C,130,130-2,R,2,A,0,148.0,1756.5,1757.98,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f.-f. glauconitic sandy marlstone,,
317-U1352C-130R-3-A,317,U1352,C,130,130-3,R,3,A,0,143.0,1757.98,1759.41,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f.-f. glauconitic sandy marlstone,,
317-U1352C-130R-4-A,317,U1352,C,130,130-4,R,4,A,0,129.0,1759.41,1760.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f.-f. glauconitic sandy marlstone,,
317-U1352C-131R-1-A,317,U1352,C,131,131-1,R,1,A,0,118.0,1764.6,1765.78,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-131R-2-A,317,U1352,C,131,131-2,R,2,A,0,147.0,1766.02,1767.49,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-131R-3-A,317,U1352,C,131,131-3,R,3,A,0,100.0,1767.49,1768.49,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-131R-4-A,317,U1352,C,131,131-4,R,4,A,0,56.0,1768.49,1769.05,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-131R-CC-A,317,U1352,C,131,131-CC,R,CC,A,0,10.0,1769.05,1769.15,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-132R-1-A,317,U1352,C,132,132-1,R,1,A,0,147.0,1774.2,1775.67,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-132R-2-A,317,U1352,C,132,132-2,R,2,A,0,95.0,1775.67,1776.62,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-132R-2-A,317,U1352,C,132,132-2,R,2,A,95,110.0,1776.62,1776.77,,Marlstone [Leg210],,Marlstone,,,,,Leg210,glauconitic silty marlstone,,
317-U1352C-132R-3-A,317,U1352,C,132,132-3,R,3,A,0,39.0,1776.77,1777.16,,Marlstone [Leg210],,Marlstone,,,,,Leg210,glauconitic silty marlstone,,
317-U1352C-132R-3-A,317,U1352,C,132,132-3,R,3,A,39,72.0,1777.16,1777.49,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-132R-CC-A,317,U1352,C,132,132-CC,R,CC,A,0,19.0,1777.49,1777.68,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-133R-1-A,317,U1352,C,133,133-1,R,1,A,0,150.0,1783.8,1785.3,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone,,
317-U1352C-133R-2-A,317,U1352,C,133,133-2,R,2,A,0,146.0,1785.3,1786.76,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone,,
317-U1352C-133R-3-A,317,U1352,C,133,133-3,R,3,A,0,132.0,1786.76,1788.08,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone,,
317-U1352C-133R-4-A,317,U1352,C,133,133-4,R,4,A,0,146.0,1788.08,1789.54,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone,,
317-U1352C-133R-CC-A,317,U1352,C,133,133-CC,R,CC,A,0,6.0,1789.54,1789.6,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone,,
317-U1352C-134R-1-A,317,U1352,C,134,134-1,R,1,A,0,115.0,1793.4,1794.55,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-134R-2-A,317,U1352,C,134,134-2,R,2,A,0,125.0,1794.63,1795.88,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-134R-3-A,317,U1352,C,134,134-3,R,3,A,0,131.0,1795.88,1797.19,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-134R-4-A,317,U1352,C,134,134-4,R,4,A,0,52.0,1797.19,1797.71,,Limestone [Leg210],,Limestone,,,,,Leg210,glauconitic silty limestone,,
317-U1352C-135R-1-A,317,U1352,C,135,135-1,R,1,A,0,143.0,1803.0,1804.43,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint laminated v.f.-f. (mostly .v.f.) sandy limestone, with abundant burrows (typically 3-25 cm thick) and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel lamination, shap base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-135R-2-A,317,U1352,C,135,135-2,R,2,A,0,146.0,1804.43,1805.89,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint laminated v.f.-f. (mostly .v.f.) sandy limestone, with abundant burrows (typically 3-25 cm thick) and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel lamination, shap base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-135R-3-A,317,U1352,C,135,135-3,R,3,A,0,150.0,1805.89,1807.39,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint laminated v.f.-f. (mostly .v.f.) sandy limestone, with abundant burrows (typically 3-25 cm thick) and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel lamination, shap base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-135R-4-A,317,U1352,C,135,135-4,R,4,A,0,135.0,1807.39,1808.74,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint laminated v.f.-f. (mostly .v.f.) sandy limestone, with abundant burrows (typically 3-25 cm thick) and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel lamination, shap base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-135R-5-A,317,U1352,C,135,135-5,R,5,A,0,145.0,1808.74,1810.19,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint laminated v.f.-f. (mostly .v.f.) sandy limestone, with abundant burrows (typically 3-25 cm thick) and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel lamination, shap base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-135R-CC-A,317,U1352,C,135,135-CC,R,CC,A,0,20.0,1810.19,1810.39,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint laminated v.f.-f. (mostly .v.f.) sandy limestone, with abundant burrows (typically 3-25 cm thick) and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel lamination, shap base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-136R-1-A,317,U1352,C,136,136-1,R,1,A,0,142.0,1812.7,1814.12,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology (93%) is a light gray (N6 to N 7, mostly N7) moderately sorted slightly glauconitic with trace mica silty to vf sandy limestone. Some intervals have higher glauconite content (e.g. Sect. 2, 20-23 cm) and rare carbonaceous blebs.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-4) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm (e.g. Sect. 3, 47 cm) to several cm (Sect. 2, 104 cm).

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone.  Typically forms laminations and beds up to 2 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows (e.g. Sect. 1, 53 cm).  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.  Sandstone layers are less common and thinner in bioturbated limestone intervals (e.g., Sect. 5, 8-60 cm) and more common in planar laminated sections (e.g. Sect. 4, 80-143 cm).
",,
317-U1352C-136R-2-A,317,U1352,C,136,136-2,R,2,A,0,147.0,1814.12,1815.59,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology (93%) is a light gray (N6 to N 7, mostly N7) moderately sorted slightly glauconitic with trace mica silty to vf sandy limestone. Some intervals have higher glauconite content (e.g. Sect. 2, 20-23 cm) and rare carbonaceous blebs.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-4) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm (e.g. Sect. 3, 47 cm) to several cm (Sect. 2, 104 cm).

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone.  Typically forms laminations and beds up to 2 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows (e.g. Sect. 1, 53 cm).  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.  Sandstone layers are less common and thinner in bioturbated limestone intervals (e.g., Sect. 5, 8-60 cm) and more common in planar laminated sections (e.g. Sect. 4, 80-143 cm).
",,
317-U1352C-136R-3-A,317,U1352,C,136,136-3,R,3,A,0,150.0,1815.59,1817.09,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology (93%) is a light gray (N6 to N 7, mostly N7) moderately sorted slightly glauconitic with trace mica silty to vf sandy limestone. Some intervals have higher glauconite content (e.g. Sect. 2, 20-23 cm) and rare carbonaceous blebs.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-4) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm (e.g. Sect. 3, 47 cm) to several cm (Sect. 2, 104 cm).

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone.  Typically forms laminations and beds up to 2 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows (e.g. Sect. 1, 53 cm).  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.  Sandstone layers are less common and thinner in bioturbated limestone intervals (e.g., Sect. 5, 8-60 cm) and more common in planar laminated sections (e.g. Sect. 4, 80-143 cm).
",,
317-U1352C-136R-4-A,317,U1352,C,136,136-4,R,4,A,0,150.0,1817.09,1818.59,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology (93%) is a light gray (N6 to N 7, mostly N7) moderately sorted slightly glauconitic with trace mica silty to vf sandy limestone. Some intervals have higher glauconite content (e.g. Sect. 2, 20-23 cm) and rare carbonaceous blebs.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-4) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm (e.g. Sect. 3, 47 cm) to several cm (Sect. 2, 104 cm).

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone.  Typically forms laminations and beds up to 2 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows (e.g. Sect. 1, 53 cm).  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.  Sandstone layers are less common and thinner in bioturbated limestone intervals (e.g., Sect. 5, 8-60 cm) and more common in planar laminated sections (e.g. Sect. 4, 80-143 cm).
",,
317-U1352C-136R-5-A,317,U1352,C,136,136-5,R,5,A,0,77.0,1818.59,1819.36,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology (93%) is a light gray (N6 to N 7, mostly N7) moderately sorted slightly glauconitic with trace mica silty to vf sandy limestone. Some intervals have higher glauconite content (e.g. Sect. 2, 20-23 cm) and rare carbonaceous blebs.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-4) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm (e.g. Sect. 3, 47 cm) to several cm (Sect. 2, 104 cm).

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone.  Typically forms laminations and beds up to 2 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows (e.g. Sect. 1, 53 cm).  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.  Sandstone layers are less common and thinner in bioturbated limestone intervals (e.g., Sect. 5, 8-60 cm) and more common in planar laminated sections (e.g. Sect. 4, 80-143 cm).
",,
317-U1352C-136R-CC-A,317,U1352,C,136,136-CC,R,CC,A,0,21.0,1819.36,1819.57,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology (93%) is a light gray (N6 to N 7, mostly N7) moderately sorted slightly glauconitic with trace mica silty to vf sandy limestone. Some intervals have higher glauconite content (e.g. Sect. 2, 20-23 cm) and rare carbonaceous blebs.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-4) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm (e.g. Sect. 3, 47 cm) to several cm (Sect. 2, 104 cm).

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone.  Typically forms laminations and beds up to 2 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows (e.g. Sect. 1, 53 cm).  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.  Sandstone layers are less common and thinner in bioturbated limestone intervals (e.g., Sect. 5, 8-60 cm) and more common in planar laminated sections (e.g. Sect. 4, 80-143 cm).
",,
317-U1352C-137R-1-A,317,U1352,C,137,137-1,R,1,A,0,150.0,1822.3,1823.8,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint wavy laminated v.f.-f. (mostly .v.f.) sandy limestone (typically 1-10 cm thick) with abundatnt burrows, and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel to lanticular lamination, sharp base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-137R-2-A,317,U1352,C,137,137-2,R,2,A,0,150.0,1823.8,1825.3,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint wavy laminated v.f.-f. (mostly .v.f.) sandy limestone (typically 1-10 cm thick) with abundatnt burrows, and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel to lanticular lamination, sharp base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-137R-3-A,317,U1352,C,137,137-3,R,3,A,0,119.0,1825.3,1826.49,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint wavy laminated v.f.-f. (mostly .v.f.) sandy limestone (typically 1-10 cm thick) with abundatnt burrows, and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel to lanticular lamination, sharp base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-137R-4-A,317,U1352,C,137,137-4,R,4,A,0,150.0,1826.69,1828.19,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint wavy laminated v.f.-f. (mostly .v.f.) sandy limestone (typically 1-10 cm thick) with abundatnt burrows, and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel to lanticular lamination, sharp base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-137R-5-A,317,U1352,C,137,137-5,R,5,A,0,145.0,1828.19,1829.64,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint wavy laminated v.f.-f. (mostly .v.f.) sandy limestone (typically 1-10 cm thick) with abundatnt burrows, and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel to lanticular lamination, sharp base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-137R-CC-A,317,U1352,C,137,137-CC,R,CC,A,0,10.0,1829.64,1829.74,,Limestone [Leg210],,Limestone,,,,,Leg210,"Interbedded  1: greenish gray (10Y 6/1) glauconitic faint wavy laminated v.f.-f. (mostly .v.f.) sandy limestone (typically 1-10 cm thick) with abundatnt burrows, and 2: very dark greenish gray (5GY 3/1) calcareous glauconitic silty v.f.-v. (mostly v.f.) sandstone, with parallel to lanticular lamination, sharp base and top, non-bioturbation, occasional bifurcation into sinuous strings (<3 cm thick.)",,
317-U1352C-138R-1-A,317,U1352,C,138,138-1,R,1,A,0,150.0,1831.9,1833.4,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
