Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486C-19H-2-A,36,55,155.66,155.85,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,55,63,155.85,155.93,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,63,71,155.93,156.01,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,71,73,156.01,156.03,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,73,81,156.03,156.11,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,81,96,156.11,156.26,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,96,100,156.26,156.3,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,100,124,156.3,156.54,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,124,125,156.54,156.55,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,125,132,156.55,156.62,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,132,134,156.62,156.64,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,134,146,156.64,156.76,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-2-A,146,150,156.76,156.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,2,A
363-U1486C-19H-3-A,0,19,156.8,156.99,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,19,20,156.99,157.0,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,20,46,157.0,157.26,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,46,49,157.26,157.29,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,49,77,157.29,157.57,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,77,79,157.57,157.59,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,79,101,157.59,157.81,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,101,102,157.81,157.82,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,102,109,157.82,157.89,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,109,110,157.89,157.9,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,110,123,157.9,158.03,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,123,125,158.03,158.05,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/2 (dark reddish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,125,140,158.05,158.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,140,141,158.2,158.21,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/2 (dark reddish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-3-A,141,150,158.21,158.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,3,A
363-U1486C-19H-4-A,0,26,158.3,158.56,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,26,30,158.56,158.6,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,30,38,158.6,158.68,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,38,40,158.68,158.7,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,40,46,158.7,158.76,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,46,55,158.76,158.85,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,55,58,158.85,158.88,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,58,67,158.88,158.97,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,67,72,158.97,159.02,,ash(tuff) [MMK88m],ash(tuff),,5YR 6/2 (pinkish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,72,74,159.02,159.04,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,74,83,159.04,159.13,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,83,85,159.13,159.15,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,85,90,159.15,159.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,90,92,159.2,159.22,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,92,115,159.22,159.45,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,115,117,159.45,159.47,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,117,129,159.47,159.59,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,129,131,159.59,159.61,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,131,134,159.61,159.64,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,134,137,159.64,159.67,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-4-A,137,150,159.67,159.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,4,A
363-U1486C-19H-5-A,0,1,159.8,159.81,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,1,19,159.81,159.99,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,19,22,159.99,160.02,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,22,27,160.02,160.07,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,27,28,160.07,160.08,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,28,35,160.08,160.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,35,39,160.15,160.19,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,39,41,160.19,160.21,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,41,52,160.21,160.32,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,52,64,160.32,160.44,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,64,81,160.44,160.61,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,81,84,160.61,160.64,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,84,95,160.64,160.75,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,95,116,160.75,160.96,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,116,130,160.96,161.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,130,136,161.1,161.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,136,140,161.16,161.2,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-5-A,140,150,161.2,161.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,5,A
363-U1486C-19H-6-A,0,6,161.3,161.36,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,6,A
363-U1486C-19H-6-A,6,28,161.36,161.58,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,6,A
363-U1486C-19H-6-A,28,29,161.58,161.59,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,6,A
363-U1486C-19H-6-A,29,59,161.59,161.89,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,6,A
363-U1486C-19H-CC-A,0,11,161.89,162.0,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,CC,A
363-U1486C-19H-CC-A,11,13,162.0,162.02,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,CC,A
363-U1486C-19H-CC-A,13,16,162.02,162.05,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,CC,A
363-U1486C-19H-CC-A,16,19,162.05,162.08,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,CC,A
363-U1486C-19H-CC-A,19,25,162.08,162.14,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,CC,A
363-U1486C-19H-CC-A,25,26,162.14,162.15,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,CC,A
363-U1486C-19H-CC-A,26,29,162.15,162.18,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,19,H,CC,A
363-U1486C-20H-1-A,0,28,163.3,163.58,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Ashes at 77, 104, and 121 in section 1",,,,,,,,,,,,,363,U1486,C,20,H,1,A
363-U1486C-20H-1-A,28,50,163.58,163.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,1,A
363-U1486C-20H-1-A,50,150,163.8,164.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,1,A
363-U1486C-20H-2-A,0,31,164.8,165.11,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Thin ashes at 7, and 112 cm in section 2.",,,,,,,,,,,,,363,U1486,C,20,H,2,A
363-U1486C-20H-2-A,31,62,165.11,165.42,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,2,A
363-U1486C-20H-2-A,62,70,165.42,165.5,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,2,A
363-U1486C-20H-2-A,70,128,165.5,166.08,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,2,A
363-U1486C-20H-2-A,128,136,166.08,166.16,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,2,A
363-U1486C-20H-2-A,136,150,166.16,166.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,2,A
363-U1486C-20H-3-A,0,26,166.3,166.56,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Thin ashes at 26, 43, and 54 in section 3.",,,,,,,,,,,,,363,U1486,C,20,H,3,A
363-U1486C-20H-3-A,26,54,166.56,166.84,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10YR 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,3,A
363-U1486C-20H-3-A,54,116,166.84,167.46,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,3,A
363-U1486C-20H-3-A,116,122,167.46,167.52,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,3,A
363-U1486C-20H-3-A,122,144,167.52,167.74,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,3,A
363-U1486C-20H-3-A,144,150,167.74,167.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,3,A
363-U1486C-20H-4-A,0,102,167.8,168.82,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Thin ashes at 11, and 22 cm in section 4.",,,,,,,,,,,,,363,U1486,C,20,H,4,A
363-U1486C-20H-4-A,102,123,168.82,169.03,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,4,A
363-U1486C-20H-4-A,123,150,169.03,169.3,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,4,A
363-U1486C-20H-5-A,0,14,169.3,169.44,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),slight [DB86],,,,,,"Thin ashes at 57, 69, 86, 89, 103, 107, and 129 cm in section 5",,,,,,,,,,,,,363,U1486,C,20,H,5,A
363-U1486C-20H-5-A,14,33,169.44,169.63,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,5,A
363-U1486C-20H-5-A,33,60,169.63,169.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,5,A
363-U1486C-20H-5-A,60,78,169.9,170.08,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,5,A
363-U1486C-20H-5-A,78,128,170.08,170.58,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,5,A
363-U1486C-20H-5-A,128,150,170.58,170.8,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,5,A
363-U1486C-20H-6-A,0,3,170.8,170.83,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,6,A
363-U1486C-20H-6-A,3,30,170.83,171.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,6,A
363-U1486C-20H-6-A,30,72,171.1,171.52,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,6,A
363-U1486C-20H-CC-A,0,16,171.52,171.68,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,20,H,CC,A
363-U1486C-21H-1-A,0,6,172.8,172.86,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,1,A
363-U1486C-21H-1-A,6,50,172.86,173.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,1,A
363-U1486C-21H-1-A,50,91,173.3,173.71,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,1,A
363-U1486C-21H-1-A,91,142,173.71,174.22,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,1,A
363-U1486C-21H-1-A,142,146,174.22,174.26,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,1,A
363-U1486C-21H-1-A,146,150,174.26,174.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,1,A
363-U1486C-21H-2-A,0,29,174.3,174.59,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,29,35,174.59,174.65,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,35,42,174.65,174.72,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,42,77,174.72,175.07,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,77,80,175.07,175.1,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
