Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ulmus taxa,Tsuga taxa,Tilia taxa,Taxodiaceae taxa,Sphagnum taxa,Selaginella  taxa,Sciadopitys taxa,Quercus taxa,Pterocarya taxa,Polypodiaceae taxa,Pinus taxa,Picea taxa,Nyssa  taxa,Myrica taxa,Lycopodiaceae taxa,Liquidambar taxa,Larix type taxa,Juglans taxa,Ilex taxa,Gramineae taxa,Fagus taxa,Ericaceae taxa,Ephedra taxa,Cyperaceae taxa,Cryptomeria  taxa,Corylus taxa,Compositae taxa,Chenopodiaceae taxa,Celtis taxa,Carya taxa,Carpinus taxa,Betula taxa,Alnus taxa,Acer taxa,Abies taxa,Zelkova taxa,Quercus (evergreen) taxa,Quercus (deciduous)  taxa,Persicaria taxa,Pasania  taxa,Metasequoia  taxa,Engelhardia taxa,Castanea taxa,Larix taxa,Cupressaceae taxa,Aesculus  taxa,Dacrydium taxa,Carduoideae  taxa,Rhus taxa,Cichorioideae taxa,Artemisia taxa,Sparganium taxa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 29,X, 1,  62.00,    266.0200,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,8         ,3         ,2               ,0            ,0                ,0               ,8           ,2              ,3                 ,40        ,7         ,0          ,0          ,0                 ,1               ,0              ,6           ,0        ,1             ,1         ,0             ,2           ,2              ,2                ,0           ,3              ,1                  ,0          ,5         ,0            ,3          ,1         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 29,X, 1, 130.00,    266.7000,Yamanoi  ,Pollen/Spores                                ,               ,                  ,3.0%      ,16        ,1.5%      ,5.0%            ,             ,                 ,                ,            ,7.0%           ,                  ,9         ,42        ,           ,           ,                  ,2.0%            ,               ,            ,         ,.5%           ,10.5%     ,              ,.5%         ,               ,                 ,.5%         ,               ,3.0%               ,           ,7.5%      ,2.5%         ,2.5%       ,2.5%      ,         ,3         ,3.0%        ,5.5%                    ,22.5%                    ,               ,11.0%        ,1.0%             ,                ,1.5%         ,1.5%      ,                 ,              ,              ,1.0%             ,         ,.5%               ,4.0%          ,               ,in assemblage of 100 grains others indicated-30 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 29,X, 2,  62.00,    267.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,18        ,3         ,3               ,0            ,0                ,0               ,4           ,1              ,50                ,38        ,17        ,1          ,0          ,0                 ,1               ,0              ,3           ,0        ,1             ,0         ,0             ,1           ,0              ,2                ,0           ,2              ,2                  ,0          ,2         ,1            ,2          ,1         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 29,X, 3,  62.00,    269.0200,Heusser  ,Pollen/Spores                                ,               ,                  ,11        ,7         ,2         ,11              ,0            ,0                ,0               ,27          ,2              ,30                ,14        ,9         ,1          ,1          ,0                 ,0               ,0              ,3           ,0        ,0             ,0         ,0             ,2           ,4              ,4                ,1           ,3              ,1                  ,0          ,1         ,1            ,10         ,2         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 29,X, 4,  62.00,    270.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,18        ,0         ,7               ,2            ,0                ,0               ,7           ,0              ,20                ,29        ,27        ,0          ,1          ,0                 ,1               ,0              ,2           ,0        ,1             ,3         ,0             ,1           ,3              ,2                ,0           ,2              ,0                  ,0          ,0         ,0            ,3          ,2         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 29,X, 5,  62.00,    272.0200,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,14        ,0         ,4               ,0            ,1                ,1               ,2           ,2              ,14                ,27        ,34        ,0          ,1          ,0                 ,0               ,0              ,1           ,0        ,0             ,2         ,0             ,0           ,1              ,1                ,0           ,0              ,0                  ,0          ,1         ,1            ,3          ,1         ,0        ,7         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 29,X, 6,  62.00,    273.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,29        ,0         ,8               ,0            ,0                ,0               ,11          ,1              ,10                ,39        ,20        ,0          ,0          ,0                 ,0               ,0              ,0           ,0        ,1             ,1         ,0             ,1           ,2              ,4                ,0           ,1              ,4                  ,0          ,1         ,0            ,2          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 30,X, 1,  62.00,    275.7200,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,20        ,0         ,3               ,0            ,1                ,0               ,7           ,0              ,10                ,33        ,37        ,0          ,0          ,1                 ,0               ,0              ,1           ,0        ,0             ,0         ,0             ,1           ,4              ,0                ,1           ,0              ,0                  ,0          ,0         ,1            ,4          ,1         ,0        ,5         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 30,X, 1, 130.00,    276.4000,Yamanoi  ,Pollen/Spores                                ,               ,                  ,2.5%      ,20        ,1.0%      ,4.0%            ,             ,                 ,                ,            ,15.0%          ,                  ,8         ,54        ,           ,           ,                  ,1.5%            ,               ,            ,         ,              ,6.5%      ,              ,            ,.5%            ,                 ,4.0%        ,               ,1.0%               ,           ,15.5%     ,1.0%         ,1.0%       ,3.0%      ,         ,4         ,5.5%        ,2.0%                    ,10.0%                    ,               ,             ,3.5%             ,                ,             ,19.0%     ,                 ,              ,              ,                 ,         ,                  ,2.5%          ,               ,in assemblage of 100 grains others indicated-14 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 30,X, 2,  62.00,    277.2200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,22        ,0         ,5               ,0            ,0                ,0               ,7           ,2              ,8                 ,44        ,16        ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,1             ,0         ,0             ,0           ,3              ,3                ,0           ,0              ,1                  ,0          ,2         ,1            ,2          ,2         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 30,X, 3,  62.00,    278.7200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,15        ,0         ,1               ,0            ,1                ,0               ,12          ,2              ,10                ,34        ,22        ,0          ,0          ,0                 ,0               ,1              ,1           ,0        ,0             ,0         ,0             ,0           ,0              ,3                ,0           ,2              ,0                  ,1          ,1         ,0            ,4          ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 30,X, 4,  62.00,    280.2200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,5         ,3         ,4               ,0            ,0                ,0               ,19          ,2              ,10                ,39        ,9         ,0          ,0          ,0                 ,0               ,0              ,2           ,0        ,0             ,1         ,0             ,0           ,4              ,3                ,1           ,3              ,0                  ,0          ,1         ,0            ,6          ,1         ,0        ,6         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 30,X, 5,  62.00,    281.7200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,26        ,0         ,13              ,0            ,0                ,0               ,10          ,3              ,20                ,18        ,17        ,0          ,0          ,0                 ,0               ,1              ,3           ,0        ,0             ,0         ,0             ,0           ,1              ,3                ,0           ,1              ,0                  ,0          ,0         ,0            ,1          ,2         ,0        ,8         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 31,X, 1,  62.00,    285.2200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,7         ,0         ,11              ,0            ,0                ,0               ,11          ,1              ,10                ,29        ,17        ,0          ,0          ,1                 ,0               ,0              ,2           ,0        ,0             ,0         ,0             ,0           ,3              ,4                ,1           ,0              ,1                  ,0          ,0         ,2            ,6          ,1         ,0        ,6         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 31,X, 2,  62.00,    286.7200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,10        ,1         ,7               ,0            ,0                ,0               ,16          ,1              ,27                ,21        ,30        ,0          ,0          ,0                 ,1               ,1              ,0           ,0        ,1             ,0         ,0             ,0           ,5              ,3                ,0           ,1              ,1                  ,0          ,2         ,1            ,4          ,1         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 31,X, 2, 130.00,    287.4000,Yamanoi  ,Pollen/Spores                                ,               ,                  ,3.5%      ,14        ,2.0%      ,7.0%            ,             ,                 ,                ,            ,4.5%           ,                  ,10        ,48        ,           ,.5%        ,                  ,1.0%            ,               ,.5%         ,         ,1.0%          ,11.0%     ,              ,.5%         ,1.5%           ,                 ,1.5%        ,               ,1.0%               ,           ,9.0%      ,.5%          ,5.0%       ,2.0%      ,         ,9         ,4.0%        ,9.5%                    ,16.5%                    ,               ,3.5%         ,2.0%             ,                ,2.5%         ,7.0%      ,                 ,              ,              ,                 ,         ,                  ,1.0%          ,1.0%           ,in assemblage of 100 grains others indicated-19 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 31,X, 3,  62.00,    288.2200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,3         ,0         ,6               ,0            ,0                ,0               ,15          ,2              ,32                ,36        ,16        ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,0             ,0         ,0             ,0           ,3              ,5                ,0           ,2              ,2                  ,0          ,3         ,1            ,3          ,0         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 31,X, 4,  62.00,    289.7200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,16        ,1         ,1               ,0            ,0                ,0               ,1           ,5              ,50                ,17        ,15        ,0          ,0          ,0                 ,0               ,15             ,0           ,0        ,0             ,1         ,0             ,0           ,1              ,1                ,1           ,1              ,0                  ,0          ,3         ,0            ,2          ,1         ,0        ,8         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 31,X, 5,  62.00,    291.2200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,12        ,2         ,11              ,0            ,0                ,0               ,14          ,7              ,12                ,14        ,11        ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,1             ,0         ,0             ,0           ,4              ,4                ,0           ,3              ,0                  ,0          ,4         ,0            ,5          ,2         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 31,X, 6,  62.00,    292.7200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,8         ,0         ,8               ,0            ,0                ,1               ,11          ,4              ,20                ,28        ,9         ,0          ,0          ,0                 ,0               ,0              ,2           ,0        ,0             ,0         ,0             ,1           ,1              ,7                ,0           ,1              ,0                  ,0          ,3         ,0            ,7          ,3         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 32,X, 1,  62.00,    294.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,23        ,1         ,1               ,0            ,0                ,1               ,4           ,1              ,8                 ,47        ,26        ,0          ,0          ,0                 ,0               ,1              ,1           ,0        ,0             ,0         ,0             ,0           ,0              ,1                ,0           ,0              ,0                  ,0          ,1         ,0            ,1          ,1         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 32,X, 2,  62.00,    295.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,13        ,0         ,4               ,0            ,0                ,0               ,8           ,2              ,6                 ,39        ,19        ,0          ,0          ,0                 ,0               ,1              ,1           ,0        ,0             ,2         ,0             ,0           ,2              ,1                ,1           ,1              ,0                  ,0          ,4         ,0            ,4          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 32,X, 3,  62.00,    297.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,16        ,0         ,1               ,0            ,0                ,0               ,4           ,2              ,3                 ,49        ,12        ,0          ,1          ,0                 ,1               ,0              ,3           ,0        ,0             ,0         ,0             ,0           ,0              ,2                ,1           ,1              ,0                  ,0          ,4         ,0            ,5          ,1         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 32,X, 3, 130.00,    297.8000,Yamanoi  ,Pollen/Spores                                ,               ,                  ,5.5%      ,10        ,.5%       ,2.5%            ,             ,                 ,                ,            ,9.0%           ,                  ,12        ,28        ,           ,           ,                  ,1.0%            ,               ,            ,         ,              ,19.5%     ,              ,            ,               ,                 ,            ,               ,2.0%               ,           ,6.5%      ,7.5%         ,2.5%       ,1.5%      ,2.5%     ,5         ,2.0%        ,11.0%                   ,14.0%                    ,               ,.5%          ,                 ,.5%             ,2.0%         ,7.0%      ,                 ,.5%           ,              ,.5%              ,.5%      ,.5%               ,.5%           ,               ,in assemblage of 100 grains others indicated-45 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 33,X, 1,  62.00,    303.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,8         ,0         ,2               ,0            ,0                ,0               ,15          ,6              ,16                ,43        ,7         ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,1             ,0         ,0             ,0           ,4              ,0                ,0           ,0              ,0                  ,0          ,3         ,0            ,2          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 5; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 33,X, 2,  62.00,    305.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,8         ,12        ,1         ,2               ,0            ,0                ,0               ,14          ,2              ,10                ,25        ,5         ,1          ,0          ,0                 ,1               ,0              ,2           ,0        ,0             ,2         ,0             ,2           ,0              ,1                ,1           ,7              ,0                  ,0          ,7         ,0            ,13         ,2         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 33,X, 3,  62.00,    306.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,9         ,4         ,1         ,4               ,0            ,0                ,0               ,24          ,7              ,40                ,22        ,3         ,1          ,0          ,0                 ,0               ,0              ,1           ,0        ,0             ,0         ,0             ,0           ,2              ,5                ,3           ,1              ,0                  ,1          ,10        ,4            ,12         ,6         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 33,X, 3, 130.00,    307.6000,Yamanoi  ,Pollen/Spores                                ,               ,                  ,4.5%      ,17        ,          ,9.5%            ,             ,                 ,                ,            ,.5%            ,                  ,24        ,40        ,           ,           ,                  ,                ,               ,            ,         ,1.0%          ,13.0%     ,              ,.5%         ,               ,                 ,            ,               ,3.5%               ,           ,6.0%      ,9.0%         ,1.0%       ,3.0%      ,         ,2         ,2.0%        ,22.5%                   ,11.5%                    ,               ,1.5%         ,5.0%             ,.5%             ,2.5%         ,2.0%      ,                 ,              ,.5%           ,.5%              ,         ,                  ,              ,               ,in assemblage of 100 grains others indicated-17 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 33,X, 4,  62.00,    308.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,11        ,12        ,0         ,3               ,0            ,0                ,0               ,12          ,7              ,8                 ,46        ,24        ,1          ,0          ,0                 ,1               ,1              ,2           ,0        ,1             ,1         ,0             ,1           ,5              ,2                ,3           ,3              ,4                  ,0          ,2         ,1            ,5          ,2         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 33,X, 5,  62.00,    309.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,7         ,1         ,2               ,0            ,0                ,0               ,19          ,4              ,6                 ,49        ,3         ,0          ,0          ,0                 ,1               ,0              ,0           ,0        ,0             ,0         ,0             ,0           ,2              ,1                ,2           ,1              ,0                  ,0          ,0         ,2            ,6          ,1         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 33,X, 6,  62.00,    311.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,9         ,0         ,5               ,0            ,0                ,0               ,6           ,9              ,28                ,39        ,8         ,0          ,2          ,0                 ,0               ,0              ,1           ,0        ,0             ,0         ,0             ,0           ,2              ,2                ,1           ,1              ,0                  ,2          ,4         ,1            ,7          ,1         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 35,X, 1, 123.00,    323.4300,Heusser  ,Pollen/Spores                                ,               ,                  ,14        ,4         ,0         ,1               ,             ,                 ,0               ,4           ,14             ,4                 ,8         ,8         ,0          ,2          ,                  ,5               ,0              ,0           ,0        ,0             ,4         ,0             ,0           ,1              ,0                ,0           ,2              ,0                  ,0          ,23        ,4            ,2          ,3         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 11; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 35,X, 3, 115.00,    326.3500,Heusser  ,Pollen/Spores                                ,               ,                  ,13        ,8         ,0         ,4               ,             ,                 ,0               ,13          ,9              ,5                 ,15        ,8         ,0          ,0          ,                  ,1               ,0              ,1           ,0        ,0             ,1         ,0             ,1           ,1              ,0                ,0           ,1              ,0                  ,0          ,11        ,0            ,8          ,4         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 15; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 35,X, 3, 117.00,    326.3700,Yamanoi  ,Pollen/Spores                                ,               ,                  ,6.0%      ,13        ,1.0%      ,2.0%            ,             ,                 ,                ,            ,5.5%           ,                  ,17        ,20        ,           ,           ,                  ,2.5%            ,               ,1.0%        ,         ,              ,19.5%     ,              ,            ,               ,                 ,1.5%        ,               ,                   ,           ,18.0%     ,9.5%         ,3.0%       ,.5%       ,         ,3         ,2.0%        ,14.5%                   ,8.5%                     ,               ,.5%          ,.5%              ,.5%             ,.5%          ,2.0%      ,.5%              ,.5%           ,              ,                 ,         ,                  ,              ,               ,in assemblage of 100 grains others indicated-47 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
